county,precinct,office,district,party,candidate,total,poll,absentee,,,,,
Yakima,COUNTRY  CLUB  3206,,,,Ballots,666,257,409,,,,,
Yakima,COWICHE  CANYON  3208,,,,Ballots,94,73,21,,,,,
Yakima,CRESCENT  3209,,,,Ballots,6,6,,,,,,
Yakima,E  AHTANUM  3301,,,,Ballots,603,208,395,,,,,
Yakima,E  GRANGER  3303,,,,Ballots,267,131,136,,,,,
Yakima,E  MOXEE  3304,,,,Ballots,479,195,284,,,,,
Yakima,E  NACHES  3305,,,,Ballots,586,259,327,,,,,
Yakima,E  SELAH  3306,,,,Ballots,283,169,114,,,,,
Yakima,E  TIETON  3308,,,,Ballots,482,193,289,,,,,
Yakima,E  TOPPENISH  3309,,,,Ballots,65,47,18,,,,,
Yakima,E  WAPATO  3310,,,,Ballots,199,88,111,,,,,
Yakima,E  ZILLAH  3311,,,,Ballots,591,286,305,,,,,
Yakima,ENGLEWOOD  3312,,,,Ballots,663,250,413,,,,,
Yakima,ESCHBACH  3313,,,,Ballots,470,209,261,,,,,
Yakima,FULLBRIGHT  3503,,,,Ballots,52,44,8,,,,,
Yakima,FIRING  CENTER  3504,,,,Ballots,16,8,8,,,,,
Yakima,GLADE  3601,,,,Ballots,35,28,7,,,,,
Yakima,GLEED  3602,,,,Ballots,227,106,121,,,,,
Yakima,GROMORE  3605,,,,Ballots,831,380,451,,,,,
Yakima,HARRAH  RURAL  3701,,,,Ballots,484,247,237,,,,,
Yakima,HARWOOD  3702,,,,Ballots,808,287,521,,,,,
Yakima,LIBERTY  3902,,,,Ballots,284,134,150,,,,,
Yakima,LOWER WENAS  3903,,,,Ballots,925,442,483,,,,,
Yakima,LOWER  NACHES  3904,,,,Ballots,28,22,6,,,,,
Yakima,MCKINLEY  4001,,,,Ballots,332,140,192,,,,,
Yakima,MABTON  RURAL  4002,,,,Ballots,248,153,95,,,,,
Yakima,MOXEE  RURAL  4003,,,,Ballots,380,151,229,,,,,
Yakima,NACHES  HTS  4101,,,,Ballots,224,102,122,,,,,
Yakima,NILE  4102,,,,Ballots,483,199,284,,,,,
Yakima,N  COWICHE  4104,,,,Ballots,421,191,230,,,,,
Yakima,N  GRANDVIEW  4105,,,,Ballots,230,87,143,,,,,
Yakima,N  HOLLAND  4106,,,,Ballots,593,247,346,,,,,
Yakima,N  SELAH  HGTS  4108,,,,Ballots,676,289,387,,,,,
Yakima,N  SUNNYSIDE  4109,,,,Ballots,281,146,135,,,,,
Yakima,N  TOPPENISH  4110,,,,Ballots,321,127,194,,,,,
Yakima,N  GLEED  4111,,,,Ballots,473,225,248,,,,,
Yakima,N  SELAH  4112,,,,Ballots,601,262,339,,,,,
Yakima,N  TAMPICO  4114,,,,Ballots,84,55,29,,,,,
Yakima,N  WENAS  4115,,,,Ballots,200,125,75,,,,,
Yakima,ORCHARD  4302,,,,Ballots,122,91,31,,,,,
Yakima,OUTLOOK  4303,,,,Ballots,235,102,133,,,,,
Yakima,PARKER  HGTS  4401,,,,Ballots,347,154,193,,,,,
Yakima,POMONA  4402,,,,Ballots,474,201,273,,,,,
Yakima,REST  HAVEN  4501,,,,Ballots,214,77,137,,,,,
Yakima,ROZA  4502,,,,Ballots,358,158,200,,,,,
Yakima,RIMROCK  4503,,,,Ballots,90,57,33,,,,,
Yakima,ROZA HILL  4504,,,,Ballots,370,148,222,,,,,
Yakima,SCENIC  4601,,,,Ballots,233,84,149,,,,,
Yakima,SELAH  CENTRAL  4602,,,,Ballots,403,178,225,,,,,
Yakima,SELAH  EXTENSION  4603,,,,Ballots,717,317,400,,,,,
Yakima,SELAH  RURAL  4604,,,,Ballots,229,101,128,,,,,
Yakima,SHELLER  4605,,,,Ballots,301,133,168,,,,,
Yakima,SLAVIN  4606,,,,Ballots,383,132,251,,,,,
Yakima,S  AIRPORT  4607,,,,Ballots,35,22,13,,,,,
Yakima,S  COWICHE  4609,,,,Ballots,228,79,149,,,,,
Yakima,S  GRANDVIEW  4610,,,,Ballots,436,196,240,,,,,
Yakima,S  HOLLAND  4611,,,,Ballots,218,84,134,,,,,
Yakima,S  NOB  HILL  4613,,,,Ballots,515,192,323,,,,,
Yakima,S  SUNNYSIDE  4615,,,,Ballots,244,108,136,,,,,
Yakima,S  TOPPENISH  4616,,,,Ballots,295,137,158,,,,,
Yakima,SUNNYVALLEY  4618,,,,Ballots,311,148,163,,,,,
Yakima,SUNTIDES  4621,,,,Ballots,678,277,401,,,,,
Yakima,S  ZILLAH  4622,,,,Ballots,324,159,165,,,,,
Yakima,S  AHTANUM  4623,,,,Ballots,423,203,220,,,,,
Yakima,S  HILLS  4624,,,,Ballots,195,148,47,,,,,
Yakima,S  WENAS  4625,,,,Ballots,6,5,1,,,,,
Yakima,SUMMITVIEW  4626,,,,Ballots,24,19,5,,,,,
Yakima,S  NACHES  HGHTS  4627,,,,Ballots,188,132,56,,,,,
Yakima,S  OUTLOOK 4628,,,,Ballots,175,119,56,,,,,
Yakima,TAMPICO 4801,,,,Ballots,395,202,193,,,,,
Yakima,TERRACE  HGTS  4802,,,,Ballots,806,301,505,,,,,
Yakima,WANETA  5001,,,,Ballots,150,111,39,,,,,
Yakima,WENDELL  PHILLIPS 5002 ,,,,Ballots,269,113,156,,,,,
Yakima,W  AHTANUM  5003,,,,Ballots,749,328,421,,,,,
Yakima,W  NOB  HILL  5006,,,,Ballots,59,30,29,,,,,
Yakima,W  PARKER  5007,,,,Ballots,13,7,6,,,,,
Yakima,W  WAPATO  5009,,,,Ballots,458,231,227,,,,,
Yakima,WESTVIEW  5010,,,,Ballots,533,226,307,,,,,
Yakima,WESTWOOD  5011,,,,Ballots,719,345,374,,,,,
Yakima,WHITE  SWAN  5012,,,,Ballots,589,307,282,,,,,
Yakima,WIDE  HOLLOW  5013,,,,Ballots,528,222,306,,,,,
Yakima,WILEY  CITY  5014,,,,Ballots,453,191,262,,,,,
Yakima,W  SELAH  5016,,,,Ballots,360,145,215,,,,,
Yakima,W MOXEE  5017,,,,Ballots,380,148,232,,,,,
Yakima,WEST  VALLEY  5018,,,,Ballots,536,232,304,,,,,
Yakima,W  WASHINGTON  5020,,,,Ballots,684,245,439,,,,,
Yakima,YAKIMA  RIDGE  5101,,,,Ballots,89,61,28,,,,,
Yakima,ZIER  5201,,,,Ballots,404,169,235,,,,,
YAKIMA WA,YAKIMA WA,,,,,70556,30726,39830,,,,,
county,precinct,office,district,party,candidate,total,poll,absentee,,,,,
Yakima,YAKIMA  0101,President,,D,Al Gore,280,83,197,,,,,
Yakima,YAKIMA  0104,President,,D,Al Gore,144,58,86,,,,,
Yakima,YAKIMA  0105,President,,D,Al Gore,45,24,21,,,,,
Yakima,YAKIMA  0109,President,,D,Al Gore,68,34,34,,,,,
Yakima,YAKIMA  0110,President,,D,Al Gore,205,83,122,,,,,
Yakima,YAKIMA  0111,President,,D,Al Gore,145,68,77,,,,,
Yakima,YAKIMA  0114,President,,D,Al Gore,246,115,131,,,,,
Yakima,YAKIMA  0116,President,,D,Al Gore,89,29,60,,,,,
Yakima,YAKIMA  0118,President,,D,Al Gore,93,35,58,,,,,
Yakima,YAKIMA  0120,President,,D,Al Gore,59,33,26,,,,,
Yakima,YAKIMA  0123,President,,D,Al Gore,282,105,177,,,,,
Yakima,YAKIMA  0126,President,,D,Al Gore,364,135,229,,,,,
Yakima,YAKIMA  0127,President,,D,Al Gore,148,75,73,,,,,
Yakima,YAKIMA  0129,President,,D,Al Gore,188,94,94,,,,,
Yakima,YAKIMA  0131,President,,D,Al Gore,262,107,155,,,,,
Yakima,YAKIMA  0133,President,,D,Al Gore,248,123,125,,,,,
Yakima,YAKIMA  0134,President,,D,Al Gore,143,58,85,,,,,
Yakima,YAKIMA  0136,President,,D,Al Gore,219,111,108,,,,,
Yakima,YAKIMA  0138,President,,D,Al Gore,213,86,127,,,,,
Yakima,YAKIMA  0140,President,,D,Al Gore,99,38,61,,,,,
Yakima,YAKIMA  0142,President,,D,Al Gore,280,71,209,,,,,
Yakima,YAKIMA  0143,President,,D,Al Gore,147,74,73,,,,,
Yakima,YAKIMA  0145,President,,D,Al Gore,124,43,81,,,,,
Yakima,YAKIMA  0146,President,,D,Al Gore,190,53,137,,,,,
Yakima,YAKIMA  0149,President,,D,Al Gore,265,100,165,,,,,
Yakima,YAKIMA  0151,President,,D,Al Gore,126,39,87,,,,,
Yakima,YAKIMA  0153,President,,D,Al Gore,202,71,131,,,,,
Yakima,YAKIMA  0154,President,,D,Al Gore,134,54,80,,,,,
Yakima,YAKIMA  0155,President,,D,Al Gore,216,85,131,,,,,
Yakima,YAKIMA  0156,President,,D,Al Gore,220,82,138,,,,,
Yakima,YAKIMA  0161,President,,D,Al Gore,218,82,136,,,,,
Yakima,YAKIMA  0162,President,,D,Al Gore,203,73,130,,,,,
Yakima,YAKIMA  0163,President,,D,Al Gore,158,56,102,,,,,
Yakima,YAKIMA  0164,President,,D,Al Gore,1,0,1,,,,,
Yakima,YAKIMA  0165,President,,D,Al Gore,6,5,1,,,,,
Yakima,YAKIMA  0167,President,,D,Al Gore,175,72,103,,,,,
Yakima,YAKIMA  0169,President,,D,Al Gore,254,90,164,,,,,
Yakima,YAKIMA  0170,President,,D,Al Gore,154,62,92,,,,,
Yakima,YAKIMA  0172,President,,D,Al Gore,270,104,166,,,,,
Yakima,YAKIMA  0174,President,,D,Al Gore,177,67,110,,,,,
Yakima,YAKIMA  0175,President,,D,Al Gore,248,87,161,,,,,
Yakima,YAKIMA  0176,President,,D,Al Gore,153,59,94,,,,,
Yakima,YAKIMA  0179,President,,D,Al Gore,240,65,175,,,,,
Yakima,YAKIMA  0180,President,,D,Al Gore,176,75,101,,,,,
Yakima,YAKIMA  0183,President,,D,Al Gore,324,65,259,,,,,
Yakima,YAKIMA  0184,President,,D,Al Gore,282,81,201,,,,,
Yakima,YAKIMA  0185,President,,D,Al Gore,267,84,183,,,,,
Yakima,YAKIMA  0186,President,,D,Al Gore,62,30,32,,,,,
Yakima,YAKIMA  0190,President,,D,Al Gore,119,45,74,,,,,
Yakima,GRANDVIEW  0301,President,,D,Al Gore,78,62,16,,,,,
Yakima,GRANDVIEW  0302,President,,D,Al Gore,275,137,138,,,,,
