county,precinct,office,district,party,candidate,total,poll,absentee,,,,,
Yakima,YAKIMA  0175,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,YAKIMA  0176,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,YAKIMA  0179,President,,F,Pat Buchanan,6,0,6,,,,,
Yakima,YAKIMA  0180,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,YAKIMA  0183,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,YAKIMA  0184,President,,F,Pat Buchanan,7,5,2,,,,,
Yakima,YAKIMA  0185,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,YAKIMA  0186,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,YAKIMA  0190,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,GRANDVIEW  0301,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,GRANDVIEW  0302,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,GRANDVIEW  0303,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,GRANDVIEW  0306,President,,F,Pat Buchanan,5,2,3,,,,,
Yakima,GRANGER 0501,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,HARRAH  0701,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,MABTON  0901,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,MOXEE 1101,President,,F,Pat Buchanan,4,4,0,,,,,
Yakima,NACHES  1301,President,,F,Pat Buchanan,3,2,1,,,,,
Yakima,SELAH  1501,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,SELAH  1502,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,SELAH  1503,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,SELAH  1504,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,SUNNYSIDE  1701,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,SUNNYSIDE  1702,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,SUNNYSIDE  1703,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,SUNNYSIDE  1706,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,SUNNYSIDE  1708,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,TIETON  1901,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,TOPPENISH  2101,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,TOPPENISH  2103,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,TOPPENISH  2107,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,UNION  GAP  2301,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,UNION GAP  2303,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,UNION GAP  2304,President,,F,Pat Buchanan,2,2,0,,,,,
Yakima,UNION  GAP  2305,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,UNION  GAP  2306,President,,F,Pat Buchanan,4,1,3,,,,,
Yakima,WAPATO  2501,President,,F,Pat Buchanan,3,1,2,,,,,
Yakima,WAPATO  2503,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,ZILLAH 2701,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,ZILLAH 2702,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,ALFALFA  3002,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,APPLE  VALLEY  3003,President,,F,Pat Buchanan,7,1,6,,,,,
Yakima,BELMA  3101,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,BRADSHAW  3102,President,,F,Pat Buchanan,3,1,2,,,,,
Yakima,BUENA  3104,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,BYRON  3105,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,BUTTERFIELD  3106,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,CHINOOK  3203,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,CLIFFDELL  3204,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,COTTONWOOD  3205,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,COUNTRY  CLUB  3206,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,COWICHE  CANYON  3208,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,CRESCENT  3209,President,,F,Pat Buchanan,0,0,,,,,,
Yakima,E  AHTANUM  3301,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,E  GRANGER  3303,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,E  MOXEE  3304,President,,F,Pat Buchanan,3,2,1,,,,,
Yakima,E  NACHES  3305,President,,F,Pat Buchanan,3,1,2,,,,,
Yakima,E  SELAH  3306,President,,F,Pat Buchanan,2,2,0,,,,,
Yakima,E  TIETON  3308,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,E  TOPPENISH  3309,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,E  WAPATO  3310,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,E  ZILLAH  3311,President,,F,Pat Buchanan,3,2,1,,,,,
Yakima,ENGLEWOOD  3312,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,ESCHBACH  3313,President,,F,Pat Buchanan,2,2,0,,,,,
Yakima,FULLBRIGHT  3503,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,FIRING  CENTER  3504,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,GLADE  3601,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,GLEED  3602,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,GROMORE  3605,President,,F,Pat Buchanan,6,4,2,,,,,
Yakima,HARRAH  RURAL  3701,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,HARWOOD  3702,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,LIBERTY  3902,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,LOWER WENAS  3903,President,,F,Pat Buchanan,8,3,5,,,,,
Yakima,LOWER  NACHES  3904,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,MCKINLEY  4001,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,MABTON  RURAL  4002,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,MOXEE  RURAL  4003,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,NACHES  HTS  4101,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,NILE  4102,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,N  COWICHE  4104,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,N  GRANDVIEW  4105,President,,F,Pat Buchanan,3,0,3,,,,,
Yakima,N  HOLLAND  4106,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,N  SELAH  HGTS  4108,President,,F,Pat Buchanan,3,0,3,,,,,
Yakima,N  SUNNYSIDE  4109,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,N  TOPPENISH  4110,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,N  GLEED  4111,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,N  SELAH  4112,President,,F,Pat Buchanan,4,3,1,,,,,
Yakima,N  TAMPICO  4114,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,N  WENAS  4115,President,,F,Pat Buchanan,2,2,0,,,,,
Yakima,ORCHARD  4302,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,OUTLOOK  4303,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,PARKER  HGTS  4401,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,POMONA  4402,President,,F,Pat Buchanan,5,3,2,,,,,
Yakima,REST  HAVEN  4501,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,ROZA  4502,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,RIMROCK  4503,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,ROZA HILL  4504,President,,F,Pat Buchanan,4,1,3,,,,,
Yakima,SCENIC  4601,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,SELAH  CENTRAL  4602,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,SELAH  EXTENSION  4603,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,SELAH  RURAL  4604,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,SHELLER  4605,President,,F,Pat Buchanan,3,2,1,,,,,
Yakima,SLAVIN  4606,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,S  AIRPORT  4607,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,S  COWICHE  4609,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,S  GRANDVIEW  4610,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,S  HOLLAND  4611,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,S  NOB  HILL  4613,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,S  SUNNYSIDE  4615,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,S  TOPPENISH  4616,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,SUNNYVALLEY  4618,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,SUNTIDES  4621,President,,F,Pat Buchanan,5,1,4,,,,,
Yakima,S  ZILLAH  4622,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,S  AHTANUM  4623,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,S  HILLS  4624,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,S  WENAS  4625,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,SUMMITVIEW  4626,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,S  NACHES  HGHTS  4627,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,S  OUTLOOK 4628,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,TAMPICO 4801,President,,F,Pat Buchanan,7,5,2,,,,,
Yakima,TERRACE  HGTS  4802,President,,F,Pat Buchanan,3,0,3,,,,,
Yakima,WANETA  5001,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,WENDELL  PHILLIPS 5002 ,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,W  AHTANUM  5003,President,,F,Pat Buchanan,5,0,5,,,,,
Yakima,W  NOB  HILL  5006,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,W  PARKER  5007,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,W  WAPATO  5009,President,,F,Pat Buchanan,3,2,1,,,,,
Yakima,WESTVIEW  5010,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,WESTWOOD  5011,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,WHITE  SWAN  5012,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,WIDE  HOLLOW  5013,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,WILEY  CITY  5014,President,,F,Pat Buchanan,1,0,1,,,,,
Yakima,W  SELAH  5016,President,,F,Pat Buchanan,2,0,2,,,,,
Yakima,W MOXEE  5017,President,,F,Pat Buchanan,0,0,0,,,,,
Yakima,WEST  VALLEY  5018,President,,F,Pat Buchanan,4,0,4,,,,,
Yakima,W  WASHINGTON  5020,President,,F,Pat Buchanan,2,1,1,,,,,
Yakima,YAKIMA  RIDGE  5101,President,,F,Pat Buchanan,1,1,0,,,,,
Yakima,ZIER  5201,President,,F,Pat Buchanan,1,1,0,,,,,
YAKIMA WA,YAKIMA WA,President,,F,Pat Buchanan,288,109,179,,,,,
Yakima,YAKIMA  0101,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0104,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0105,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0109,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0110,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0111,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0114,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0116,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0118,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0120,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0123,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0126,President,,SW,James Harris,1,1,0,,,,,
,YAKIMA  0127,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0129,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0131,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0133,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0134,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0136,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0138,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0140,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0142,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0143,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0145,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0146,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0149,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0151,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0153,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0154,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0155,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0156,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0161,President,,SW,James Harris,1,0,1,,,,,
,YAKIMA  0162,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0163,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0164,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0165,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0167,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0169,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0170,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0172,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0174,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0175,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0176,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0179,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0180,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0183,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0184,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0185,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0186,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  0190,President,,SW,James Harris,0,0,0,,,,,
,GRANDVIEW  0301,President,,SW,James Harris,0,0,0,,,,,
,GRANDVIEW  0302,President,,SW,James Harris,0,0,0,,,,,
,GRANDVIEW  0303,President,,SW,James Harris,0,0,0,,,,,
,GRANDVIEW  0306,President,,SW,James Harris,0,0,0,,,,,
,GRANGER 0501,President,,SW,James Harris,0,0,0,,,,,
,HARRAH  0701,President,,SW,James Harris,0,0,0,,,,,
,MABTON  0901,President,,SW,James Harris,0,0,0,,,,,
,MOXEE 1101,President,,SW,James Harris,0,0,0,,,,,
,NACHES  1301,President,,SW,James Harris,0,0,0,,,,,
,SELAH  1501,President,,SW,James Harris,0,0,0,,,,,
,SELAH  1502,President,,SW,James Harris,0,0,0,,,,,
,SELAH  1503,President,,SW,James Harris,0,0,0,,,,,
,SELAH  1504,President,,SW,James Harris,0,0,0,,,,,
,SUNNYSIDE  1701,President,,SW,James Harris,0,0,0,,,,,
,SUNNYSIDE  1702,President,,SW,James Harris,1,0,1,,,,,
,SUNNYSIDE  1703,President,,SW,James Harris,0,0,0,,,,,
,SUNNYSIDE  1706,President,,SW,James Harris,0,0,0,,,,,
,SUNNYSIDE  1708,President,,SW,James Harris,0,0,0,,,,,
,TIETON  1901,President,,SW,James Harris,0,0,0,,,,,
,TOPPENISH  2101,President,,SW,James Harris,0,0,0,,,,,
,TOPPENISH  2103,President,,SW,James Harris,0,0,0,,,,,
,TOPPENISH  2107,President,,SW,James Harris,0,0,0,,,,,
,UNION  GAP  2301,President,,SW,James Harris,0,0,0,,,,,
,UNION GAP  2303,President,,SW,James Harris,0,0,0,,,,,
,UNION GAP  2304,President,,SW,James Harris,0,0,0,,,,,
,UNION  GAP  2305,President,,SW,James Harris,0,0,0,,,,,
,UNION  GAP  2306,President,,SW,James Harris,0,0,0,,,,,
,WAPATO  2501,President,,SW,James Harris,0,0,0,,,,,
,WAPATO  2503,President,,SW,James Harris,0,0,0,,,,,
,ZILLAH 2701,President,,SW,James Harris,0,0,0,,,,,
,ZILLAH 2702,President,,SW,James Harris,0,0,0,,,,,
,ALFALFA  3002,President,,SW,James Harris,0,0,0,,,,,
,APPLE  VALLEY  3003,President,,SW,James Harris,0,0,0,,,,,
,BELMA  3101,President,,SW,James Harris,0,0,0,,,,,
,BRADSHAW  3102,President,,SW,James Harris,0,0,0,,,,,
,BUENA  3104,President,,SW,James Harris,0,0,0,,,,,
,BYRON  3105,President,,SW,James Harris,0,0,0,,,,,
,BUTTERFIELD  3106,President,,SW,James Harris,0,0,0,,,,,
,CHINOOK  3203,President,,SW,James Harris,0,0,0,,,,,
,CLIFFDELL  3204,President,,SW,James Harris,0,0,0,,,,,
,COTTONWOOD  3205,President,,SW,James Harris,0,0,0,,,,,
,COUNTRY  CLUB  3206,President,,SW,James Harris,0,0,0,,,,,
,COWICHE  CANYON  3208,President,,SW,James Harris,0,0,0,,,,,
,CRESCENT  3209,President,,SW,James Harris,0,0,,,,,,
,E  AHTANUM  3301,President,,SW,James Harris,1,0,1,,,,,
,E  GRANGER  3303,President,,SW,James Harris,0,0,0,,,,,
,E  MOXEE  3304,President,,SW,James Harris,0,0,0,,,,,
,E  NACHES  3305,President,,SW,James Harris,1,0,1,,,,,
,E  SELAH  3306,President,,SW,James Harris,0,0,0,,,,,
,E  TIETON  3308,President,,SW,James Harris,0,0,0,,,,,
,E  TOPPENISH  3309,President,,SW,James Harris,0,0,0,,,,,
,E  WAPATO  3310,President,,SW,James Harris,0,0,0,,,,,
,E  ZILLAH  3311,President,,SW,James Harris,0,0,0,,,,,
,ENGLEWOOD  3312,President,,SW,James Harris,0,0,0,,,,,
,ESCHBACH  3313,President,,SW,James Harris,0,0,0,,,,,
,FULLBRIGHT  3503,President,,SW,James Harris,0,0,0,,,,,
,FIRING  CENTER  3504,President,,SW,James Harris,0,0,0,,,,,
,GLADE  3601,President,,SW,James Harris,0,0,0,,,,,
,GLEED  3602,President,,SW,James Harris,0,0,0,,,,,
,GROMORE  3605,President,,SW,James Harris,0,0,0,,,,,
,HARRAH  RURAL  3701,President,,SW,James Harris,0,0,0,,,,,
,HARWOOD  3702,President,,SW,James Harris,0,0,0,,,,,
,LIBERTY  3902,President,,SW,James Harris,0,0,0,,,,,
,LOWER WENAS  3903,President,,SW,James Harris,0,0,0,,,,,
,LOWER  NACHES  3904,President,,SW,James Harris,0,0,0,,,,,
,MCKINLEY  4001,President,,SW,James Harris,0,0,0,,,,,
,MABTON  RURAL  4002,President,,SW,James Harris,0,0,0,,,,,
,MOXEE  RURAL  4003,President,,SW,James Harris,0,0,0,,,,,
,NACHES  HTS  4101,President,,SW,James Harris,0,0,0,,,,,
,NILE  4102,President,,SW,James Harris,0,0,0,,,,,
,N  COWICHE  4104,President,,SW,James Harris,0,0,0,,,,,
,N  GRANDVIEW  4105,President,,SW,James Harris,0,0,0,,,,,
,N  HOLLAND  4106,President,,SW,James Harris,0,0,0,,,,,
,N  SELAH  HGTS  4108,President,,SW,James Harris,0,0,0,,,,,
,N  SUNNYSIDE  4109,President,,SW,James Harris,0,0,0,,,,,
,N  TOPPENISH  4110,President,,SW,James Harris,0,0,0,,,,,
,N  GLEED  4111,President,,SW,James Harris,0,0,0,,,,,
,N  SELAH  4112,President,,SW,James Harris,0,0,0,,,,,
,N  TAMPICO  4114,President,,SW,James Harris,0,0,0,,,,,
,N  WENAS  4115,President,,SW,James Harris,1,0,1,,,,,
,ORCHARD  4302,President,,SW,James Harris,0,0,0,,,,,
,OUTLOOK  4303,President,,SW,James Harris,0,0,0,,,,,
,PARKER  HGTS  4401,President,,SW,James Harris,0,0,0,,,,,
,POMONA  4402,President,,SW,James Harris,0,0,0,,,,,
,REST  HAVEN  4501,President,,SW,James Harris,0,0,0,,,,,
,ROZA  4502,President,,SW,James Harris,0,0,0,,,,,
,RIMROCK  4503,President,,SW,James Harris,0,0,0,,,,,
,ROZA HILL  4504,President,,SW,James Harris,0,0,0,,,,,
,SCENIC  4601,President,,SW,James Harris,0,0,0,,,,,
,SELAH  CENTRAL  4602,President,,SW,James Harris,0,0,0,,,,,
,SELAH  EXTENSION  4603,President,,SW,James Harris,0,0,0,,,,,
,SELAH  RURAL  4604,President,,SW,James Harris,0,0,0,,,,,
,SHELLER  4605,President,,SW,James Harris,0,0,0,,,,,
,SLAVIN  4606,President,,SW,James Harris,1,0,1,,,,,
,S  AIRPORT  4607,President,,SW,James Harris,0,0,0,,,,,
,S  COWICHE  4609,President,,SW,James Harris,0,0,0,,,,,
,S  GRANDVIEW  4610,President,,SW,James Harris,0,0,0,,,,,
,S  HOLLAND  4611,President,,SW,James Harris,0,0,0,,,,,
,S  NOB  HILL  4613,President,,SW,James Harris,0,0,0,,,,,
,S  SUNNYSIDE  4615,President,,SW,James Harris,0,0,0,,,,,
,S  TOPPENISH  4616,President,,SW,James Harris,0,0,0,,,,,
,SUNNYVALLEY  4618,President,,SW,James Harris,0,0,0,,,,,
,SUNTIDES  4621,President,,SW,James Harris,0,0,0,,,,,
,S  ZILLAH  4622,President,,SW,James Harris,0,0,0,,,,,
,S  AHTANUM  4623,President,,SW,James Harris,0,0,0,,,,,
,S  HILLS  4624,President,,SW,James Harris,0,0,0,,,,,
,S  WENAS  4625,President,,SW,James Harris,0,0,0,,,,,
,SUMMITVIEW  4626,President,,SW,James Harris,0,0,0,,,,,
,S  NACHES  HGHTS  4627,President,,SW,James Harris,0,0,0,,,,,
,S  OUTLOOK 4628,President,,SW,James Harris,0,0,0,,,,,
,TAMPICO 4801,President,,SW,James Harris,0,0,0,,,,,
,TERRACE  HGTS  4802,President,,SW,James Harris,0,0,0,,,,,
,WANETA  5001,President,,SW,James Harris,0,0,0,,,,,
,WENDELL  PHILLIPS 5002 ,President,,SW,James Harris,0,0,0,,,,,
,W  AHTANUM  5003,President,,SW,James Harris,0,0,0,,,,,
,W  NOB  HILL  5006,President,,SW,James Harris,0,0,0,,,,,
,W  PARKER  5007,President,,SW,James Harris,0,0,0,,,,,
,W  WAPATO  5009,President,,SW,James Harris,0,0,0,,,,,
,WESTVIEW  5010,President,,SW,James Harris,0,0,0,,,,,
,WESTWOOD  5011,President,,SW,James Harris,0,0,0,,,,,
,WHITE  SWAN  5012,President,,SW,James Harris,0,0,0,,,,,
,WIDE  HOLLOW  5013,President,,SW,James Harris,0,0,0,,,,,
,WILEY  CITY  5014,President,,SW,James Harris,0,0,0,,,,,
,W  SELAH  5016,President,,SW,James Harris,0,0,0,,,,,
,W MOXEE  5017,President,,SW,James Harris,0,0,0,,,,,
,WEST  VALLEY  5018,President,,SW,James Harris,0,0,0,,,,,
,W  WASHINGTON  5020,President,,SW,James Harris,0,0,0,,,,,
,YAKIMA  RIDGE  5101,President,,SW,James Harris,0,0,0,,,,,
,ZIER  5201,President,,SW,James Harris,0,0,0,,,,,
YAKIMA WA,YAKIMA WA,President,,SW,James Harris,7,1,6,,,,,
Yakima,YAKIMA  0101,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0104,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0105,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0109,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0110,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0111,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0114,President,,NL,John Hagelin,1,1,0,,,,,
Yakima,YAKIMA  0116,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0118,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0120,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0123,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0126,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0127,President,,NL,John Hagelin,2,2,0,,,,,
Yakima,YAKIMA  0129,President,,NL,John Hagelin,1,1,0,,,,,
Yakima,YAKIMA  0131,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0133,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0134,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0136,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0138,President,,NL,John Hagelin,3,0,3,,,,,
Yakima,YAKIMA  0140,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0142,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0143,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0145,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0146,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0149,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0151,President,,NL,John Hagelin,2,0,2,,,,,
Yakima,YAKIMA  0153,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0154,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0155,President,,NL,John Hagelin,2,1,1,,,,,
Yakima,YAKIMA  0156,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0161,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0162,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0163,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0164,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0165,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0167,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0169,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0170,President,,NL,John Hagelin,2,1,1,,,,,
Yakima,YAKIMA  0172,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0174,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0175,President,,NL,John Hagelin,1,1,0,,,,,
Yakima,YAKIMA  0176,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0179,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0180,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0183,President,,NL,John Hagelin,1,1,0,,,,,
Yakima,YAKIMA  0184,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0185,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,YAKIMA  0186,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,YAKIMA  0190,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,GRANDVIEW  0301,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,GRANDVIEW  0302,President,,NL,John Hagelin,1,0,1,,,,,
Yakima,GRANDVIEW  0303,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,GRANDVIEW  0306,President,,NL,John Hagelin,0,0,0,,,,,
Yakima,GRANGER 0501,President,,NL,John Hagelin,0,0,0,,,,,
