Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,No,75
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,Yes,122
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Registered Voters,784
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Counted,202
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Under Voted,5
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,No,77
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,Yes,120
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Registered Voters,784
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Counted,202
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Under Voted,8
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,Yes,104
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,No,90
ISS 05-0543,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Registered Voters,653
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Counted,147
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Under Voted,4
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,No,45
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,Yes,98
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Registered Voters,653
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Counted,147
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Under Voted,4
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,No,45
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,Yes,98
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Registered Voters,653
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Counted,147
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Under Voted,5
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,Yes,99
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,No,43
ISS 05-0544,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Registered Voters,323
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Counted,86
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Under Voted,4
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,No,29
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,Yes,53
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Registered Voters,323
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Counted,86
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Under Voted,4
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,No,34
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,Yes,48
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Registered Voters,323
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Counted,86
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Under Voted,6
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,Yes,47
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,No,33
ISS 05-0545,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Registered Voters,227
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Counted,75
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Under Voted,2
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,No,33
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,Yes,40
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Registered Voters,227
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Counted,75
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Under Voted,2
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,No,38
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,Yes,35
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Registered Voters,227
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Counted,75
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Under Voted,1
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,Yes,37
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,No,37
ISS 05-0546,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Registered Voters,345
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Counted,113
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Under Voted,3
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,No,46
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,Yes,64
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Registered Voters,345
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Counted,113
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Under Voted,3
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,No,46
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,Yes,64
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Registered Voters,345
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Counted,113
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Under Voted,1
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,Yes,68
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,No,44
ISS 05-0547,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Registered Voters,773
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Counted,220
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Under Voted,9
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,No,81
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,Yes,130
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Registered Voters,773
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Counted,220
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Under Voted,9
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,No,101
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,Yes,110
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Registered Voters,773
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Counted,220
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Under Voted,10
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,Yes,110
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,No,100
ISS 05-0548,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Registered Voters,299
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Counted,116
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Under Voted,4
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,No,50
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,<NP>,Yes,62
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Registered Voters,299
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Counted,116
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Under Voted,4
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,No,56
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,<NP>,Yes,56
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2,5,3,8,Total,NP,Times Over Voted,0
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Registered Voters,299
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Counted,116
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Under Voted,3
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,Yes,51
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,<NP>,No,62
ISS 05-0550,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,NP,Times Over Voted,0
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,1,1,Total,NP,Registered Voters,468
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,1,1,Total,NP,Times Counted,112
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,1,1,Total,NP,Times Under Voted,2
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,1,1,Total,<NP>,No,37
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,1,1,Total,<NP>,Yes,73
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,1,1,Total,NP,Times Over Voted,0
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,1,1,Total,NP,Registered Voters,468
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,1,1,Total,NP,Times Counted,112
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,1,1,Total,NP,Times Under Voted,2
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,1,1,Total,<NP>,Approved,74
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,1,1,Total,<NP>,Rejected,36
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,1,1,Total,NP,Times Over Voted,0
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,1,1,Total,NP,Registered Voters,468
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,1,1,Total,NP,Times Counted,112
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,1,1,Total,NP,Times Under Voted,8
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,1,1,Total,<NP>,Yes,68
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,1,1,Total,<NP>,No,36
KIR 45-0554,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,1,1,Total,NP,Times Over Voted,0
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Registered Voters,9
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Counted,2
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Under Voted,0
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,7,8,Total,<NP>,No,2
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,7,8,Total,<NP>,Yes,0
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
JEFFERSON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,47,7,8,Total,NP,Registered Voters,661
JEFFERSON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,47,7,8,Total,NP,Times Counted,182
JEFFERSON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,47,7,8,Total,NP,Times Under Voted,0
JEFFERSON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,47,7,8,Total,<NP>,Yes,107
JEFFERSON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,47,7,8,Total,<NP>,No,75
JEFFERSON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,7,8,Total,NP,Registered Voters,9
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,7,8,Total,NP,Times Counted,2
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,7,8,Total,NP,Times Under Voted,0
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,7,8,Total,<NP>,Yes,0
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,7,8,Total,<NP>,No,2
JEFFERSON,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,7,8,Total,NP,Times Over Voted,0
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Registered Voters,308
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Counted,71
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Under Voted,1
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,<NP>,No,19
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,<NP>,Yes,51
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Over Voted,0
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Registered Voters,308
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Counted,71
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Under Voted,6
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,<NP>,No,17
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,<NP>,Yes,48
SHL 32-0558,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Over Voted,0
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Registered Voters,306
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Counted,84
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Under Voted,2
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,<NP>,No,32
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,<NP>,Yes,50
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Over Voted,0
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Registered Voters,306
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Counted,84
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Under Voted,4
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,<NP>,No,27
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,<NP>,Yes,53
SHL 32-0559,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Over Voted,0
BUR 34-0560,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Registered Voters,584
BUR 34-0560,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Counted,130
BUR 34-0560,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Under Voted,0
BUR 34-0560,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,<NP>,No,46
BUR 34-0560,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,<NP>,Yes,84
BUR 34-0560,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 2,30,7,8,Total,NP,Registered Voters,139
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 2,30,7,8,Total,NP,Times Counted,38
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 2,30,7,8,Total,NP,Times Under Voted,1
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 2,30,7,8,Total,<NP>,Approved,7
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 2,30,7,8,Total,<NP>,Rejected,30
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 2,30,7,8,Total,NP,Times Over Voted,0
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 1,30,7,8,Total,NP,Registered Voters,139
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 1,30,7,8,Total,NP,Times Counted,38
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 1,30,7,8,Total,NP,Times Under Voted,0
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 1,30,7,8,Total,<NP>,No,31
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 1,30,7,8,Total,<NP>,Yes,7
JOVITA,Fife School District No. 417 Fife School District No. 417 Proposition No. 1,30,7,8,Total,NP,Times Over Voted,0
JOVITA,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,NP,Registered Voters,346
JOVITA,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,NP,Times Counted,98
JOVITA,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,NP,Times Under Voted,0
JOVITA,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,<NP>,Yes,30
JOVITA,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,<NP>,No,68
JOVITA,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,NP,Times Over Voted,0
BUR 33-0562,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,8,7,Total,NP,Registered Voters,434
BUR 33-0562,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,8,7,Total,NP,Times Counted,124
BUR 33-0562,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,8,7,Total,NP,Times Under Voted,0
BUR 33-0562,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,8,7,Total,<NP>,No,60
BUR 33-0562,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,8,7,Total,<NP>,Yes,64
BUR 33-0562,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,8,7,Total,NP,Times Over Voted,0
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,9,8,Total,NP,Registered Voters,783
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,9,8,Total,NP,Times Counted,208
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,9,8,Total,NP,Times Under Voted,4
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,9,8,Total,<NP>,No,107
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,9,8,Total,<NP>,Yes,97
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,9,8,Total,NP,Registered Voters,783
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,9,8,Total,NP,Times Counted,208
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,9,8,Total,NP,Times Under Voted,12
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,9,8,Total,<NP>,Yes,97
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,9,8,Total,<NP>,No,99
COV 47-0566,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,9,8,Total,NP,Times Over Voted,0
JUTLAND,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,11,8,9,Total,NP,Registered Voters,0
JUTLAND,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,11,8,9,Total,NP,Times Counted,0
