Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,3,1,Total,NP,Times Under Voted,1
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,3,1,Total,<NP>,No,85
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,3,1,Total,<NP>,Yes,102
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,45,3,1,Total,NP,Times Over Voted,0
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,3,1,Total,NP,Registered Voters,471
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,3,1,Total,NP,Times Counted,188
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,3,1,Total,NP,Times Under Voted,1
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,3,1,Total,<NP>,Approved,94
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,3,1,Total,<NP>,Rejected,93
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,45,3,1,Total,NP,Times Over Voted,0
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Registered Voters,471
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Counted,188
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Under Voted,4
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,<NP>,Yes,98
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,<NP>,No,86
ALDERWOOD,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Over Voted,0
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,9,9,Total,NP,Registered Voters,335
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,9,9,Total,NP,Times Counted,57
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,9,9,Total,NP,Times Under Voted,2
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,9,9,Total,<NP>,Yes,38
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,9,9,Total,<NP>,No,17
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,9,9,Total,NP,Times Over Voted,0
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,9,9,Total,NP,Registered Voters,335
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,9,9,Total,NP,Times Counted,57
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,9,9,Total,NP,Times Under Voted,1
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,9,9,Total,<NP>,Yes,40
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,9,9,Total,<NP>,No,16
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,9,9,Total,NP,Times Over Voted,0
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,9,9,Total,NP,Registered Voters,335
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,9,9,Total,NP,Times Counted,57
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,9,9,Total,NP,Times Under Voted,2
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,9,9,Total,<NP>,No,19
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,9,9,Total,<NP>,Yes,36
BEL 41-0011,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,9,9,Total,NP,Times Over Voted,0
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Registered Voters,435
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Counted,95
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Under Voted,2
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,<NP>,No,23
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,<NP>,Yes,70
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Over Voted,0
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Registered Voters,435
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Counted,95
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Under Voted,13
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,<NP>,No,21
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,<NP>,Yes,61
SHL 32-0012,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Over Voted,0
ALG 30-0013,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,NP,Registered Voters,481
ALG 30-0013,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,NP,Times Counted,70
ALG 30-0013,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,NP,Times Under Voted,0
ALG 30-0013,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,<NP>,Yes,52
ALG 30-0013,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,<NP>,No,18
ALG 30-0013,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,NP,Times Over Voted,0
ALG 30-0014,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,NP,Registered Voters,522
ALG 30-0014,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,NP,Times Counted,89
ALG 30-0014,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,NP,Times Under Voted,0
ALG 30-0014,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,<NP>,Yes,70
ALG 30-0014,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,<NP>,No,19
ALG 30-0014,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,30,7,8,Total,NP,Times Over Voted,0
ALG 30-0014,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,NP,Registered Voters,0
ALG 30-0014,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,NP,Times Counted,0
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,1,1,1,Total,<NP>,No,144
ALG 30-0014,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,NP,Times Under Voted,0
ALG 30-0014,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,<NP>,Yes,0
ALG 30-0014,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,<NP>,No,0
ALG 30-0014,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,30,7,8,Total,NP,Times Over Voted,0
DES 33-0016,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,5,9,Total,NP,Registered Voters,284
DES 33-0016,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,5,9,Total,NP,Times Counted,119
DES 33-0016,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,5,9,Total,NP,Times Under Voted,0
DES 33-0016,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,5,9,Total,<NP>,No,63
DES 33-0016,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,5,9,Total,<NP>,Yes,56
DES 33-0016,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,6,9,Total,NP,Registered Voters,607
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,6,9,Total,NP,Times Counted,146
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,6,9,Total,NP,Times Under Voted,2
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,6,9,Total,<NP>,Yes,74
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,6,9,Total,<NP>,No,70
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3,41,6,9,Total,NP,Times Over Voted,0
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,6,9,Total,NP,Registered Voters,607
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,6,9,Total,NP,Times Counted,146
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,6,9,Total,NP,Times Under Voted,4
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,6,9,Total,<NP>,Yes,64
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,6,9,Total,<NP>,No,78
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1,41,6,9,Total,NP,Times Over Voted,0
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,6,9,Total,NP,Registered Voters,607
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,6,9,Total,NP,Times Counted,146
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,6,9,Total,NP,Times Under Voted,2
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,6,9,Total,<NP>,No,80
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,6,9,Total,<NP>,Yes,64
BEL 41-0017,Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2,41,6,9,Total,NP,Times Over Voted,0
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,1,1,1,Total,NP,Registered Voters,762
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,1,1,1,Total,NP,Times Counted,330
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,1,1,1,Total,NP,Times Under Voted,11
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,1,1,1,Total,<NP>,Yes,175
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,1,1,1,Total,NP,Times Over Voted,0
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,1,1,1,Total,NP,Registered Voters,762
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,1,1,1,Total,NP,Times Counted,330
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,1,1,1,Total,NP,Times Under Voted,9
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,1,1,1,Total,<NP>,Approved,170
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,1,1,1,Total,<NP>,Rejected,151
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,1,1,1,Total,NP,Times Over Voted,0
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,1,1,1,Total,NP,Registered Voters,762
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,1,1,1,Total,NP,Times Counted,330
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,1,1,1,Total,NP,Times Under Voted,7
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,1,1,1,Total,<NP>,Yes,178
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,1,1,1,Total,<NP>,No,145
KIR 01-0019,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,1,1,1,Total,NP,Times Over Voted,0
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Registered Voters,457
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Counted,162
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Under Voted,5
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,<NP>,No,51
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,<NP>,Yes,106
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,32,1,7,Total,NP,Times Over Voted,0
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Registered Voters,457
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Counted,162
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Under Voted,9
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,<NP>,No,47
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,<NP>,Yes,106
SHL 32-0024,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,32,1,7,Total,NP,Times Over Voted,0
BUR 34-0025,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Registered Voters,857
BUR 34-0025,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Counted,214
BUR 34-0025,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Under Voted,0
BUR 34-0025,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,<NP>,No,73
BUR 34-0025,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,<NP>,Yes,141
BUR 34-0025,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,NP,Registered Voters,384
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,NP,Times Counted,96
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,NP,Times Under Voted,1
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,<NP>,No,43
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,<NP>,Yes,52
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,NP,Registered Voters,384
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,NP,Times Counted,96
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,NP,Times Under Voted,3
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,<NP>,Yes,52
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,<NP>,No,41
KEN 47-0026,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,NP,Times Over Voted,0
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,NP,Registered Voters,545
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,NP,Times Counted,161
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,NP,Times Under Voted,3
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,<NP>,No,73
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,<NP>,Yes,85
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,NP,Registered Voters,545
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,NP,Times Counted,161
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,NP,Times Under Voted,7
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,<NP>,Yes,72
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,<NP>,No,82
KEN 47-0028,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,47,5,9,Total,NP,Times Over Voted,0
BUR 34-0033,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Registered Voters,741
BUR 34-0033,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Counted,182
BUR 34-0033,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Under Voted,0
BUR 34-0033,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,<NP>,No,88
BUR 34-0033,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,<NP>,Yes,94
BUR 34-0033,Highline School District No. 401 Highline School District No. 401 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2,46,1,1,Total,NP,Registered Voters,633
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2,46,1,1,Total,NP,Times Counted,247
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2,46,1,1,Total,NP,Times Under Voted,1
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2,46,1,1,Total,<NP>,Approved,172
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2,46,1,1,Total,<NP>,Rejected,74
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2,46,1,1,Total,NP,Times Over Voted,0
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,46,1,1,Total,NP,Registered Voters,21
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,46,1,1,Total,NP,Times Counted,4
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,46,1,1,Total,NP,Times Under Voted,0
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,46,1,1,Total,<NP>,No,2
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,46,1,1,Total,<NP>,Yes,2
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,46,1,1,Total,NP,Times Over Voted,0
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3,46,1,1,Total,NP,Registered Voters,633
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3,46,1,1,Total,NP,Times Counted,247
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3,46,1,1,Total,NP,Times Under Voted,5
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3,46,1,1,Total,<NP>,Yes,168
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3,46,1,1,Total,<NP>,No,74
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3,46,1,1,Total,NP,Times Over Voted,0
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,46,1,1,Total,NP,Registered Voters,21
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,46,1,1,Total,NP,Times Counted,4
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,46,1,1,Total,NP,Times Under Voted,0
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,46,1,1,Total,<NP>,Approved,2
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,46,1,1,Total,<NP>,Rejected,2
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,46,1,1,Total,NP,Times Over Voted,0
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,46,1,1,Total,NP,Registered Voters,21
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,46,1,1,Total,NP,Times Counted,4
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,46,1,1,Total,NP,Times Under Voted,0
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,46,1,1,Total,<NP>,Yes,2
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,46,1,1,Total,<NP>,No,2
KMR 46-0036,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1,46,1,1,Total,NP,Times Over Voted,0
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1,46,1,1,Total,NP,Registered Voters,633
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1,46,1,1,Total,NP,Times Counted,247
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1,46,1,1,Total,NP,Times Under Voted,1
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1,46,1,1,Total,<NP>,Yes,178
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1,46,1,1,Total,<NP>,No,68
KMR 46-0036,Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1,46,1,1,Total,NP,Times Over Voted,0
ARTHUR,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,9,8,Total,NP,Registered Voters,409
ARTHUR,Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3,5,9,8,Total,NP,Times Counted,160
