"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"City of Shelton Council Member No. 5","MA","Deidre Peterson","HILLCREST","304","47"
"City of Shelton Council Member No. 5","MA","David C. Brown","HILLCREST","304","36"
"City of Shelton Council Member No. 5","MA","Josh Johnson","HILLCREST","304","59"
"City of Shelton Council Member No. 6","MA","Steve Thompson","Total","-1","161"
"City of Shelton Council Member No. 6","MA","Charles Orthmann","Total","-1","103"
"City of Shelton Council Member No. 6","MA","Bailee Syrek","Total","-1","379"
"City of Shelton Council Member No. 6","MA","Sam Pettis","Total","-1","281"
"City of Shelton Council Member No. 6","MA","Joe Schmit","Total","-1","337"
"City of Shelton Council Member No. 6","MA","Steve Thompson","OLYMPIC VIEW","301","58"
"City of Shelton Council Member No. 6","MA","Charles Orthmann","OLYMPIC VIEW","301","35"
"City of Shelton Council Member No. 6","MA","Bailee Syrek","OLYMPIC VIEW","301","121"
"City of Shelton Council Member No. 6","MA","Sam Pettis","OLYMPIC VIEW","301","105"
"City of Shelton Council Member No. 6","MA","Joe Schmit","OLYMPIC VIEW","301","126"
"City of Shelton Council Member No. 6","MA","Steve Thompson","DOWNTOWN","302","30"
"City of Shelton Council Member No. 6","MA","Charles Orthmann","DOWNTOWN","302","28"
"City of Shelton Council Member No. 6","MA","Bailee Syrek","DOWNTOWN","302","79"
"City of Shelton Council Member No. 6","MA","Sam Pettis","DOWNTOWN","302","65"
"City of Shelton Council Member No. 6","MA","Joe Schmit","DOWNTOWN","302","74"
"City of Shelton Council Member No. 6","MA","Steve Thompson","ANGLESIDE","303","32"
"City of Shelton Council Member No. 6","MA","Charles Orthmann","ANGLESIDE","303","22"
"City of Shelton Council Member No. 6","MA","Bailee Syrek","ANGLESIDE","303","111"
"City of Shelton Council Member No. 6","MA","Sam Pettis","ANGLESIDE","303","72"
"City of Shelton Council Member No. 6","MA","Joe Schmit","ANGLESIDE","303","82"
"City of Shelton Council Member No. 6","MA","Steve Thompson","HILLCREST","304","41"
"City of Shelton Council Member No. 6","MA","Charles Orthmann","HILLCREST","304","18"
"City of Shelton Council Member No. 6","MA","Bailee Syrek","HILLCREST","304","68"
"City of Shelton Council Member No. 6","MA","Sam Pettis","HILLCREST","304","39"
"City of Shelton Council Member No. 6","MA","Joe Schmit","HILLCREST","304","55"
"City of Shelton Council Member No. 7","MA","Bob Rogers","Total","-1","541"
"City of Shelton Council Member No. 7","MA","Tracy Moore","Total","-1","585"
"City of Shelton Council Member No. 7","MA","Mary Eagleson","Total","-1","174"
"City of Shelton Council Member No. 7","MA","Bob Rogers","OLYMPIC VIEW","301","203"
"City of Shelton Council Member No. 7","MA","Tracy Moore","OLYMPIC VIEW","301","184"
"City of Shelton Council Member No. 7","MA","Mary Eagleson","OLYMPIC VIEW","301","56"
"City of Shelton Council Member No. 7","MA","Bob Rogers","DOWNTOWN","302","100"
"City of Shelton Council Member No. 7","MA","Tracy Moore","DOWNTOWN","302","145"
"City of Shelton Council Member No. 7","MA","Mary Eagleson","DOWNTOWN","302","43"
"City of Shelton Council Member No. 7","MA","Bob Rogers","ANGLESIDE","303","144"
"City of Shelton Council Member No. 7","MA","Tracy Moore","ANGLESIDE","303","157"
"City of Shelton Council Member No. 7","MA","Mary Eagleson","ANGLESIDE","303","39"
"City of Shelton Council Member No. 7","MA","Bob Rogers","HILLCREST","304","94"
"City of Shelton Council Member No. 7","MA","Tracy Moore","HILLCREST","304","99"
"City of Shelton Council Member No. 7","MA","Mary Eagleson","HILLCREST","304","36"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","Total","-1","2220"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","Total","-1","1097"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 113","113","81"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 113","113","41"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 114","114","5"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 114","114","7"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 115(*)","115","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 115(*)","115","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 116","116","261"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 116","116","125"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 117","117","76"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 117","117","47"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 118","118","177"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 118","118","94"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 119","119","153"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 119","119","79"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 120","120","317"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 120","120","184"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 121","121","79"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 121","121","40"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 122","122","83"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 122","122","38"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 123","123","138"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 123","123","68"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 124","124","16"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 124","124","9"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 125(*)","125","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 125(*)","125","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 126","126","17"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 126","126","4"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 127","127","14"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 127","127","12"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 128","128","33"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 128","128","3"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 129","129","43"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 129","129","5"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 130","130","29"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 130","130","15"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 131(*)","131","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 131(*)","131","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 132(*)","132","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 132(*)","132","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 133(*)","133","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 133(*)","133","0"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 134","134","10"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 134","134","3"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN CITY 135","135","117"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN CITY 135","135","88"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN 218","218","269"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN 218","218","117"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN 228","228","5"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN 228","228","3"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN 234","234","33"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN 234","234","12"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","APPROVED","PULLMAN 235","235","236"
"CITY OF PULLMAN City of Pullman Proposition No. 1 UNLIMITED TAX GENERAL OBLIGATION BONDS - $10,500,000","WT","REJECTED","PULLMAN 235","235","101"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","Total","-1","2523"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","Total","-1","798"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 113","113","90"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 113","113","32"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 114","114","8"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 114","114","4"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 115(*)","115","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 115(*)","115","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 116","116","301"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 116","116","85"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 117","117","80"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 117","117","43"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 118","118","187"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 118","118","84"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 119","119","181"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 119","119","51"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 120","120","363"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 120","120","138"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 121","121","86"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 121","121","34"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 122","122","95"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 122","122","26"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 123","123","157"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 123","123","49"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 124","124","20"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 124","124","5"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 125(*)","125","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 125(*)","125","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 126","126","17"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 126","126","4"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 127","127","24"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 127","127","2"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 128","128","31"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 128","128","5"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 129","129","45"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 129","129","3"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 130","130","36"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 130","130","8"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 131(*)","131","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 131(*)","131","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 132(*)","132","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 132(*)","132","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 133(*)","133","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 133(*)","133","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 134(*)","134","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 134(*)","134","0"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN CITY 135","135","158"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN CITY 135","135","47"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN 218","218","304"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN 218","218","85"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN 228","228","6"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN 228","228","2"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN 234","234","35"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN 234","234","10"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","APPROVED","PULLMAN 235","235","260"
"CITY OF PULLMAN City of Pullman Proposition No. 2 UNLIMITED TAX GENERAL OBLIGATION BONDS - $2,400,000","WT","REJECTED","PULLMAN 235","235","77"
"SD 049 WELLPINIT PROPOSITION 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","ST","Levy Yes","Total","-1","77"
"SD 049 WELLPINIT PROPOSITION 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","ST","Levy No","Total","-1","15"
"SD 049 WELLPINIT PROPOSITION 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","ST","Levy Yes","WELLPINIT","24","77"
"SD 049 WELLPINIT PROPOSITION 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","ST","Levy No","WELLPINIT","24","15"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","Yes","Total","-1","2804"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","No","Total","-1","1239"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","Yes","28-540","28540","344"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","No","28-540","28540","137"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","Yes","28-541","28541","246"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","No","28-541","28541","89"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","Yes","28-542","28542","306"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","No","28-542","28542","126"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","Yes","28-543","28543","183"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","No","28-543","28543","129"
"STEILACOOM HISTORICAL SCHOOL DIST. NO. 1 Proposition No. 1 Replacement Educational Programs and Operations Levy","PI","Yes","28-545","28545","191"
