"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"President Republican Party","WM","Donald J. Trump","168    ","168","135"
"President Republican Party","WM","Ben Carson","169    ","169","9"
"President Republican Party","WM","Ted Cruz","169    ","169","22"
"President Republican Party","WM","John R. Kasich","169    ","169","14"
"President Republican Party","WM","Donald J. Trump","169    ","169","115"
"President Republican Party","WM","Ben Carson","170    ","170","2"
"President Republican Party","WM","Ted Cruz","170    ","170","25"
"President Republican Party","WM","John R. Kasich","170    ","170","8"
"President Republican Party","WM","Donald J. Trump","170    ","170","46"
"President Republican Party","WM","Ben Carson","171    ","171","0"
"President Republican Party","WM","Ted Cruz","171    ","171","10"
"President Republican Party","WM","John R. Kasich","171    ","171","11"
"President Republican Party","WM","Donald J. Trump","171    ","171","85"
"President Republican Party","WM","Ben Carson","172    ","172","1"
"President Republican Party","WM","Ted Cruz","172    ","172","17"
"President Republican Party","WM","John R. Kasich","172    ","172","4"
"President Republican Party","WM","Donald J. Trump","172    ","172","53"
"President Republican Party","WM","Ben Carson","173    ","173","9"
"President Republican Party","WM","Ted Cruz","173    ","173","13"
"President Republican Party","WM","John R. Kasich","173    ","173","15"
"President Republican Party","WM","Donald J. Trump","173    ","173","61"
"President Republican Party","WM","Ben Carson","174    ","174","7"
"President Republican Party","WM","Ted Cruz","174    ","174","21"
"President Republican Party","WM","John R. Kasich","174    ","174","7"
"President Republican Party","WM","Donald J. Trump","174    ","174","66"
"President Republican Party","WM","Ben Carson","175    ","175","5"
"President Republican Party","WM","Ted Cruz","175    ","175","12"
"President Republican Party","WM","John R. Kasich","175    ","175","12"
"President Republican Party","WM","Donald J. Trump","175    ","175","67"
"President Republican Party","WM","Ben Carson","176    ","176","1"
"President Republican Party","WM","Ted Cruz","176    ","176","14"
"President Republican Party","WM","John R. Kasich","176    ","176","16"
"President Republican Party","WM","Donald J. Trump","176    ","176","96"
"President Republican Party","WM","Ben Carson","177    ","177","0"
"President Republican Party","WM","Ted Cruz","177    ","177","6"
"President Republican Party","WM","John R. Kasich","177    ","177","11"
"President Republican Party","WM","Donald J. Trump","177    ","177","78"
"President Republican Party","WM","Ben Carson","178    ","178","5"
"President Republican Party","WM","Ted Cruz","178    ","178","15"
"President Republican Party","WM","John R. Kasich","178    ","178","5"
"President Republican Party","WM","Donald J. Trump","178    ","178","70"
"President Republican Party","WM","Ben Carson","179    ","179","2"
"President Republican Party","WM","Ted Cruz","179    ","179","10"
"President Republican Party","WM","John R. Kasich","179    ","179","1"
"President Republican Party","WM","Donald J. Trump","179    ","179","39"
"President Republican Party","WM","Ben Carson","180    ","180","3"
"President Republican Party","WM","Ted Cruz","180    ","180","15"
"President Republican Party","WM","John R. Kasich","180    ","180","12"
"President Republican Party","WM","Donald J. Trump","180    ","180","61"
"President Republican Party","WM","Ben Carson","181    ","181","2"
"President Republican Party","WM","Ted Cruz","181    ","181","12"
"President Republican Party","WM","John R. Kasich","181    ","181","12"
"President Republican Party","WM","Donald J. Trump","181    ","181","97"
"President Republican Party","WM","Ben Carson","182    ","182","6"
"President Republican Party","WM","Ted Cruz","182    ","182","15"
"President Republican Party","WM","John R. Kasich","182    ","182","13"
"President Republican Party","WM","Donald J. Trump","182    ","182","150"
"President Republican Party","WM","Ben Carson","183    (*)","183","0"
"President Republican Party","WM","Ted Cruz","183    (*)","183","0"
"President Republican Party","WM","John R. Kasich","183    (*)","183","0"
"President Republican Party","WM","Donald J. Trump","183    (*)","183","0"
"President Republican Party","WM","Ben Carson","201    ","201","5"
"President Republican Party","WM","Ted Cruz","201    ","201","19"
"President Republican Party","WM","John R. Kasich","201    ","201","26"
"President Republican Party","WM","Donald J. Trump","201    ","201","173"
"President Republican Party","WM","Ben Carson","202","202","6"
"President Republican Party","WM","Ted Cruz","202","202","13"
"President Republican Party","WM","John R. Kasich","202","202","13"
"President Republican Party","WM","Donald J. Trump","202","202","66"
"President Republican Party","WM","Ben Carson","203","203","11"
"President Republican Party","WM","Ted Cruz","203","203","20"
"President Republican Party","WM","John R. Kasich","203","203","20"
"President Republican Party","WM","Donald J. Trump","203","203","114"
"President Republican Party","WM","Ben Carson","204","204","2"
"President Republican Party","WM","Ted Cruz","204","204","9"
"President Republican Party","WM","John R. Kasich","204","204","4"
"President Republican Party","WM","Donald J. Trump","204","204","68"
"President Republican Party","WM","Ben Carson","205","205","4"
"President Republican Party","WM","Ted Cruz","205","205","12"
"President Republican Party","WM","John R. Kasich","205","205","5"
"President Republican Party","WM","Donald J. Trump","205","205","71"
"President Republican Party","WM","Ben Carson","206","206","5"
"President Republican Party","WM","Ted Cruz","206","206","15"
"President Republican Party","WM","John R. Kasich","206","206","11"
"President Republican Party","WM","Donald J. Trump","206","206","75"
"President Republican Party","WM","Ben Carson","207","207","5"
"President Republican Party","WM","Ted Cruz","207","207","4"
"President Republican Party","WM","John R. Kasich","207","207","5"
"President Republican Party","WM","Donald J. Trump","207","207","36"
"President Republican Party","WM","Ben Carson","208","208","6"
"President Republican Party","WM","Ted Cruz","208","208","13"
"President Republican Party","WM","John R. Kasich","208","208","4"
"President Republican Party","WM","Donald J. Trump","208","208","75"
"President Republican Party","WM","Ben Carson","209","209","2"
"President Republican Party","WM","Ted Cruz","209","209","10"
"President Republican Party","WM","John R. Kasich","209","209","2"
"President Republican Party","WM","Donald J. Trump","209","209","42"
"President Republican Party","WM","Ben Carson","210","210","3"
"President Republican Party","WM","Ted Cruz","210","210","11"
"President Republican Party","WM","John R. Kasich","210","210","2"
"President Republican Party","WM","Donald J. Trump","210","210","24"
"President Republican Party","WM","Ben Carson","211","211","4"
"President Republican Party","WM","Ted Cruz","211","211","6"
"President Republican Party","WM","John R. Kasich","211","211","9"
"President Republican Party","WM","Donald J. Trump","211","211","130"
"President Republican Party","WM","Ben Carson","212","212","2"
"President Republican Party","WM","Ted Cruz","212","212","11"
"President Republican Party","WM","John R. Kasich","212","212","9"
"President Republican Party","WM","Donald J. Trump","212","212","63"
"President Republican Party","WM","Ben Carson","213","213","2"
"President Republican Party","WM","Ted Cruz","213","213","18"
"President Republican Party","WM","John R. Kasich","213","213","17"
"President Republican Party","WM","Donald J. Trump","213","213","89"
"President Republican Party","WM","Ben Carson","214","214","1"
"President Republican Party","WM","Ted Cruz","214","214","5"
"President Republican Party","WM","John R. Kasich","214","214","5"
"President Republican Party","WM","Donald J. Trump","214","214","36"
"President Republican Party","WM","Ben Carson","215","215","0"
"President Republican Party","WM","Ted Cruz","215","215","5"
"President Republican Party","WM","John R. Kasich","215","215","11"
"President Republican Party","WM","Donald J. Trump","215","215","19"
"President Republican Party","WM","Ben Carson","216","216","2"
"President Republican Party","WM","Ted Cruz","216","216","9"
"President Republican Party","WM","John R. Kasich","216","216","2"
"President Republican Party","WM","Donald J. Trump","216","216","34"
"President Republican Party","WM","Ben Carson","217","217","6"
"President Republican Party","WM","Ted Cruz","217","217","10"
"President Republican Party","WM","John R. Kasich","217","217","7"
"President Republican Party","WM","Donald J. Trump","217","217","80"
"President Republican Party","WM","Ben Carson","218","218","1"
"President Republican Party","WM","Ted Cruz","218","218","19"
"President Republican Party","WM","John R. Kasich","218","218","7"
"President Republican Party","WM","Donald J. Trump","218","218","60"
"President Republican Party","WM","Ben Carson","219","219","3"
"President Republican Party","WM","Ted Cruz","219","219","17"
"President Republican Party","WM","John R. Kasich","219","219","6"
"President Republican Party","WM","Donald J. Trump","219","219","53"
"President Republican Party","WM","Ben Carson","220","220","2"
"President Republican Party","WM","Ted Cruz","220","220","10"
"President Republican Party","WM","John R. Kasich","220","220","6"
"President Republican Party","WM","Donald J. Trump","220","220","78"
"President Republican Party","WM","Ben Carson","221","221","5"
"President Republican Party","WM","Ted Cruz","221","221","12"
"President Republican Party","WM","John R. Kasich","221","221","17"
"President Republican Party","WM","Donald J. Trump","221","221","110"
"President Republican Party","WM","Ben Carson","222","222","3"
"President Republican Party","WM","Ted Cruz","222","222","5"
"President Republican Party","WM","John R. Kasich","222","222","5"
"President Republican Party","WM","Donald J. Trump","222","222","47"
"President Republican Party","WM","Ben Carson","223","223","3"
"President Republican Party","WM","Ted Cruz","223","223","1"
"President Republican Party","WM","John R. Kasich","223","223","0"
"President Republican Party","WM","Donald J. Trump","223","223","20"
"President Republican Party","WM","Ben Carson","224","224","1"
"President Republican Party","WM","Ted Cruz","224","224","2"
"President Republican Party","WM","John R. Kasich","224","224","1"
"President Republican Party","WM","Donald J. Trump","224","224","14"
"President Republican Party","WM","Ben Carson","225","225","0"
"President Republican Party","WM","Ted Cruz","225","225","11"
"President Republican Party","WM","John R. Kasich","225","225","8"
"President Republican Party","WM","Donald J. Trump","225","225","54"
"President Republican Party","WM","Ben Carson","226","226","0"
"President Republican Party","WM","Ted Cruz","226","226","2"
"President Republican Party","WM","John R. Kasich","226","226","2"
"President Republican Party","WM","Donald J. Trump","226","226","17"
"President Republican Party","WM","Ben Carson","227","227","0"
"President Republican Party","WM","Ted Cruz","227","227","5"
"President Republican Party","WM","John R. Kasich","227","227","7"
"President Republican Party","WM","Donald J. Trump","227","227","37"
"President Republican Party","WM","Ben Carson","228","228","2"
"President Republican Party","WM","Ted Cruz","228","228","1"
"President Republican Party","WM","John R. Kasich","228","228","1"
"President Republican Party","WM","Donald J. Trump","228","228","15"
"President Republican Party","WM","Ben Carson","229","229","5"
"President Republican Party","WM","Ted Cruz","229","229","9"
"President Republican Party","WM","John R. Kasich","229","229","4"
"President Republican Party","WM","Donald J. Trump","229","229","48"
"President Republican Party","WM","Ben Carson","230","230","2"
"President Republican Party","WM","Ted Cruz","230","230","2"
"President Republican Party","WM","John R. Kasich","230","230","5"
"President Republican Party","WM","Donald J. Trump","230","230","37"
"President Republican Party","WM","Ben Carson","231","231","4"
"President Republican Party","WM","Ted Cruz","231","231","7"
"President Republican Party","WM","John R. Kasich","231","231","3"
"President Republican Party","WM","Donald J. Trump","231","231","68"
"President Republican Party","WM","Ben Carson","232","232","2"
"President Republican Party","WM","Ted Cruz","232","232","5"
"President Republican Party","WM","John R. Kasich","232","232","17"
"President Republican Party","WM","Donald J. Trump","232","232","90"
"President Republican Party","WM","Ben Carson","233","233","5"
"President Republican Party","WM","Ted Cruz","233","233","15"
"President Republican Party","WM","John R. Kasich","233","233","5"
"President Republican Party","WM","Donald J. Trump","233","233","52"
"President Republican Party","WM","Ben Carson","234","234","1"
"President Republican Party","WM","Ted Cruz","234","234","19"
"President Republican Party","WM","John R. Kasich","234","234","17"
"President Republican Party","WM","Donald J. Trump","234","234","99"
"President Republican Party","WM","Ben Carson","235","235","1"
"President Republican Party","WM","Ted Cruz","235","235","4"
"President Republican Party","WM","John R. Kasich","235","235","15"
"President Republican Party","WM","Donald J. Trump","235","235","38"
"President Republican Party","WM","Ben Carson","236","236","0"
"President Republican Party","WM","Ted Cruz","236","236","7"
"President Republican Party","WM","John R. Kasich","236","236","5"
"President Republican Party","WM","Donald J. Trump","236","236","28"
"President Republican Party","WM","Ben Carson","237","237","1"
"President Republican Party","WM","Ted Cruz","237","237","6"
"President Republican Party","WM","John R. Kasich","237","237","13"
"President Republican Party","WM","Donald J. Trump","237","237","36"
"President Republican Party","WM","Ben Carson","238","238","4"
"President Republican Party","WM","Ted Cruz","238","238","12"
"President Republican Party","WM","John R. Kasich","238","238","15"
"President Republican Party","WM","Donald J. Trump","238","238","70"
"President Republican Party","WM","Ben Carson","239","239","7"
"President Republican Party","WM","Ted Cruz","239","239","11"
"President Republican Party","WM","John R. Kasich","239","239","15"
"President Republican Party","WM","Donald J. Trump","239","239","87"
"President Republican Party","WM","Ben Carson","240","240","2"
"President Republican Party","WM","Ted Cruz","240","240","6"
"President Republican Party","WM","John R. Kasich","240","240","16"
"President Republican Party","WM","Donald J. Trump","240","240","80"
"President Republican Party","WM","Ben Carson","241","241","3"
"President Republican Party","WM","Ted Cruz","241","241","8"
"President Republican Party","WM","John R. Kasich","241","241","5"
"President Republican Party","WM","Donald J. Trump","241","241","68"
"President Republican Party","WM","Ben Carson","242","242","2"
"President Republican Party","WM","Ted Cruz","242","242","3"
"President Republican Party","WM","John R. Kasich","242","242","9"
"President Republican Party","WM","Donald J. Trump","242","242","25"
"President Republican Party","WM","Ben Carson","243","243","2"
"President Republican Party","WM","Ted Cruz","243","243","12"
"President Republican Party","WM","John R. Kasich","243","243","6"
"President Republican Party","WM","Donald J. Trump","243","243","60"
"President Republican Party","WM","Ben Carson","244","244","2"
"President Republican Party","WM","Ted Cruz","244","244","3"
"President Republican Party","WM","John R. Kasich","244","244","10"
"President Republican Party","WM","Donald J. Trump","244","244","38"
"President Republican Party","WM","Ben Carson","245(*)","245","0"
"President Republican Party","WM","Ted Cruz","245(*)","245","0"
"President Republican Party","WM","John R. Kasich","245(*)","245","0"
"President Republican Party","WM","Donald J. Trump","245(*)","245","0"
"President Republican Party","WM","Ben Carson","246","246","0"
"President Republican Party","WM","Ted Cruz","246","246","4"
"President Republican Party","WM","John R. Kasich","246","246","1"
"President Republican Party","WM","Donald J. Trump","246","246","23"
"President Republican Party","WM","Ben Carson","247","247","0"
"President Republican Party","WM","Ted Cruz","247","247","4"
"President Republican Party","WM","John R. Kasich","247","247","3"
"President Republican Party","WM","Donald J. Trump","247","247","15"
"President Republican Party","WM","Ben Carson","248    ","248","4"
"President Republican Party","WM","Ted Cruz","248    ","248","11"
"President Republican Party","WM","John R. Kasich","248    ","248","10"
"President Republican Party","WM","Donald J. Trump","248    ","248","69"
"President Republican Party","WM","Ben Carson","249    ","249","2"
"President Republican Party","WM","Ted Cruz","249    ","249","12"
"President Republican Party","WM","John R. Kasich","249    ","249","19"
"President Republican Party","WM","Donald J. Trump","249    ","249","88"
"President Republican Party","WM","Ben Carson","250    ","250","0"
"President Republican Party","WM","Ted Cruz","250    ","250","10"
"President Republican Party","WM","John R. Kasich","250    ","250","15"
"President Republican Party","WM","Donald J. Trump","250    ","250","49"
"President Republican Party","WM","Ben Carson","251    ","251","1"
"President Republican Party","WM","Ted Cruz","251    ","251","6"
"President Republican Party","WM","John R. Kasich","251    ","251","4"
"President Republican Party","WM","Donald J. Trump","251    ","251","37"
"President Republican Party","WM","Ben Carson","252    ","252","0"
"President Republican Party","WM","Ted Cruz","252    ","252","0"
"President Republican Party","WM","John R. Kasich","252    ","252","2"
"President Republican Party","WM","Donald J. Trump","252    ","252","2"
"President Republican Party","WM","Ben Carson","253    ","253","3"
"President Republican Party","WM","Ted Cruz","253    ","253","2"
"President Republican Party","WM","John R. Kasich","253    ","253","4"
"President Republican Party","WM","Donald J. Trump","253    ","253","25"
"President Republican Party","WM","Ben Carson","254    ","254","2"
"President Republican Party","WM","Ted Cruz","254    ","254","16"
"President Republican Party","WM","John R. Kasich","254    ","254","6"
"President Republican Party","WM","Donald J. Trump","254    ","254","42"
"President Republican Party","WM","Ben Carson","255    ","255","1"
"President Republican Party","WM","Ted Cruz","255    ","255","12"
"President Republican Party","WM","John R. Kasich","255    ","255","8"
"President Republican Party","WM","Donald J. Trump","255    ","255","29"
"President Republican Party","WM","Ben Carson","256    ","256","1"
"President Republican Party","WM","Ted Cruz","256    ","256","7"
"President Republican Party","WM","John R. Kasich","256    ","256","9"
"President Republican Party","WM","Donald J. Trump","256    ","256","36"
"President Republican Party","WM","Ben Carson","257    ","257","0"
"President Republican Party","WM","Ted Cruz","257    ","257","2"
"President Republican Party","WM","John R. Kasich","257    ","257","2"
"President Republican Party","WM","Donald J. Trump","257    ","257","8"
"President Republican Party","WM","Ben Carson","258    ","258","1"
"President Republican Party","WM","Ted Cruz","258    ","258","1"
"President Republican Party","WM","John R. Kasich","258    ","258","5"
"President Republican Party","WM","Donald J. Trump","258    ","258","18"
"President Republican Party","WM","Ben Carson","259    ","259","3"
"President Republican Party","WM","Ted Cruz","259    ","259","8"
"President Republican Party","WM","John R. Kasich","259    ","259","7"
"President Republican Party","WM","Donald J. Trump","259    ","259","34"
"President Republican Party","WM","Ben Carson","260    ","260","3"
"President Republican Party","WM","Ted Cruz","260    ","260","11"
"President Republican Party","WM","John R. Kasich","260    ","260","9"
"President Republican Party","WM","Donald J. Trump","260    ","260","66"
"President Republican Party","WM","Ben Carson","261    ","261","1"
"President Republican Party","WM","Ted Cruz","261    ","261","4"
"President Republican Party","WM","John R. Kasich","261    ","261","7"
"President Republican Party","WM","Donald J. Trump","261    ","261","57"
"President Republican Party","WM","Ben Carson","262    ","262","5"
"President Republican Party","WM","Ted Cruz","262    ","262","6"
"President Republican Party","WM","John R. Kasich","262    ","262","5"
"President Republican Party","WM","Donald J. Trump","262    ","262","31"
"President Republican Party","WM","Ben Carson","263    ","263","4"
"President Republican Party","WM","Ted Cruz","263    ","263","7"
"President Republican Party","WM","John R. Kasich","263    ","263","3"
"President Republican Party","WM","Donald J. Trump","263    ","263","34"
"President Republican Party","WM","Ben Carson","264    ","264","4"
"President Republican Party","WM","Ted Cruz","264    ","264","7"
"President Republican Party","WM","John R. Kasich","264    ","264","16"
"President Republican Party","WM","Donald J. Trump","264    ","264","67"
"President Republican Party","WM","Ben Carson","265    ","265","7"
"President Republican Party","WM","Ted Cruz","265    ","265","12"
"President Republican Party","WM","John R. Kasich","265    ","265","10"
"President Republican Party","WM","Donald J. Trump","265    ","265","62"
"President Republican Party","WM","Ben Carson","266    ","266","6"
"President Republican Party","WM","Ted Cruz","266    ","266","10"
"President Republican Party","WM","John R. Kasich","266    ","266","10"
"President Republican Party","WM","Donald J. Trump","266    ","266","76"
"President Republican Party","WM","Ben Carson","267    (*)","267","0"
"President Republican Party","WM","Ted Cruz","267    (*)","267","0"
"President Republican Party","WM","John R. Kasich","267    (*)","267","0"
"President Republican Party","WM","Donald J. Trump","267    (*)","267","0"
"President Republican Party","WM","Ben Carson","268(*)","268","0"
"President Republican Party","WM","Ted Cruz","268(*)","268","0"
"President Republican Party","WM","John R. Kasich","268(*)","268","0"
"President Republican Party","WM","Donald J. Trump","268(*)","268","0"
"President Republican Party","WM","Ben Carson","269","269","2"
"President Republican Party","WM","Ted Cruz","269","269","0"
"President Republican Party","WM","John R. Kasich","269","269","0"
"President Republican Party","WM","Donald J. Trump","269","269","12"
"President Republican Party","WM","Ben Carson","301","301","7"
"President Republican Party","WM","Ted Cruz","301","301","35"
"President Republican Party","WM","John R. Kasich","301","301","10"
"President Republican Party","WM","Donald J. Trump","301","301","150"
"President Republican Party","WM","Ben Carson","302","302","6"
"President Republican Party","WM","Ted Cruz","302","302","21"
"President Republican Party","WM","John R. Kasich","302","302","7"
"President Republican Party","WM","Donald J. Trump","302","302","169"
"President Republican Party","WM","Ben Carson","303","303","7"
"President Republican Party","WM","Ted Cruz","303","303","19"
"President Republican Party","WM","John R. Kasich","303","303","24"
"President Republican Party","WM","Donald J. Trump","303","303","178"
"President Republican Party","WM","Ben Carson","304    ","304","0"
"President Republican Party","WM","Ted Cruz","304    ","304","9"
"President Republican Party","WM","John R. Kasich","304    ","304","2"
"President Republican Party","WM","Donald J. Trump","304    ","304","38"
"President Republican Party","WM","Ben Carson","401","401","4"
"President Republican Party","WM","Ted Cruz","401","401","29"
"President Republican Party","WM","John R. Kasich","401","401","5"
"President Republican Party","WM","Donald J. Trump","401","401","116"
"President Republican Party","WM","Ben Carson","402    ","402","8"
"President Republican Party","WM","Ted Cruz","402    ","402","31"
"President Republican Party","WM","John R. Kasich","402    ","402","5"
"President Republican Party","WM","Donald J. Trump","402    ","402","89"
"President Republican Party","WM","Ben Carson","501","501","5"
"President Republican Party","WM","Ted Cruz","501","501","18"
"President Republican Party","WM","John R. Kasich","501","501","16"
"President Republican Party","WM","Donald J. Trump","501","501","125"
"President Republican Party","WM","Ben Carson","502","502","7"
"President Republican Party","WM","Ted Cruz","502","502","13"
"President Republican Party","WM","John R. Kasich","502","502","6"
"President Republican Party","WM","Donald J. Trump","502","502","109"
"President Republican Party","WM","Ben Carson","503","503","10"
"President Republican Party","WM","Ted Cruz","503","503","20"
"President Republican Party","WM","John R. Kasich","503","503","11"
"President Republican Party","WM","Donald J. Trump","503","503","113"
"President Republican Party","WM","Ben Carson","504","504","5"
"President Republican Party","WM","Ted Cruz","504","504","11"
"President Republican Party","WM","John R. Kasich","504","504","4"
"President Republican Party","WM","Donald J. Trump","504","504","84"
"President Republican Party","WM","Ben Carson","505","505","13"
"President Republican Party","WM","Ted Cruz","505","505","27"
"President Republican Party","WM","John R. Kasich","505","505","13"
"President Republican Party","WM","Donald J. Trump","505","505","127"
"President Republican Party","WM","Ben Carson","506    ","506","4"
"President Republican Party","WM","Ted Cruz","506    ","506","24"
"President Republican Party","WM","John R. Kasich","506    ","506","10"
"President Republican Party","WM","Donald J. Trump","506    ","506","119"
"President Republican Party","WM","Ben Carson","507    ","507","16"
"President Republican Party","WM","Ted Cruz","507    ","507","11"
"President Republican Party","WM","John R. Kasich","507    ","507","16"
"President Republican Party","WM","Donald J. Trump","507    ","507","108"
"President Republican Party","WM","Ben Carson","508    ","508","8"
"President Republican Party","WM","Ted Cruz","508    ","508","33"
"President Republican Party","WM","John R. Kasich","508    ","508","8"
"President Republican Party","WM","Donald J. Trump","508    ","508","149"
"President Republican Party","WM","Ben Carson","509    ","509","5"
"President Republican Party","WM","Ted Cruz","509    ","509","12"
"President Republican Party","WM","John R. Kasich","509    ","509","10"
"President Republican Party","WM","Donald J. Trump","509    ","509","118"
"President Republican Party","WM","Ben Carson","601","601","25"
"President Republican Party","WM","Ted Cruz","601","601","71"
"President Republican Party","WM","John R. Kasich","601","601","34"
"President Republican Party","WM","Donald J. Trump","601","601","308"
"President Republican Party","WM","Ben Carson","602","602","10"
"President Republican Party","WM","Ted Cruz","602","602","43"
"President Republican Party","WM","John R. Kasich","602","602","23"
"President Republican Party","WM","Donald J. Trump","602","602","209"
"President Republican Party","WM","Ben Carson","603","603","15"
"President Republican Party","WM","Ted Cruz","603","603","35"
"President Republican Party","WM","John R. Kasich","603","603","14"
"President Republican Party","WM","Donald J. Trump","603","603","137"
"President Republican Party","WM","Ben Carson","604    ","604","19"
"President Republican Party","WM","Ted Cruz","604    ","604","57"
"President Republican Party","WM","John R. Kasich","604    ","604","20"
"President Republican Party","WM","Donald J. Trump","604    ","604","253"
"President Republican Party","WM","Ben Carson","605","605","9"
"President Republican Party","WM","Ted Cruz","605","605","18"
"President Republican Party","WM","John R. Kasich","605","605","5"
"President Republican Party","WM","Donald J. Trump","605","605","117"
"President Republican Party","WM","Ben Carson","606    ","606","10"
"President Republican Party","WM","Ted Cruz","606    ","606","34"
"President Republican Party","WM","John R. Kasich","606    ","606","26"
"President Republican Party","WM","Donald J. Trump","606    ","606","222"
"President Republican Party","WM","Ben Carson","607    ","607","19"
"President Republican Party","WM","Ted Cruz","607    ","607","42"
"President Republican Party","WM","John R. Kasich","607    ","607","19"
"President Republican Party","WM","Donald J. Trump","607    ","607","147"
"President Republican Party","WM","Ben Carson","608    ","608","17"
"President Republican Party","WM","Ted Cruz","608    ","608","54"
"President Republican Party","WM","John R. Kasich","608    ","608","21"
"President Republican Party","WM","Donald J. Trump","608    ","608","166"
"President Republican Party","WM","Ben Carson","609    ","609","19"
"President Republican Party","WM","Ted Cruz","609    ","609","40"
"President Republican Party","WM","John R. Kasich","609    ","609","19"
"President Republican Party","WM","Donald J. Trump","609    ","609","229"
"President Republican Party","WM","Ben Carson","610    ","610","14"
"President Republican Party","WM","Ted Cruz","610    ","610","70"
"President Republican Party","WM","John R. Kasich","610    ","610","26"
"President Republican Party","WM","Donald J. Trump","610    ","610","272"
"President Republican Party","WM","Ben Carson","611    ","611","9"
"President Republican Party","WM","Ted Cruz","611    ","611","59"
"President Republican Party","WM","John R. Kasich","611    ","611","15"
"President Republican Party","WM","Donald J. Trump","611    ","611","153"
"President Republican Party","WM","Ben Carson","701","701","20"
"President Republican Party","WM","Ted Cruz","701","701","29"
"President Republican Party","WM","John R. Kasich","701","701","9"
"President Republican Party","WM","Donald J. Trump","701","701","145"
"President Republican Party","WM","Ben Carson","801","801","7"
"President Republican Party","WM","Ted Cruz","801","801","36"
"President Republican Party","WM","John R. Kasich","801","801","6"
"President Republican Party","WM","Donald J. Trump","801","801","143"
"President Republican Party","WT","Ben Carson","Total","-1","265"
"President Republican Party","WT","Ted Cruz","Total","-1","519"
"President Republican Party","WT","John R. Kasich","Total","-1","378"
"President Republican Party","WT","Donald J. Trump","Total","-1","2756"
"President Republican Party","WT","Ben Carson","TEKOA IN","31","3"
"President Republican Party","WT","Ted Cruz","TEKOA IN","31","15"
"President Republican Party","WT","John R. Kasich","TEKOA IN","31","15"
"President Republican Party","WT","Donald J. Trump","TEKOA IN","31","94"
"President Republican Party","WT","Ben Carson","OAKESDALE IN","32","4"
"President Republican Party","WT","Ted Cruz","OAKESDALE IN","32","8"
"President Republican Party","WT","John R. Kasich","OAKESDALE IN","32","9"
"President Republican Party","WT","Donald J. Trump","OAKESDALE IN","32","57"
"President Republican Party","WT","Ben Carson","FARMINGTON IN","33","1"
"President Republican Party","WT","Ted Cruz","FARMINGTON IN","33","1"
"President Republican Party","WT","John R. Kasich","FARMINGTON IN","33","2"
"President Republican Party","WT","Donald J. Trump","FARMINGTON IN","33","20"
"President Republican Party","WT","Ben Carson","GARFIELD IN","34","5"
"President Republican Party","WT","Ted Cruz","GARFIELD IN","34","15"
"President Republican Party","WT","John R. Kasich","GARFIELD IN","34","5"
"President Republican Party","WT","Donald J. Trump","GARFIELD IN","34","50"
"President Republican Party","WT","Ben Carson","COLTON IN","35","6"
"President Republican Party","WT","Ted Cruz","COLTON IN","35","15"
"President Republican Party","WT","John R. Kasich","COLTON IN","35","11"
"President Republican Party","WT","Donald J. Trump","COLTON IN","35","46"
"President Republican Party","WT","Ben Carson","UNIONTOWN IN","36","4"
"President Republican Party","WT","Ted Cruz","UNIONTOWN IN","36","8"
"President Republican Party","WT","John R. Kasich","UNIONTOWN IN","36","4"
"President Republican Party","WT","Donald J. Trump","UNIONTOWN IN","36","37"
"President Republican Party","WT","Ben Carson","ALBION IN","37","4"
"President Republican Party","WT","Ted Cruz","ALBION IN","37","4"
"President Republican Party","WT","John R. Kasich","ALBION IN","37","3"
"President Republican Party","WT","Donald J. Trump","ALBION IN","37","38"
"President Republican Party","WT","Ben Carson","LACROSSE IN","42","3"
"President Republican Party","WT","Ted Cruz","LACROSSE IN","42","5"
"President Republican Party","WT","John R. Kasich","LACROSSE IN","42","2"
"President Republican Party","WT","Donald J. Trump","LACROSSE IN","42","51"
"President Republican Party","WT","Ben Carson","ENDICOTT IN","43","1"
"President Republican Party","WT","Ted Cruz","ENDICOTT IN","43","6"
"President Republican Party","WT","John R. Kasich","ENDICOTT IN","43","3"
"President Republican Party","WT","Donald J. Trump","ENDICOTT IN","43","44"
"President Republican Party","WT","Ben Carson","LAMONT IN(*)","44","0"
"President Republican Party","WT","Ted Cruz","LAMONT IN(*)","44","0"
"President Republican Party","WT","John R. Kasich","LAMONT IN(*)","44","0"
"President Republican Party","WT","Donald J. Trump","LAMONT IN(*)","44","0"
"President Republican Party","WT","Ben Carson","ST JOHN IN","45","8"
"President Republican Party","WT","Ted Cruz","ST JOHN IN","45","8"
"President Republican Party","WT","John R. Kasich","ST JOHN IN","45","9"
"President Republican Party","WT","Donald J. Trump","ST JOHN IN","45","109"
"President Republican Party","WT","Ben Carson","MALDEN IN","46","2"
"President Republican Party","WT","Ted Cruz","MALDEN IN","46","2"
"President Republican Party","WT","John R. Kasich","MALDEN IN","46","0"
"President Republican Party","WT","Donald J. Trump","MALDEN IN","46","23"
"President Republican Party","WT","Ben Carson","ROSALIA IN","47","7"
"President Republican Party","WT","Ted Cruz","ROSALIA IN","47","15"
"President Republican Party","WT","John R. Kasich","ROSALIA IN","47","2"
"President Republican Party","WT","Donald J. Trump","ROSALIA IN","47","97"
