"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 19","73231133","134"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 19","73231133","68"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 25","73231153","150"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 25","73231153","40"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 27","73231154","95"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 27","73231154","60"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","WOODWAY 1","73231173","128"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","WOODWAY 1","73231173","92"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","WOODWAY 2","73231174","77"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","WOODWAY 2","73231174","56"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 12","73231389","81"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 12","73231389","37"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 40","73231500","124"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 40","73231500","64"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 41","73231511","75"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 41","73231511","60"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 42","73231512","93"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 42","73231512","46"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 43","73231513","157"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 43","73231513","64"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 44","73231514","126"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 44","73231514","63"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 45","73231523","102"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 45","73231523","60"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 47","73231525","53"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 47","73231525","38"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 48","73231562","98"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 48","73231562","66"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 49","73231563","122"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 49","73231563","63"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 50","73231564","72"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 50","73231564","32"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","EDMONDS 52","73231577","112"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","EDMONDS 52","73231577","63"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","HOLLY","73234099","137"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","HOLLY","73234099","69"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","ROB","73234143","53"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","ROB","73234143","55"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","SUMMIT","73234149","67"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","SUMMIT","73234149","72"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","ANN","73234176","90"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","ANN","73234176","61"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy Yes","CHAPEL","73234182","74"
"EDMONDS SCHOOL DISTRICT 15 Edmonds School District 15 Proposition No. 1 Replacement Technology/Capital Improvements Levy","SN","Levy No","CHAPEL","73234182","59"
"FIRE DISTRICT 6 Proposition No. 1 Property Tax Levy for Fire Protection and Emergency Medical Services","KS","Approved","Total","-1","168"
"FIRE DISTRICT 6 Proposition No. 1 Property Tax Levy for Fire Protection and Emergency Medical Services","KS","Rejected","Total","-1","40"
"FIRE DISTRICT 6 Proposition No. 1 Property Tax Levy for Fire Protection and Emergency Medical Services","KS","Approved","MOUNTAIN","35","66"
"FIRE DISTRICT 6 Proposition No. 1 Property Tax Levy for Fire Protection and Emergency Medical Services","KS","Rejected","MOUNTAIN","35","24"
"FIRE DISTRICT 6 Proposition No. 1 Property Tax Levy for Fire Protection and Emergency Medical Services","KS","Approved","RONALD","62","102"
"FIRE DISTRICT 6 Proposition No. 1 Property Tax Levy for Fire Protection and Emergency Medical Services","KS","Rejected","RONALD","62","16"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","DG","Approved","Total","-1","24"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","DG","Rejected","Total","-1","5"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","DG","Approved","PRECINCT 209","209","24"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","DG","Rejected","PRECINCT 209","209","5"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","Total","-1","1374"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","Total","-1","775"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","Block 71 003(*)","3","0"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","Block 71 003(*)","3","0"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","George 015(*)","15","0"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","George 015(*)","15","0"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","George Rural 016","16","231"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","George Rural 016","16","207"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","Quincy 1 039","39","252"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","Quincy 1 039","39","63"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","Quincy 4 040","40","94"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","Quincy 4 040","40","60"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","Quincy 6 041","41","364"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","Quincy 6 041","41","136"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","Quincy Rural N 042","42","119"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","Quincy Rural N 042","42","91"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Approved","Quincy Rural S 064","64","294"
"QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","GR","Rejected","Quincy Rural S 064","64","202"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","Total","-1","2976"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","Total","-1","1695"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","DENMARK","5","43"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","DENMARK","5","38"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","EAST SANDERS","6","67"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","EAST SANDERS","6","66"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 1","8","18"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 1","8","5"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 2","9","47"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 2","9","7"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 4","11","40"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 4","11","7"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 5","12","36"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 5","12","19"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 6","13","43"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 6","13","8"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 7","14","22"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 7","14","17"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 8","15","27"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 8","15","25"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 9","16","39"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 9","16","14"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 10","17","83"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 10","17","25"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 11","18","73"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 11","18","26"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 12","19","88"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 12","19","20"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 13","20","70"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 13","20","5"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 14","21","70"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 14","21","20"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 15","22","80"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 15","22","39"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 16","23","131"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 16","23","41"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 17","24","104"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 17","24","36"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 18","25","6"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 18","25","2"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 19","26","129"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 19","26","54"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 20","27","31"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 20","27","12"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 21","28","55"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 21","28","24"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 22","29","77"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 22","29","49"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 23","30","94"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 23","30","44"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 24","31","207"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 24","31","112"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","MANASTASH","34","116"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","MANASTASH","34","76"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","NORTH CENTRAL","36","107"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","NORTH CENTRAL","36","90"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","NORTH ELLENSBURG(*)","37","0"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","NORTH ELLENSBURG(*)","37","0"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","PARK(*)","38","0"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","PARK(*)","38","0"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","RIDGEWAY","40","116"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","RIDGEWAY","40","70"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","DRY CREEK","43","75"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","DRY CREEK","43","88"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","SANDERS","46","43"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","SANDERS","46","48"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","SOUTH ELLENSBURG","48","222"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","SOUTH ELLENSBURG","48","110"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","THORP(*)","52","0"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","THORP(*)","52","0"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","FAIRVIEW","54","66"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","FAIRVIEW","54","68"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","NORTHEAST FAIRVIEW","55","89"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","NORTHEAST FAIRVIEW","55","82"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","THRALL","56","116"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","THRALL","56","103"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","DAMMAN","58","11"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","DAMMAN","58","3"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...Yes","ELLENSBURG 25","61","172"
"ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","KS","Levy...No","ELLENSBURG 25","61","102"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","KS","Levy - Yes","Total","-1","10"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","KS","Levy - No","Total","-1","11"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","KS","Levy - Yes","DENMARK(*)","5","0"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","KS","Levy - No","DENMARK(*)","5","0"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","KS","Levy - Yes","THRALL(*)","56","0"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","KS","Levy - No","THRALL(*)","56","0"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","Total","-1","2460"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","Total","-1","1407"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1501.400","1501","111"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1501.400","1501","80"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1502.400","1502","262"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1502.400","1502","103"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1503.400","1503","245"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1503.400","1503","88"
"SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1504.400","1504","247"
