"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Chandler","1422","19"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Benton North","3001","177"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Benton North","3001","110"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Benton South","3002","106"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Benton South","3002","72"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Benton East","3003","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Benton East","3003","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Legion","3101","105"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Legion","3101","70"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Kiona","3102","129"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Kiona","3102","156"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Roza(*)","3103","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Roza(*)","3103","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Yakima(*)","3104","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Yakima(*)","3104","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Demoss","3105","6"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Demoss","3105","6"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Edgewater","3106","93"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Edgewater","3106","91"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","Cherry","3107","128"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","Cherry","3107","107"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","WR 3(*)","4003","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","WR 3(*)","4003","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-Yes","316","6316","0"
"Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","BE","Levy-No","316","6316","0"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","Yes","Total","-1","440"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","No","Total","-1","297"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","Yes","Frances-Lebam","6","81"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","No","Frances-Lebam","6","59"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","Yes","Menlo-Firdale(*)","11","0"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","No","Menlo-Firdale(*)","11","0"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","Yes","Raymond W3 R(*)","24","0"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","No","Raymond W3 R(*)","24","0"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","Yes","Willapa","34","185"
"School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","PA","No","Willapa","34","102"
"ZILLAH SCHOOL DISTRICT #205 Zillah School District No. 205 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","Total","-1","688"
"ZILLAH SCHOOL DISTRICT #205 Zillah School District No. 205 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","Total","-1","293"
"ZILLAH SCHOOL DISTRICT #205 Zillah School District No. 205 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","2701.54","2701","381"
"ZILLAH SCHOOL DISTRICT #205 Zillah School District No. 205 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","2701.54","2701","121"
"ZILLAH SCHOOL DISTRICT #205 Zillah School District No. 205 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","3311.542","3311","307"
"ZILLAH SCHOOL DISTRICT #205 Zillah School District No. 205 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","3311.542","3311","172"
"ZILLAH SCHOOL DISTRICT #205 Zillah School District No. 205 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4003.","4003","0"
"ZILLAH SCHOOL DISTRICT #205 Zillah School District No. 205 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4003.","4003","0"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","Total","-1","208"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","Total","-1","140"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","2301.3","2301","71"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","2301.3","2301","57"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","2303.300","2303","106"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","2303.300","2303","65"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","2306.3","2306","14"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","2306.3","2306","16"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4624.3","4624","17"
"UNION GAP SCHOOL DISTRICT #2 Union Gap School District No. 2 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4624.3","4624","2"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","Total","-1","1280"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","Total","-1","748"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1701.460","1701","112"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1701.460","1701","39"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1702.460","1702","18"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1702.460","1702","7"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1703.460","1703","108"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1703.460","1703","65"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1704.459","1704","0"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1704.459","1704","0"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1705.460","1705","228"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1705.460","1705","87"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1706.459","1706","146"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1706.459","1706","73"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1708.4","1708","93"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1708.4","1708","62"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","3304.","3304","2"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","3304.","3304","2"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4109.463","4109","206"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4109.463","4109","126"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4303.463","4303","56"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4303.463","4303","43"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4615.46","4615","107"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4615.46","4615","77"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4616.46","4616","56"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4616.46","4616","54"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4618.4","4618","77"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4618.4","4618","52"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4628.","4628","30"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4628.","4628","28"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","5001.461","5001","41"
"SUNNYSIDE SCHOOL DISTRICT #201 Sunnyside School District No. 201 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","5001.461","5001","33"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","Total","-1","613"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","Total","-1","359"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","1901.500(*)","1901","0"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","1901.500(*)","1901","0"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","3305.(*)","3305","0"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","3305.(*)","3305","0"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","3308.","3308","174"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","3308.","3308","118"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","3904.","3904","3"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","3904.","3904","2"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4101.504","4101","78"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4101.504","4101","47"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4104.50","4104","122"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4104.50","4104","88"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4609.50","4609","85"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4609.50","4609","38"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4626.505(*)","4626","0"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4626.505(*)","4626","0"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","4627.","4627","65"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","4627.","4627","27"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - Yes","5010.(*)","5010","0"
"HIGHLAND SCHOOL DISTRICT #203 Highland School District No. 203 Proposition No. 1 Replacement Maintenance and Operation Levy","YA","Levy - No","5010.(*)","5010","0"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - Yes","Total","-1","113"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - No","Total","-1","99"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - Yes","0901.420","901","48"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - No","0901.420","901","41"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - Yes","3105.42","3105","10"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - No","3105.42","3105","12"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - Yes","3601.","3601","6"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - No","3601.","3601","10"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - Yes","4002.42","4002","49"
"MABTON SCHOOL DISTRICT #120 Mabton School District No. 120 Proposition No. 1 ","YA","Levy - No","4002.42","4002","36"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","Total","-1","3721"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","Total","-1","1526"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 02","161","375"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 02","161","196"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 03","162","420"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 03","162","166"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 04","163","354"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 04","163","136"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 05","164","438"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 05","164","158"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 06","165","357"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 06","165","171"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","LANGLEY","166","403"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","LANGLEY","166","74"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 07","167","358"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 07","167","167"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 08","168","319"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 08","168","133"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 09","169","348"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 09","169","177"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","Yes","S WHIDBEY 10","170","349"
"SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","IS","No","S WHIDBEY 10","170","148"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","Total","-1","516"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","No","Total","-1","277"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","Baleville","1","38"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","No","Baleville","1","19"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","Raymond W2 R","23","20"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","No","Raymond W2 R","23","23"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","Raymond W3 R","24","14"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","No","Raymond W3 R","24","14"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","Smith Creek","27","30"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","No","Smith Creek","27","31"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","South Fork(*)","32","0"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","No","South Fork(*)","32","0"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","Willapa(*)","34","0"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","No","Willapa(*)","34","0"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","Raymond W1p1(*)","105","0"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","No","Raymond W1p1(*)","105","0"
"School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","PA","Yes","Raymond W1p2","106","70"
