Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
AUB 31-0048,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0048,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,34
AUB 31-0048,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0048,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,18
AUB 31-0049,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,60
AUB 31-0049,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,471
AUB 31-0049,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0049,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,110
AUB 31-0049,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0049,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,50
AUB 31-0050,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,49
AUB 31-0050,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,425
AUB 31-0050,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0050,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,108
AUB 31-0050,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0050,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,59
AUB 31-0051,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,38
AUB 31-0051,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,514
AUB 31-0051,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0051,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,90
AUB 31-0051,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0051,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,52
AUB 31-0054,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,54
AUB 31-0054,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,531
AUB 31-0054,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,1
AUB 31-0054,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,118
AUB 31-0054,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0054,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,63
AUB 31-0058,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,55
AUB 31-0058,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,288
AUB 31-0058,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0058,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,112
AUB 31-0058,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0058,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,57
AUB 31-0062,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,91
AUB 31-0062,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,671
AUB 31-0062,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0062,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,199
AUB 31-0062,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0062,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,108
AUB 31-0063,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,37
AUB 31-0063,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,275
AUB 31-0063,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0063,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,82
AUB 31-0063,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0063,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,45
AUB 31-0064,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,24
AUB 31-0064,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,393
AUB 31-0064,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,1
AUB 31-0064,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,56
AUB 31-0064,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0064,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,31
AUB 31-0065,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,11
AUB 31-0065,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,309
AUB 31-0065,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0065,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,53
AUB 31-0065,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0065,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,42
AUB 31-0069,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,48
AUB 31-0069,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,320
AUB 31-0069,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0069,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,95
AUB 31-0069,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0069,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,47
AUB 31-0070,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,58
AUB 31-0070,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,679
AUB 31-0070,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0070,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,134
AUB 31-0070,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0070,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,76
AUB 31-0078,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,41
AUB 31-0078,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,391
AUB 31-0078,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0078,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,112
AUB 31-0078,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0078,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,71
AUB 31-0080,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,101
AUB 31-0080,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,978
AUB 31-0080,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0080,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,289
AUB 31-0080,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0080,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,188
AUB 31-0081,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,59
AUB 31-0081,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,463
AUB 31-0081,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0081,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,116
AUB 31-0081,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0081,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,57
AUB 31-0082,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,55
AUB 31-0082,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,402
AUB 31-0082,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0082,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,110
AUB 31-0082,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0082,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,55
AUB 31-0083,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,46
AUB 31-0083,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,504
AUB 31-0083,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0083,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,125
AUB 31-0083,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0083,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,79
AUB 31-3299,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,74
AUB 31-3299,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,246
AUB 31-3299,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-3299,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,110
AUB 31-3299,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-3299,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,36
AUB 31-3335,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,84
AUB 31-3335,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,763
AUB 31-3335,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-3335,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,217
AUB 31-3335,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-3335,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,133
AUB 31-3405,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,No,73
AUB 31-3405,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Registered Voters,647
AUB 31-3405,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-3405,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Counted,207
AUB 31-3405,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Times Over Voted,0
AUB 31-3405,Auburn School District No. 408 Proposition No. 1,31,7,8,Total,NP,Yes,134
AUB 47-0041,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,69
AUB 47-0041,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,787
AUB 47-0041,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,1
AUB 47-0041,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,168
AUB 47-0041,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0041,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,98
AUB 47-0045,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,68
AUB 47-0045,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,671
AUB 47-0045,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0045,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,164
AUB 47-0045,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0045,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,96
AUB 47-0055,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,27
AUB 47-0055,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,416
AUB 47-0055,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0055,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,75
AUB 47-0055,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0055,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,48
AUB 47-0059,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,125
AUB 47-0059,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,694
AUB 47-0059,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0059,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,223
AUB 47-0059,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0059,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,98
AUB 47-0072,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,65
AUB 47-0072,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,529
AUB 47-0072,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0072,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,176
AUB 47-0072,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0072,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,111
AUB 47-0073,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,35
AUB 47-0073,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,706
AUB 47-0073,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0073,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,104
AUB 47-0073,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0073,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,69
AUB 47-0074,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,67
AUB 47-0074,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,556
AUB 47-0074,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0074,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,160
AUB 47-0074,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0074,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,93
AUB 47-0328,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,96
AUB 47-0328,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,683
AUB 47-0328,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0328,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,257
AUB 47-0328,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0328,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,161
AUB 47-0671,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,54
AUB 47-0671,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,818
AUB 47-0671,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0671,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,167
AUB 47-0671,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0671,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,113
AUB 47-1066,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,64
AUB 47-1066,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,346
AUB 47-1066,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-1066,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,116
AUB 47-1066,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-1066,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,52
AUB 47-2478,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,76
AUB 47-2478,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,491
AUB 47-2478,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-2478,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Counted,199
AUB 47-2478,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-2478,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Yes,123
AUB 47-2551,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,No,70
AUB 47-2551,Auburn School District No. 408 Proposition No. 1,47,7,8,Total,NP,Registered Voters,916
