Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
SEA 34-1453,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,266
SEA 34-1453,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1453,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,81
SEA 34-1453,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1453,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,51
SEA 34-1454,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,35
SEA 34-1454,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,315
SEA 34-1454,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1454,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,93
SEA 34-1454,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1454,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,58
SEA 34-1454,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,37
SEA 34-1454,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,315
SEA 34-1454,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1454,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,93
SEA 34-1454,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1454,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,56
SEA 34-1455,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,35
SEA 34-1455,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,538
SEA 34-1455,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1455,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,105
SEA 34-1455,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1455,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,69
SEA 34-1455,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,35
SEA 34-1455,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,538
SEA 34-1455,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1455,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,105
SEA 34-1455,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1455,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,70
SEA 34-1456,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,41
SEA 34-1456,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,430
SEA 34-1456,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1456,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,118
SEA 34-1456,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1456,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,77
SEA 34-1456,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,41
SEA 34-1456,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,430
SEA 34-1456,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1456,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,118
SEA 34-1456,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1456,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,77
SEA 34-1457,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,65
SEA 34-1457,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,881
SEA 34-1457,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1457,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,235
SEA 34-1457,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1457,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,170
SEA 34-1457,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,60
SEA 34-1457,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,881
SEA 34-1457,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,3
SEA 34-1457,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,235
SEA 34-1457,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1457,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,172
SEA 34-1458,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,53
SEA 34-1458,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,385
SEA 34-1458,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1458,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,150
SEA 34-1458,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1458,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,97
SEA 34-1458,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,45
SEA 34-1458,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,385
SEA 34-1458,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1458,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,150
SEA 34-1458,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1458,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,104
SEA 34-1459,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,44
SEA 34-1459,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,273
SEA 34-1459,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1459,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,96
SEA 34-1459,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1459,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,52
SEA 34-1459,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,44
SEA 34-1459,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,273
SEA 34-1459,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1459,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,96
SEA 34-1459,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1459,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,52
SEA 34-1460,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,53
SEA 34-1460,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,326
SEA 34-1460,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1460,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,119
SEA 34-1460,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1460,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,65
SEA 34-1460,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,52
SEA 34-1460,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,326
SEA 34-1460,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1460,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,119
SEA 34-1460,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1460,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,67
SEA 34-1461,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,53
SEA 34-1461,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,414
SEA 34-1461,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1461,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,143
SEA 34-1461,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1461,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,89
SEA 34-1461,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,53
SEA 34-1461,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,414
SEA 34-1461,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1461,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,143
SEA 34-1461,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1461,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,90
SEA 34-1462,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,47
SEA 34-1462,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,345
SEA 34-1462,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1462,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,105
SEA 34-1462,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1462,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,57
SEA 34-1462,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,46
SEA 34-1462,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,345
SEA 34-1462,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1462,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,105
SEA 34-1462,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1462,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,59
SEA 34-1463,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,32
SEA 34-1463,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,267
SEA 34-1463,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1463,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,104
SEA 34-1463,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1463,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,71
SEA 34-1463,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,36
SEA 34-1463,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,267
SEA 34-1463,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1463,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,104
SEA 34-1463,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1463,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,68
SEA 34-1464,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,52
SEA 34-1464,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,369
SEA 34-1464,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1464,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,127
SEA 34-1464,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1464,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,75
SEA 34-1464,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,51
SEA 34-1464,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,369
SEA 34-1464,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1464,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,127
SEA 34-1464,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1464,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,75
SEA 34-1465,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,53
SEA 34-1465,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,381
SEA 34-1465,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1465,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,134
SEA 34-1465,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1465,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,81
SEA 34-1465,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,53
SEA 34-1465,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,381
SEA 34-1465,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1465,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,134
SEA 34-1465,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1465,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,81
SEA 34-1466,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,17
SEA 34-1466,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,273
SEA 34-1466,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1466,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,88
SEA 34-1466,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1466,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,71
SEA 34-1466,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,18
SEA 34-1466,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,273
SEA 34-1466,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1466,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,88
SEA 34-1466,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1466,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,70
SEA 34-1467,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,74
SEA 34-1467,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,565
SEA 34-1467,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,2
SEA 34-1467,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,221
SEA 34-1467,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1467,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,145
SEA 34-1467,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,74
SEA 34-1467,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,565
SEA 34-1467,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1467,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,221
SEA 34-1467,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1467,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,146
SEA 34-1468,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,43
SEA 34-1468,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,667
SEA 34-1468,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1468,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,169
SEA 34-1468,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1468,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,126
SEA 34-1468,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,46
SEA 34-1468,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,667
SEA 34-1468,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1468,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,169
SEA 34-1468,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1468,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,123
SEA 34-1469,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,30
SEA 34-1469,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,359
SEA 34-1469,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1469,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,100
SEA 34-1469,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1469,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,70
SEA 34-1469,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,30
SEA 34-1469,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,359
SEA 34-1469,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1469,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,100
SEA 34-1469,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1469,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,70
SEA 34-1470,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,48
SEA 34-1470,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,682
SEA 34-1470,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,3
SEA 34-1470,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,200
SEA 34-1470,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1470,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,149
SEA 34-1470,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,46
SEA 34-1470,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,682
SEA 34-1470,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,2
SEA 34-1470,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,200
SEA 34-1470,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1470,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,152
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,52
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,493
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,161
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,108
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,54
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,493
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,161
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,107
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,34
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,259
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,84
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,49
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,38
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,259
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,84
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,46
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,32
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,317
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,104
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,72
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,36
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,317
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,104
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,68
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,35
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,403
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,106
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,71
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,38
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,403
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,106
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,67
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,43
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,313
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,101
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,58
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,44
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,313
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,101
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,57
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,33
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,272
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,1
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Counted,88
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Yes,54
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,No,34
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Registered Voters,272
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Blank Voted,0
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Counted,88
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Times Over Voted,0
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,NP,Yes,54
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,No,31
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Registered Voters,318
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
