Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
BOT 01-0260,Republican Party,1,1,1,Total,NP,Times Blank Voted,200
BOT 01-0260,Republican Party,1,1,1,Total,NP,Times Counted,343
BOT 01-0260,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-0260,Republican Party,1,1,1,Total,NP,Write-In,1
BOT 01-0261,Democratic Party,1,1,1,Total,NP,Bernie Sanders,86
BOT 01-0261,Democratic Party,1,1,1,Total,NP,Hillary Clinton,71
BOT 01-0261,Democratic Party,1,1,1,Total,NP,Registered Voters,810
BOT 01-0261,Democratic Party,1,1,1,Total,NP,Times Blank Voted,89
BOT 01-0261,Democratic Party,1,1,1,Total,NP,Times Counted,248
BOT 01-0261,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-0261,Democratic Party,1,1,1,Total,NP,Write-In,2
BOT 01-0261,Republican Party,1,1,1,Total,NP,Ben Carson,5
BOT 01-0261,Republican Party,1,1,1,Total,NP,Donald J. Trump,58
BOT 01-0261,Republican Party,1,1,1,Total,NP,John R. Kasich,10
BOT 01-0261,Republican Party,1,1,1,Total,NP,Registered Voters,810
BOT 01-0261,Republican Party,1,1,1,Total,NP,Ted Cruz,14
BOT 01-0261,Republican Party,1,1,1,Total,NP,Times Blank Voted,160
BOT 01-0261,Republican Party,1,1,1,Total,NP,Times Counted,248
BOT 01-0261,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-0261,Republican Party,1,1,1,Total,NP,Write-In,1
BOT 01-0262,Democratic Party,1,1,1,Total,NP,Bernie Sanders,50
BOT 01-0262,Democratic Party,1,1,1,Total,NP,Hillary Clinton,78
BOT 01-0262,Democratic Party,1,1,1,Total,NP,Registered Voters,841
BOT 01-0262,Democratic Party,1,1,1,Total,NP,Times Blank Voted,63
BOT 01-0262,Democratic Party,1,1,1,Total,NP,Times Counted,192
BOT 01-0262,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-0262,Democratic Party,1,1,1,Total,NP,Write-In,1
BOT 01-0262,Republican Party,1,1,1,Total,NP,Ben Carson,4
BOT 01-0262,Republican Party,1,1,1,Total,NP,Donald J. Trump,38
BOT 01-0262,Republican Party,1,1,1,Total,NP,John R. Kasich,11
BOT 01-0262,Republican Party,1,1,1,Total,NP,Registered Voters,841
BOT 01-0262,Republican Party,1,1,1,Total,NP,Ted Cruz,9
BOT 01-0262,Republican Party,1,1,1,Total,NP,Times Blank Voted,129
BOT 01-0262,Republican Party,1,1,1,Total,NP,Times Counted,192
BOT 01-0262,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-0262,Republican Party,1,1,1,Total,NP,Write-In,1
BOT 01-0868,Democratic Party,1,6,1,Total,NP,Bernie Sanders,68
BOT 01-0868,Democratic Party,1,6,1,Total,NP,Hillary Clinton,65
BOT 01-0868,Democratic Party,1,6,1,Total,NP,Registered Voters,706
BOT 01-0868,Democratic Party,1,6,1,Total,NP,Times Blank Voted,71
BOT 01-0868,Democratic Party,1,6,1,Total,NP,Times Counted,205
BOT 01-0868,Democratic Party,1,6,1,Total,NP,Times Over Voted,0
BOT 01-0868,Democratic Party,1,6,1,Total,NP,Write-In,1
BOT 01-0868,Republican Party,1,6,1,Total,NP,Ben Carson,2
BOT 01-0868,Republican Party,1,6,1,Total,NP,Donald J. Trump,55
BOT 01-0868,Republican Party,1,6,1,Total,NP,John R. Kasich,8
BOT 01-0868,Republican Party,1,6,1,Total,NP,Registered Voters,706
BOT 01-0868,Republican Party,1,6,1,Total,NP,Ted Cruz,3
BOT 01-0868,Republican Party,1,6,1,Total,NP,Times Blank Voted,134
BOT 01-0868,Republican Party,1,6,1,Total,NP,Times Counted,205
BOT 01-0868,Republican Party,1,6,1,Total,NP,Times Over Voted,0
BOT 01-0868,Republican Party,1,6,1,Total,NP,Write-In,3
BOT 01-1207,Democratic Party,1,1,1,Total,NP,Bernie Sanders,57
BOT 01-1207,Democratic Party,1,1,1,Total,NP,Hillary Clinton,42
BOT 01-1207,Democratic Party,1,1,1,Total,NP,Registered Voters,549
BOT 01-1207,Democratic Party,1,1,1,Total,NP,Times Blank Voted,45
BOT 01-1207,Democratic Party,1,1,1,Total,NP,Times Counted,144
BOT 01-1207,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-1207,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-1207,Republican Party,1,1,1,Total,NP,Ben Carson,3
BOT 01-1207,Republican Party,1,1,1,Total,NP,Donald J. Trump,34
BOT 01-1207,Republican Party,1,1,1,Total,NP,John R. Kasich,7
BOT 01-1207,Republican Party,1,1,1,Total,NP,Registered Voters,549
BOT 01-1207,Republican Party,1,1,1,Total,NP,Ted Cruz,0
BOT 01-1207,Republican Party,1,1,1,Total,NP,Times Blank Voted,99
BOT 01-1207,Republican Party,1,1,1,Total,NP,Times Counted,144
BOT 01-1207,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-1207,Republican Party,1,1,1,Total,NP,Write-In,1
BOT 01-1224,Democratic Party,1,1,1,Total,NP,Bernie Sanders,71
BOT 01-1224,Democratic Party,1,1,1,Total,NP,Hillary Clinton,97
BOT 01-1224,Democratic Party,1,1,1,Total,NP,Registered Voters,747
BOT 01-1224,Democratic Party,1,1,1,Total,NP,Times Blank Voted,72
BOT 01-1224,Democratic Party,1,1,1,Total,NP,Times Counted,240
BOT 01-1224,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-1224,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-1224,Republican Party,1,1,1,Total,NP,Ben Carson,0
BOT 01-1224,Republican Party,1,1,1,Total,NP,Donald J. Trump,45
BOT 01-1224,Republican Party,1,1,1,Total,NP,John R. Kasich,15
BOT 01-1224,Republican Party,1,1,1,Total,NP,Registered Voters,747
BOT 01-1224,Republican Party,1,1,1,Total,NP,Ted Cruz,7
BOT 01-1224,Republican Party,1,1,1,Total,NP,Times Blank Voted,169
BOT 01-1224,Republican Party,1,1,1,Total,NP,Times Counted,240
BOT 01-1224,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-1224,Republican Party,1,1,1,Total,NP,Write-In,4
BOT 01-2473,Democratic Party,1,1,1,Total,NP,Bernie Sanders,60
BOT 01-2473,Democratic Party,1,1,1,Total,NP,Hillary Clinton,82
BOT 01-2473,Democratic Party,1,1,1,Total,NP,Registered Voters,551
BOT 01-2473,Democratic Party,1,1,1,Total,NP,Times Blank Voted,67
BOT 01-2473,Democratic Party,1,1,1,Total,NP,Times Counted,209
BOT 01-2473,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2473,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-2473,Republican Party,1,1,1,Total,NP,Ben Carson,1
BOT 01-2473,Republican Party,1,1,1,Total,NP,Donald J. Trump,44
BOT 01-2473,Republican Party,1,1,1,Total,NP,John R. Kasich,5
BOT 01-2473,Republican Party,1,1,1,Total,NP,Registered Voters,551
BOT 01-2473,Republican Party,1,1,1,Total,NP,Ted Cruz,14
BOT 01-2473,Republican Party,1,1,1,Total,NP,Times Blank Voted,142
BOT 01-2473,Republican Party,1,1,1,Total,NP,Times Counted,209
BOT 01-2473,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2473,Republican Party,1,1,1,Total,NP,Write-In,3
BOT 01-2495,Democratic Party,1,1,1,Total,NP,Bernie Sanders,64
BOT 01-2495,Democratic Party,1,1,1,Total,NP,Hillary Clinton,52
BOT 01-2495,Democratic Party,1,1,1,Total,NP,Registered Voters,641
BOT 01-2495,Democratic Party,1,1,1,Total,NP,Times Blank Voted,74
BOT 01-2495,Democratic Party,1,1,1,Total,NP,Times Counted,190
BOT 01-2495,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2495,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-2495,Republican Party,1,1,1,Total,NP,Ben Carson,2
BOT 01-2495,Republican Party,1,1,1,Total,NP,Donald J. Trump,44
BOT 01-2495,Republican Party,1,1,1,Total,NP,John R. Kasich,16
BOT 01-2495,Republican Party,1,1,1,Total,NP,Registered Voters,641
BOT 01-2495,Republican Party,1,1,1,Total,NP,Ted Cruz,10
BOT 01-2495,Republican Party,1,1,1,Total,NP,Times Blank Voted,117
BOT 01-2495,Republican Party,1,1,1,Total,NP,Times Counted,190
BOT 01-2495,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2495,Republican Party,1,1,1,Total,NP,Write-In,1
BOT 01-2676,Democratic Party,1,1,1,Total,NP,Bernie Sanders,85
BOT 01-2676,Democratic Party,1,1,1,Total,NP,Hillary Clinton,89
BOT 01-2676,Democratic Party,1,1,1,Total,NP,Registered Voters,869
BOT 01-2676,Democratic Party,1,1,1,Total,NP,Times Blank Voted,85
BOT 01-2676,Democratic Party,1,1,1,Total,NP,Times Counted,259
BOT 01-2676,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2676,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-2676,Republican Party,1,1,1,Total,NP,Ben Carson,7
BOT 01-2676,Republican Party,1,1,1,Total,NP,Donald J. Trump,60
BOT 01-2676,Republican Party,1,1,1,Total,NP,John R. Kasich,7
BOT 01-2676,Republican Party,1,1,1,Total,NP,Registered Voters,869
BOT 01-2676,Republican Party,1,1,1,Total,NP,Ted Cruz,10
BOT 01-2676,Republican Party,1,1,1,Total,NP,Times Blank Voted,175
BOT 01-2676,Republican Party,1,1,1,Total,NP,Times Counted,259
BOT 01-2676,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2676,Republican Party,1,1,1,Total,NP,Write-In,0
BOT 01-2677,Democratic Party,1,1,1,Total,NP,Bernie Sanders,27
BOT 01-2677,Democratic Party,1,1,1,Total,NP,Hillary Clinton,44
BOT 01-2677,Democratic Party,1,1,1,Total,NP,Registered Voters,358
BOT 01-2677,Democratic Party,1,1,1,Total,NP,Times Blank Voted,36
BOT 01-2677,Democratic Party,1,1,1,Total,NP,Times Counted,107
BOT 01-2677,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2677,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-2677,Republican Party,1,1,1,Total,NP,Ben Carson,0
BOT 01-2677,Republican Party,1,1,1,Total,NP,Donald J. Trump,24
BOT 01-2677,Republican Party,1,1,1,Total,NP,John R. Kasich,6
BOT 01-2677,Republican Party,1,1,1,Total,NP,Registered Voters,358
BOT 01-2677,Republican Party,1,1,1,Total,NP,Ted Cruz,6
BOT 01-2677,Republican Party,1,1,1,Total,NP,Times Blank Voted,71
BOT 01-2677,Republican Party,1,1,1,Total,NP,Times Counted,107
BOT 01-2677,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2677,Republican Party,1,1,1,Total,NP,Write-In,0
BOT 01-2865,Democratic Party,1,1,1,Total,NP,Bernie Sanders,27
BOT 01-2865,Democratic Party,1,1,1,Total,NP,Hillary Clinton,39
BOT 01-2865,Democratic Party,1,1,1,Total,NP,Registered Voters,374
BOT 01-2865,Democratic Party,1,1,1,Total,NP,Times Blank Voted,52
BOT 01-2865,Democratic Party,1,1,1,Total,NP,Times Counted,118
BOT 01-2865,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2865,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-2865,Republican Party,1,1,1,Total,NP,Ben Carson,1
BOT 01-2865,Republican Party,1,1,1,Total,NP,Donald J. Trump,39
BOT 01-2865,Republican Party,1,1,1,Total,NP,John R. Kasich,9
BOT 01-2865,Republican Party,1,1,1,Total,NP,Registered Voters,374
BOT 01-2865,Republican Party,1,1,1,Total,NP,Ted Cruz,2
BOT 01-2865,Republican Party,1,1,1,Total,NP,Times Blank Voted,66
BOT 01-2865,Republican Party,1,1,1,Total,NP,Times Counted,118
BOT 01-2865,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-2865,Republican Party,1,1,1,Total,NP,Write-In,1
BOT 01-3195,Democratic Party,1,1,1,Total,NP,Bernie Sanders,43
BOT 01-3195,Democratic Party,1,1,1,Total,NP,Hillary Clinton,61
BOT 01-3195,Democratic Party,1,1,1,Total,NP,Registered Voters,566
BOT 01-3195,Democratic Party,1,1,1,Total,NP,Times Blank Voted,67
BOT 01-3195,Democratic Party,1,1,1,Total,NP,Times Counted,171
BOT 01-3195,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3195,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-3195,Republican Party,1,1,1,Total,NP,Ben Carson,2
BOT 01-3195,Republican Party,1,1,1,Total,NP,Donald J. Trump,51
BOT 01-3195,Republican Party,1,1,1,Total,NP,John R. Kasich,6
BOT 01-3195,Republican Party,1,1,1,Total,NP,Registered Voters,566
BOT 01-3195,Republican Party,1,1,1,Total,NP,Ted Cruz,6
BOT 01-3195,Republican Party,1,1,1,Total,NP,Times Blank Voted,104
BOT 01-3195,Republican Party,1,1,1,Total,NP,Times Counted,171
BOT 01-3195,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3195,Republican Party,1,1,1,Total,NP,Write-In,2
BOT 01-3271,Democratic Party,1,1,1,Total,NP,Bernie Sanders,45
BOT 01-3271,Democratic Party,1,1,1,Total,NP,Hillary Clinton,69
BOT 01-3271,Democratic Party,1,1,1,Total,NP,Registered Voters,442
BOT 01-3271,Democratic Party,1,1,1,Total,NP,Times Blank Voted,39
BOT 01-3271,Democratic Party,1,1,1,Total,NP,Times Counted,153
BOT 01-3271,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3271,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-3271,Republican Party,1,1,1,Total,NP,Ben Carson,0
BOT 01-3271,Republican Party,1,1,1,Total,NP,Donald J. Trump,30
BOT 01-3271,Republican Party,1,1,1,Total,NP,John R. Kasich,6
BOT 01-3271,Republican Party,1,1,1,Total,NP,Registered Voters,442
BOT 01-3271,Republican Party,1,1,1,Total,NP,Ted Cruz,3
BOT 01-3271,Republican Party,1,1,1,Total,NP,Times Blank Voted,114
BOT 01-3271,Republican Party,1,1,1,Total,NP,Times Counted,153
BOT 01-3271,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3271,Republican Party,1,1,1,Total,NP,Write-In,0
BOT 01-3321,Democratic Party,1,1,1,Total,NP,Bernie Sanders,33
BOT 01-3321,Democratic Party,1,1,1,Total,NP,Hillary Clinton,65
BOT 01-3321,Democratic Party,1,1,1,Total,NP,Registered Voters,426
BOT 01-3321,Democratic Party,1,1,1,Total,NP,Times Blank Voted,67
BOT 01-3321,Democratic Party,1,1,1,Total,NP,Times Counted,165
BOT 01-3321,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3321,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-3321,Republican Party,1,1,1,Total,NP,Ben Carson,0
BOT 01-3321,Republican Party,1,1,1,Total,NP,Donald J. Trump,53
BOT 01-3321,Republican Party,1,1,1,Total,NP,John R. Kasich,8
BOT 01-3321,Republican Party,1,1,1,Total,NP,Registered Voters,426
BOT 01-3321,Republican Party,1,1,1,Total,NP,Ted Cruz,3
BOT 01-3321,Republican Party,1,1,1,Total,NP,Times Blank Voted,99
BOT 01-3321,Republican Party,1,1,1,Total,NP,Times Counted,165
BOT 01-3321,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3321,Republican Party,1,1,1,Total,NP,Write-In,2
BOT 01-3398,Democratic Party,1,1,1,Total,NP,Bernie Sanders,50
BOT 01-3398,Democratic Party,1,1,1,Total,NP,Hillary Clinton,66
BOT 01-3398,Democratic Party,1,1,1,Total,NP,Registered Voters,677
BOT 01-3398,Democratic Party,1,1,1,Total,NP,Times Blank Voted,71
BOT 01-3398,Democratic Party,1,1,1,Total,NP,Times Counted,187
BOT 01-3398,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3398,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-3398,Republican Party,1,1,1,Total,NP,Ben Carson,1
BOT 01-3398,Republican Party,1,1,1,Total,NP,Donald J. Trump,51
BOT 01-3398,Republican Party,1,1,1,Total,NP,John R. Kasich,11
BOT 01-3398,Republican Party,1,1,1,Total,NP,Registered Voters,677
BOT 01-3398,Republican Party,1,1,1,Total,NP,Ted Cruz,6
BOT 01-3398,Republican Party,1,1,1,Total,NP,Times Blank Voted,116
BOT 01-3398,Republican Party,1,1,1,Total,NP,Times Counted,187
BOT 01-3398,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3398,Republican Party,1,1,1,Total,NP,Write-In,2
BOT 01-3420,Democratic Party,1,6,1,Total,NP,Bernie Sanders,41
BOT 01-3420,Democratic Party,1,6,1,Total,NP,Hillary Clinton,36
BOT 01-3420,Democratic Party,1,6,1,Total,NP,Registered Voters,422
BOT 01-3420,Democratic Party,1,6,1,Total,NP,Times Blank Voted,51
BOT 01-3420,Democratic Party,1,6,1,Total,NP,Times Counted,128
BOT 01-3420,Democratic Party,1,6,1,Total,NP,Times Over Voted,0
BOT 01-3420,Democratic Party,1,6,1,Total,NP,Write-In,0
BOT 01-3420,Republican Party,1,6,1,Total,NP,Ben Carson,2
BOT 01-3420,Republican Party,1,6,1,Total,NP,Donald J. Trump,37
BOT 01-3420,Republican Party,1,6,1,Total,NP,John R. Kasich,5
BOT 01-3420,Republican Party,1,6,1,Total,NP,Registered Voters,422
BOT 01-3420,Republican Party,1,6,1,Total,NP,Ted Cruz,4
BOT 01-3420,Republican Party,1,6,1,Total,NP,Times Blank Voted,77
BOT 01-3420,Republican Party,1,6,1,Total,NP,Times Counted,128
BOT 01-3420,Republican Party,1,6,1,Total,NP,Times Over Voted,0
BOT 01-3420,Republican Party,1,6,1,Total,NP,Write-In,3
BOT 01-3661,Democratic Party,1,1,1,Total,NP,Bernie Sanders,61
BOT 01-3661,Democratic Party,1,1,1,Total,NP,Hillary Clinton,62
BOT 01-3661,Democratic Party,1,1,1,Total,NP,Registered Voters,536
BOT 01-3661,Democratic Party,1,1,1,Total,NP,Times Blank Voted,61
BOT 01-3661,Democratic Party,1,1,1,Total,NP,Times Counted,184
BOT 01-3661,Democratic Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3661,Democratic Party,1,1,1,Total,NP,Write-In,0
BOT 01-3661,Republican Party,1,1,1,Total,NP,Ben Carson,0
BOT 01-3661,Republican Party,1,1,1,Total,NP,Donald J. Trump,41
BOT 01-3661,Republican Party,1,1,1,Total,NP,John R. Kasich,2
BOT 01-3661,Republican Party,1,1,1,Total,NP,Registered Voters,536
BOT 01-3661,Republican Party,1,1,1,Total,NP,Ted Cruz,10
BOT 01-3661,Republican Party,1,1,1,Total,NP,Times Blank Voted,123
BOT 01-3661,Republican Party,1,1,1,Total,NP,Times Counted,184
BOT 01-3661,Republican Party,1,1,1,Total,NP,Times Over Voted,0
BOT 01-3661,Republican Party,1,1,1,Total,NP,Write-In,8
BOT 45-3620,Democratic Party,45,1,1,Total,NP,Bernie Sanders,10
BOT 45-3620,Democratic Party,45,1,1,Total,NP,Hillary Clinton,11
BOT 45-3620,Democratic Party,45,1,1,Total,NP,Registered Voters,153
BOT 45-3620,Democratic Party,45,1,1,Total,NP,Times Blank Voted,16
BOT 45-3620,Democratic Party,45,1,1,Total,NP,Times Counted,37
BOT 45-3620,Democratic Party,45,1,1,Total,NP,Times Over Voted,0
BOT 45-3620,Democratic Party,45,1,1,Total,NP,Write-In,0
BOT 45-3620,Republican Party,45,1,1,Total,NP,Ben Carson,1
BOT 45-3620,Republican Party,45,1,1,Total,NP,Donald J. Trump,11
BOT 45-3620,Republican Party,45,1,1,Total,NP,John R. Kasich,2
BOT 45-3620,Republican Party,45,1,1,Total,NP,Registered Voters,153
BOT 45-3620,Republican Party,45,1,1,Total,NP,Ted Cruz,1
BOT 45-3620,Republican Party,45,1,1,Total,NP,Times Blank Voted,21
BOT 45-3620,Republican Party,45,1,1,Total,NP,Times Counted,37
BOT 45-3620,Republican Party,45,1,1,Total,NP,Times Over Voted,0
BOT 45-3620,Republican Party,45,1,1,Total,NP,Write-In,1
BRIAR,Democratic Party,11,9,9,Total,NP,Bernie Sanders,43
BRIAR,Democratic Party,11,9,9,Total,NP,Hillary Clinton,63
BRIAR,Democratic Party,11,9,9,Total,NP,Registered Voters,523
BRIAR,Democratic Party,11,9,9,Total,NP,Times Blank Voted,79
BRIAR,Democratic Party,11,9,9,Total,NP,Times Counted,186
BRIAR,Democratic Party,11,9,9,Total,NP,Times Over Voted,0
BRIAR,Democratic Party,11,9,9,Total,NP,Write-In,1
BRIAR,Republican Party,11,9,9,Total,NP,Ben Carson,0
BRIAR,Republican Party,11,9,9,Total,NP,Donald J. Trump,61
BRIAR,Republican Party,11,9,9,Total,NP,John R. Kasich,8
BRIAR,Republican Party,11,9,9,Total,NP,Registered Voters,523
BRIAR,Republican Party,11,9,9,Total,NP,Ted Cruz,10
BRIAR,Republican Party,11,9,9,Total,NP,Times Blank Voted,107
BRIAR,Republican Party,11,9,9,Total,NP,Times Counted,186
BRIAR,Republican Party,11,9,9,Total,NP,Times Over Voted,0
BRIAR,Republican Party,11,9,9,Total,NP,Write-In,0
BRIARWOOD,Democratic Party,5,9,8,Total,NP,Bernie Sanders,52
BRIARWOOD,Democratic Party,5,9,8,Total,NP,Hillary Clinton,55
BRIARWOOD,Democratic Party,5,9,8,Total,NP,Registered Voters,573
BRIARWOOD,Democratic Party,5,9,8,Total,NP,Times Blank Voted,101
BRIARWOOD,Democratic Party,5,9,8,Total,NP,Times Counted,208
BRIARWOOD,Democratic Party,5,9,8,Total,NP,Times Over Voted,0
BRIARWOOD,Democratic Party,5,9,8,Total,NP,Write-In,0
BRIARWOOD,Republican Party,5,9,8,Total,NP,Ben Carson,4
BRIARWOOD,Republican Party,5,9,8,Total,NP,Donald J. Trump,73
BRIARWOOD,Republican Party,5,9,8,Total,NP,John R. Kasich,14
BRIARWOOD,Republican Party,5,9,8,Total,NP,Registered Voters,573
BRIARWOOD,Republican Party,5,9,8,Total,NP,Ted Cruz,10
BRIARWOOD,Republican Party,5,9,8,Total,NP,Times Blank Voted,107
BRIARWOOD,Republican Party,5,9,8,Total,NP,Times Counted,208
BRIARWOOD,Republican Party,5,9,8,Total,NP,Times Over Voted,0
BRIARWOOD,Republican Party,5,9,8,Total,NP,Write-In,0
BRIGID,Democratic Party,11,9,9,Total,NP,Bernie Sanders,32
BRIGID,Democratic Party,11,9,9,Total,NP,Hillary Clinton,30
BRIGID,Democratic Party,11,9,9,Total,NP,Registered Voters,328
BRIGID,Democratic Party,11,9,9,Total,NP,Times Blank Voted,44
BRIGID,Democratic Party,11,9,9,Total,NP,Times Counted,106
BRIGID,Democratic Party,11,9,9,Total,NP,Times Over Voted,0
BRIGID,Democratic Party,11,9,9,Total,NP,Write-In,0
BRIGID,Republican Party,11,9,9,Total,NP,Ben Carson,0
BRIGID,Republican Party,11,9,9,Total,NP,Donald J. Trump,29
BRIGID,Republican Party,11,9,9,Total,NP,John R. Kasich,3
BRIGID,Republican Party,11,9,9,Total,NP,Registered Voters,328
BRIGID,Republican Party,11,9,9,Total,NP,Ted Cruz,9
BRIGID,Republican Party,11,9,9,Total,NP,Times Blank Voted,62
BRIGID,Republican Party,11,9,9,Total,NP,Times Counted,106
BRIGID,Republican Party,11,9,9,Total,NP,Times Over Voted,0
BRIGID,Republican Party,11,9,9,Total,NP,Write-In,3
BRINN,Democratic Party,31,7,8,Total,NP,Bernie Sanders,58
BRINN,Democratic Party,31,7,8,Total,NP,Hillary Clinton,65
BRINN,Democratic Party,31,7,8,Total,NP,Registered Voters,848
BRINN,Democratic Party,31,7,8,Total,NP,Times Blank Voted,175
BRINN,Democratic Party,31,7,8,Total,NP,Times Counted,299
BRINN,Democratic Party,31,7,8,Total,NP,Times Over Voted,0
BRINN,Democratic Party,31,7,8,Total,NP,Write-In,1
BRINN,Republican Party,31,7,8,Total,NP,Ben Carson,4
BRINN,Republican Party,31,7,8,Total,NP,Donald J. Trump,143
BRINN,Republican Party,31,7,8,Total,NP,John R. Kasich,10
BRINN,Republican Party,31,7,8,Total,NP,Registered Voters,848
BRINN,Republican Party,31,7,8,Total,NP,Ted Cruz,18
BRINN,Republican Party,31,7,8,Total,NP,Times Blank Voted,124
BRINN,Republican Party,31,7,8,Total,NP,Times Counted,299
BRINN,Republican Party,31,7,8,Total,NP,Times Over Voted,0
BRINN,Republican Party,31,7,8,Total,NP,Write-In,0
BRITTANY,Democratic Party,30,7,8,Total,NP,Bernie Sanders,40
BRITTANY,Democratic Party,30,7,8,Total,NP,Hillary Clinton,67
BRITTANY,Democratic Party,30,7,8,Total,NP,Registered Voters,594
BRITTANY,Democratic Party,30,7,8,Total,NP,Times Blank Voted,112
BRITTANY,Democratic Party,30,7,8,Total,NP,Times Counted,220
BRITTANY,Democratic Party,30,7,8,Total,NP,Times Over Voted,0
BRITTANY,Democratic Party,30,7,8,Total,NP,Write-In,1
BRITTANY,Republican Party,30,7,8,Total,NP,Ben Carson,1
BRITTANY,Republican Party,30,7,8,Total,NP,Donald J. Trump,86
BRITTANY,Republican Party,30,7,8,Total,NP,John R. Kasich,9
BRITTANY,Republican Party,30,7,8,Total,NP,Registered Voters,594
BRITTANY,Republican Party,30,7,8,Total,NP,Ted Cruz,12
BRITTANY,Republican Party,30,7,8,Total,NP,Times Blank Voted,109
BRITTANY,Republican Party,30,7,8,Total,NP,Times Counted,220
BRITTANY,Republican Party,30,7,8,Total,NP,Times Over Voted,0
BRITTANY,Republican Party,30,7,8,Total,NP,Write-In,3
BROKEN HILL,Democratic Party,37,2,9,Total,NP,Bernie Sanders,62
BROKEN HILL,Democratic Party,37,2,9,Total,NP,Hillary Clinton,93
BROKEN HILL,Democratic Party,37,2,9,Total,NP,Registered Voters,684
BROKEN HILL,Democratic Party,37,2,9,Total,NP,Times Blank Voted,34
BROKEN HILL,Democratic Party,37,2,9,Total,NP,Times Counted,189
BROKEN HILL,Democratic Party,37,2,9,Total,NP,Times Over Voted,0
BROKEN HILL,Democratic Party,37,2,9,Total,NP,Write-In,0
BROKEN HILL,Republican Party,37,2,9,Total,NP,Ben Carson,1
BROKEN HILL,Republican Party,37,2,9,Total,NP,Donald J. Trump,29
BROKEN HILL,Republican Party,37,2,9,Total,NP,John R. Kasich,0
BROKEN HILL,Republican Party,37,2,9,Total,NP,Registered Voters,684
BROKEN HILL,Republican Party,37,2,9,Total,NP,Ted Cruz,3
BROKEN HILL,Republican Party,37,2,9,Total,NP,Times Blank Voted,155
BROKEN HILL,Republican Party,37,2,9,Total,NP,Times Counted,189
BROKEN HILL,Republican Party,37,2,9,Total,NP,Times Over Voted,0
BROKEN HILL,Republican Party,37,2,9,Total,NP,Write-In,1
BRONSON,Democratic Party,45,3,1,Total,NP,Bernie Sanders,63
BRONSON,Democratic Party,45,3,1,Total,NP,Hillary Clinton,96
BRONSON,Democratic Party,45,3,1,Total,NP,Registered Voters,790
BRONSON,Democratic Party,45,3,1,Total,NP,Times Blank Voted,110
BRONSON,Democratic Party,45,3,1,Total,NP,Times Counted,270
BRONSON,Democratic Party,45,3,1,Total,NP,Times Over Voted,0
BRONSON,Democratic Party,45,3,1,Total,NP,Write-In,1
BRONSON,Republican Party,45,3,1,Total,NP,Ben Carson,0
BRONSON,Republican Party,45,3,1,Total,NP,Donald J. Trump,78
BRONSON,Republican Party,45,3,1,Total,NP,John R. Kasich,20
BRONSON,Republican Party,45,3,1,Total,NP,Registered Voters,790
BRONSON,Republican Party,45,3,1,Total,NP,Ted Cruz,12
