Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
AUB 30-0053,Democratic Party,30,7,8,Total,NP,Times Blank Voted,56
AUB 30-0053,Democratic Party,30,7,8,Total,NP,Times Counted,158
AUB 30-0053,Democratic Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-0053,Democratic Party,30,7,8,Total,NP,Write-In,0
AUB 30-0053,Republican Party,30,7,8,Total,NP,Ben Carson,3
AUB 30-0053,Republican Party,30,7,8,Total,NP,Donald J. Trump,47
AUB 30-0053,Republican Party,30,7,8,Total,NP,John R. Kasich,1
AUB 30-0053,Republican Party,30,7,8,Total,NP,Registered Voters,491
AUB 30-0053,Republican Party,30,7,8,Total,NP,Ted Cruz,4
AUB 30-0053,Republican Party,30,7,8,Total,NP,Times Blank Voted,102
AUB 30-0053,Republican Party,30,7,8,Total,NP,Times Counted,158
AUB 30-0053,Republican Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-0053,Republican Party,30,7,8,Total,NP,Write-In,1
AUB 30-0067,Democratic Party,30,7,8,Total,NP,Bernie Sanders,59
AUB 30-0067,Democratic Party,30,7,8,Total,NP,Hillary Clinton,39
AUB 30-0067,Democratic Party,30,7,8,Total,NP,Registered Voters,498
AUB 30-0067,Democratic Party,30,7,8,Total,NP,Times Blank Voted,50
AUB 30-0067,Democratic Party,30,7,8,Total,NP,Times Counted,148
AUB 30-0067,Democratic Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-0067,Democratic Party,30,7,8,Total,NP,Write-In,0
AUB 30-0067,Republican Party,30,7,8,Total,NP,Ben Carson,4
AUB 30-0067,Republican Party,30,7,8,Total,NP,Donald J. Trump,38
AUB 30-0067,Republican Party,30,7,8,Total,NP,John R. Kasich,1
AUB 30-0067,Republican Party,30,7,8,Total,NP,Registered Voters,498
AUB 30-0067,Republican Party,30,7,8,Total,NP,Ted Cruz,6
AUB 30-0067,Republican Party,30,7,8,Total,NP,Times Blank Voted,98
AUB 30-0067,Republican Party,30,7,8,Total,NP,Times Counted,148
AUB 30-0067,Republican Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-0067,Republican Party,30,7,8,Total,NP,Write-In,1
AUB 30-2702,Democratic Party,30,7,8,Total,NP,Bernie Sanders,35
AUB 30-2702,Democratic Party,30,7,8,Total,NP,Hillary Clinton,26
AUB 30-2702,Democratic Party,30,7,8,Total,NP,Registered Voters,460
AUB 30-2702,Democratic Party,30,7,8,Total,NP,Times Blank Voted,47
AUB 30-2702,Democratic Party,30,7,8,Total,NP,Times Counted,109
AUB 30-2702,Democratic Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-2702,Democratic Party,30,7,8,Total,NP,Write-In,1
AUB 30-2702,Republican Party,30,7,8,Total,NP,Ben Carson,2
AUB 30-2702,Republican Party,30,7,8,Total,NP,Donald J. Trump,41
AUB 30-2702,Republican Party,30,7,8,Total,NP,John R. Kasich,1
AUB 30-2702,Republican Party,30,7,8,Total,NP,Registered Voters,460
AUB 30-2702,Republican Party,30,7,8,Total,NP,Ted Cruz,1
AUB 30-2702,Republican Party,30,7,8,Total,NP,Times Blank Voted,62
AUB 30-2702,Republican Party,30,7,8,Total,NP,Times Counted,109
AUB 30-2702,Republican Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-2702,Republican Party,30,7,8,Total,NP,Write-In,2
AUB 30-2703,Democratic Party,30,7,8,Total,NP,Bernie Sanders,18
AUB 30-2703,Democratic Party,30,7,8,Total,NP,Hillary Clinton,15
AUB 30-2703,Democratic Party,30,7,8,Total,NP,Registered Voters,279
AUB 30-2703,Democratic Party,30,7,8,Total,NP,Times Blank Voted,24
AUB 30-2703,Democratic Party,30,7,8,Total,NP,Times Counted,57
AUB 30-2703,Democratic Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-2703,Democratic Party,30,7,8,Total,NP,Write-In,0
AUB 30-2703,Republican Party,30,7,8,Total,NP,Ben Carson,3
AUB 30-2703,Republican Party,30,7,8,Total,NP,Donald J. Trump,17
AUB 30-2703,Republican Party,30,7,8,Total,NP,John R. Kasich,0
AUB 30-2703,Republican Party,30,7,8,Total,NP,Registered Voters,279
AUB 30-2703,Republican Party,30,7,8,Total,NP,Ted Cruz,4
AUB 30-2703,Republican Party,30,7,8,Total,NP,Times Blank Voted,33
AUB 30-2703,Republican Party,30,7,8,Total,NP,Times Counted,57
AUB 30-2703,Republican Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-2703,Republican Party,30,7,8,Total,NP,Write-In,0
AUB 30-3476,Democratic Party,30,7,8,Total,NP,Bernie Sanders,33
AUB 30-3476,Democratic Party,30,7,8,Total,NP,Hillary Clinton,20
AUB 30-3476,Democratic Party,30,7,8,Total,NP,Registered Voters,313
AUB 30-3476,Democratic Party,30,7,8,Total,NP,Times Blank Voted,19
AUB 30-3476,Democratic Party,30,7,8,Total,NP,Times Counted,72
AUB 30-3476,Democratic Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-3476,Democratic Party,30,7,8,Total,NP,Write-In,0
AUB 30-3476,Republican Party,30,7,8,Total,NP,Ben Carson,1
AUB 30-3476,Republican Party,30,7,8,Total,NP,Donald J. Trump,16
AUB 30-3476,Republican Party,30,7,8,Total,NP,John R. Kasich,1
AUB 30-3476,Republican Party,30,7,8,Total,NP,Registered Voters,313
AUB 30-3476,Republican Party,30,7,8,Total,NP,Ted Cruz,1
AUB 30-3476,Republican Party,30,7,8,Total,NP,Times Blank Voted,53
AUB 30-3476,Republican Party,30,7,8,Total,NP,Times Counted,72
AUB 30-3476,Republican Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-3476,Republican Party,30,7,8,Total,NP,Write-In,0
AUB 30-3477,Democratic Party,30,7,8,Total,NP,Bernie Sanders,15
AUB 30-3477,Democratic Party,30,7,8,Total,NP,Hillary Clinton,12
AUB 30-3477,Democratic Party,30,7,8,Total,NP,Registered Voters,190
AUB 30-3477,Democratic Party,30,7,8,Total,NP,Times Blank Voted,26
AUB 30-3477,Democratic Party,30,7,8,Total,NP,Times Counted,53
AUB 30-3477,Democratic Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-3477,Democratic Party,30,7,8,Total,NP,Write-In,0
AUB 30-3477,Republican Party,30,7,8,Total,NP,Ben Carson,0
AUB 30-3477,Republican Party,30,7,8,Total,NP,Donald J. Trump,16
AUB 30-3477,Republican Party,30,7,8,Total,NP,John R. Kasich,1
AUB 30-3477,Republican Party,30,7,8,Total,NP,Registered Voters,190
AUB 30-3477,Republican Party,30,7,8,Total,NP,Ted Cruz,9
AUB 30-3477,Republican Party,30,7,8,Total,NP,Times Blank Voted,27
AUB 30-3477,Republican Party,30,7,8,Total,NP,Times Counted,53
AUB 30-3477,Republican Party,30,7,8,Total,NP,Times Over Voted,0
AUB 30-3477,Republican Party,30,7,8,Total,NP,Write-In,0
AUB 31-0042,Democratic Party,31,7,8,Total,NP,Bernie Sanders,46
AUB 31-0042,Democratic Party,31,7,8,Total,NP,Hillary Clinton,37
AUB 31-0042,Democratic Party,31,7,8,Total,NP,Registered Voters,520
AUB 31-0042,Democratic Party,31,7,8,Total,NP,Times Blank Voted,90
AUB 31-0042,Democratic Party,31,7,8,Total,NP,Times Counted,173
AUB 31-0042,Democratic Party,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0042,Democratic Party,31,7,8,Total,NP,Write-In,0
AUB 31-0042,Republican Party,31,7,8,Total,NP,Ben Carson,8
AUB 31-0042,Republican Party,31,7,8,Total,NP,Donald J. Trump,62
AUB 31-0042,Republican Party,31,7,8,Total,NP,John R. Kasich,10
AUB 31-0042,Republican Party,31,7,8,Total,NP,Registered Voters,520
AUB 31-0042,Republican Party,31,7,8,Total,NP,Ted Cruz,9
AUB 31-0042,Republican Party,31,7,8,Total,NP,Times Blank Voted,83
AUB 31-0042,Republican Party,31,7,8,Total,NP,Times Counted,173
AUB 31-0042,Republican Party,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0042,Republican Party,31,7,8,Total,NP,Write-In,1
AUB 31-0047,Democratic Party,31,7,8,Total,NP,Bernie Sanders,58
AUB 31-0047,Democratic Party,31,7,8,Total,NP,Hillary Clinton,77
AUB 31-0047,Democratic Party,31,7,8,Total,NP,Registered Voters,594
AUB 31-0047,Democratic Party,31,7,8,Total,NP,Times Blank Voted,60
AUB 31-0047,Democratic Party,31,7,8,Total,NP,Times Counted,195
AUB 31-0047,Democratic Party,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0047,Democratic Party,31,7,8,Total,NP,Write-In,0
AUB 31-0047,Republican Party,31,7,8,Total,NP,Ben Carson,8
AUB 31-0047,Republican Party,31,7,8,Total,NP,Donald J. Trump,39
AUB 31-0047,Republican Party,31,7,8,Total,NP,John R. Kasich,3
AUB 31-0047,Republican Party,31,7,8,Total,NP,Registered Voters,594
AUB 31-0047,Republican Party,31,7,8,Total,NP,Ted Cruz,6
AUB 31-0047,Republican Party,31,7,8,Total,NP,Times Blank Voted,136
AUB 31-0047,Republican Party,31,7,8,Total,NP,Times Counted,195
AUB 31-0047,Republican Party,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0047,Republican Party,31,7,8,Total,NP,Write-In,3
AUB 31-0048,Democratic Party,31,7,8,Total,NP,Bernie Sanders,27
AUB 31-0048,Democratic Party,31,7,8,Total,NP,Hillary Clinton,22
AUB 31-0048,Democratic Party,31,7,8,Total,NP,Registered Voters,236
AUB 31-0048,Democratic Party,31,7,8,Total,NP,Times Blank Voted,25
AUB 31-0048,Democratic Party,31,7,8,Total,NP,Times Counted,74
AUB 31-0048,Democratic Party,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0048,Democratic Party,31,7,8,Total,NP,Write-In,0
AUB 31-0048,Republican Party,31,7,8,Total,NP,Ben Carson,0
AUB 31-0048,Republican Party,31,7,8,Total,NP,Donald J. Trump,18
AUB 31-0048,Republican Party,31,7,8,Total,NP,John R. Kasich,2
AUB 31-0048,Republican Party,31,7,8,Total,NP,Registered Voters,236
AUB 31-0048,Republican Party,31,7,8,Total,NP,Ted Cruz,3
AUB 31-0048,Republican Party,31,7,8,Total,NP,Times Blank Voted,49
AUB 31-0048,Republican Party,31,7,8,Total,NP,Times Counted,74
AUB 31-0048,Republican Party,31,7,8,Total,NP,Times Over Voted,0
