PRECINCT,POSITION,DISTRICT CODE,PARTY,CANDIDATE NAME,VOTES
6109,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,184
6110,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,178
6111,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,200
6112,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,281
6113,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,214
6114,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,209
6115,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,200
6116,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,594
6117,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,272
6118,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,219
6119,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,300
6120,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,236
6121,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,249
6122,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,172
6123,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,249
6124,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,250
6125,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,269
6126,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,267
6127,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,270
6128,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,296
6129,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,228
6130,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,192
6131,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,171
6132,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,374
6133,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,347
6134,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,64
6135,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,339
6136,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,388
6137,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,402
6138,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,223
6139,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,214
6140,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,423
6141,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,376
6142,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,279
6143,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,271
6144,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,363
6145,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,257
6146,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,296
6147,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,296
6148,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,207
6149,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,191
6150,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,87
6151,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,417
6400,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,DEM,BARBARA LAMPERT,156
6000,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,365
6001,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,673
6002,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,361
6003,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,228
6004,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,296
6005,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,693
6006,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,340
6007,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,267
6008,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,131
6009,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,657
6010,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,359
6011,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,215
6012,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,163
6014,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,401
6015,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,314
6016,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,243
6017,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,29
6018,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,416
6019,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,425
6020,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,584
6021,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,26
6022,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,318
6023,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,469
6024,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,314
6025,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,63
6026,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,208
6027,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,242
6028,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,85
6029,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,317
6030,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,320
6031,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,354
6032,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,316
6033,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,330
6034,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,294
6035,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,297
6036,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,310
6037,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,290
6038,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,231
6039,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,214
6100,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,540
6101,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,494
6102,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,348
6103,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,425
6104,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,509
6105,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,794
6106,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,316
6107,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,263
6108,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,361
6109,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,371
6110,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,322
6111,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,331
6112,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,435
6113,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,242
6114,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,199
6115,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,164
6116,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,600
6117,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,289
6118,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,285
6119,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,318
6120,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,294
6121,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,252
6122,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,231
6123,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,290
6124,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,263
6125,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,270
6126,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,346
6127,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,372
6128,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,376
6129,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,422
6130,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,302
6131,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,237
6132,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,262
6133,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,388
6134,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,57
6135,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,638
6136,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,370
6137,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,685
6138,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,442
6139,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,287
6140,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,720
6141,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,371
6142,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,236
6143,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,186
6144,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,327
6145,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,307
6146,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,349
6147,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,328
6148,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,320
6149,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,507
6150,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,343
6151,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,643
6400,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,REP,JOHN E AHERN,220
6000,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6001,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6002,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6003,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6004,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6005,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6006,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6007,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6008,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6009,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6010,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6011,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6012,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6014,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6015,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6016,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6017,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6018,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6019,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6020,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,5
6021,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6022,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6023,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6024,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6025,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6026,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6027,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6028,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6029,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6030,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6031,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6032,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6033,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6034,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6035,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6036,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6037,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6038,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6039,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6100,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6101,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6102,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6103,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6104,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6105,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6106,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6107,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6108,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6109,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6110,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6111,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6112,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6113,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6114,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6115,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6116,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6117,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6118,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6119,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6120,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6121,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,6
6122,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6123,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6124,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6125,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6126,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6127,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6128,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6129,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6130,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6131,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6132,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,3
6133,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6134,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6135,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6136,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6137,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,0
6138,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6139,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,4
6140,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,4
6141,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,5
6142,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,6
6143,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6144,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6145,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6146,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6147,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,2
6148,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6149,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6150,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6151,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6400,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,NON,WRITE-IN,1
6000,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6001,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6002,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6003,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6004,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6005,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6006,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6007,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6008,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6009,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6010,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6011,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6012,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6014,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6015,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6016,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6017,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6018,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6019,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6020,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6021,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6022,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6023,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6024,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6025,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6026,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6027,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6028,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6029,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6030,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6031,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6032,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6033,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6034,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6035,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6036,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6037,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6038,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6039,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6100,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6101,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6102,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6103,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,1
6104,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6105,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6106,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6107,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6108,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6109,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6110,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6111,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6112,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6113,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6114,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6115,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
6116,STATE REPRESENTATIVE DISTRICT 6 POS 2,LEG06,,OVER VOTES,0
