county,precinct,office,district,party,candidate,vote,,
Franklin,3,,16,,Ballots,306,306,306
Franklin,4,,16,,Ballots,240,240,243
Franklin,5,,16,,Ballots,161,161,161
Franklin,6,,16,,Ballots,248,248,254
Franklin,7,,16,,Ballots,182,181,183
Franklin,8,,16,,Ballots,217,217,220
Franklin,9,,16,,Ballots,102,102,102
Franklin,10,,16,,Ballots,336,336,338
Franklin,11,,16,,Ballots,458,458,462
Franklin,12,,16,,Ballots,494,494,496
Franklin,13,,16,,Ballots,217,217,218
Franklin,14,,16,,Ballots,356,356,358
Franklin,15,,16,,Ballots,168,168,170
Franklin,16,,16,,Ballots,72,72,72
Franklin,17,,16,,Ballots,187,187,188
Franklin,18,,16,,Ballots,109,109,110
Franklin,19,,16,,Ballots,140,140,142
Franklin,20,,16,,Ballots,110,110,110
Franklin,21,,16,,Ballots,116,116,116
Franklin,22,,16,,Ballots,183,183,184
Franklin,23,,16,,Ballots,492,492,491
Franklin,24,,16,,Ballots,627,629,630
Franklin,25,,16,,Ballots,148,148,148
Franklin,26,,16,,Ballots,140,140,140
Franklin,27,,16,,Ballots,118,118,118
Franklin,28,,16,,Ballots,118,118,118
Franklin,29,,16,,Ballots,1174,1174,1181
Franklin,30,,16,,Ballots,279,279,287
Franklin,31,,16,,Ballots,732,732,733
Franklin,32,,16,,Ballots,640,640,641
Franklin,33,,16,,Ballots,610,609,610
Franklin,34,,16,,Ballots,10,10,10
Franklin,35,,16,,Ballots,66,66,66
Franklin,36,,16,,Ballots,232,232,233
Franklin,37,,16,,Ballots,241,241,243
Franklin,38,,16,,Ballots,154,154,154
Franklin,39,,16,,Ballots,152,153,152
Franklin,40,,16,,Ballots,247,246,249
Franklin,41,,16,,Ballots,411,411,412
Franklin,42,,16,,Ballots,285,285,287
Franklin,43,,16,,Ballots,154,153,154
Franklin,44,,16,,Ballots,180,178,178
Franklin,45,,16,,Ballots,134,134,136
Franklin,46,,16,,Ballots,219,285,320
Franklin,47,,16,,Ballots,239,173,140
Franklin,48,,9,,Ballots,282,282,286
Franklin,49,,9,,Ballots,57,57,59
Franklin,50,,9,,Ballots,96,96,97
Franklin,51,,9,,Ballots,111,111,111
Franklin,52,,9,,Ballots,123,123,123
Franklin,53,,9,,Ballots,142,142,142
Franklin,54,,9,,Ballots,274,274,274
Franklin,55,,9,,Ballots,96,96,97
Franklin,56,,9,,Ballots,155,155,156
Franklin,57,,9,,Ballots,104,104,105
Franklin,58,,9,,Ballots,149,149,152
Franklin,59,,9,,Ballots,100,100,100
Franklin,60,,9,,Ballots,63,63,63
Franklin,61,,9,,Ballots,121,121,122
Franklin,62,,9,,Ballots,85,85,85
Franklin,63,,9,,Ballots,171,171,173
Franklin,64,,9,,Ballots,211,211,213
Franklin,65,,9,,Ballots,28,28,22
Franklin,66,,9,,Ballots,179,179,185
Franklin,67,,9,,Ballots,226,226,228
Franklin,68,,9,,Ballots,91,91,92
Franklin,69,,9,,Ballots,140,140,140
Franklin,70,,9,,Ballots,58,58,60
Franklin,71,,9,,Ballots,26,26,27
Franklin,72,,16,,Ballots,128,128,129
Franklin,73,,16,,Ballots,181,181,181
Franklin,74,,9,,Ballots,56,56,56
Franklin,75,,9,,Ballots,0,0,0
FRANKLIN WA,FRANKLIN WA,FRANKLIN WA,,,Ballots,16428,16425,16523
Franklin,1,Governor,16,D,Christine Gregoire,268,268,268
Franklin,2,Governor,16,D,Christine Gregoire,130,130,130
Franklin,3,Governor,16,D,Christine Gregoire,146,146,146
Franklin,4,Governor,16,D,Christine Gregoire,112,111,111
Franklin,5,Governor,16,D,Christine Gregoire,82,82,82
Franklin,6,Governor,16,D,Christine Gregoire,130,130,130
Franklin,7,Governor,16,D,Christine Gregoire,98,98,99
Franklin,8,Governor,16,D,Christine Gregoire,74,74,74
Franklin,9,Governor,16,D,Christine Gregoire,36,36,36
Franklin,10,Governor,16,D,Christine Gregoire,138,138,138
Franklin,11,Governor,16,D,Christine Gregoire,202,202,201
Franklin,12,Governor,16,D,Christine Gregoire,207,207,207
Franklin,13,Governor,16,D,Christine Gregoire,101,101,101
Franklin,14,Governor,16,D,Christine Gregoire,115,115,116
Franklin,15,Governor,16,D,Christine Gregoire,88,88,88
Franklin,16,Governor,16,D,Christine Gregoire,24,24,24
Franklin,17,Governor,16,D,Christine Gregoire,68,68,68
Franklin,18,Governor,16,D,Christine Gregoire,33,33,33
Franklin,19,Governor,16,D,Christine Gregoire,49,49,49
Franklin,20,Governor,16,D,Christine Gregoire,43,43,43
Franklin,21,Governor,16,D,Christine Gregoire,46,46,46
Franklin,22,Governor,16,D,Christine Gregoire,65,64,65
Franklin,23,Governor,16,D,Christine Gregoire,162,162,162
Franklin,24,Governor,16,D,Christine Gregoire,194,194,194
Franklin,25,Governor,16,D,Christine Gregoire,42,42,42
Franklin,26,Governor,16,D,Christine Gregoire,28,28,28
Franklin,27,Governor,16,D,Christine Gregoire,34,34,34
Franklin,28,Governor,16,D,Christine Gregoire,36,36,36
Franklin,29,Governor,16,D,Christine Gregoire,280,280,281
Franklin,30,Governor,16,D,Christine Gregoire,81,81,90
Franklin,31,Governor,16,D,Christine Gregoire,211,211,211
Franklin,32,Governor,16,D,Christine Gregoire,201,201,199
Franklin,33,Governor,16,D,Christine Gregoire,156,156,156
Franklin,34,Governor,16,D,Christine Gregoire,2,2,2
Franklin,35,Governor,16,D,Christine Gregoire,17,17,17
Franklin,36,Governor,16,D,Christine Gregoire,71,71,71
Franklin,37,Governor,16,D,Christine Gregoire,61,61,61
Franklin,38,Governor,16,D,Christine Gregoire,39,39,39
Franklin,39,Governor,16,D,Christine Gregoire,35,36,35
Franklin,40,Governor,16,D,Christine Gregoire,63,62,63
Franklin,41,Governor,16,D,Christine Gregoire,109,109,109
Franklin,42,Governor,16,D,Christine Gregoire,66,66,65
Franklin,43,Governor,16,D,Christine Gregoire,47,47,46
Franklin,44,Governor,16,D,Christine Gregoire,35,35,35
Franklin,45,Governor,16,D,Christine Gregoire,35,35,35
Franklin,46,Governor,16,D,Christine Gregoire,38,54,68
Franklin,47,Governor,16,D,Christine Gregoire,70,54,40
Franklin,48,Governor,9,D,Christine Gregoire,40,40,41
Franklin,49,Governor,9,D,Christine Gregoire,7,7,7
Franklin,50,Governor,9,D,Christine Gregoire,13,13,13
Franklin,51,Governor,9,D,Christine Gregoire,12,12,12
Franklin,52,Governor,9,D,Christine Gregoire,5,5,5
Franklin,53,Governor,9,D,Christine Gregoire,11,11,11
Franklin,54,Governor,9,D,Christine Gregoire,52,52,52
Franklin,55,Governor,9,D,Christine Gregoire,11,11,11
Franklin,56,Governor,9,D,Christine Gregoire,17,17,17
Franklin,57,Governor,9,D,Christine Gregoire,30,30,30
Franklin,58,Governor,9,D,Christine Gregoire,22,22,22
Franklin,59,Governor,9,D,Christine Gregoire,12,12,12
Franklin,60,Governor,9,D,Christine Gregoire,18,18,18
Franklin,61,Governor,9,D,Christine Gregoire,7,7,7
Franklin,62,Governor,9,D,Christine Gregoire,28,29,29
Franklin,63,Governor,9,D,Christine Gregoire,18,18,18
Franklin,64,Governor,9,D,Christine Gregoire,65,65,65
Franklin,65,Governor,9,D,Christine Gregoire,11,11,11
Franklin,66,Governor,9,D,Christine Gregoire,45,45,45
Franklin,67,Governor,9,D,Christine Gregoire,73,73,73
Franklin,68,Governor,9,D,Christine Gregoire,20,20,20
Franklin,69,Governor,9,D,Christine Gregoire,21,21,21
Franklin,70,Governor,9,D,Christine Gregoire,18,18,18
Franklin,71,Governor,9,D,Christine Gregoire,5,5,5
Franklin,72,Governor,16,D,Christine Gregoire,10,10,10
Franklin,73,Governor,16,D,Christine Gregoire,21,21,21
Franklin,74,Governor,9,D,Christine Gregoire,8,8,8
Franklin,75,Governor,9,D,Christine Gregoire,0,0,0
FRANKLIN WA,FRANKLIN WA,FRANKLIN WA,,D,Christine Gregoire,4968,4967,4976
Franklin,1,Governor,16,R,Dino Rossi,187,187,186
Franklin,2,Governor,16,R,Dino Rossi,90,90,90
Franklin,3,Governor,16,R,Dino Rossi,113,113,112
Franklin,4,Governor,16,R,Dino Rossi,114,114,114
Franklin,5,Governor,16,R,Dino Rossi,65,65,65
Franklin,6,Governor,16,R,Dino Rossi,99,99,99
Franklin,7,Governor,16,R,Dino Rossi,67,66,66
Franklin,8,Governor,16,R,Dino Rossi,139,139,139
Franklin,9,Governor,16,R,Dino Rossi,61,61,61
Franklin,10,Governor,16,R,Dino Rossi,178,178,178
Franklin,11,Governor,16,R,Dino Rossi,223,223,222
Franklin,12,Governor,16,R,Dino Rossi,241,241,241
Franklin,13,Governor,16,R,Dino Rossi,107,107,108
Franklin,14,Governor,16,R,Dino Rossi,216,216,218
Franklin,15,Governor,16,R,Dino Rossi,78,78,78
Franklin,16,Governor,16,R,Dino Rossi,43,43,43
Franklin,17,Governor,16,R,Dino Rossi,113,113,113
Franklin,18,Governor,16,R,Dino Rossi,75,75,75
Franklin,19,Governor,16,R,Dino Rossi,86,86,86
Franklin,20,Governor,16,R,Dino Rossi,62,62,62
Franklin,21,Governor,16,R,Dino Rossi,65,65,65
Franklin,22,Governor,16,R,Dino Rossi,113,113,113
Franklin,23,Governor,16,R,Dino Rossi,308,308,307
Franklin,24,Governor,16,R,Dino Rossi,423,424,423
Franklin,25,Governor,16,R,Dino Rossi,102,102,102
Franklin,26,Governor,16,R,Dino Rossi,106,106,106
Franklin,27,Governor,16,R,Dino Rossi,81,81,81
Franklin,28,Governor,16,R,Dino Rossi,74,74,74
Franklin,29,Governor,16,R,Dino Rossi,836,836,837
Franklin,30,Governor,16,R,Dino Rossi,186,186,191
Franklin,31,Governor,16,R,Dino Rossi,489,490,488
Franklin,32,Governor,16,R,Dino Rossi,409,409,402
Franklin,33,Governor,16,R,Dino Rossi,427,429,429
Franklin,34,Governor,16,R,Dino Rossi,8,8,8
Franklin,35,Governor,16,R,Dino Rossi,44,44,44
Franklin,36,Governor,16,R,Dino Rossi,154,154,154
Franklin,37,Governor,16,R,Dino Rossi,173,173,173
Franklin,38,Governor,16,R,Dino Rossi,109,108,109
Franklin,39,Governor,16,R,Dino Rossi,111,111,111
Franklin,40,Governor,16,R,Dino Rossi,174,174,174
Franklin,41,Governor,16,R,Dino Rossi,284,284,284
Franklin,42,Governor,16,R,Dino Rossi,204,204,204
Franklin,43,Governor,16,R,Dino Rossi,100,100,100
Franklin,44,Governor,16,R,Dino Rossi,138,137,136
Franklin,45,Governor,16,R,Dino Rossi,98,98,98
Franklin,46,Governor,16,R,Dino Rossi,174,205,238
Franklin,47,Governor,16,R,Dino Rossi,152,121,88
Franklin,48,Governor,9,R,Dino Rossi,231,231,231
Franklin,49,Governor,9,R,Dino Rossi,47,47,47
Franklin,50,Governor,9,R,Dino Rossi,82,81,82
Franklin,51,Governor,9,R,Dino Rossi,91,91,91
Franklin,52,Governor,9,R,Dino Rossi,109,109,109
Franklin,53,Governor,9,R,Dino Rossi,129,129,129
Franklin,54,Governor,9,R,Dino Rossi,213,213,213
Franklin,55,Governor,9,R,Dino Rossi,83,83,83
Franklin,56,Governor,9,R,Dino Rossi,130,130,130
Franklin,57,Governor,9,R,Dino Rossi,72,72,72
Franklin,58,Governor,9,R,Dino Rossi,125,126,126
Franklin,59,Governor,9,R,Dino Rossi,83,83,84
Franklin,60,Governor,9,R,Dino Rossi,42,42,42
Franklin,61,Governor,9,R,Dino Rossi,111,111,111
Franklin,62,Governor,9,R,Dino Rossi,50,50,50
Franklin,63,Governor,9,R,Dino Rossi,149,149,149
Franklin,64,Governor,9,R,Dino Rossi,133,133,133
Franklin,65,Governor,9,R,Dino Rossi,9,9,9
Franklin,66,Governor,9,R,Dino Rossi,133,133,133
Franklin,67,Governor,9,R,Dino Rossi,146,146,146
Franklin,68,Governor,9,R,Dino Rossi,70,70,70
Franklin,69,Governor,9,R,Dino Rossi,117,117,117
Franklin,70,Governor,9,R,Dino Rossi,39,39,39
Franklin,71,Governor,9,R,Dino Rossi,21,21,21
Franklin,72,Governor,16,R,Dino Rossi,112,112,112
Franklin,73,Governor,16,R,Dino Rossi,144,144,144
Franklin,74,Governor,9,R,Dino Rossi,48,48,48
Franklin,75,Governor,9,R,Dino Rossi,0,0,0
FRANKLIN WA,FRANKLIN WA,FRANKLIN WA,,R,Dino Rossi,10618,10619,10616
Franklin,1,Governor,16,L,Ruth Bennett,21,21,21
Franklin,2,Governor,16,L,Ruth Bennett,6,6,6
Franklin,3,Governor,16,L,Ruth Bennett,13,13,12
Franklin,4,Governor,16,L,Ruth Bennett,1,1,1
Franklin,5,Governor,16,L,Ruth Bennett,3,3,3
Franklin,6,Governor,16,L,Ruth Bennett,8,8,8
Franklin,7,Governor,16,L,Ruth Bennett,7,7,7
Franklin,8,Governor,16,L,Ruth Bennett,1,1,1
Franklin,9,Governor,16,L,Ruth Bennett,0,0,0
Franklin,10,Governor,16,L,Ruth Bennett,5,5,5
Franklin,11,Governor,16,L,Ruth Bennett,10,10,10
Franklin,12,Governor,16,L,Ruth Bennett,11,11,11
Franklin,13,Governor,16,L,Ruth Bennett,3,3,3
Franklin,14,Governor,16,L,Ruth Bennett,2,2,2
Franklin,15,Governor,16,L,Ruth Bennett,3,3,3
Franklin,16,Governor,16,L,Ruth Bennett,2,2,2
Franklin,17,Governor,16,L,Ruth Bennett,0,0,0
Franklin,18,Governor,16,L,Ruth Bennett,1,1,1
Franklin,19,Governor,16,L,Ruth Bennett,0,0,0
Franklin,20,Governor,16,L,Ruth Bennett,1,1,1
Franklin,21,Governor,16,L,Ruth Bennett,3,3,3
Franklin,22,Governor,16,L,Ruth Bennett,2,2,2
Franklin,23,Governor,16,L,Ruth Bennett,5,5,5
Franklin,24,Governor,16,L,Ruth Bennett,4,4,4
Franklin,25,Governor,16,L,Ruth Bennett,2,2,2
Franklin,26,Governor,16,L,Ruth Bennett,2,2,2
Franklin,27,Governor,16,L,Ruth Bennett,0,0,0
Franklin,28,Governor,16,L,Ruth Bennett,3,3,3
Franklin,29,Governor,16,L,Ruth Bennett,16,16,16
Franklin,30,Governor,16,L,Ruth Bennett,5,5,5
Franklin,31,Governor,16,L,Ruth Bennett,8,8,8
Franklin,32,Governor,16,L,Ruth Bennett,12,12,12
Franklin,33,Governor,16,L,Ruth Bennett,5,5,5
Franklin,34,Governor,16,L,Ruth Bennett,0,0,0
Franklin,35,Governor,16,L,Ruth Bennett,1,1,1
Franklin,36,Governor,16,L,Ruth Bennett,2,2,2
Franklin,37,Governor,16,L,Ruth Bennett,3,3,3
Franklin,38,Governor,16,L,Ruth Bennett,3,3,3
Franklin,39,Governor,16,L,Ruth Bennett,2,2,2
Franklin,40,Governor,16,L,Ruth Bennett,0,0,0
Franklin,41,Governor,16,L,Ruth Bennett,4,4,4
Franklin,42,Governor,16,L,Ruth Bennett,4,4,4
Franklin,43,Governor,16,L,Ruth Bennett,0,0,0
Franklin,44,Governor,16,L,Ruth Bennett,3,3,3
Franklin,45,Governor,16,L,Ruth Bennett,0,0,0
Franklin,46,Governor,16,L,Ruth Bennett,3,6,7
Franklin,47,Governor,16,L,Ruth Bennett,7,4,3
Franklin,48,Governor,9,L,Ruth Bennett,1,1,1
Franklin,49,Governor,9,L,Ruth Bennett,1,1,1
Franklin,50,Governor,9,L,Ruth Bennett,0,0,0
Franklin,51,Governor,9,L,Ruth Bennett,0,0,0
Franklin,52,Governor,9,L,Ruth Bennett,1,1,1
Franklin,53,Governor,9,L,Ruth Bennett,1,1,1
Franklin,54,Governor,9,L,Ruth Bennett,1,1,1
Franklin,55,Governor,9,L,Ruth Bennett,0,0,0
Franklin,56,Governor,9,L,Ruth Bennett,2,2,2
Franklin,57,Governor,9,L,Ruth Bennett,0,0,0
Franklin,58,Governor,9,L,Ruth Bennett,1,1,1
Franklin,59,Governor,9,L,Ruth Bennett,0,0,0
Franklin,60,Governor,9,L,Ruth Bennett,1,1,1
Franklin,61,Governor,9,L,Ruth Bennett,2,2,2
Franklin,62,Governor,9,L,Ruth Bennett,1,1,1
Franklin,63,Governor,9,L,Ruth Bennett,1,1,1
Franklin,64,Governor,9,L,Ruth Bennett,4,4,4
Franklin,65,Governor,9,L,Ruth Bennett,1,1,1
Franklin,66,Governor,9,L,Ruth Bennett,1,1,1
Franklin,67,Governor,9,L,Ruth Bennett,0,0,0
Franklin,68,Governor,9,L,Ruth Bennett,0,0,0
Franklin,69,Governor,9,L,Ruth Bennett,0,0,0
Franklin,70,Governor,9,L,Ruth Bennett,1,1,1
Franklin,71,Governor,9,L,Ruth Bennett,0,0,0
Franklin,72,Governor,16,L,Ruth Bennett,2,2,2
Franklin,73,Governor,16,L,Ruth Bennett,7,7,7
Franklin,74,Governor,9,L,Ruth Bennett,0,0,0
Franklin,75,Governor,9,L,Ruth Bennett,0,0,0
FRANKLIN WA,FRANKLIN WA,FRANKLIN WA,,L,Ruth Bennett,226,226,225
