county,precinct,office,district,party,candidate,total,
Kitsap,PORT ORCHARD 206,,,,Registered,1,
Kitsap,PORT ORCHARD 207,,,,Registered,0,
Kitsap,ANNAPOLIS 212,,,,Registered,1089,
Kitsap,BRASCH 213,,,,Registered,1252,
Kitsap,BETHEL 215,,,,Registered,733,
Kitsap,MINTERBROOK 216,,,,Registered,1113,
Kitsap,SPRING CREEK 217,,,,Registered,766,
Kitsap,BURLEY 218,,,,Registered,830,
Kitsap,HUNTER 219,,,,Registered,742,
Kitsap,ALASKA 221,,,,Registered,1248,
Kitsap,WOODRIDGE 222,,,,Registered,497,
Kitsap,NEBRASKA 223,,,,Registered,745,
Kitsap,WHISPERING PINES 227,,,,Registered,941,
Kitsap,FERNWOOD 230,,,,Registered,1090,
Kitsap,GLENWOOD 232,,,,Registered,1097,
Kitsap,HARPER 240,,,,Registered,733,
Kitsap,YUKON 241,,,,Registered,671,
Kitsap,WILSON CREEK 242,,,,Registered,610,
Kitsap,LONG LAKE 245,,,,Registered,573,
Kitsap,LOCKER 246,,,,Registered,1040,
Kitsap,EBBERT 247,,,,Registered,900,
Kitsap,LUNDBERG 250,,,,Registered,935,
Kitsap,CONVERSE 252,,,,Registered,738,
Kitsap,MANCHESTER 255,,,,Registered,450,
Kitsap,EVERGREEN 257,,,,Registered,1045,
Kitsap,WILLOCK 258,,,,Registered,1126,
Kitsap,MULLENIX 260,,,,Registered,1146,
Kitsap,BANDIX 263,,,,Registered,997,
Kitsap,OLALLA 265,,,,Registered,616,
Kitsap,CRESCENT VALLEY 266,,,,Registered,816,
Kitsap,OVERLOOK 267,,,,Registered,801,
Kitsap,MADRONA 269,,,,Registered,706,
Kitsap,PARKWOOD 270,,,,Registered,1054,
Kitsap,CONIFER 271,,,,Registered,582,
Kitsap,SEDGWICK 272,,,,Registered,1069,
Kitsap,SINCLAIR 275,,,,Registered,618,
Kitsap,SHERMAN HEIGHTS 278,,,,Registered,62,
Kitsap,SUNNYSLOPE 280,,,,Registered,1005,
Kitsap,MCCORMICK WOODS 281,,,,Registered,1511,
Kitsap,DICKENSON 282,,,,Registered,803,
Kitsap,TWIN LAKES 285,,,,Registered,201,
Kitsap,TIN MINE CREEK 286,,,,Registered,0,
Kitsap,BREMERTON 290,,,,Registered,0,
Kitsap,LIGHTHOUSE POINT 292,,,,Registered,784,
Kitsap,BREMERTON 293,,,,Registered,5,
Kitsap,BREMERTON 294,,,,Registered,0,
Kitsap,WATERMAN 295,,,,Registered,555,
Kitsap,BREMERTON 296,,,,Registered,7,
Kitsap,HEINS CREEK 297,,,,Registered,0,
Kitsap,,,,,Registered,,
Kitsap,BLUE HERON 301,,,,Registered,1065,
Kitsap,AZALEA 302,,,,Registered,607,
Kitsap,WINSLOW 304,,,,Registered,1277,
Kitsap,WING POINT 305,,,,Registered,611,
Kitsap,BLAKELY 310,,,,Registered,630,
Kitsap,CRYSTAL SPRINGS 312,,,,Registered,1001,
Kitsap,FINCH 314,,,,Registered,581,
Kitsap,FERNCLIFF 315,,,,Registered,1007,
Kitsap,EAGLE HARBOR 317,,,,Registered,608,
Kitsap,FORT WARD 318,,,,Registered,701,
Kitsap,ISLAND CENTER 320,,,,Registered,658,
Kitsap,MEADOWMEER 321,,,,Registered,387,
Kitsap,NEW BROOKLYN 322,,,,Registered,472,
Kitsap,LIBERTY 325,,,,Registered,704,
Kitsap,SKIFF POINT 328,,,,Registered,659,
Kitsap,ROLLING BAY 330,,,,Registered,871,
Kitsap,LOVGREN 332,,,,Registered,458,
Kitsap,TOLO 333,,,,Registered,686,
Kitsap,SEABOLD 335,,,,Registered,890,
Kitsap,MANZANITA 336,,,,Registered,651,
Kitsap,PORT MADISON 340,,,,Registered,626,
Kitsap,TORVANGER 345,,,,Registered,971,
Kitsap,POULSBO 401,,,,Registered,795,
Kitsap,POULSBO 403,,,,Registered,768,
Kitsap,POULSBO 404,,,,Registered,1407,
Kitsap,POULSBO 405,,,,Registered,706,
Kitsap,POULSBO 406,,,,Registered,760,
Kitsap,BREIDABLIK 410,,,,Registered,922,
Kitsap,VINLAND 412,,,,Registered,1511,
Kitsap,HANSVILLE 415,,,,Registered,1278,
Kitsap,TWIN SPITS 417,,,,Registered,1159,
Kitsap,S' KLALLAM 418,,,,Registered,252,
Kitsap,POINT JEFFERSON 419,,,,Registered,621,
Kitsap,INDIANOLA 420,,,,Registered,902,
Kitsap,ORCA 421,,,,Registered,727,
Kitsap,APPLE TREE 422,,,,Registered,1312,
Kitsap,KEYPORT 425,,,,Registered,935,
Kitsap,ISLAND LAKE 427,,,,Registered,1139,
Kitsap,KINGSTON 430,,,,Registered,1186,
Kitsap,LEMOLO 435,,,,Registered,830,
Kitsap,LINCOLN 440,,,,Registered,809,
Kitsap,BIG VALLEY 441,,,,Registered,551,
Kitsap,LOFALL 442,,,,Registered,1046,
Kitsap,PEARSON 445,,,,Registered,1148,
Kitsap,PORT GAMBLE 450,,,,Registered,756,
Kitsap,STRIEBEL 453,,,,Registered,843,
Kitsap,GAMBLEWOOD 454,,,,Registered,732,
Kitsap,SCANDIA 455,,,,Registered,856,
Kitsap,MILLER BAY 458,,,,Registered,988,
Kitsap,SUQUAMISH 460,,,,Registered,710,
Kitsap,AUGUSTA 461,,,,Registered,491,
Kitsap,TOTTEN 463,,,,Registered,1277,
KITSAP WA,KITSAP WA,,,,Registered,138956,
Kitsap,BREMERTON 001,,,,Ballots,997,
Kitsap,BREMERTON 005,,,,Ballots,993,
Kitsap,BREMERTON 007,,,,Ballots,20,
Kitsap,BREMERTON 013,,,,Ballots,750,
Kitsap,BREMERTON 015,,,,Ballots,1381,
Kitsap,BREMERTON 022,,,,Ballots,543,
Kitsap,BREMERTON 029,,,,Ballots,613,
Kitsap,BREMERTON 031,,,,Ballots,834,
Kitsap,BREMERTON 032,,,,Ballots,181,
Kitsap,BREMERTON 037,,,,Ballots,1004,
Kitsap,BREMERTON 040,,,,Ballots,1231,
Kitsap,BREMERTON 046,,,,Ballots,709,
Kitsap,BREMERTON 051,,,,Ballots,46,
Kitsap,BREMERTON 052,,,,Ballots,1520,
Kitsap,BREMERTON 054,,,,Ballots,693,
Kitsap,BREMERTON 056,,,,Ballots,731,
Kitsap,BREMERTON 058,,,,Ballots,373,
Kitsap,ILLAHEE 065,,,,Ballots,1534,
Kitsap,RAINIER 067,,,,Ballots,539,
Kitsap,SHERIDAN 071,,,,Ballots,276,
Kitsap,PERRY 073,,,,Ballots,441,
Kitsap,ROCKY POINT 083,,,,Ballots,859,
Kitsap,RIDGEWAY 084,,,,Ballots,221,
Kitsap,KITSAP LAKE 085,,,,Ballots,58,
Kitsap,POWERLINE 086,,,,Ballots,15,
Kitsap,BAYVIEW 087,,,,Ballots,222,
Kitsap,BREMERTON 088,,,,Ballots,119,
Kitsap,MARION 090,,,,Ballots,176,
Kitsap,NAVY YARD CITY 095,,,,Ballots,736,
Kitsap,NARROWS VIEW 098,,,,Ballots,32,
Kitsap,OLYMPIC 099,,,,Ballots,47,
Kitsap,TRIDENT 101,,,,Ballots,636,
Kitsap,FRONTIER 102,,,,Ballots,580,
Kitsap,OLYMPIC VIEW 103,,,,Ballots,1115,
Kitsap,HOOD CANAL 104,,,,Ballots,32,
Kitsap,BROWNSVILLE 105,,,,Ballots,889,
Kitsap,BREMERTON 107,,,,Ballots,0,
Kitsap,BREMERTON 109,,,,Ballots,263,
Kitsap,CHARLAND 110,,,,Ballots,474,
Kitsap,ALPINE 111,,,,Ballots,1097,
Kitsap,COUNTRY CLUB 113,,,,Ballots,505,
Kitsap,BREMERTON 114,,,,Ballots,0,
Kitsap,CLEAR CREEK 120,,,,Ballots,1006,
Kitsap,BUCKLIN 121,,,,Ballots,744,
Kitsap,LUOTO 122,,,,Ballots,393,
Kitsap,COTTONWOOD 125,,,,Ballots,755,
Kitsap,FOREST RIDGE 126,,,,Ballots,380,
Kitsap,WOODMERE 127,,,,Ballots,946,
Kitsap,CENTRAL VALLEY 128,,,,Ballots,986,
Kitsap,WINSTON 129,,,,Ballots,323,
Kitsap,ERLANDS POINT 130,,,,Ballots,526,
Kitsap,FAIRVIEW 135,,,,Ballots,409,
Kitsap,FIRGLADE 137,,,,Ballots,582,
Kitsap,TIBARDIS 139,,,,Ballots,380,
Kitsap,GILBERTON 140,,,,Ballots,612,
Kitsap,RIDGEPOINT 141,,,,Ballots,794,
Kitsap,UNIVERSITY POINT 142,,,,Ballots,504,
Kitsap,KARIOTIS 143,,,,Ballots,732,
Kitsap,CAMBRIDGE 144,,,,Ballots,486,
Kitsap,SPINNAKER 146,,,,Ballots,609,
Kitsap,BARKER CREEK 147,,,,Ballots,910,
Kitsap,SANTA FE 148,,,,Ballots,793,
Kitsap,RIDGETOP 149,,,,Ballots,716,
Kitsap,MEADOWDALE 150,,,,Ballots,658,
Kitsap,SYMINGTON 151,,,,Ballots,1137,
Kitsap,PIONEER 152,,,,Ballots,815,
Kitsap,SEABECK 155,,,,Ballots,822,
Kitsap,CAMP SUNDOWN 156,,,,Ballots,3,
Kitsap,LOST HIGHWAY 157,,,,Ballots,947,
Kitsap,BREMERTON 159,,,,Ballots,363,
Kitsap,SILVERDALE 160,,,,Ballots,597,
Kitsap,MORKEN 161,,,,Ballots,1028,
Kitsap,APEX 162,,,,Ballots,924,
Kitsap,ANDERSON CREEK 163,,,,Ballots,477,
Kitsap,EAGLE CREST 164,,,,Ballots,852,
Kitsap,SUTTON 165,,,,Ballots,588,
Kitsap,TRACYTON 170,,,,Ballots,543,
Kitsap,VENA 173,,,,Ballots,678,
Kitsap,FUSON 175,,,,Ballots,674,
Kitsap,PORT ORCHARD 201,,,,Ballots,609,
Kitsap,PORT ORCHARD 202,,,,Ballots,757,
Kitsap,PORT ORCHARD 203,,,,Ballots,1038,
Kitsap,PORT ORCHARD 204,,,,Ballots,587,
Kitsap,PORT ORCHARD 205,,,,Ballots,6,
Kitsap,PORT ORCHARD 206,,,,Ballots,0,
Kitsap,PORT ORCHARD 207,,,,Ballots,0,
Kitsap,ANNAPOLIS 212,,,,Ballots,941,
Kitsap,BRASCH 213,,,,Ballots,1062,
Kitsap,BETHEL 215,,,,Ballots,621,
Kitsap,MINTERBROOK 216,,,,Ballots,918,
Kitsap,SPRING CREEK 217,,,,Ballots,673,
Kitsap,BURLEY 218,,,,Ballots,717,
Kitsap,HUNTER 219,,,,Ballots,636,
Kitsap,ALASKA 221,,,,Ballots,1089,
Kitsap,WOODRIDGE 222,,,,Ballots,409,
Kitsap,NEBRASKA 223,,,,Ballots,616,
Kitsap,WHISPERING PINES 227,,,,Ballots,776,
Kitsap,FERNWOOD 230,,,,Ballots,926,
Kitsap,GLENWOOD 232,,,,Ballots,965,
Kitsap,HARPER 240,,,,Ballots,655,
Kitsap,YUKON 241,,,,Ballots,591,
Kitsap,WILSON CREEK 242,,,,Ballots,544,
Kitsap,LONG LAKE 245,,,,Ballots,501,
Kitsap,LOCKER 246,,,,Ballots,907,
Kitsap,EBBERT 247,,,,Ballots,794,
Kitsap,LUNDBERG 250,,,,Ballots,779,
Kitsap,CONVERSE 252,,,,Ballots,642,
Kitsap,MANCHESTER 255,,,,Ballots,411,
Kitsap,EVERGREEN 257,,,,Ballots,911,
Kitsap,WILLOCK 258,,,,Ballots,980,
Kitsap,MULLENIX 260,,,,Ballots,998,
Kitsap,BANDIX 263,,,,Ballots,835,
Kitsap,OLALLA 265,,,,Ballots,552,
Kitsap,CRESCENT VALLEY 266,,,,Ballots,710,
Kitsap,OVERLOOK 267,,,,Ballots,660,
Kitsap,MADRONA 269,,,,Ballots,574,
Kitsap,PARKWOOD 270,,,,Ballots,889,
Kitsap,CONIFER 271,,,,Ballots,468,
Kitsap,SEDGWICK 272,,,,Ballots,869,
Kitsap,SINCLAIR 275,,,,Ballots,486,
Kitsap,SHERMAN HEIGHTS 278,,,,Ballots,56,
Kitsap,SUNNYSLOPE 280,,,,Ballots,808,
Kitsap,MCCORMICK WOODS 281,,,,Ballots,1380,
Kitsap,DICKENSON 282,,,,Ballots,649,
Kitsap,TWIN LAKES 285,,,,Ballots,183,
Kitsap,TIN MINE CREEK 286,,,,Ballots,0,
Kitsap,BREMERTON 290,,,,Ballots,0,
Kitsap,LIGHTHOUSE POINT 292,,,,Ballots,710,
Kitsap,BREMERTON 293,,,,Ballots,4,
Kitsap,BREMERTON 294,,,,Ballots,0,
Kitsap,WATERMAN 295,,,,Ballots,487,
Kitsap,BREMERTON 296,,,,Ballots,4,
Kitsap,HEINS CREEK 297,,,,Ballots,0,
Kitsap,BLUE HERON 301,,,,Ballots,976,
Kitsap,AZALEA 302,,,,Ballots,538,
Kitsap,WINSLOW 304,,,,Ballots,1167,
Kitsap,WING POINT 305,,,,Ballots,572,
Kitsap,BLAKELY 310,,,,Ballots,587,
Kitsap,CRYSTAL SPRINGS 312,,,,Ballots,918,
Kitsap,FINCH 314,,,,Ballots,544,
Kitsap,FERNCLIFF 315,,,,Ballots,915,
Kitsap,EAGLE HARBOR 317,,,,Ballots,560,
Kitsap,FORT WARD 318,,,,Ballots,652,
Kitsap,ISLAND CENTER 320,,,,Ballots,611,
Kitsap,MEADOWMEER 321,,,,Ballots,363,
Kitsap,NEW BROOKLYN 322,,,,Ballots,441,
Kitsap,LIBERTY 325,,,,Ballots,661,
Kitsap,SKIFF POINT 328,,,,Ballots,615,
Kitsap,ROLLING BAY 330,,,,Ballots,785,
Kitsap,LOVGREN 332,,,,Ballots,427,
Kitsap,TOLO 333,,,,Ballots,610,
Kitsap,SEABOLD 335,,,,Ballots,821,
Kitsap,MANZANITA 336,,,,Ballots,592,
Kitsap,PORT MADISON 340,,,,Ballots,571,
Kitsap,TORVANGER 345,,,,Ballots,903,
Kitsap,POULSBO 401,,,,Ballots,671,
Kitsap,POULSBO 403,,,,Ballots,662,
Kitsap,POULSBO 404,,,,Ballots,1291,
Kitsap,POULSBO 405,,,,Ballots,611,
Kitsap,POULSBO 406,,,,Ballots,684,
Kitsap,BREIDABLIK 410,,,,Ballots,810,
Kitsap,VINLAND 412,,,,Ballots,1381,
Kitsap,HANSVILLE 415,,,,Ballots,1167,
Kitsap,TWIN SPITS 417,,,,Ballots,1059,
Kitsap,S' KLALLAM 418,,,,Ballots,149,
Kitsap,POINT JEFFERSON 419,,,,Ballots,551,
Kitsap,INDIANOLA 420,,,,Ballots,834,
Kitsap,ORCA 421,,,,Ballots,610,
Kitsap,APPLE TREE 422,,,,Ballots,1168,
Kitsap,KEYPORT 425,,,,Ballots,802,
Kitsap,ISLAND LAKE 427,,,,Ballots,942,
Kitsap,KINGSTON 430,,,,Ballots,1052,
Kitsap,LEMOLO 435,,,,Ballots,723,
Kitsap,LINCOLN 440,,,,Ballots,709,
Kitsap,BIG VALLEY 441,,,,Ballots,476,
Kitsap,LOFALL 442,,,,Ballots,929,
Kitsap,PEARSON 445,,,,Ballots,977,
Kitsap,PORT GAMBLE 450,,,,Ballots,684,
Kitsap,STRIEBEL 453,,,,Ballots,749,
Kitsap,GAMBLEWOOD 454,,,,Ballots,590,
Kitsap,SCANDIA 455,,,,Ballots,747,
Kitsap,MILLER BAY 458,,,,Ballots,864,
Kitsap,SUQUAMISH 460,,,,Ballots,617,
Kitsap,AUGUSTA 461,,,,Ballots,438,
Kitsap,TOTTEN 463,,,,Ballots,1122,
KITSAP WA,KITSAP WA,,,,Ballots,119458,
county,precinct,office,district,party,candidate,total,
Kitsap,BREMERTON 001,President,,D,John Kerry,569,
Kitsap,BREMERTON 005,President,,D,John Kerry,564,
Kitsap,BREMERTON 013,President,,D,John Kerry,452,
Kitsap,BREMERTON 015,President,,D,John Kerry,757,
Kitsap,BREMERTON 022,President,,D,John Kerry,312,
Kitsap,BREMERTON 029,President,,D,John Kerry,346,
Kitsap,BREMERTON 031,President,,D,John Kerry,469,
Kitsap,BREMERTON 032,President,,D,John Kerry,114,
Kitsap,BREMERTON 037,President,,D,John Kerry,445,
Kitsap,BREMERTON 040,President,,D,John Kerry,688,
Kitsap,BREMERTON 046,President,,D,John Kerry,374,
Kitsap,BREMERTON 051 - VBM,President,,D,John Kerry,24,
Kitsap,BREMERTON 052,President,,D,John Kerry,829,
Kitsap,BREMERTON 054,President,,D,John Kerry,371,
Kitsap,BREMERTON 056,President,,D,John Kerry,355,
Kitsap,BREMERTON 058,President,,D,John Kerry,218,
Kitsap,ILLAHEE 065,President,,D,John Kerry,771,
Kitsap,RAINIER 067,President,,D,John Kerry,248,
Kitsap,SHERIDAN 071 - VBM,President,,D,John Kerry,150,
Kitsap,PERRY 073,President,,D,John Kerry,223,
Kitsap,ROCKY POINT 083,President,,D,John Kerry,439,
Kitsap,RIDGEWAY 084 - VBM,President,,D,John Kerry,89,
Kitsap,KITSAP LAKE 085 - VBM,President,,D,John Kerry,30,
Kitsap,BAYVIEW 087 - VBM,President,,D,John Kerry,118,
Kitsap,BREMERTON 088 - VBM,President,,D,John Kerry,45,
Kitsap,MARION 090 - VBM,President,,D,John Kerry,108,
Kitsap,NAVY YARD CITY 095,President,,D,John Kerry,361,
Kitsap,NARROWS VIEW 098 - VBM,President,,D,John Kerry,21,
Kitsap,OLYMPIC 099 - VBM,President,,D,John Kerry,24,
Kitsap,TRIDENT 101,President,,D,John Kerry,148,
Kitsap,FRONTIER 102,President,,D,John Kerry,227,
Kitsap,OLYMPIC VIEW 103,President,,D,John Kerry,458,
Kitsap,HOOD CANAL 104 - VBM,President,,D,John Kerry,12,
Kitsap,BROWNSVILLE 105,President,,D,John Kerry,389,
Kitsap,BREMERTON 109,President,,D,John Kerry,94,
Kitsap,CHARLAND 110,President,,D,John Kerry,217,
Kitsap,ALPINE 111,President,,D,John Kerry,464,
Kitsap,COUNTRY CLUB 113,President,,D,John Kerry,242,
Kitsap,CLEAR CREEK 120,President,,D,John Kerry,392,
Kitsap,BUCKLIN 121,President,,D,John Kerry,316,
Kitsap,LUOTO 122,President,,D,John Kerry,136,
Kitsap,COTTONWOOD 125,President,,D,John Kerry,315,
Kitsap,FOREST RIDGE 126,President,,D,John Kerry,155,
Kitsap,WOODMERE 127,President,,D,John Kerry,404,
Kitsap,CENTRAL VALLEY 128,President,,D,John Kerry,438,
Kitsap,WINSTON 129,President,,D,John Kerry,124,
Kitsap,ERLANDS POINT 130,President,,D,John Kerry,259,
Kitsap,FAIRVIEW 135,President,,D,John Kerry,178,
Kitsap,FIRGLADE 137,President,,D,John Kerry,243,
Kitsap,TIBARDIS 139,President,,D,John Kerry,151,
Kitsap,GILBERTON 140,President,,D,John Kerry,288,
Kitsap,RIDGEPOINT 141,President,,D,John Kerry,365,
Kitsap,UNIVERSITY POINT 142,President,,D,John Kerry,235,
Kitsap,KARIOTIS 143,President,,D,John Kerry,345,
Kitsap,CAMBRIDGE 144,President,,D,John Kerry,176,
Kitsap,SPINNAKER 146,President,,D,John Kerry,313,
Kitsap,BARKER CREEK 147,President,,D,John Kerry,389,
Kitsap,SANTA FE 148,President,,D,John Kerry,327,
Kitsap,RIDGETOP 149,President,,D,John Kerry,239,
Kitsap,MEADOWDALE 150,President,,D,John Kerry,274,
Kitsap,SYMINGTON 151,President,,D,John Kerry,447,
Kitsap,PIONEER 152,President,,D,John Kerry,390,
Kitsap,SEABECK 155,President,,D,John Kerry,352,
Kitsap,LOST HIGHWAY 157,President,,D,John Kerry,382,
Kitsap,BREMERTON 159,President,,D,John Kerry,184,
Kitsap,SILVERDALE 160,President,,D,John Kerry,285,
Kitsap,MORKEN 161,President,,D,John Kerry,392,
Kitsap,APEX 162,President,,D,John Kerry,369,
Kitsap,ANDERSON CREEK 163,President,,D,John Kerry,200,
Kitsap,EAGLE CREST 164,President,,D,John Kerry,377,
Kitsap,SUTTON 165,President,,D,John Kerry,276,
Kitsap,TRACYTON 170,President,,D,John Kerry,247,
Kitsap,VENA 173,President,,D,John Kerry,321,
Kitsap,FUSON 175,President,,D,John Kerry,323,
Kitsap,PORT ORCHARD 201,President,,D,John Kerry,334,
Kitsap,PORT ORCHARD 202,President,,D,John Kerry,338,
Kitsap,PORT ORCHARD 203,President,,D,John Kerry,496,
Kitsap,PORT ORCHARD 204,President,,D,John Kerry,283,
Kitsap,ANNAPOLIS 212,President,,D,John Kerry,453,
Kitsap,BRASCH 213,President,,D,John Kerry,459,
Kitsap,BETHEL 215,President,,D,John Kerry,309,
Kitsap,MINTERBROOK 216,President,,D,John Kerry,388,
Kitsap,SPRING CREEK 217,President,,D,John Kerry,315,
Kitsap,BURLEY 218,President,,D,John Kerry,324,
Kitsap,HUNTER 219,President,,D,John Kerry,250,
Kitsap,ALASKA 221,President,,D,John Kerry,563,
Kitsap,WOODRIDGE 222,President,,D,John Kerry,179,
Kitsap,NEBRASKA 223,President,,D,John Kerry,258,
Kitsap,WHISPERING PINES 227,President,,D,John Kerry,349,
Kitsap,FERNWOOD 230,President,,D,John Kerry,381,
Kitsap,GLENWOOD 232,President,,D,John Kerry,415,
Kitsap,HARPER 240,President,,D,John Kerry,341,
Kitsap,YUKON 241,President,,D,John Kerry,274,
Kitsap,WILSON CREEK 242,President,,D,John Kerry,242,
Kitsap,LONG LAKE 245,President,,D,John Kerry,201,
Kitsap,LOCKER 246,President,,D,John Kerry,430,
Kitsap,EBBERT 247,President,,D,John Kerry,378,
Kitsap,LUNDBERG 250,President,,D,John Kerry,354,
Kitsap,CONVERSE 252,President,,D,John Kerry,262,
Kitsap,MANCHESTER 255,President,,D,John Kerry,221,
Kitsap,EVERGREEN 257,President,,D,John Kerry,420,
Kitsap,WILLOCK 258,President,,D,John Kerry,488,
Kitsap,MULLENIX 260,President,,D,John Kerry,456,
Kitsap,BANDIX 263,President,,D,John Kerry,361,
Kitsap,OLALLA 265,President,,D,John Kerry,258,
Kitsap,CRESCENT VALLEY 266,President,,D,John Kerry,321,
Kitsap,OVERLOOK 267,President,,D,John Kerry,353,
Kitsap,MADRONA 269,President,,D,John Kerry,288,
Kitsap,PARKWOOD 270,President,,D,John Kerry,444,
Kitsap,CONIFER 271,President,,D,John Kerry,230,
Kitsap,SEDGWICK 272,President,,D,John Kerry,375,
Kitsap,SINCLAIR 275,President,,D,John Kerry,217,
Kitsap,SHERMAN HEIGHTS 278-VBM,President,,D,John Kerry,26,
Kitsap,SUNNYSLOPE 280,President,,D,John Kerry,321,
Kitsap,MCCORMICK WOODS 281,President,,D,John Kerry,620,
Kitsap,DICKENSON 282,President,,D,John Kerry,285,
Kitsap,TWINS LAKES 285 - VBM,President,,D,John Kerry,93,
Kitsap,LIGHTHOUSE POINT 292,President,,D,John Kerry,331,
Kitsap,WATERMAN 295,President,,D,John Kerry,231,
Kitsap,BLUE HERON 301,President,,D,John Kerry,761,
Kitsap,AZALEA 302,President,,D,John Kerry,401,
Kitsap,WINSLOW 304,President,,D,John Kerry,853,
Kitsap,WING POINT 305,President,,D,John Kerry,379,
Kitsap,BLAKELY 310,President,,D,John Kerry,424,
Kitsap,CRYSTAL SPRINGS 312,President,,D,John Kerry,666,
Kitsap,FINCH 314,President,,D,John Kerry,391,
Kitsap,FERNCLIFF 315,President,,D,John Kerry,661,
Kitsap,EAGLE HARBOR 317,President,,D,John Kerry,411,
Kitsap,FORT WARD 318,President,,D,John Kerry,456,
Kitsap,ISLAND CENTER 320,President,,D,John Kerry,442,
Kitsap,MEADOWMEER 321,President,,D,John Kerry,262,
