county,precinct,office,district,party,candidate,votes,absentee,poll,
Mason,108 Capital Hill,,,,Ballots Cast,449,283,166,
Mason,109 Cloquallum,,,,Ballots Cast,461,292,169,
Mason,305 Cushman,,,,Ballots Cast,768,592,176,
Mason,110 Dayton,,,,Ballots Cast,417,229,188,
Mason,302 Dewatto,,,,Ballots Cast,547,,547,
Mason,111 Eells,,,,Ballots Cast,267,146,121,
Mason,112 Grapeview,,,,Ballots Cast,933,633,300,
Mason,113 Harstine,,,,Ballots Cast,855,554,301,
Mason,114 Hoodsport,,,,Ballots Cast,328,229,99,
Mason,115 Isabella,,,,Ballots Cast,502,345,157,
Mason,116 Kamilche,,,,Ballots Cast,731,448,283,
Mason,117 Kamilche 2,,,,Ballots Cast,926,591,335,
Mason,118 Lake,,,,Ballots Cast,640,,640,
Mason,309 Lakeland,,,,Ballots Cast,553,406,147,
Mason,119 Lilliwaup,,,,Ballots Cast,435,,435,
Mason,120 Matlock,,,,Ballots Cast,276,126,150,
Mason,121 Mill Creek,,,,Ballots Cast,441,279,162,
Mason,122 Miller,,,,Ballots Cast,656,420,236,
Mason,123 Mt View,,,,Ballots Cast,319,192,127,
Mason,124 Northside,,,,Ballots Cast,817,556,261,
Mason,303 Oakland,,,,Ballots Cast,203,,203,
Mason,125 Pickering,,,,Ballots Cast,908,619,289,
Mason,126 Potlatch,,,,Ballots Cast,49,34,15,
Mason,127 Satsop,,,,Ballots Cast,183,120,63,
Mason,128 Skokomish,,,,Ballots Cast,254,126,128,
Mason,304 Southside,,,,Ballots Cast,766,429,337,
Mason,129 Tahuya,,,,Ballots Cast,526,,526,
Mason,306 Timberlake,,,,Ballots Cast,651,445,206,
Mason,130 Union,,,,Ballots Cast,1011,753,258,
Mason,131 Victor,,,,Ballots Cast,378,267,111,
Mason,132 Westside,,,,Ballots Cast,211,115,96,
Mason,985 Service Vot,,,,Ballots Cast,16,16,,
Mason,201 Shelton 1,,,,Ballots Cast,58,34,24,
Mason,202 Shelton 2,,,,Ballots Cast,107,60,47,
Mason,203 Shelton 3,,,,Ballots Cast,163,99,64,
Mason,204 Shelton 4,,,,Ballots Cast,142,72,70,
Mason,205 Shelton 5,,,,Ballots Cast,265,150,115,
Mason,206 Shelton 6,,,,Ballots Cast,99,58,41,
Mason,207 Shelton 7,,,,Ballots Cast,273,139,134,
Mason,208 Shelton 8,,,,Ballots Cast,119,59,60,
Mason,209 Shelton 9,,,,Ballots Cast,113,55,58,
Mason,210 Shelton 10,,,,Ballots Cast,145,83,62,
Mason,211 Shelton 11,,,,Ballots Cast,188,112,76,
Mason,212 Shelton 12,,,,Ballots Cast,93,60,33,
Mason,213 Shelton 13,,,,Ballots Cast,333,198,135,
Mason,214 Shelton 14,,,,Ballots Cast,215,121,94,
Mason,215 Shelton 15,,,,Ballots Cast,133,79,54,
Mason,216 Shelton 16,,,,Ballots Cast,668,459,209,
Mason,Grand Totals,,,,Ballots Cast,25836,15243,10593,
Mason,101 Airport,President,,D,John Kerry,394,257,137,
Mason,102 Allyn,President,,D,John Kerry,317,256,61,
Mason,103 Arcadia,President,,D,John Kerry,198,126,72,
Mason,307 Bayshore,President,,D,John Kerry,278,185,93,
Mason,104 Belfair 1,President,,D,John Kerry,481,330,151,
Mason,105 Belfair 2,President,,D,John Kerry,238,151,87,
Mason,106 Belfair 3,President,,D,John Kerry,244,159,85,
Mason,107 Belfair 4,President,,D,John Kerry,367,230,137,
Mason,301 Belfair 5,President,,D,John Kerry,144,80,64,
Mason,308 Belfair 6,President,,D,John Kerry,182,117,65,
Mason,108 Capital Hill,President,,D,John Kerry,218,150,68,
Mason,109 Cloquallum,President,,D,John Kerry,223,148,75,
Mason,305 Cushman,President,,D,John Kerry,431,335,96,
Mason,110 Dayton,President,,D,John Kerry,185,105,80,
Mason,302 Dewatto,President,,D,John Kerry,298,,298,
Mason,111 Eells,President,,D,John Kerry,135,71,64,
Mason,112 Grapeview,President,,D,John Kerry,471,329,142,
Mason,113 Harstine,President,,D,John Kerry,458,285,173,
Mason,114 Hoodsport,President,,D,John Kerry,138,99,39,
Mason,115 Isabella,President,,D,John Kerry,258,173,85,
Mason,116 Kamilche,President,,D,John Kerry,411,244,167,
Mason,117 Kamilche 2,President,,D,John Kerry,484,329,155,
Mason,118 Lake,President,,D,John Kerry,335,,335,
Mason,309 Lakeland,President,,D,John Kerry,265,194,71,
Mason,119 Lilliwaup,President,,D,John Kerry,235,,235,
Mason,120 Matlock,President,,D,John Kerry,122,54,68,
Mason,121 Mill Creek,President,,D,John Kerry,215,145,70,
Mason,122 Miller,President,,D,John Kerry,332,211,121,
Mason,123 Mt View,President,,D,John Kerry,176,111,65,
Mason,124 Northside,President,,D,John Kerry,408,280,128,
Mason,303 Oakland,President,,D,John Kerry,99,,99,
Mason,125 Pickering,President,,D,John Kerry,426,287,139,
Mason,126 Potlatch,President,,D,John Kerry,26,15,11,
Mason,127 Satsop,President,,D,John Kerry,94,63,31,
Mason,128 Skokomish,President,,D,John Kerry,188,82,106,
Mason,304 Southside,President,,D,John Kerry,367,210,157,
Mason,129 Tahuya,President,,D,John Kerry,285,,285,
Mason,306 Timberlake,President,,D,John Kerry,352,242,110,
Mason,130 Union,President,,D,John Kerry,545,411,134,
Mason,131 Victor,President,,D,John Kerry,192,139,53,
Mason,132 Westside,President,,D,John Kerry,98,51,47,
Mason,985 Service Vot,President,,D,John Kerry,4,4,,
Mason,201 Shelton 1,President,,D,John Kerry,36,23,13,
Mason,202 Shelton 2,President,,D,John Kerry,62,37,25,
Mason,203 Shelton 3,President,,D,John Kerry,69,42,27,
Mason,204 Shelton 4,President,,D,John Kerry,84,44,40,
Mason,205 Shelton 5,President,,D,John Kerry,141,78,63,
Mason,206 Shelton 6,President,,D,John Kerry,47,31,16,
Mason,207 Shelton 7,President,,D,John Kerry,130,77,53,
Mason,208 Shelton 8,President,,D,John Kerry,67,33,34,
Mason,209 Shelton 9,President,,D,John Kerry,57,29,28,
Mason,210 Shelton 10,President,,D,John Kerry,83,42,41,
Mason,211 Shelton 11,President,,D,John Kerry,91,53,38,
Mason,212 Shelton 12,President,,D,John Kerry,44,28,16,
Mason,213 Shelton 13,President,,D,John Kerry,172,102,70,
Mason,214 Shelton 14,President,,D,John Kerry,106,58,48,
Mason,215 Shelton 15,President,,D,John Kerry,60,37,23,
Mason,216 Shelton 16,President,,D,John Kerry,328,236,92,
Mason,Grand Totals,President,,D,John Kerry,12894,7608,5286,
Mason,101 Airport,President,,R,George Bush,394,231,163,
Mason,102 Allyn,President,,R,George Bush,455,363,92,
Mason,103 Arcadia,President,,R,George Bush,182,138,44,
Mason,307 Bayshore,President,,R,George Bush,252,173,79,
Mason,104 Belfair 1,President,,R,George Bush,466,329,137,
Mason,105 Belfair 2,President,,R,George Bush,256,164,92,
Mason,106 Belfair 3,President,,R,George Bush,328,210,118,
Mason,107 Belfair 4,President,,R,George Bush,435,272,163,
Mason,301 Belfair 5,President,,R,George Bush,205,120,85,
Mason,308 Belfair 6,President,,R,George Bush,228,129,99,
Mason,108 Capital Hill,President,,R,George Bush,214,123,91,
Mason,109 Cloquallum,President,,R,George Bush,213,129,84,
Mason,305 Cushman,President,,R,George Bush,316,241,75,
Mason,110 Dayton,President,,R,George Bush,213,115,98,
Mason,302 Dewatto,President,,R,George Bush,228,,228,
Mason,111 Eells,President,,R,George Bush,123,68,55,
Mason,112 Grapeview,President,,R,George Bush,426,279,147,
Mason,113 Harstine,President,,R,George Bush,372,255,117,
Mason,114 Hoodsport,President,,R,George Bush,174,118,56,
Mason,115 Isabella,President,,R,George Bush,216,156,60,
Mason,116 Kamilche,President,,R,George Bush,293,186,107,
Mason,117 Kamilche 2,President,,R,George Bush,410,239,171,
Mason,118 Lake,President,,R,George Bush,286,,286,
Mason,309 Lakeland,President,,R,George Bush,271,200,71,
Mason,119 Lilliwaup,President,,R,George Bush,183,,183,
Mason,120 Matlock,President,,R,George Bush,142,69,73,
Mason,121 Mill Creek,President,,R,George Bush,204,118,86,
Mason,122 Miller,President,,R,George Bush,282,182,100,
Mason,123 Mt View,President,,R,George Bush,125,72,53,
Mason,124 Northside,President,,R,George Bush,396,269,127,
Mason,303 Oakland,President,,R,George Bush,96,,96,
Mason,125 Pickering,President,,R,George Bush,451,312,139,
Mason,126 Potlatch,President,,R,George Bush,23,19,4,
Mason,127 Satsop,President,,R,George Bush,86,55,31,
Mason,128 Skokomish,President,,R,George Bush,61,43,18,
Mason,304 Southside,President,,R,George Bush,374,207,167,
Mason,129 Tahuya,President,,R,George Bush,222,,222,
Mason,306 Timberlake,President,,R,George Bush,281,192,89,
Mason,130 Union,President,,R,George Bush,429,314,115,
Mason,131 Victor,President,,R,George Bush,165,113,52,
Mason,132 Westside,President,,R,George Bush,106,60,46,
Mason,985 Service Vot,President,,R,George Bush,11,11,,
Mason,201 Shelton 1,President,,R,George Bush,21,11,10,
Mason,202 Shelton 2,President,,R,George Bush,41,21,20,
Mason,203 Shelton 3,President,,R,George Bush,84,51,33,
Mason,204 Shelton 4,President,,R,George Bush,54,25,29,
Mason,205 Shelton 5,President,,R,George Bush,121,71,50,
Mason,206 Shelton 6,President,,R,George Bush,44,20,24,
Mason,207 Shelton 7,President,,R,George Bush,128,54,74,
Mason,208 Shelton 8,President,,R,George Bush,46,23,23,
Mason,209 Shelton 9,President,,R,George Bush,53,24,29,
Mason,210 Shelton 10,President,,R,George Bush,55,39,16,
Mason,211 Shelton 11,President,,R,George Bush,87,51,36,
Mason,212 Shelton 12,President,,R,George Bush,43,26,17,
Mason,213 Shelton 13,President,,R,George Bush,148,88,60,
Mason,214 Shelton 14,President,,R,George Bush,96,57,39,
Mason,215 Shelton 15,President,,R,George Bush,66,37,29,
Mason,216 Shelton 16,President,,R,George Bush,307,199,108,
Mason,Grand Totals,President,,R,George Bush,11987,7071,4916,
Mason,101 Airport,President,,L,Michael Badnarik,4,4,0,
Mason,102 Allyn,President,,L,Michael Badnarik,3,3,0,
Mason,103 Arcadia,President,,L,Michael Badnarik,3,1,2,
Mason,307 Bayshore,President,,L,Michael Badnarik,1,1,0,
Mason,104 Belfair 1,President,,L,Michael Badnarik,8,8,0,
Mason,105 Belfair 2,President,,L,Michael Badnarik,2,1,1,
Mason,106 Belfair 3,President,,L,Michael Badnarik,7,6,1,
Mason,107 Belfair 4,President,,L,Michael Badnarik,6,3,3,
Mason,301 Belfair 5,President,,L,Michael Badnarik,1,0,1,
Mason,308 Belfair 6,President,,L,Michael Badnarik,3,2,1,
Mason,108 Capital Hill,President,,L,Michael Badnarik,3,2,1,
Mason,109 Cloquallum,President,,L,Michael Badnarik,10,5,5,
Mason,305 Cushman,President,,L,Michael Badnarik,0,0,0,
Mason,110 Dayton,President,,L,Michael Badnarik,0,0,0,
Mason,302 Dewatto,President,,L,Michael Badnarik,4,,4,
Mason,111 Eells,President,,L,Michael Badnarik,4,4,0,
Mason,112 Grapeview,President,,L,Michael Badnarik,5,2,3,
Mason,113 Harstine,President,,L,Michael Badnarik,3,3,0,
Mason,114 Hoodsport,President,,L,Michael Badnarik,2,2,0,
Mason,115 Isabella,President,,L,Michael Badnarik,5,3,2,
Mason,116 Kamilche,President,,L,Michael Badnarik,4,2,2,
Mason,117 Kamilche 2,President,,L,Michael Badnarik,4,4,0,
Mason,118 Lake,President,,L,Michael Badnarik,1,,1,
Mason,309 Lakeland,President,,L,Michael Badnarik,2,1,1,
Mason,119 Lilliwaup,President,,L,Michael Badnarik,2,,2,
Mason,120 Matlock,President,,L,Michael Badnarik,4,0,4,
Mason,121 Mill Creek,President,,L,Michael Badnarik,3,3,0,
Mason,122 Miller,President,,L,Michael Badnarik,11,3,8,
Mason,123 Mt View,President,,L,Michael Badnarik,2,2,0,
Mason,124 Northside,President,,L,Michael Badnarik,2,1,1,
Mason,303 Oakland,President,,L,Michael Badnarik,0,,0,
Mason,125 Pickering,President,,L,Michael Badnarik,4,3,1,
Mason,126 Potlatch,President,,L,Michael Badnarik,0,0,0,
Mason,127 Satsop,President,,L,Michael Badnarik,0,0,0,
Mason,128 Skokomish,President,,L,Michael Badnarik,0,0,0,
Mason,304 Southside,President,,L,Michael Badnarik,2,1,1,
Mason,129 Tahuya,President,,L,Michael Badnarik,2,,2,
Mason,306 Timberlake,President,,L,Michael Badnarik,0,0,0,
Mason,130 Union,President,,L,Michael Badnarik,3,1,2,
Mason,131 Victor,President,,L,Michael Badnarik,2,1,1,
Mason,132 Westside,President,,L,Michael Badnarik,1,0,1,
Mason,985 Service Vot,President,,L,Michael Badnarik,0,0,,
Mason,201 Shelton 1,President,,L,Michael Badnarik,0,0,0,
Mason,202 Shelton 2,President,,L,Michael Badnarik,0,0,0,
Mason,203 Shelton 3,President,,L,Michael Badnarik,4,1,3,
Mason,204 Shelton 4,President,,L,Michael Badnarik,0,0,0,
Mason,205 Shelton 5,President,,L,Michael Badnarik,1,0,1,
Mason,206 Shelton 6,President,,L,Michael Badnarik,1,0,1,
Mason,207 Shelton 7,President,,L,Michael Badnarik,0,0,0,
Mason,208 Shelton 8,President,,L,Michael Badnarik,0,0,0,
Mason,209 Shelton 9,President,,L,Michael Badnarik,1,1,0,
Mason,210 Shelton 10,President,,L,Michael Badnarik,2,1,1,
Mason,211 Shelton 11,President,,L,Michael Badnarik,0,0,0,
Mason,212 Shelton 12,President,,L,Michael Badnarik,0,0,0,
Mason,213 Shelton 13,President,,L,Michael Badnarik,1,1,0,
Mason,214 Shelton 14,President,,L,Michael Badnarik,1,1,0,
Mason,215 Shelton 15,President,,L,Michael Badnarik,1,1,0,
Mason,216 Shelton 16,President,,L,Michael Badnarik,3,1,2,
MASON WA,MASON WA,President,,L,Michael Badnarik,138,79,59,
Mason,101 Airport,President,,WW,John Parker,0,0,0,
Mason,102 Allyn,President,,WW,John Parker,0,0,0,
Mason,103 Arcadia,President,,WW,John Parker,0,0,0,
Mason,307 Bayshore,President,,WW,John Parker,1,1,0,
Mason,104 Belfair 1,President,,WW,John Parker,0,0,0,
Mason,105 Belfair 2,President,,WW,John Parker,1,1,0,
Mason,106 Belfair 3,President,,WW,John Parker,0,0,0,
Mason,107 Belfair 4,President,,WW,John Parker,1,1,0,
Mason,301 Belfair 5,President,,WW,John Parker,0,0,0,
Mason,308 Belfair 6,President,,WW,John Parker,0,0,0,
Mason,108 Capital Hill,President,,WW,John Parker,0,0,0,
Mason,109 Cloquallum,President,,WW,John Parker,0,0,0,
Mason,305 Cushman,President,,WW,John Parker,0,0,0,
Mason,110 Dayton,President,,WW,John Parker,0,0,0,
Mason,302 Dewatto,President,,WW,John Parker,0,,0,
Mason,111 Eells,President,,WW,John Parker,0,0,0,
Mason,112 Grapeview,President,,WW,John Parker,0,0,0,
Mason,113 Harstine,President,,WW,John Parker,0,0,0,
Mason,114 Hoodsport,President,,WW,John Parker,0,0,0,
Mason,115 Isabella,President,,WW,John Parker,0,0,0,
Mason,116 Kamilche,President,,WW,John Parker,0,0,0,
Mason,117 Kamilche 2,President,,WW,John Parker,1,1,0,
Mason,118 Lake,President,,WW,John Parker,0,,0,
Mason,309 Lakeland,President,,WW,John Parker,0,0,0,
Mason,119 Lilliwaup,President,,WW,John Parker,0,,0,
Mason,120 Matlock,President,,WW,John Parker,0,0,0,
Mason,121 Mill Creek,President,,WW,John Parker,1,1,0,
Mason,122 Miller,President,,WW,John Parker,2,2,0,
Mason,123 Mt View,President,,WW,John Parker,0,0,0,
Mason,124 Northside,President,,WW,John Parker,0,0,0,
Mason,303 Oakland,President,,WW,John Parker,0,,0,
Mason,125 Pickering,President,,WW,John Parker,1,1,0,
Mason,126 Potlatch,President,,WW,John Parker,0,0,0,
Mason,127 Satsop,President,,WW,John Parker,0,0,0,
Mason,128 Skokomish,President,,WW,John Parker,0,0,0,
Mason,304 Southside,President,,WW,John Parker,2,2,0,
Mason,129 Tahuya,President,,WW,John Parker,1,,1,
Mason,306 Timberlake,President,,WW,John Parker,0,0,0,
Mason,130 Union,President,,WW,John Parker,1,0,1,
Mason,131 Victor,President,,WW,John Parker,0,0,0,
Mason,132 Westside,President,,WW,John Parker,0,0,0,
Mason,985 Service Vot,President,,WW,John Parker,0,0,,
Mason,201 Shelton 1,President,,WW,John Parker,0,0,0,
Mason,202 Shelton 2,President,,WW,John Parker,0,0,0,
Mason,203 Shelton 3,President,,WW,John Parker,0,0,0,
Mason,204 Shelton 4,President,,WW,John Parker,0,0,0,
Mason,205 Shelton 5,President,,WW,John Parker,0,0,0,
Mason,206 Shelton 6,President,,WW,John Parker,1,1,0,
Mason,207 Shelton 7,President,,WW,John Parker,0,0,0,
Mason,208 Shelton 8,President,,WW,John Parker,0,0,0,
Mason,209 Shelton 9,President,,WW,John Parker,0,0,0,
Mason,210 Shelton 10,President,,WW,John Parker,0,0,0,
Mason,211 Shelton 11,President,,WW,John Parker,0,0,0,
Mason,212 Shelton 12,President,,WW,John Parker,1,1,0,
Mason,213 Shelton 13,President,,WW,John Parker,0,0,0,
Mason,214 Shelton 14,President,,WW,John Parker,0,0,0,
Mason,215 Shelton 15,President,,WW,John Parker,0,0,0,
Mason,216 Shelton 16,President,,WW,John Parker,0,0,0,
MASON WA,MASON WA,President,,WW,John Parker,14,12,2,
Mason,101 Airport,President,,G,David Cobb,0,0,0,
Mason,102 Allyn,President,,G,David Cobb,0,0,0,
Mason,103 Arcadia,President,,G,David Cobb,0,0,0,
Mason,307 Bayshore,President,,G,David Cobb,1,1,0,
Mason,104 Belfair 1,President,,G,David Cobb,0,0,0,
Mason,105 Belfair 2,President,,G,David Cobb,1,1,0,
Mason,106 Belfair 3,President,,G,David Cobb,1,0,1,
Mason,107 Belfair 4,President,,G,David Cobb,0,0,0,
Mason,301 Belfair 5,President,,G,David Cobb,0,0,0,
Mason,308 Belfair 6,President,,G,David Cobb,2,1,1,
Mason,108 Capital Hill,President,,G,David Cobb,1,0,1,
Mason,109 Cloquallum,President,,G,David Cobb,0,0,0,
Mason,305 Cushman,President,,G,David Cobb,0,0,0,
Mason,110 Dayton,President,,G,David Cobb,2,1,1,
Mason,302 Dewatto,President,,G,David Cobb,1,,1,
Mason,111 Eells,President,,G,David Cobb,0,0,0,
Mason,112 Grapeview,President,,G,David Cobb,2,1,1,
Mason,113 Harstine,President,,G,David Cobb,3,1,2,
Mason,114 Hoodsport,President,,G,David Cobb,0,0,0,
Mason,115 Isabella,President,,G,David Cobb,1,1,0,
Mason,116 Kamilche,President,,G,David Cobb,1,1,0,
Mason,117 Kamilche 2,President,,G,David Cobb,0,0,0,
Mason,118 Lake,President,,G,David Cobb,2,,2,
Mason,309 Lakeland,President,,G,David Cobb,0,0,0,
Mason,119 Lilliwaup,President,,G,David Cobb,1,,1,
Mason,120 Matlock,President,,G,David Cobb,0,0,0,
Mason,121 Mill Creek,President,,G,David Cobb,2,2,0,
Mason,122 Miller,President,,G,David Cobb,2,2,0,
Mason,123 Mt View,President,,G,David Cobb,0,0,0,
Mason,124 Northside,President,,G,David Cobb,0,0,0,
Mason,303 Oakland,President,,G,David Cobb,0,,0,
Mason,125 Pickering,President,,G,David Cobb,0,0,0,
Mason,126 Potlatch,President,,G,David Cobb,0,0,0,
Mason,127 Satsop,President,,G,David Cobb,0,0,0,
Mason,128 Skokomish,President,,G,David Cobb,0,0,0,
Mason,304 Southside,President,,G,David Cobb,0,0,0,
Mason,129 Tahuya,President,,G,David Cobb,0,,0,
Mason,306 Timberlake,President,,G,David Cobb,0,0,0,
Mason,130 Union,President,,G,David Cobb,0,0,0,
Mason,131 Victor,President,,G,David Cobb,1,1,0,
Mason,132 Westside,President,,G,David Cobb,0,0,0,
Mason,985 Service Vot,President,,G,David Cobb,1,1,,
Mason,201 Shelton 1,President,,G,David Cobb,0,0,0,
Mason,202 Shelton 2,President,,G,David Cobb,1,1,0,
Mason,203 Shelton 3,President,,G,David Cobb,0,0,0,
Mason,204 Shelton 4,President,,G,David Cobb,0,0,0,
Mason,205 Shelton 5,President,,G,David Cobb,0,0,0,
Mason,206 Shelton 6,President,,G,David Cobb,1,1,0,
Mason,207 Shelton 7,President,,G,David Cobb,2,1,1,
Mason,208 Shelton 8,President,,G,David Cobb,1,0,1,
Mason,209 Shelton 9,President,,G,David Cobb,0,0,0,
Mason,210 Shelton 10,President,,G,David Cobb,2,0,2,
Mason,211 Shelton 11,President,,G,David Cobb,0,0,0,
Mason,212 Shelton 12,President,,G,David Cobb,0,0,0,
Mason,213 Shelton 13,President,,G,David Cobb,2,2,0,
Mason,214 Shelton 14,President,,G,David Cobb,0,0,0,
Mason,215 Shelton 15,President,,G,David Cobb,0,0,0,
Mason,216 Shelton 16,President,,G,David Cobb,2,1,1,
MASON WA,MASON WA,President,,G,David Cobb,36,20,16,
Mason,101 Airport,President,,SW,James Harris,0,0,0,
Mason,102 Allyn,President,,SW,James Harris,0,0,0,
Mason,103 Arcadia,President,,SW,James Harris,0,0,0,
Mason,307 Bayshore,President,,SW,James Harris,0,0,0,
Mason,104 Belfair 1,President,,SW,James Harris,0,0,0,
Mason,105 Belfair 2,President,,SW,James Harris,0,0,0,
Mason,106 Belfair 3,President,,SW,James Harris,0,0,0,
Mason,107 Belfair 4,President,,SW,James Harris,0,0,0,
Mason,301 Belfair 5,President,,SW,James Harris,0,0,0,
Mason,308 Belfair 6,President,,SW,James Harris,0,0,0,
Mason,108 Capital Hill,President,,SW,James Harris,1,0,1,
Mason,109 Cloquallum,President,,SW,James Harris,1,1,0,
Mason,305 Cushman,President,,SW,James Harris,0,0,0,
Mason,110 Dayton,President,,SW,James Harris,0,0,0,
Mason,302 Dewatto,President,,SW,James Harris,0,,0,
Mason,111 Eells,President,,SW,James Harris,0,0,0,
Mason,112 Grapeview,President,,SW,James Harris,0,0,0,
Mason,113 Harstine,President,,SW,James Harris,0,0,0,
Mason,114 Hoodsport,President,,SW,James Harris,0,0,0,
Mason,115 Isabella,President,,SW,James Harris,0,0,0,
Mason,116 Kamilche,President,,SW,James Harris,0,0,0,
Mason,117 Kamilche 2,President,,SW,James Harris,0,0,0,
Mason,118 Lake,President,,SW,James Harris,0,,0,
Mason,309 Lakeland,President,,SW,James Harris,0,0,0,
Mason,119 Lilliwaup,President,,SW,James Harris,0,,0,
Mason,120 Matlock,President,,SW,James Harris,0,0,0,
Mason,121 Mill Creek,President,,SW,James Harris,0,0,0,
Mason,122 Miller,President,,SW,James Harris,0,0,0,
Mason,123 Mt View,President,,SW,James Harris,0,0,0,
Mason,124 Northside,President,,SW,James Harris,0,0,0,
Mason,303 Oakland,President,,SW,James Harris,0,,0,
Mason,125 Pickering,President,,SW,James Harris,0,0,0,
Mason,126 Potlatch,President,,SW,James Harris,0,0,0,
Mason,127 Satsop,President,,SW,James Harris,0,0,0,
Mason,128 Skokomish,President,,SW,James Harris,0,0,0,
Mason,304 Southside,President,,SW,James Harris,0,0,0,
Mason,129 Tahuya,President,,SW,James Harris,0,,0,
Mason,306 Timberlake,President,,SW,James Harris,0,0,0,
Mason,130 Union,President,,SW,James Harris,0,0,0,
Mason,131 Victor,President,,SW,James Harris,0,0,0,
Mason,132 Westside,President,,SW,James Harris,0,0,0,
Mason,985 Service Vot,President,,SW,James Harris,0,0,,
Mason,201 Shelton 1,President,,SW,James Harris,0,0,0,
Mason,202 Shelton 2,President,,SW,James Harris,0,0,0,
Mason,203 Shelton 3,President,,SW,James Harris,0,0,0,
Mason,204 Shelton 4,President,,SW,James Harris,0,0,0,
Mason,205 Shelton 5,President,,SW,James Harris,0,0,0,
Mason,206 Shelton 6,President,,SW,James Harris,0,0,0,
Mason,207 Shelton 7,President,,SW,James Harris,0,0,0,
Mason,208 Shelton 8,President,,SW,James Harris,1,0,1,
Mason,209 Shelton 9,President,,SW,James Harris,0,0,0,
Mason,210 Shelton 10,President,,SW,James Harris,0,0,0,
Mason,211 Shelton 11,President,,SW,James Harris,0,0,0,
Mason,212 Shelton 12,President,,SW,James Harris,0,0,0,
Mason,213 Shelton 13,President,,SW,James Harris,0,0,0,
Mason,214 Shelton 14,President,,SW,James Harris,0,0,0,
Mason,215 Shelton 15,President,,SW,James Harris,0,0,0,
Mason,216 Shelton 16,President,,SW,James Harris,0,0,0,
MASON WA,MASON WA,President,,SW,James Harris,3,1,2,
Mason,101 Airport,President,,C,Michael Peroutka,1,0,1,
