county,precinct,office,district,party,candidate,votes,absentee,poll,
Mason,102 Allyn,President,,C,Michael Peroutka,3,3,0,
Mason,103 Arcadia,President,,C,Michael Peroutka,0,0,0,
Mason,307 Bayshore,President,,C,Michael Peroutka,1,1,0,
Mason,104 Belfair 1,President,,C,Michael Peroutka,1,0,1,
Mason,105 Belfair 2,President,,C,Michael Peroutka,2,1,1,
Mason,106 Belfair 3,President,,C,Michael Peroutka,0,0,0,
Mason,107 Belfair 4,President,,C,Michael Peroutka,0,0,0,
Mason,301 Belfair 5,President,,C,Michael Peroutka,0,0,0,
Mason,308 Belfair 6,President,,C,Michael Peroutka,0,0,0,
Mason,108 Capital Hill,President,,C,Michael Peroutka,0,0,0,
Mason,109 Cloquallum,President,,C,Michael Peroutka,1,0,1,
Mason,305 Cushman,President,,C,Michael Peroutka,3,2,1,
Mason,110 Dayton,President,,C,Michael Peroutka,0,0,0,
Mason,302 Dewatto,President,,C,Michael Peroutka,0,,0,
Mason,111 Eells,President,,C,Michael Peroutka,0,0,0,
Mason,112 Grapeview,President,,C,Michael Peroutka,2,0,2,
Mason,113 Harstine,President,,C,Michael Peroutka,1,1,0,
Mason,114 Hoodsport,President,,C,Michael Peroutka,2,2,0,
Mason,115 Isabella,President,,C,Michael Peroutka,2,2,0,
Mason,116 Kamilche,President,,C,Michael Peroutka,0,0,0,
Mason,117 Kamilche 2,President,,C,Michael Peroutka,1,1,0,
Mason,118 Lake,President,,C,Michael Peroutka,0,,0,
Mason,309 Lakeland,President,,C,Michael Peroutka,0,0,0,
Mason,119 Lilliwaup,President,,C,Michael Peroutka,2,,2,
Mason,120 Matlock,President,,C,Michael Peroutka,0,0,0,
Mason,121 Mill Creek,President,,C,Michael Peroutka,0,0,0,
Mason,122 Miller,President,,C,Michael Peroutka,3,1,2,
Mason,123 Mt View,President,,C,Michael Peroutka,0,0,0,
Mason,124 Northside,President,,C,Michael Peroutka,0,0,0,
Mason,303 Oakland,President,,C,Michael Peroutka,0,,0,
Mason,125 Pickering,President,,C,Michael Peroutka,0,0,0,
Mason,126 Potlatch,President,,C,Michael Peroutka,0,0,0,
Mason,127 Satsop,President,,C,Michael Peroutka,0,0,0,
Mason,128 Skokomish,President,,C,Michael Peroutka,0,0,0,
Mason,304 Southside,President,,C,Michael Peroutka,0,0,0,
Mason,129 Tahuya,President,,C,Michael Peroutka,0,,0,
Mason,306 Timberlake,President,,C,Michael Peroutka,0,0,0,
Mason,130 Union,President,,C,Michael Peroutka,3,3,0,
Mason,131 Victor,President,,C,Michael Peroutka,0,0,0,
Mason,132 Westside,President,,C,Michael Peroutka,1,0,1,
Mason,985 Service Vot,President,,C,Michael Peroutka,0,0,,
Mason,201 Shelton 1,President,,C,Michael Peroutka,0,0,0,
Mason,202 Shelton 2,President,,C,Michael Peroutka,0,0,0,
Mason,203 Shelton 3,President,,C,Michael Peroutka,0,0,0,
Mason,204 Shelton 4,President,,C,Michael Peroutka,0,0,0,
Mason,205 Shelton 5,President,,C,Michael Peroutka,1,1,0,
Mason,206 Shelton 6,President,,C,Michael Peroutka,0,0,0,
Mason,207 Shelton 7,President,,C,Michael Peroutka,0,0,0,
Mason,208 Shelton 8,President,,C,Michael Peroutka,0,0,0,
Mason,209 Shelton 9,President,,C,Michael Peroutka,0,0,0,
Mason,210 Shelton 10,President,,C,Michael Peroutka,0,0,0,
Mason,211 Shelton 11,President,,C,Michael Peroutka,2,1,1,
Mason,212 Shelton 12,President,,C,Michael Peroutka,0,0,0,
Mason,213 Shelton 13,President,,C,Michael Peroutka,1,1,0,
Mason,214 Shelton 14,President,,C,Michael Peroutka,0,0,0,
Mason,215 Shelton 15,President,,C,Michael Peroutka,0,0,0,
Mason,216 Shelton 16,President,,C,Michael Peroutka,0,0,0,
MASON WA,MASON WA,President,,C,Michael Peroutka,33,20,13,
Mason,101 Airport,President,,SE,Bill Van Auken,0,0,0,
Mason,102 Allyn,President,,SE,Bill Van Auken,0,0,0,
Mason,103 Arcadia,President,,SE,Bill Van Auken,0,0,0,
Mason,307 Bayshore,President,,SE,Bill Van Auken,0,0,0,
Mason,104 Belfair 1,President,,SE,Bill Van Auken,0,0,0,
Mason,105 Belfair 2,President,,SE,Bill Van Auken,0,0,0,
Mason,106 Belfair 3,President,,SE,Bill Van Auken,0,0,0,
Mason,107 Belfair 4,President,,SE,Bill Van Auken,0,0,0,
Mason,301 Belfair 5,President,,SE,Bill Van Auken,0,0,0,
Mason,308 Belfair 6,President,,SE,Bill Van Auken,0,0,0,
Mason,108 Capital Hill,President,,SE,Bill Van Auken,0,0,0,
Mason,109 Cloquallum,President,,SE,Bill Van Auken,0,0,0,
Mason,305 Cushman,President,,SE,Bill Van Auken,0,0,0,
Mason,110 Dayton,President,,SE,Bill Van Auken,0,0,0,
Mason,302 Dewatto,President,,SE,Bill Van Auken,0,,0,
Mason,111 Eells,President,,SE,Bill Van Auken,0,0,0,
Mason,112 Grapeview,President,,SE,Bill Van Auken,0,0,0,
Mason,113 Harstine,President,,SE,Bill Van Auken,0,0,0,
Mason,114 Hoodsport,President,,SE,Bill Van Auken,0,0,0,
Mason,115 Isabella,President,,SE,Bill Van Auken,0,0,0,
Mason,116 Kamilche,President,,SE,Bill Van Auken,0,0,0,
Mason,117 Kamilche 2,President,,SE,Bill Van Auken,0,0,0,
Mason,118 Lake,President,,SE,Bill Van Auken,0,,0,
Mason,309 Lakeland,President,,SE,Bill Van Auken,0,0,0,
Mason,119 Lilliwaup,President,,SE,Bill Van Auken,0,,0,
Mason,120 Matlock,President,,SE,Bill Van Auken,0,0,0,
Mason,121 Mill Creek,President,,SE,Bill Van Auken,0,0,0,
Mason,122 Miller,President,,SE,Bill Van Auken,0,0,0,
Mason,123 Mt View,President,,SE,Bill Van Auken,0,0,0,
Mason,124 Northside,President,,SE,Bill Van Auken,0,0,0,
Mason,303 Oakland,President,,SE,Bill Van Auken,0,,0,
Mason,125 Pickering,President,,SE,Bill Van Auken,1,1,0,
Mason,126 Potlatch,President,,SE,Bill Van Auken,0,0,0,
Mason,127 Satsop,President,,SE,Bill Van Auken,0,0,0,
Mason,128 Skokomish,President,,SE,Bill Van Auken,0,0,0,
Mason,304 Southside,President,,SE,Bill Van Auken,0,0,0,
Mason,129 Tahuya,President,,SE,Bill Van Auken,0,,0,
Mason,306 Timberlake,President,,SE,Bill Van Auken,0,0,0,
Mason,130 Union,President,,SE,Bill Van Auken,0,0,0,
Mason,131 Victor,President,,SE,Bill Van Auken,0,0,0,
Mason,132 Westside,President,,SE,Bill Van Auken,0,0,0,
Mason,985 Service Vot,President,,SE,Bill Van Auken,0,0,,
Mason,201 Shelton 1,President,,SE,Bill Van Auken,0,0,0,
Mason,202 Shelton 2,President,,SE,Bill Van Auken,0,0,0,
Mason,203 Shelton 3,President,,SE,Bill Van Auken,0,0,0,
Mason,204 Shelton 4,President,,SE,Bill Van Auken,0,0,0,
Mason,205 Shelton 5,President,,SE,Bill Van Auken,0,0,0,
Mason,206 Shelton 6,President,,SE,Bill Van Auken,0,0,0,
Mason,207 Shelton 7,President,,SE,Bill Van Auken,0,0,0,
Mason,208 Shelton 8,President,,SE,Bill Van Auken,0,0,0,
Mason,209 Shelton 9,President,,SE,Bill Van Auken,0,0,0,
Mason,210 Shelton 10,President,,SE,Bill Van Auken,0,0,0,
Mason,211 Shelton 11,President,,SE,Bill Van Auken,0,0,0,
Mason,212 Shelton 12,President,,SE,Bill Van Auken,0,0,0,
Mason,213 Shelton 13,President,,SE,Bill Van Auken,0,0,0,
Mason,214 Shelton 14,President,,SE,Bill Van Auken,0,0,0,
Mason,215 Shelton 15,President,,SE,Bill Van Auken,0,0,0,
Mason,216 Shelton 16,President,,SE,Bill Van Auken,0,0,0,
MASON WA,MASON WA,President,,SE,Bill Van Auken,1,1,0,
Mason,101 Airport,President,,I,Ralph Nader,8,3,5,
Mason,102 Allyn,President,,I,Ralph Nader,7,5,2,
Mason,103 Arcadia,President,,I,Ralph Nader,4,3,1,
Mason,307 Bayshore,President,,I,Ralph Nader,5,5,0,
Mason,104 Belfair 1,President,,I,Ralph Nader,6,4,2,
Mason,105 Belfair 2,President,,I,Ralph Nader,4,2,2,
Mason,106 Belfair 3,President,,I,Ralph Nader,7,5,2,
Mason,107 Belfair 4,President,,I,Ralph Nader,11,5,6,
Mason,301 Belfair 5,President,,I,Ralph Nader,7,4,3,
Mason,308 Belfair 6,President,,I,Ralph Nader,3,0,3,
Mason,108 Capital Hill,President,,I,Ralph Nader,6,4,2,
Mason,109 Cloquallum,President,,I,Ralph Nader,5,2,3,
Mason,305 Cushman,President,,I,Ralph Nader,6,4,2,
Mason,110 Dayton,President,,I,Ralph Nader,10,6,4,
Mason,302 Dewatto,President,,I,Ralph Nader,11,,11,
Mason,111 Eells,President,,I,Ralph Nader,1,0,1,
Mason,112 Grapeview,President,,I,Ralph Nader,10,6,4,
Mason,113 Harstine,President,,I,Ralph Nader,10,3,7,
Mason,114 Hoodsport,President,,I,Ralph Nader,6,4,2,
Mason,115 Isabella,President,,I,Ralph Nader,6,2,4,
Mason,116 Kamilche,President,,I,Ralph Nader,8,7,1,
Mason,117 Kamilche 2,President,,I,Ralph Nader,11,7,4,
Mason,118 Lake,President,,I,Ralph Nader,5,,5,
Mason,309 Lakeland,President,,I,Ralph Nader,4,2,2,
Mason,119 Lilliwaup,President,,I,Ralph Nader,3,,3,
Mason,120 Matlock,President,,I,Ralph Nader,3,1,2,
Mason,121 Mill Creek,President,,I,Ralph Nader,8,4,4,
Mason,122 Miller,President,,I,Ralph Nader,9,7,2,
Mason,123 Mt View,President,,I,Ralph Nader,7,2,5,
Mason,124 Northside,President,,I,Ralph Nader,3,1,2,
Mason,303 Oakland,President,,I,Ralph Nader,4,,4,
Mason,125 Pickering,President,,I,Ralph Nader,6,3,3,
Mason,126 Potlatch,President,,I,Ralph Nader,0,0,0,
Mason,127 Satsop,President,,I,Ralph Nader,1,1,0,
Mason,128 Skokomish,President,,I,Ralph Nader,0,0,0,
Mason,304 Southside,President,,I,Ralph Nader,9,3,6,
Mason,129 Tahuya,President,,I,Ralph Nader,7,,7,
Mason,306 Timberlake,President,,I,Ralph Nader,7,5,2,
Mason,130 Union,President,,I,Ralph Nader,14,9,5,
Mason,131 Victor,President,,I,Ralph Nader,5,3,2,
Mason,132 Westside,President,,I,Ralph Nader,0,0,0,
Mason,985 Service Vot,President,,I,Ralph Nader,0,0,,
Mason,201 Shelton 1,President,,I,Ralph Nader,0,0,0,
Mason,202 Shelton 2,President,,I,Ralph Nader,1,1,0,
Mason,203 Shelton 3,President,,I,Ralph Nader,1,1,0,
Mason,204 Shelton 4,President,,I,Ralph Nader,1,0,1,
Mason,205 Shelton 5,President,,I,Ralph Nader,1,0,1,
Mason,206 Shelton 6,President,,I,Ralph Nader,2,2,0,
Mason,207 Shelton 7,President,,I,Ralph Nader,6,2,4,
Mason,208 Shelton 8,President,,I,Ralph Nader,3,2,1,
Mason,209 Shelton 9,President,,I,Ralph Nader,1,0,1,
Mason,210 Shelton 10,President,,I,Ralph Nader,1,1,0,
Mason,211 Shelton 11,President,,I,Ralph Nader,3,2,1,
Mason,212 Shelton 12,President,,I,Ralph Nader,5,5,0,
Mason,213 Shelton 13,President,,I,Ralph Nader,3,0,3,
Mason,214 Shelton 14,President,,I,Ralph Nader,4,2,2,
Mason,215 Shelton 15,President,,I,Ralph Nader,1,0,1,
Mason,216 Shelton 16,President,,I,Ralph Nader,8,7,1,
MASON WA,MASON WA,President,,I,Ralph Nader,288,147,141,
Mason,101 Airport,U S Senate,,D,Patty Murray,418,272,146,
Mason,102 Allyn,U S Senate,,D,Patty Murray,370,303,67,
Mason,103 Arcadia,U S Senate,,D,Patty Murray,200,133,67,
Mason,307 Bayshore,U S Senate,,D,Patty Murray,293,207,86,
Mason,104 Belfair 1,U S Senate,,D,Patty Murray,498,352,146,
Mason,105 Belfair 2,U S Senate,,D,Patty Murray,225,141,84,
Mason,106 Belfair 3,U S Senate,,D,Patty Murray,262,171,91,
Mason,107 Belfair 4,U S Senate,,D,Patty Murray,392,257,135,
Mason,301 Belfair 5,U S Senate,,D,Patty Murray,161,90,71,
Mason,308 Belfair 6,U S Senate,,D,Patty Murray,203,129,74,
Mason,108 Capital Hill,U S Senate,,D,Patty Murray,220,151,69,
Mason,109 Cloquallum,U S Senate,,D,Patty Murray,239,161,78,
Mason,305 Cushman,U S Senate,,D,Patty Murray,442,341,101,
Mason,110 Dayton,U S Senate,,D,Patty Murray,199,113,86,
Mason,302 Dewatto,U S Senate,,D,Patty Murray,321,,321,
Mason,111 Eells,U S Senate,,D,Patty Murray,137,70,67,
Mason,112 Grapeview,U S Senate,,D,Patty Murray,480,332,148,
Mason,113 Harstine,U S Senate,,D,Patty Murray,454,284,170,
Mason,114 Hoodsport,U S Senate,,D,Patty Murray,144,106,38,
Mason,115 Isabella,U S Senate,,D,Patty Murray,260,167,93,
Mason,116 Kamilche,U S Senate,,D,Patty Murray,420,247,173,
Mason,117 Kamilche 2,U S Senate,,D,Patty Murray,494,334,160,
Mason,118 Lake,U S Senate,,D,Patty Murray,351,,351,
Mason,309 Lakeland,U S Senate,,D,Patty Murray,279,210,69,
Mason,119 Lilliwaup,U S Senate,,D,Patty Murray,242,,242,
Mason,120 Matlock,U S Senate,,D,Patty Murray,127,58,69,
Mason,121 Mill Creek,U S Senate,,D,Patty Murray,222,148,74,
Mason,122 Miller,U S Senate,,D,Patty Murray,346,228,118,
Mason,123 Mt View,U S Senate,,D,Patty Murray,172,109,63,
Mason,124 Northside,U S Senate,,D,Patty Murray,447,306,141,
Mason,303 Oakland,U S Senate,,D,Patty Murray,94,,94,
Mason,125 Pickering,U S Senate,,D,Patty Murray,444,294,150,
Mason,126 Potlatch,U S Senate,,D,Patty Murray,25,15,10,
Mason,127 Satsop,U S Senate,,D,Patty Murray,88,55,33,
Mason,128 Skokomish,U S Senate,,D,Patty Murray,192,87,105,
Mason,304 Southside,U S Senate,,D,Patty Murray,372,216,156,
Mason,129 Tahuya,U S Senate,,D,Patty Murray,274,,274,
Mason,306 Timberlake,U S Senate,,D,Patty Murray,355,242,113,
Mason,130 Union,U S Senate,,D,Patty Murray,536,407,129,
Mason,131 Victor,U S Senate,,D,Patty Murray,207,154,53,
Mason,132 Westside,U S Senate,,D,Patty Murray,97,49,48,
Mason,985 Service Voter,U S Senate,,D,Patty Murray,4,4,0,
Mason,201 Shelton 1,U S Senate,,D,Patty Murray,39,25,14,
Mason,202 Shelton 2,U S Senate,,D,Patty Murray,61,37,24,
Mason,203 Shelton 3,U S Senate,,D,Patty Murray,81,49,32,
Mason,204 Shelton 4,U S Senate,,D,Patty Murray,88,45,43,
Mason,205 Shelton 5,U S Senate,,D,Patty Murray,145,80,65,
Mason,206 Shelton 6,U S Senate,,D,Patty Murray,53,30,23,
Mason,207 Shelton 7,U S Senate,,D,Patty Murray,128,71,57,
Mason,208 Shelton 8,U S Senate,,D,Patty Murray,71,34,37,
Mason,209 Shelton 9,U S Senate,,D,Patty Murray,60,33,27,
Mason,210 Shelton 10,U S Senate,,D,Patty Murray,79,40,39,
Mason,211 Shelton 11,U S Senate,,D,Patty Murray,93,55,38,
Mason,212 Shelton 12,U S Senate,,D,Patty Murray,48,29,19,
Mason,213 Shelton 13,U S Senate,,D,Patty Murray,169,104,65,
Mason,214 Shelton 14,U S Senate,,D,Patty Murray,104,60,44,
Mason,215 Shelton 15,U S Senate,,D,Patty Murray,65,38,27,
Mason,216 Shelton 16,U S Senate,,D,Patty Murray,359,261,98,
Mason,Grand Totals,U S Senate,,D,Patty Murray,13349,7934,5415,
Mason,101 Airport,U S Senate,,R,George Nethercutt,355,206,149,
Mason,102 Allyn,U S Senate,,R,George Nethercutt,396,313,83,
Mason,103 Arcadia,U S Senate,,R,George Nethercutt,177,130,47,
Mason,307 Bayshore,U S Senate,,R,George Nethercutt,219,139,80,
Mason,104 Belfair 1,U S Senate,,R,George Nethercutt,428,294,134,
Mason,105 Belfair 2,U S Senate,,R,George Nethercutt,249,158,91,
Mason,106 Belfair 3,U S Senate,,R,George Nethercutt,299,196,103,
Mason,107 Belfair 4,U S Senate,,R,George Nethercutt,386,233,153,
Mason,301 Belfair 5,U S Senate,,R,George Nethercutt,178,103,75,
Mason,308 Belfair 6,U S Senate,,R,George Nethercutt,196,112,84,
Mason,108 Capital Hill,U S Senate,,R,George Nethercutt,202,114,88,
Mason,109 Cloquallum,U S Senate,,R,George Nethercutt,194,114,80,
Mason,305 Cushman,U S Senate,,R,George Nethercutt,294,221,73,
Mason,110 Dayton,U S Senate,,R,George Nethercutt,185,101,84,
Mason,302 Dewatto,U S Senate,,R,George Nethercutt,202,,202,
Mason,111 Eells,U S Senate,,R,George Nethercutt,109,58,51,
Mason,112 Grapeview,U S Senate,,R,George Nethercutt,412,275,137,
Mason,113 Harstine,U S Senate,,R,George Nethercutt,348,237,111,
Mason,114 Hoodsport,U S Senate,,R,George Nethercutt,156,103,53,
Mason,115 Isabella,U S Senate,,R,George Nethercutt,194,137,57,
Mason,116 Kamilche,U S Senate,,R,George Nethercutt,273,174,99,
Mason,117 Kamilche 2,U S Senate,,R,George Nethercutt,380,221,159,
Mason,118 Lake,U S Senate,,R,George Nethercutt,261,,261,
Mason,309 Lakeland,U S Senate,,R,George Nethercutt,245,178,67,
Mason,119 Lilliwaup,U S Senate,,R,George Nethercutt,171,,171,
Mason,120 Matlock,U S Senate,,R,George Nethercutt,134,63,71,
Mason,121 Mill Creek,U S Senate,,R,George Nethercutt,185,109,76,
Mason,122 Miller,U S Senate,,R,George Nethercutt,268,164,104,
Mason,123 Mt View,U S Senate,,R,George Nethercutt,124,69,55,
Mason,124 Northside,U S Senate,,R,George Nethercutt,344,232,112,
Mason,303 Oakland,U S Senate,,R,George Nethercutt,97,,97,
Mason,125 Pickering,U S Senate,,R,George Nethercutt,423,296,127,
Mason,126 Potlatch,U S Senate,,R,George Nethercutt,20,16,4,
Mason,127 Satsop,U S Senate,,R,George Nethercutt,78,54,24,
Mason,128 Skokomish,U S Senate,,R,George Nethercutt,54,36,18,
Mason,304 Southside,U S Senate,,R,George Nethercutt,358,197,161,
Mason,129 Tahuya,U S Senate,,R,George Nethercutt,219,,219,
Mason,306 Timberlake,U S Senate,,R,George Nethercutt,259,178,81,
Mason,130 Union,U S Senate,,R,George Nethercutt,427,311,116,
Mason,131 Victor,U S Senate,,R,George Nethercutt,141,91,50,
Mason,132 Westside,U S Senate,,R,George Nethercutt,99,55,44,
Mason,985 Service Voter,U S Senate,,R,George Nethercutt,8,8,,
Mason,201 Shelton 1,U S Senate,,R,George Nethercutt,15,8,7,
Mason,202 Shelton 2,U S Senate,,R,George Nethercutt,39,17,22,
Mason,203 Shelton 3,U S Senate,,R,George Nethercutt,70,43,27,
Mason,204 Shelton 4,U S Senate,,R,George Nethercutt,42,19,23,
Mason,205 Shelton 5,U S Senate,,R,George Nethercutt,109,66,43,
Mason,206 Shelton 6,U S Senate,,R,George Nethercutt,36,19,17,
Mason,207 Shelton 7,U S Senate,,R,George Nethercutt,131,58,73,
Mason,208 Shelton 8,U S Senate,,R,George Nethercutt,41,20,21,
Mason,209 Shelton 9,U S Senate,,R,George Nethercutt,40,15,25,
Mason,210 Shelton 10,U S Senate,,R,George Nethercutt,53,38,15,
Mason,211 Shelton 11,U S Senate,,R,George Nethercutt,84,49,35,
Mason,212 Shelton 12,U S Senate,,R,George Nethercutt,39,25,14,
Mason,213 Shelton 13,U S Senate,,R,George Nethercutt,139,78,61,
Mason,214 Shelton 14,U S Senate,,R,George Nethercutt,94,54,40,
Mason,215 Shelton 15,U S Senate,,R,George Nethercutt,59,34,25,
Mason,216 Shelton 16,U S Senate,,R,George Nethercutt,260,168,92,
Mason,Grand Totals,U S Senate,,D,Patty Murray,,7934,,
Mason,101 Airport,U S Senate,,L,J Mills,12,8,4,
Mason,102 Allyn,U S Senate,,L,J Mills,9,9,0,
Mason,103 Arcadia,U S Senate,,L,J Mills,3,1,2,
Mason,307 Bayshore,U S Senate,,L,J Mills,11,9,2,
Mason,104 Belfair 1,U S Senate,,L,J Mills,14,11,3,
Mason,105 Belfair 2,U S Senate,,L,J Mills,7,5,2,
Mason,106 Belfair 3,U S Senate,,L,J Mills,15,11,4,
Mason,107 Belfair 4,U S Senate,,L,J Mills,10,6,4,
Mason,301 Belfair 5,U S Senate,,L,J Mills,6,2,4,
Mason,308 Belfair 6,U S Senate,,L,J Mills,8,3,5,
Mason,108 Capital Hill,U S Senate,,L,J Mills,5,2,3,
Mason,109 Cloquallum,U S Senate,,L,J Mills,6,4,2,
Mason,305 Cushman,U S Senate,,L,J Mills,3,3,0,
Mason,110 Dayton,U S Senate,,L,J Mills,7,1,6,
Mason,302 Dewatto,U S Senate,,L,J Mills,8,,8,
Mason,111 Eells,U S Senate,,L,J Mills,8,7,1,
Mason,112 Grapeview,U S Senate,,L,J Mills,11,5,6,
Mason,113 Harstine,U S Senate,,L,J Mills,13,11,2,
Mason,114 Hoodsport,U S Senate,,L,J Mills,6,5,1,
Mason,115 Isabella,U S Senate,,L,J Mills,16,14,2,
Mason,116 Kamilche,U S Senate,,L,J Mills,12,9,3,
Mason,117 Kamilche 2,U S Senate,,L,J Mills,20,13,7,
Mason,118 Lake,U S Senate,,L,J Mills,9,,9,
Mason,309 Lakeland,U S Senate,,L,J Mills,6,3,3,
Mason,119 Lilliwaup,U S Senate,,L,J Mills,4,,4,
Mason,120 Matlock,U S Senate,,L,J Mills,7,1,6,
Mason,121 Mill Creek,U S Senate,,L,J Mills,11,5,6,
Mason,122 Miller,U S Senate,,L,J Mills,13,4,9,
Mason,123 Mt View,U S Senate,,L,J Mills,6,4,2,
Mason,124 Northside,U S Senate,,L,J Mills,5,3,2,
Mason,303 Oakland,U S Senate,,L,J Mills,3,,3,
Mason,125 Pickering,U S Senate,,L,J Mills,10,7,3,
Mason,126 Potlatch,U S Senate,,L,J Mills,0,0,0,
Mason,127 Satsop,U S Senate,,L,J Mills,5,5,0,
Mason,128 Skokomish,U S Senate,,L,J Mills,1,1,0,
Mason,304 Southside,U S Senate,,L,J Mills,8,5,3,
Mason,129 Tahuya,U S Senate,,L,J Mills,10,,10,
Mason,306 Timberlake,U S Senate,,L,J Mills,12,5,7,
Mason,130 Union,U S Senate,,L,J Mills,16,13,3,
Mason,131 Victor,U S Senate,,L,J Mills,9,6,3,
Mason,132 Westside,U S Senate,,L,J Mills,4,4,0,
Mason,985 Service Voter,U S Senate,,L,J Mills,0,0,,
Mason,201 Shelton 1,U S Senate,,L,J Mills,1,0,1,
Mason,202 Shelton 2,U S Senate,,L,J Mills,0,0,0,
Mason,203 Shelton 3,U S Senate,,L,J Mills,5,2,3,
Mason,204 Shelton 4,U S Senate,,L,J Mills,0,0,0,
Mason,205 Shelton 5,U S Senate,,L,J Mills,4,0,4,
Mason,206 Shelton 6,U S Senate,,L,J Mills,0,0,0,
Mason,207 Shelton 7,U S Senate,,L,J Mills,2,1,1,
Mason,208 Shelton 8,U S Senate,,L,J Mills,4,2,2,
Mason,209 Shelton 9,U S Senate,,L,J Mills,5,2,3,
Mason,210 Shelton 10,U S Senate,,L,J Mills,4,2,2,
Mason,211 Shelton 11,U S Senate,,L,J Mills,1,0,1,
Mason,212 Shelton 12,U S Senate,,L,J Mills,3,3,0,
Mason,213 Shelton 13,U S Senate,,L,J Mills,10,7,3,
Mason,214 Shelton 14,U S Senate,,L,J Mills,3,2,1,
Mason,215 Shelton 15,U S Senate,,L,J Mills,2,2,0,
Mason,216 Shelton 16,U S Senate,,L,J Mills,6,4,2,
MASON WA,MASON WA,U S Senate,,L,J Mills,399,232,167,
Mason,101 Airport,U S Senate,,G,Mark Wilson,11,6,5,
Mason,102 Allyn,U S Senate,,G,Mark Wilson,1,0,1,
Mason,103 Arcadia,U S Senate,,G,Mark Wilson,4,3,1,
Mason,307 Bayshore,U S Senate,,G,Mark Wilson,0,0,0,
Mason,104 Belfair 1,U S Senate,,G,Mark Wilson,9,6,3,
Mason,105 Belfair 2,U S Senate,,G,Mark Wilson,9,8,1,
Mason,106 Belfair 3,U S Senate,,G,Mark Wilson,3,1,2,
Mason,107 Belfair 4,U S Senate,,G,Mark Wilson,12,4,8,
Mason,301 Belfair 5,U S Senate,,G,Mark Wilson,4,2,2,
Mason,308 Belfair 6,U S Senate,,G,Mark Wilson,5,2,3,
Mason,108 Capital Hill,U S Senate,,G,Mark Wilson,7,4,3,
Mason,109 Cloquallum,U S Senate,,G,Mark Wilson,4,3,1,
Mason,305 Cushman,U S Senate,,G,Mark Wilson,7,6,1,
Mason,110 Dayton,U S Senate,,G,Mark Wilson,10,6,4,
Mason,302 Dewatto,U S Senate,,G,Mark Wilson,6,,6,
Mason,111 Eells,U S Senate,,G,Mark Wilson,4,3,1,
Mason,112 Grapeview,U S Senate,,G,Mark Wilson,6,3,3,
Mason,113 Harstine,U S Senate,,G,Mark Wilson,21,7,14,
Mason,114 Hoodsport,U S Senate,,G,Mark Wilson,5,2,3,
Mason,115 Isabella,U S Senate,,G,Mark Wilson,8,7,1,
Mason,116 Kamilche,U S Senate,,G,Mark Wilson,7,5,2,
Mason,117 Kamilche 2,U S Senate,,G,Mark Wilson,9,5,4,
Mason,118 Lake,U S Senate,,G,Mark Wilson,6,,6,
Mason,309 Lakeland,U S Senate,,G,Mark Wilson,5,3,2,
Mason,119 Lilliwaup,U S Senate,,G,Mark Wilson,6,,6,
Mason,120 Matlock,U S Senate,,G,Mark Wilson,1,0,1,
Mason,121 Mill Creek,U S Senate,,G,Mark Wilson,8,7,1,
Mason,122 Miller,U S Senate,,G,Mark Wilson,6,4,2,
Mason,123 Mt View,U S Senate,,G,Mark Wilson,4,4,0,
Mason,124 Northside,U S Senate,,G,Mark Wilson,6,3,3,
Mason,303 Oakland,U S Senate,,G,Mark Wilson,2,,2,
Mason,125 Pickering,U S Senate,,G,Mark Wilson,8,8,0,
Mason,126 Potlatch,U S Senate,,G,Mark Wilson,0,0,0,
Mason,127 Satsop,U S Senate,,G,Mark Wilson,4,0,4,
Mason,128 Skokomish,U S Senate,,G,Mark Wilson,4,2,2,
Mason,304 Southside,U S Senate,,G,Mark Wilson,9,2,7,
Mason,129 Tahuya,U S Senate,,G,Mark Wilson,8,,8,
Mason,306 Timberlake,U S Senate,,G,Mark Wilson,9,7,2,
Mason,130 Union,U S Senate,,G,Mark Wilson,5,2,3,
Mason,131 Victor,U S Senate,,G,Mark Wilson,2,1,1,
Mason,132 Westside,U S Senate,,G,Mark Wilson,3,1,2,
Mason,985 Service Voter,U S Senate,,G,Mark Wilson,1,1,,
Mason,201 Shelton 1,U S Senate,,G,Mark Wilson,0,0,0,
Mason,202 Shelton 2,U S Senate,,G,Mark Wilson,5,4,1,
Mason,203 Shelton 3,U S Senate,,G,Mark Wilson,2,0,2,
Mason,204 Shelton 4,U S Senate,,G,Mark Wilson,7,3,4,
Mason,205 Shelton 5,U S Senate,,G,Mark Wilson,4,2,2,
Mason,206 Shelton 6,U S Senate,,G,Mark Wilson,3,3,0,
Mason,207 Shelton 7,U S Senate,,G,Mark Wilson,5,4,1,
Mason,208 Shelton 8,U S Senate,,G,Mark Wilson,0,0,0,
Mason,209 Shelton 9,U S Senate,,G,Mark Wilson,2,0,2,
Mason,210 Shelton 10,U S Senate,,G,Mark Wilson,5,2,3,
Mason,211 Shelton 11,U S Senate,,G,Mark Wilson,2,0,2,
Mason,212 Shelton 12,U S Senate,,G,Mark Wilson,0,0,0,
Mason,213 Shelton 13,U S Senate,,G,Mark Wilson,5,4,1,
Mason,214 Shelton 14,U S Senate,,G,Mark Wilson,6,1,5,
Mason,215 Shelton 15,U S Senate,,G,Mark Wilson,3,2,1,
