precinct,area,office,district,party,candidate,total,machine,hand
31301,South Hill,Governor,poll,L,Ruth Bennett,8,8,8
31311,East Central,Governor,poll,L,Ruth Bennett,19,19,19
31321,South Hill,Governor,poll,L,Ruth Bennett,2,2,2
31331,South Hill,Governor,poll,L,Ruth Bennett,15,15,15
31341,South Hill,Governor,poll,L,Ruth Bennett,10,10,10
31351,South Hill,Governor,poll,L,Ruth Bennett,7,7,7
31361,Shadle Park,Governor,poll,L,Ruth Bennett,14,14,14
31371,East Central,Governor,poll,L,Ruth Bennett,8,8,8
31381,East Central,Governor,poll,L,Ruth Bennett,25,25,25
31391,East Central,Governor,poll,L,Ruth Bennett,16,16,16
31401,East Central,Governor,poll,L,Ruth Bennett,12,12,12
31411,East Central,Governor,poll,L,Ruth Bennett,17,17,17
31421,East Central,Governor,poll,L,Ruth Bennett,20,20,20
31431,West Central,Governor,poll,L,Ruth Bennett,11,11,11
31441,West Central,Governor,poll,L,Ruth Bennett,17,17,17
31451,Shadle Park,Governor,poll,L,Ruth Bennett,4,4,4
31461,West Central,Governor,poll,L,Ruth Bennett,7,7,7
31471,West Central,Governor,poll,L,Ruth Bennett,14,14,14
31481,West Central,Governor,poll,L,Ruth Bennett,13,13,13
31491,West Central,Governor,poll,L,Ruth Bennett,17,17,17
31501,West Central,Governor,poll,L,Ruth Bennett,13,13,13
31511,West Central,Governor,poll,L,Ruth Bennett,20,20,20
31521,Browne's Add,Governor,poll,L,Ruth Bennett,24,24,24
31531,Browne's Add,Governor,poll,L,Ruth Bennett,18,18,18
31541,East Central,Governor,poll,L,Ruth Bennett,11,11,11
31551,South Hill,Governor,poll,L,Ruth Bennett,10,10,10
31561,South Hill,Governor,poll,L,Ruth Bennett,8,8,8
31571,South Hill,Governor,poll,L,Ruth Bennett,9,9,9
31581,South Hill,Governor,poll,L,Ruth Bennett,13,13,13
31591,South Hill,Governor,poll,L,Ruth Bennett,19,19,19
31601,South Hill,Governor,poll,L,Ruth Bennett,10,10,10
31611,South Hill,Governor,poll,L,Ruth Bennett,13,13,13
31621,South Hill,Governor,poll,L,Ruth Bennett,16,16,16
31631,South Hill,Governor,poll,L,Ruth Bennett,6,6,6
31641,South Hill,Governor,poll,L,Ruth Bennett,5,5,5
31651,South Hill,Governor,poll,L,Ruth Bennett,12,12,12
40001,Greenbluff r,Governor,poll,L,Ruth Bennett,14,14,14
40011,Greenbluff r,Governor,poll,L,Ruth Bennett,14,14,14
40021,Greenbluff r,Governor,poll,L,Ruth Bennett,13,13,13
40031,Colbert s,Governor,poll,L,Ruth Bennett,0,0,0
40041,Greenbluff r,Governor,poll,L,Ruth Bennett,5,5,5
40051,Greenbluff r,Governor,poll,L,Ruth Bennett,12,12,12
40061,Colbert s,Governor,poll,L,Ruth Bennett,9,9,9
40071,Greenbluff r,Governor,poll,L,Ruth Bennett,7,7,7
40083,Greenbluff r,Governor,poll,L,Ruth Bennett,4,4,4
40091,Greenbluff r,Governor,poll,L,Ruth Bennett,7,7,7
40101,Greenbluff r,Governor,poll,L,Ruth Bennett,2,2,2
40111,Greenbluff r,Governor,poll,L,Ruth Bennett,9,9,9
40121,Greenbluff r,Governor,poll,L,Ruth Bennett,4,4,4
40131,Greenbluff r,Governor,poll,L,Ruth Bennett,9,9,9
40143,Foothills s,Governor,vbm,L,Ruth Bennett,6,6,6
40151,Foothills s,Governor,poll,L,Ruth Bennett,6,6,6
40161,Foothills s,Governor,poll,L,Ruth Bennett,8,8,8
40171,Foothills s,Governor,poll,L,Ruth Bennett,7,7,7
40181,Otis Orchards s,Governor,poll,L,Ruth Bennett,6,6,6
40191,Otis Orchards s,Governor,poll,L,Ruth Bennett,7,7,7
40201,Otis Orchards s,Governor,poll,L,Ruth Bennett,11,11,11
40211,Otis Orchards s,Governor,poll,L,Ruth Bennett,8,8,8
40221,Otis Orchards s,Governor,poll,L,Ruth Bennett,10,10,10
40233,Palouse r,Governor,vbm,L,Ruth Bennett,0,0,0
40241,Palouse r,Governor,poll,L,Ruth Bennett,2,2,2
40251,Palouse r,Governor,poll,L,Ruth Bennett,7,7,7
40263,Palouse r,Governor,vbm,L,Ruth Bennett,6,6,6
40271,Palouse r,Governor,poll,L,Ruth Bennett,7,7,7
40281,Palouse r,Governor,poll,L,Ruth Bennett,11,12,12
40291,Palouse r,Governor,poll,L,Ruth Bennett,4,4,4
41003,NOE,Governor,vbm,L,Ruth Bennett,0,0,0
41013,East Central,Governor,vbm,L,Ruth Bennett,6,6,6
42001,Millwood,Governor,poll,L,Ruth Bennett,5,5,5
42011,Millwood,Governor,poll,L,Ruth Bennett,1,1,1
43001,Liberty Lake,Governor,poll,L,Ruth Bennett,9,10,10
43011,Liberty Lake,Governor,poll,L,Ruth Bennett,4,4,4
44001,COSV,Governor,poll,L,Ruth Bennett,10,10,10
44011,COSV,Governor,poll,L,Ruth Bennett,13,13,13
44021,COSV,Governor,poll,L,Ruth Bennett,13,13,13
44031,COSV,Governor,poll,L,Ruth Bennett,19,19,19
44041,COSV,Governor,poll,L,Ruth Bennett,14,15,15
44051,COSV,Governor,poll,L,Ruth Bennett,11,11,11
44061,COSV,Governor,poll,L,Ruth Bennett,21,22,22
44071,COSV,Governor,poll,L,Ruth Bennett,11,11,11
44081,COSV,Governor,poll,L,Ruth Bennett,3,3,3
44091,COSV,Governor,poll,L,Ruth Bennett,9,9,9
44101,COSV,Governor,poll,L,Ruth Bennett,9,9,9
44111,COSV,Governor,poll,L,Ruth Bennett,3,3,3
44121,COSV,Governor,poll,L,Ruth Bennett,8,8,8
44131,COSV,Governor,poll,L,Ruth Bennett,7,7,7
44141,COSV,Governor,poll,L,Ruth Bennett,6,6,6
44151,COSV,Governor,poll,L,Ruth Bennett,19,19,19
44161,COSV,Governor,poll,L,Ruth Bennett,15,15,15
44171,COSV,Governor,poll,L,Ruth Bennett,24,24,24
44181,COSV,Governor,poll,L,Ruth Bennett,12,12,12
44191,COSV,Governor,poll,L,Ruth Bennett,9,9,9
44201,COSV,Governor,poll,L,Ruth Bennett,11,11,11
44211,COSV,Governor,poll,L,Ruth Bennett,6,6,6
44221,COSV,Governor,poll,L,Ruth Bennett,7,7,7
44231,COSV,Governor,poll,L,Ruth Bennett,10,10,10
44241,COSV,Governor,poll,L,Ruth Bennett,2,2,2
44251,COSV,Governor,poll,L,Ruth Bennett,2,2,2
44261,COSV,Governor,poll,L,Ruth Bennett,6,6,6
44271,COSV,Governor,poll,L,Ruth Bennett,8,8,8
44281,COSV,Governor,poll,L,Ruth Bennett,22,22,22
44291,COSV,Governor,poll,L,Ruth Bennett,12,12,12
44301,COSV,Governor,poll,L,Ruth Bennett,9,9,9
44311,COSV,Governor,poll,L,Ruth Bennett,4,4,4
44321,COSV,Governor,poll,L,Ruth Bennett,11,11,11
44331,COSV,Governor,poll,L,Ruth Bennett,12,12,12
44341,COSV,Governor,poll,L,Ruth Bennett,13,13,13
44351,COSV,Governor,poll,L,Ruth Bennett,7,7,7
44361,COSV,Governor,poll,L,Ruth Bennett,4,4,4
44371,COSV,Governor,poll,L,Ruth Bennett,18,18,18
44381,COSV,Governor,poll,L,Ruth Bennett,4,4,4
44391,COSV,Governor,poll,L,Ruth Bennett,15,15,15
44401,COSV,Governor,poll,L,Ruth Bennett,23,23,23
44411,COSV,Governor,poll,L,Ruth Bennett,11,11,11
60001,Greenbluff r,Governor,poll,L,Ruth Bennett,0,0,0
60011,Greenbluff r,Governor,poll,L,Ruth Bennett,4,4,4
60021,Colbert s,Governor,poll,L,Ruth Bennett,5,5,5
60031,Colbert s,Governor,poll,L,Ruth Bennett,2,2,2
60041,Colbert s,Governor,poll,L,Ruth Bennett,11,11,11
60051,Colbert s,Governor,poll,L,Ruth Bennett,8,8,8
60061,Colbert s,Governor,poll,L,Ruth Bennett,3,3,3
60071,Colbert s,Governor,poll,L,Ruth Bennett,1,1,1
60083,Colbert s,Governor,vbm,L,Ruth Bennett,3,3,3
60091,Greenbluff r,Governor,poll,L,Ruth Bennett,3,3,3
60101,Greenbluff r,Governor,poll,L,Ruth Bennett,3,3,3
60111,Colbert s,Governor,poll,L,Ruth Bennett,9,9,9
60121,Colbert s,Governor,poll,L,Ruth Bennett,11,11,11
60141,Moran s,Governor,poll,L,Ruth Bennett,1,1,1
60151,Whitworth s,Governor,poll,L,Ruth Bennett,13,13,13
60161,Moran s,Governor,poll,L,Ruth Bennett,5,5,5
60173,West Plains r,Governor,vbm,L,Ruth Bennett,2,2,2
60181,Moran s,Governor,poll,L,Ruth Bennett,6,6,6
60191,Moran s,Governor,poll,L,Ruth Bennett,8,8,8
60201,Moran s,Governor,poll,L,Ruth Bennett,9,9,9
60213,Palouse r,Governor,vbm,L,Ruth Bennett,0,0,0
60221,West Plains r,Governor,poll,L,Ruth Bennett,12,12,12
60231,Whitworth s,Governor,poll,L,Ruth Bennett,6,6,6
60241,West Plains r,Governor,poll,L,Ruth Bennett,13,13,13
60253,West Plains r,Governor,vbm,L,Ruth Bennett,3,3,3
60261,West Plains r,Governor,poll,L,Ruth Bennett,4,4,4
60271,Colbert s,Governor,poll,L,Ruth Bennett,4,4,4
60283,Whitworth s,Governor,vbm,L,Ruth Bennett,0,0,0
60291,Whitworth s,Governor,poll,L,Ruth Bennett,6,6,6
60301,Whitworth s,Governor,poll,L,Ruth Bennett,3,3,3
60311,Whitworth s,Governor,poll,L,Ruth Bennett,5,5,5
60321,Whitworth s,Governor,poll,L,Ruth Bennett,5,5,5
60331,Whitworth s,Governor,poll,L,Ruth Bennett,5,5,5
60341,Whitworth s,Governor,poll,L,Ruth Bennett,3,3,3
60351,Whitworth s,Governor,poll,L,Ruth Bennett,7,7,7
60361,Whitworth s,Governor,poll,L,Ruth Bennett,12,12,12
60371,Whitworth s,Governor,poll,L,Ruth Bennett,4,4,4
60381,Whitworth s,Governor,poll,L,Ruth Bennett,3,3,3
60391,Whitworth s,Governor,poll,L,Ruth Bennett,8,8,8
61001,Indian Trail,Governor,poll,L,Ruth Bennett,0,0,0
61011,Indian Trail,Governor,poll,L,Ruth Bennett,9,9,9
61021,Indian Trail,Governor,poll,L,Ruth Bennett,6,6,6
61031,Indian Trail,Governor,poll,L,Ruth Bennett,5,5,5
61041,Indian Trail,Governor,poll,L,Ruth Bennett,4,4,4
61051,Indian Trail,Governor,poll,L,Ruth Bennett,3,3,3
61061,Civil War,Governor,poll,L,Ruth Bennett,9,9,9
61071,Civil War,Governor,poll,L,Ruth Bennett,8,8,8
61081,Indian Trail,Governor,poll,L,Ruth Bennett,12,12,12
61091,Indian Trail,Governor,poll,L,Ruth Bennett,3,3,3
61101,Indian Trail,Governor,poll,L,Ruth Bennett,6,6,6
61111,Indian Trail,Governor,poll,L,Ruth Bennett,4,4,4
61121,Indian Trail,Governor,poll,L,Ruth Bennett,7,7,7
61131,Civil War,Governor,poll,L,Ruth Bennett,14,14,14
61141,Civil War,Governor,poll,L,Ruth Bennett,6,6,6
61151,Civil War,Governor,poll,L,Ruth Bennett,10,10,10
61161,Civil War,Governor,poll,L,Ruth Bennett,12,12,12
61171,Finch,Governor,poll,L,Ruth Bennett,15,15,15
61181,Shadle Park,Governor,poll,L,Ruth Bennett,10,10,10
61191,Shadle Park,Governor,poll,L,Ruth Bennett,10,10,10
61201,Shadle Park,Governor,poll,L,Ruth Bennett,16,16,16
61211,Shadle Park,Governor,poll,L,Ruth Bennett,7,7,7
61221,Shadle Park,Governor,poll,L,Ruth Bennett,4,4,4
61231,Shadle Park,Governor,poll,L,Ruth Bennett,12,12,12
61241,Shadle Park,Governor,poll,L,Ruth Bennett,10,10,10
61251,Shadle Park,Governor,poll,L,Ruth Bennett,12,12,12
61261,Shadle Park,Governor,poll,L,Ruth Bennett,11,11,11
61271,Shadle Park,Governor,poll,L,Ruth Bennett,13,13,13
61281,Shadle Park,Governor,poll,L,Ruth Bennett,4,4,4
61291,South Hill,Governor,poll,L,Ruth Bennett,4,4,4
61301,South Hill,Governor,poll,L,Ruth Bennett,1,1,1
61311,South Hill,Governor,poll,L,Ruth Bennett,3,3,3
61321,South Hill,Governor,poll,L,Ruth Bennett,6,6,6
61331,South Hill,Governor,poll,L,Ruth Bennett,8,8,8
61343,Shadle Park,Governor,vbm,L,Ruth Bennett,3,3,3
61351,South Hill,Governor,poll,L,Ruth Bennett,7,7,7
61361,South Hill,Governor,poll,L,Ruth Bennett,15,15,15
61371,South Hill,Governor,poll,L,Ruth Bennett,6,6,6
61381,South Hill,Governor,poll,L,Ruth Bennett,6,6,6
61391,South Hill,Governor,poll,L,Ruth Bennett,5,5,5
61401,South Hill,Governor,poll,L,Ruth Bennett,6,6,6
61411,South Hill,Governor,poll,L,Ruth Bennett,3,3,3
61421,South Hill,Governor,poll,L,Ruth Bennett,3,3,3
61431,South Hill,Governor,poll,L,Ruth Bennett,5,5,5
61441,South Hill,Governor,poll,L,Ruth Bennett,7,7,7
61451,South Hill,Governor,poll,L,Ruth Bennett,14,14,14
61461,South Hill,Governor,poll,L,Ruth Bennett,7,7,7
61471,South Hill,Governor,poll,L,Ruth Bennett,9,9,9
61481,South Hill,Governor,poll,L,Ruth Bennett,4,4,4
61491,South Hill,Governor,poll,L,Ruth Bennett,4,4,4
61501,South Hill,Governor,poll,L,Ruth Bennett,3,3,3
61511,South Hill,Governor,poll,L,Ruth Bennett,12,12,12
64001,COSV,Governor,poll,L,Ruth Bennett,5,5,5
70001,Greenbluff r,Governor,poll,L,Ruth Bennett,14,14,14
70011,Greenbluff r,Governor,poll,L,Ruth Bennett,6,6,6
70021,Greenbluff r,Governor,poll,L,Ruth Bennett,11,11,11
70031,Greenbluff r,Governor,poll,L,Ruth Bennett,2,2,2
70041,Greenbluff r,Governor,poll,L,Ruth Bennett,6,6,6
70051,Greenbluff r,Governor,poll,L,Ruth Bennett,12,12,12
70061,West Plains r,Governor,poll,L,Ruth Bennett,4,4,4
70071,West Plains r,Governor,poll,L,Ruth Bennett,9,9,9
70081,West Plains r,Governor,poll,L,Ruth Bennett,20,20,20
70091,West Plains r,Governor,poll,L,Ruth Bennett,11,11,11
70101,West Plains r,Governor,poll,L,Ruth Bennett,15,15,15
70111,Greenbluff r,Governor,poll,L,Ruth Bennett,7,7,7
70121,Greenbluff r,Governor,poll,L,Ruth Bennett,6,6,6
71001,Airway Heights,Governor,poll,L,Ruth Bennett,16,16,16
71011,Airway Heights,Governor,poll,L,Ruth Bennett,7,7,7
72001,Fairchild,Governor,poll,L,Ruth Bennett,17,17,17
73001,Deer Park,Governor,poll,L,Ruth Bennett,6,6,6
73011,Deer Park,Governor,poll,L,Ruth Bennett,8,8,8
90001,Palouse r,Governor,poll,L,Ruth Bennett,3,3,3
90013,Palouse r,Governor,vbm,L,Ruth Bennett,7,7,7
90023,Palouse r,Governor,vbm,L,Ruth Bennett,2,2,2
90031,Palouse r,Governor,poll,L,Ruth Bennett,9,9,9
90041,Palouse r,Governor,poll,L,Ruth Bennett,5,5,5
90051,Palouse r,Governor,poll,L,Ruth Bennett,8,8,8
90061,Palouse r,Governor,poll,L,Ruth Bennett,8,8,8
90071,West Plains r,Governor,poll,L,Ruth Bennett,6,6,6
90081,West Plains r,Governor,poll,L,Ruth Bennett,2,2,2
90091,West Plains r,Governor,poll,L,Ruth Bennett,4,4,4
90101,Palouse r,Governor,poll,L,Ruth Bennett,13,13,13
90113,Palouse r,Governor,vbm,L,Ruth Bennett,3,3,3
90123,Palouse r,Governor,vbm,L,Ruth Bennett,3,3,3
90133,Palouse r,Governor,vbm,L,Ruth Bennett,1,1,2
90143,Palouse r,Governor,vbm,L,Ruth Bennett,5,5,5
90151,Palouse r,Governor,poll,L,Ruth Bennett,8,8,8
90163,Palouse r,Governor,vbm,L,Ruth Bennett,6,6,6
90173,Palouse r,Governor,vbm,L,Ruth Bennett,8,8,8
90183,Palouse r,Governor,vbm,L,Ruth Bennett,4,4,4
90191,Moran s,Governor,poll,L,Ruth Bennett,2,2,2
90203,Palouse r,Governor,vbm,L,Ruth Bennett,4,4,4
91001,Medical Lake,Governor,poll,L,Ruth Bennett,9,9,9
91011,Medical Lake,Governor,poll,L,Ruth Bennett,7,7,7
92001,Cheney,Governor,poll,L,Ruth Bennett,9,9,9
92011,Cheney,Governor,poll,L,Ruth Bennett,10,10,10
92021,Cheney,Governor,poll,L,Ruth Bennett,11,11,11
92031,Cheney,Governor,poll,L,Ruth Bennett,12,12,12
93003,Spangle,Governor,vbm,L,Ruth Bennett,8,8,8
94003,Waverly,Governor,vbm,L,Ruth Bennett,0,0,0
95001,Fairfield,Governor,poll,L,Ruth Bennett,2,2,2
96003,Latah,Governor,vbm,L,Ruth Bennett,7,7,7
97003,Rockford,Governor,vbm,L,Ruth Bennett,1,1,1
31004,NOE,Governor,prov,L,Ruth Bennett,0,0,0
31014,Hillyard,Governor,prov,L,Ruth Bennett,4,4,4
31024,NOE,Governor,prov,L,Ruth Bennett,0,0,0
31034,Hillyard,Governor,prov,L,Ruth Bennett,0,0,0
31044,NOE,Governor,prov,L,Ruth Bennett,0,0,0
31054,NOE,Governor,prov,L,Ruth Bennett,0,0,0
31064,NOE,Governor,prov,L,Ruth Bennett,3,3,3
31074,NOE,Governor,prov,L,Ruth Bennett,2,2,2
31084,Shadle Park,Governor,prov,L,Ruth Bennett,1,1,1
31094,Shadle Park,Governor,prov,L,Ruth Bennett,0,0,0
31104,Shadle Park,Governor,prov,L,Ruth Bennett,0,0,0
31114,Shadle Park,Governor,prov,L,Ruth Bennett,0,0,0
31124,Hillyard,Governor,prov,L,Ruth Bennett,3,3,3
31134,Hillyard,Governor,prov,L,Ruth Bennett,0,0,0
31144,NOE,Governor,prov,L,Ruth Bennett,0,0,0
31154,NOE,Governor,prov,L,Ruth Bennett,0,0,0
31164,NOE,Governor,prov,L,Ruth Bennett,2,2,2
31174,NOE,Governor,prov,L,Ruth Bennett,2,2,2
31184,NOE,Governor,prov,L,Ruth Bennett,0,0,0
31194,NOE,Governor,prov,L,Ruth Bennett,0,0,0
31204,NOE,Governor,prov,L,Ruth Bennett,2,2,2
31214,East Central,Governor,prov,L,Ruth Bennett,1,1,1
31224,East Central,Governor,prov,L,Ruth Bennett,0,0,0
31234,East Central,Governor,prov,L,Ruth Bennett,1,1,1
31244,Shadle Park,Governor,prov,L,Ruth Bennett,1,1,1
31254,Shadle Park,Governor,prov,L,Ruth Bennett,0,0,0
31264,Shadle Park,Governor,prov,L,Ruth Bennett,0,0,0
31274,Shadle Park,Governor,prov,L,Ruth Bennett,0,0,0
31284,Shadle Park,Governor,prov,L,Ruth Bennett,2,2,2
31294,South Hill,Governor,prov,L,Ruth Bennett,3,3,3
31304,South Hill,Governor,prov,L,Ruth Bennett,2,2,2
31314,East Central,Governor,prov,L,Ruth Bennett,2,2,2
31324,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
31334,South Hill,Governor,prov,L,Ruth Bennett,2,2,2
31344,South Hill,Governor,prov,L,Ruth Bennett,3,3,3
31354,South Hill,Governor,prov,L,Ruth Bennett,2,2,2
31364,Shadle Park,Governor,prov,L,Ruth Bennett,2,2,2
31374,East Central,Governor,prov,L,Ruth Bennett,3,3,3
31384,East Central,Governor,prov,L,Ruth Bennett,1,1,1
31394,East Central,Governor,prov,L,Ruth Bennett,0,0,0
31404,East Central,Governor,prov,L,Ruth Bennett,1,1,1
31414,East Central,Governor,prov,L,Ruth Bennett,2,2,2
31424,East Central,Governor,prov,L,Ruth Bennett,1,1,1
31434,West Central,Governor,prov,L,Ruth Bennett,1,1,1
31444,West Central,Governor,prov,L,Ruth Bennett,1,1,1
31454,Shadle Park,Governor,prov,L,Ruth Bennett,0,0,0
31464,West Central,Governor,prov,L,Ruth Bennett,6,6,6
31474,West Central,Governor,prov,L,Ruth Bennett,0,0,0
31484,West Central,Governor,prov,L,Ruth Bennett,0,0,0
31494,West Central,Governor,prov,L,Ruth Bennett,3,3,3
31504,West Central,Governor,prov,L,Ruth Bennett,0,0,0
31514,West Central,Governor,prov,L,Ruth Bennett,0,0,0
31524,Browne's Add,Governor,prov,L,Ruth Bennett,3,3,3
31534,Browne's Add,Governor,prov,L,Ruth Bennett,1,1,1
31544,East Central,Governor,prov,L,Ruth Bennett,1,1,1
31554,South Hill,Governor,prov,L,Ruth Bennett,3,3,3
31564,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
31574,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
31584,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
31594,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
31604,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
31614,South Hill,Governor,prov,L,Ruth Bennett,1,1,1
31624,South Hill,Governor,prov,L,Ruth Bennett,1,1,1
31634,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
31644,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
31654,South Hill,Governor,prov,L,Ruth Bennett,0,0,0
40004,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40014,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40024,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40034,Colbert s,Governor,prov,L,Ruth Bennett,0,0,0
40044,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40054,Greenbluff r,Governor,prov,L,Ruth Bennett,2,2,2
40064,Colbert s,Governor,prov,L,Ruth Bennett,0,0,0
40074,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40094,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40104,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40114,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40124,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
40134,Greenbluff r,Governor,prov,L,Ruth Bennett,1,1,1
40154,Foothills s,Governor,prov,L,Ruth Bennett,0,0,0
40164,Foothills s,Governor,prov,L,Ruth Bennett,0,0,0
40174,Foothills s,Governor,prov,L,Ruth Bennett,0,0,0
40184,Otis Orchards s,Governor,prov,L,Ruth Bennett,3,3,3
40194,Otis Orchards s,Governor,prov,L,Ruth Bennett,0,0,0
40204,Otis Orchards s,Governor,prov,L,Ruth Bennett,0,0,0
40214,Otis Orchards s,Governor,prov,L,Ruth Bennett,1,1,1
40224,Otis Orchards s,Governor,prov,L,Ruth Bennett,1,1,1
40244,Palouse r,Governor,prov,L,Ruth Bennett,0,0,0
40254,Palouse r,Governor,prov,L,Ruth Bennett,0,0,0
40274,Palouse r,Governor,prov,L,Ruth Bennett,0,0,0
40284,Palouse r,Governor,prov,L,Ruth Bennett,0,0,0
40294,Palouse r,Governor,prov,L,Ruth Bennett,2,2,2
42004,Millwood,Governor,prov,L,Ruth Bennett,0,0,0
42014,Millwood,Governor,prov,L,Ruth Bennett,1,1,1
43004,Liberty Lake,Governor,prov,L,Ruth Bennett,1,1,1
43014,Liberty Lake,Governor,prov,L,Ruth Bennett,0,0,0
44004,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44014,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44024,COSV,Governor,prov,L,Ruth Bennett,2,2,2
44034,COSV,Governor,prov,L,Ruth Bennett,1,1,1
44044,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44054,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44064,COSV,Governor,prov,L,Ruth Bennett,1,1,1
44074,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44084,COSV,Governor,prov,L,Ruth Bennett,2,2,2
44094,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44104,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44124,COSV,Governor,prov,L,Ruth Bennett,1,1,1
44134,COSV,Governor,prov,L,Ruth Bennett,1,1,1
44144,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44154,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44164,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44174,COSV,Governor,prov,L,Ruth Bennett,2,2,2
44184,COSV,Governor,prov,L,Ruth Bennett,1,1,1
44194,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44204,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44214,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44224,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44234,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44244,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44254,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44264,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44274,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44284,COSV,Governor,prov,L,Ruth Bennett,1,1,1
44294,COSV,Governor,prov,L,Ruth Bennett,2,2,2
44304,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44314,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44324,COSV,Governor,prov,L,Ruth Bennett,1,1,1
44334,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44344,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44354,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44364,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44374,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44384,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44394,COSV,Governor,prov,L,Ruth Bennett,0,0,0
44404,COSV,Governor,prov,L,Ruth Bennett,1,1,1
44414,COSV,Governor,prov,L,Ruth Bennett,1,1,1
60004,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
60014,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
60024,Colbert s,Governor,prov,L,Ruth Bennett,1,1,1
60034,Colbert s,Governor,prov,L,Ruth Bennett,1,1,1
60044,Colbert s,Governor,prov,L,Ruth Bennett,2,2,2
60054,Colbert s,Governor,prov,L,Ruth Bennett,0,0,0
60064,Colbert s,Governor,prov,L,Ruth Bennett,0,0,0
60074,Colbert s,Governor,prov,L,Ruth Bennett,0,0,0
60094,Greenbluff r,Governor,prov,L,Ruth Bennett,0,0,0
60104,Greenbluff r,Governor,prov,L,Ruth Bennett,1,1,1
60114,Colbert s,Governor,prov,L,Ruth Bennett,0,0,0
60124,Colbert s,Governor,prov,L,Ruth Bennett,0,0,0
60144,Moran s,Governor,prov,L,Ruth Bennett,0,0,0
60154,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60164,Moran s,Governor,prov,L,Ruth Bennett,0,0,0
60184,Moran s,Governor,prov,L,Ruth Bennett,0,0,0
60194,Moran s,Governor,prov,L,Ruth Bennett,0,0,0
60204,Moran s,Governor,prov,L,Ruth Bennett,0,0,0
60224,West Plains r,Governor,prov,L,Ruth Bennett,1,1,1
60234,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60244,West Plains r,Governor,prov,L,Ruth Bennett,0,0,0
60264,West Plains r,Governor,prov,L,Ruth Bennett,0,0,0
60274,Colbert s,Governor,prov,L,Ruth Bennett,1,1,1
60294,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60304,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60314,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60324,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60334,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60344,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60354,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60364,Whitworth s,Governor,prov,L,Ruth Bennett,1,1,1
60374,Whitworth s,Governor,prov,L,Ruth Bennett,1,1,1
60384,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
60394,Whitworth s,Governor,prov,L,Ruth Bennett,0,0,0
