"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Douglas","  Cemetery District #3 Commissioner #3","David G. Davis Jr.","","41","100","Cemetery"
"Douglas","  Cemetery District #3 Commissioner #3","WRITE-IN","","0","0","Cemetery"
"Douglas","  Sewer District #1 Sewer Commissioner #2","Steve Lacy","","1867","35.501","Water"
"Douglas","  Sewer District #1 Sewer Commissioner #2","Greg Peterson","","3376","64.1947","Water"
"Douglas","  Sewer District #1 Sewer Commissioner #2","WRITE-IN","","16","0.3042","Water"
"Ferry","  Referendum Measure No. 88","Approved","","743","31.2842","State Executive"
"Ferry","  Referendum Measure No. 88","Rejected","","1632","68.7158","State Executive"
"Ferry","  Initiative Measure No. 976","Yes","","1763","72.731","State Executive"
"Ferry","  Initiative Measure No. 976","No","","661","27.269","State Executive"
"Ferry","  Advisory Vote No. 20","Repealed","","1859","78.6379","State Executive"
"Ferry","  Advisory Vote No. 20","Maintained","","505","21.3621","State Executive"
"Ferry","  Advisory Vote No. 21","Repealed","","1786","75.2634","State Executive"
"Ferry","  Advisory Vote No. 21","Maintained","","587","24.7366","State Executive"
"Ferry","  Advisory Vote No. 22","Repealed","","1954","83.0782","State Executive"
"Ferry","  Advisory Vote No. 22","Maintained","","398","16.9218","State Executive"
"Ferry","  Advisory Vote No. 23","Repealed","","1185","49.9578","State Executive"
"Ferry","  Advisory Vote No. 23","Maintained","","1187","50.0422","State Executive"
"Ferry","  Advisory Vote No. 24","Repealed","","1925","82.4411","State Executive"
"Ferry","  Advisory Vote No. 24","Maintained","","410","17.5589","State Executive"
"Ferry","  Advisory Vote No. 25","Repealed","","1785","76.1194","State Executive"
"Ferry","  Advisory Vote No. 25","Maintained","","560","23.8806","State Executive"
"Ferry","  Advisory Vote No. 26","Repealed","","1841","78.5075","State Executive"
"Ferry","  Advisory Vote No. 26","Maintained","","504","21.4925","State Executive"
"Ferry","  Advisory Vote No. 27","Repealed","","1968","82.8283","State Executive"
"Ferry","  Advisory Vote No. 27","Maintained","","408","17.1717","State Executive"
"Ferry","  Advisory Vote No. 28","Repealed","","1529","64.8981","State Executive"
"Ferry","  Advisory Vote No. 28","Maintained","","827","35.1019","State Executive"
"Ferry","  Advisory Vote No. 29","Repealed","","1971","83.6587","State Executive"
"Ferry","  Advisory Vote No. 29","Maintained","","385","16.3413","State Executive"
"Ferry","  Advisory Vote No. 30","Repealed","","1741","74.3699","State Executive"
"Ferry","  Advisory Vote No. 30","Maintained","","600","25.6301","State Executive"
"Ferry","  Advisory Vote No. 31","Repealed","","1497","63.5939","State Executive"
"Ferry","  Advisory Vote No. 31","Maintained","","857","36.4061","State Executive"
"Ferry","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Approved","","1024","43.3531","State Executive"
"Ferry","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Rejected","","1338","56.6469","State Executive"
"Ferry","  Local Ferry County Sales Tax Criminal Justice and Public Safety","Yes","","1436","59.4371","County"
"Ferry","  Local Ferry County Sales Tax Criminal Justice and Public Safety","No","","980","40.5629","County"
"Ferry","  FERRY COUNTY HOSPITAL DISTRICT 1 HOSPITAL COMMISSIONER #1","Nancy Giddings","","1360","99.0532","Hospital"
"Ferry","  FERRY COUNTY HOSPITAL DISTRICT 1 HOSPITAL COMMISSIONER #1","WRITE-IN","","13","0.9468","Hospital"
"Ferry","  FERRY COUNTY HOSPITAL DISTRICT 1 HOSPITAL COMMISSIONER #4","David L. Iverson","","1167","97.169","Hospital"
"Ferry","  FERRY COUNTY HOSPITAL DISTRICT 1 HOSPITAL COMMISSIONER #4","WRITE-IN","","34","2.831","Hospital"
"Ferry","  SCHOOL DISTRICT 003 SCHOOL DIRECTOR #4","Karlene Katich","","57","89.0625","School"
"Ferry","  SCHOOL DISTRICT 003 SCHOOL DIRECTOR #4","WRITE-IN","","7","10.9375","School"
"Ferry","  SCHOOL DISTRICT 003 SCHOOL DIRECTOR #5","Pat Hayes","","49","85.9649","School"
"Ferry","  SCHOOL DISTRICT 003 SCHOOL DIRECTOR #5","WRITE-IN","","8","14.0351","School"
"Ferry","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #2","Daniale Harbick","","317","98.7539","School"
"Ferry","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #2","WRITE-IN","","4","1.2461","School"
"Ferry","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #4","Johnna Olson","","330","99.0991","School"
"Ferry","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #4","WRITE-IN","","3","0.9009","School"
"Ferry","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #5","Barbara Bradshaw ","","302","98.3713","School"
"Ferry","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #5","WRITE-IN","","5","1.6287","School"
"Ferry","  ORIENT SD 209 Director Position #2","Cindy Porter","","79","89.7727","School"
"Ferry","  ORIENT SD 209 Director Position #2","WRITE-IN","","9","10.2273","School"
"Ferry","  SCHOOL DISTRICT 070 SCHOOL DIRECTOR #2","Stefanie Hicks","","172","96.0894","School"
"Ferry","  SCHOOL DISTRICT 070 SCHOOL DIRECTOR #2","WRITE-IN","","7","3.9106","School"
"Ferry","  SCHOOL DISTRICT 070 SCHOOL DIRECTOR #3","Bessie Simpson","","164","95.9064","School"
"Ferry","  SCHOOL DISTRICT 070 SCHOOL DIRECTOR #3","WRITE-IN","","7","4.0936","School"
"Ferry","  SCHOOL DISTRICT 070 SCHOOL DIRECTOR #4","Stefanie Lelone","","169","96.5714","School"
"Ferry","  SCHOOL DISTRICT 070 SCHOOL DIRECTOR #4","WRITE-IN","","6","3.4286","School"
"Ferry","  SCHOOL DISTRICT 070 Local Inchelium School District No. 70 Replacement Educational Programs and Operation Levy","Levy Yes","","131","57.7093","School"
"Ferry","  SCHOOL DISTRICT 070 Local Inchelium School District No. 70 Replacement Educational Programs and Operation Levy","Levy No","","96","42.2907","School"
"Ferry","  KETTLE FALLS SD 212 Director District #1","Samantha Rosen","","219","99.5455","School"
"Ferry","  KETTLE FALLS SD 212 Director District #1","WRITE-IN","","1","0.4545","School"
"Ferry","  KETTLE FALLS SD 212 Director District #3","Matthew Langrehr","","215","99.537","School"
"Ferry","  KETTLE FALLS SD 212 Director District #3","WRITE-IN","","1","0.463","School"
"Ferry","  KETTLE FALLS SD 212 Director At-Large #4","Thomas (Chip) Johnson","","229","99.5652","School"
"Ferry","  KETTLE FALLS SD 212 Director At-Large #4","WRITE-IN","","1","0.4348","School"
"Ferry","  KETTLE FALLS SD 212 Director At-Large #5","Brett McKern","","219","98.6486","School"
"Ferry","  KETTLE FALLS SD 212 Director At-Large #5","WRITE-IN","","3","1.3514","School"
"Ferry","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #2","Neal Martin","","483","45.098","School"
"Ferry","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #2","Jack D Hamilton ","","574","53.5948","School"
"Ferry","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #2","WRITE-IN","","14","1.3072","School"
"Ferry","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #3","Amy Rooker","","844","97.4596","School"
"Ferry","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #3","WRITE-IN","","22","2.5404","School"
"Ferry","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR - AT LARGE #4","Randy Sage","","710","64.1953","School"
"Ferry","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR - AT LARGE #4","Cherie L. Exner","","392","35.443","School"
"Ferry","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR - AT LARGE #4","WRITE-IN","","4","0.3617","School"
"Ferry","  TOWN OF REPUBLIC Mayor","Elbert Koontz","","217","76.6784","City/Town"
"Ferry","  TOWN OF REPUBLIC Mayor","WRITE-IN","","14","4.947","City/Town"
"Ferry","  TOWN OF REPUBLIC Mayor","Write-in: Daniel Hay","","52","18.3746","City/Town"
"Ferry","  TOWN OF REPUBLIC Councilperson #1","Loni Simone","","242","97.9757","City/Town"
"Ferry","  TOWN OF REPUBLIC Councilperson #1","WRITE-IN","","5","2.0243","City/Town"
"Ferry","  TOWN OF REPUBLIC Councilperson #2","April Drennan","","150","53.3808","City/Town"
"Ferry","  TOWN OF REPUBLIC Councilperson #2","Aaron R Agent","","128","45.5516","City/Town"
"Ferry","  TOWN OF REPUBLIC Councilperson #2","WRITE-IN","","3","1.0676","City/Town"
"Ferry","  FIRE DISTRICT 03 FIRE COMMISSIONER #1","Shirly Nevin","","306","97.7636","Fire"
"Ferry","  FIRE DISTRICT 03 FIRE COMMISSIONER #1","WRITE-IN","","7","2.2364","Fire"
"Ferry","  FIRE DISTRICT 03 FIRE COMMISSIONER #2","Helen Sowards","","313","97.205","Fire"
"Ferry","  FIRE DISTRICT 03 FIRE COMMISSIONER #2","WRITE-IN","","9","2.795","Fire"
"Ferry","  FIRE DISTRICT 03 FIRE COMMISSIONER #3","Charlie Cole","","320","98.4615","Fire"
"Ferry","  FIRE DISTRICT 03 FIRE COMMISSIONER #3","WRITE-IN","","5","1.5385","Fire"
"Ferry","  FIRE DISTRICT 13 FIRE COMMISSIONER #2","John M. Friederichs","","698","99.4302","Fire"
"Ferry","  FIRE DISTRICT 13 FIRE COMMISSIONER #2","WRITE-IN","","4","0.5698","Fire"
"Ferry","  FIRE DISTRICT 13 FIRE COMMISSIONER #3","Jon R. Jensen","","700","99.5733","Fire"
"Ferry","  FIRE DISTRICT 13 FIRE COMMISSIONER #3","WRITE-IN","","3","0.4267","Fire"
"Ferry","  FIRE DISTRICT 14 FIRE COMMISSIONER #2","Steve Goss","","317","99.0625","Fire"
"Ferry","  FIRE DISTRICT 14 FIRE COMMISSIONER #2","WRITE-IN","","3","0.9375","Fire"
"Ferry","  PARKS AND REC DISTRICT #2 PARK &amp; RECREATION COMMISSIONER #3","Mary L. Masingale","","900","94.1423","Park and Recreation"
"Ferry","  PARKS AND REC DISTRICT #2 PARK &amp; RECREATION COMMISSIONER #3","WRITE-IN","","56","5.8577","Park and Recreation"
"Ferry","  CURLEW WATER-SEWER DISTRICT #1 WATER COMMISSIONER #1","Roberta (Bobbi) Gavin","","10","71.4286","Water"
"Ferry","  CURLEW WATER-SEWER DISTRICT #1 WATER COMMISSIONER #1","WRITE-IN","","2","14.2857","Water"
"Ferry","  CURLEW WATER-SEWER DISTRICT #1 WATER COMMISSIONER #1","Write-in: Glen Miller","","2","14.2857","Water"
"Franklin","  Referendum Measure No. 88","Approved","","3806","31.6323","State Executive"
"Franklin","  Referendum Measure No. 88","Rejected","","8226","68.3677","State Executive"
"Franklin","  Initiative Measure No. 976","Yes","","8781","72.2716","State Executive"
"Franklin","  Initiative Measure No. 976","No","","3369","27.7284","State Executive"
"Franklin","  Advisory Vote No. 20","Repealed","","9636","81.4195","State Executive"
"Franklin","  Advisory Vote No. 20","Maintained","","2199","18.5805","State Executive"
"Franklin","  Advisory Vote No. 21","Repealed","","8812","74.3315","State Executive"
"Franklin","  Advisory Vote No. 21","Maintained","","3043","25.6685","State Executive"
"Franklin","  Advisory Vote No. 22","Repealed","","9683","81.4862","State Executive"
"Franklin","  Advisory Vote No. 22","Maintained","","2200","18.5138","State Executive"
"Franklin","  Advisory Vote No. 23","Repealed","","5492","46.1513","State Executive"
"Franklin","  Advisory Vote No. 23","Maintained","","6408","53.8487","State Executive"
"Franklin","  Advisory Vote No. 24","Repealed","","9592","81.44","State Executive"
"Franklin","  Advisory Vote No. 24","Maintained","","2186","18.56","State Executive"
"Franklin","  Advisory Vote No. 25","Repealed","","9036","76.5309","State Executive"
"Franklin","  Advisory Vote No. 25","Maintained","","2771","23.4691","State Executive"
"Franklin","  Advisory Vote No. 26","Repealed","","8803","74.5701","State Executive"
"Franklin","  Advisory Vote No. 26","Maintained","","3002","25.4299","State Executive"
"Franklin","  Advisory Vote No. 27","Repealed","","9787","82.3059","State Executive"
"Franklin","  Advisory Vote No. 27","Maintained","","2104","17.6941","State Executive"
"Franklin","  Advisory Vote No. 28","Repealed","","7257","61.4844","State Executive"
"Franklin","  Advisory Vote No. 28","Maintained","","4546","38.5156","State Executive"
"Franklin","  Advisory Vote No. 29","Repealed","","9888","83.7327","State Executive"
"Franklin","  Advisory Vote No. 29","Maintained","","1921","16.2673","State Executive"
"Franklin","  Advisory Vote No. 30","Repealed","","8900","75.3152","State Executive"
"Franklin","  Advisory Vote No. 30","Maintained","","2917","24.6848","State Executive"
"Franklin","  Advisory Vote No. 31","Repealed","","7297","62.0282","State Executive"
"Franklin","  Advisory Vote No. 31","Maintained","","4467","37.9718","State Executive"
"Franklin","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Approved","","5534","46.6925","State Executive"
"Franklin","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Rejected","","6318","53.3075","State Executive"
"Franklin","  PORT OF KAHLOTUS Commissioner, District 1","Richard E Halverson","","95","100","Port"
"Franklin","  PORT OF KAHLOTUS Commissioner, District 1","WRITE-IN","","0","0","Port"
"Franklin","  PORT OF PASCO Commissioner, District 2","Jean Ryckman","","9191","99.073","Port"
"Franklin","  PORT OF PASCO Commissioner, District 2","WRITE-IN","","86","0.927","Port"
"Franklin","  KAHLOTUS SCHOOL DISTRICT NO. 56 Director, District 1, Position 1","Melanie Ayers","","85","98.8372","School"
"Franklin","  KAHLOTUS SCHOOL DISTRICT NO. 56 Director, District 1, Position 1","WRITE-IN","","1","1.1628","School"
"Franklin","  KAHLOTUS SCHOOL DISTRICT NO. 56 Director, At Large, Position 4","Arthur J. Roach","","87","100","School"
"Franklin","  KAHLOTUS SCHOOL DISTRICT NO. 56 Director, At Large, Position 4","WRITE-IN","","0","0","School"
"Franklin","  NORTH FRANKLIN SCHOOL DISTRICT NO. J-51 Director, District 1, Position 1","Patricia (Patti) Walker","","943","99.8941","School"
"Franklin","  NORTH FRANKLIN SCHOOL DISTRICT NO. J-51 Director, District 1, Position 1","WRITE-IN","","1","0.1059","School"
"Franklin","  NORTH FRANKLIN SCHOOL DISTRICT NO. J-51 Director, District 2, Position 2","Terry A Utecht","","923","99.676","School"
"Franklin","  NORTH FRANKLIN SCHOOL DISTRICT NO. J-51 Director, District 2, Position 2","WRITE-IN","","3","0.324","School"
"Franklin","  NORTH FRANKLIN SCHOOL DISTRICT NO. J-51 Director, District 5, Position 5","Jon Fox","","911","99.7809","School"
"Franklin","  NORTH FRANKLIN SCHOOL DISTRICT NO. J-51 Director, District 5, Position 5","WRITE-IN","","2","0.2191","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director District 2","Rob Simmons","","15","30","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director District 2","Sharon Schutte","","35","70","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director District 2","WRITE-IN","","0","0","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director Position 5 - at large","Roger R Durkee","","26","56.5217","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director Position 5 - at large","Miguel &quot;Mike&quot; Garza","","20","43.4783","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director Position 5 - at large","WRITE-IN","","0","0","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director District 4","Isauro (JR) Pruneda","","8","16.3265","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director District 4","Lindsy Mollotte Prows","","41","83.6735","School"
"Franklin","  SCHOOL DISTRICT 147 - OTHELLO Director District 4","WRITE-IN","","0","0","School"
"Franklin","  PASCO SCHOOL DISTRICT NO. 1 Director, At Large, Position 1","Donna Watts","","3713","37.562","School"
"Franklin","  PASCO SCHOOL DISTRICT NO. 1 Director, At Large, Position 1","Scott Lehrman","","6147","62.1851","School"
"Franklin","  PASCO SCHOOL DISTRICT NO. 1 Director, At Large, Position 1","WRITE-IN","","25","0.2529","School"
"Franklin","  PASCO SCHOOL DISTRICT NO. 1 Director, At Large, Position 2","Jesse Campos","","5902","61.4472","School"
"Franklin","  PASCO SCHOOL DISTRICT NO. 1 Director, At Large, Position 2","Steven Castellano","","3649","37.9906","School"
"Franklin","  PASCO SCHOOL DISTRICT NO. 1 Director, At Large, Position 2","WRITE-IN","","54","0.5622","School"
"Franklin","  STAR SCHOOL DISTRICT NO. 54 Director, At Large, Position 1","Reed Wiswall","","20","100","School"
"Franklin","  STAR SCHOOL DISTRICT NO. 54 Director, At Large, Position 1","WRITE-IN","","0","0","School"
"Franklin","  STAR SCHOOL DISTRICT NO. 54 Director, At Large, Position 2","L. Wade VanHollebeke ","","20","100","School"
"Franklin","  STAR SCHOOL DISTRICT NO. 54 Director, At Large, Position 2","WRITE-IN","","0","0","School"
"Franklin","  STAR SCHOOL DISTRICT NO. 54 Director, At Large, Position 3","Nicole Van Hollebeke","","20","100","School"
"Franklin","  STAR SCHOOL DISTRICT NO. 54 Director, At Large, Position 3","WRITE-IN","","0","0","School"
"Franklin","  SCHOOL DISTRICT 109 - WASHTUCNA Director Position 1","Vickie Boland","","0","0","School"
