county,precinct,office,district,party,race,votes,
Thurston,0308 LACEY 8,,,,Ballots,145,
Thurston,0309 LACEY 9,,,,Ballots,166,
Thurston,0310 LACEY 10,,,,Ballots,415,
Thurston,0311 LACEY 11,,,,Ballots,286,
Thurston,0312 LACEY 12,,,,Ballots,25,
Thurston,0313 LACEY 13,,,,Ballots,185,
Thurston,0314 LACEY 14,,,,Ballots,123,
Thurston,0315 LACEY 15,,,,Ballots,255,
Thurston,0316 LACEY 16,,,,Ballots,310,
Thurston,0317 LACEY 17,,,,Ballots,299,
Thurston,0318 LACEY 18,,,,Ballots,381,
Thurston,0319 LACEY 19,,,,Ballots,199,
Thurston,0320 LACEY 20,,,,Ballots,186,
Thurston,0321 LACEY 21,,,,Ballots,192,
Thurston,0322 LACEY 22,,,,Ballots,649,
Thurston,0323 LACEY 23,,,,Ballots,189,
Thurston,0324 LACEY 24,,,,Ballots,515,
Thurston,0325  LACEY,,,,Ballots,0,
Thurston,0326 LACEY 26,,,,Ballots,43,
Thurston,0327 LACEY 27,,,,Ballots,324,
Thurston,0328 LACEY 28,,,,Ballots,204,
Thurston,0329 LACEY 29,,,,Ballots,292,
Thurston,0330 LACEY 30,,,,Ballots,416,
Thurston,0331 LACEY 31,,,,Ballots,556,
Thurston,0332 LACEY 32,,,,Ballots,297,
Thurston,0333 LACEY 33,,,,Ballots,219,
Thurston,0334 LACEY 34,,,,Ballots,163,
Thurston,0335 LACEY 35,,,,Ballots,131,
Thurston,0336 LACEY 36,,,,Ballots,8,
Thurston,0337 LACEY 37,,,,Ballots,102,
Thurston,0338   LACEY,,,,Ballots,2,
Thurston,0401 TUMWATER 1,,,,Ballots,282,
Thurston,0402 TUMWATER 2,,,,Ballots,350,
Thurston,0403 TUMWATER 3,,,,Ballots,242,
Thurston,0404 TUMWATER 4,,,,Ballots,197,
Thurston,0405 TUMWATER 5,,,,Ballots,221,
Thurston,0406 TUMWATER 6,,,,Ballots,368,
Thurston,0407 TUMWATER 7,,,,Ballots,223,
Thurston,0408 TUMWATER 8,,,,Ballots,358,
Thurston,0409 TUMWATER 9,,,,Ballots,266,
Thurston,0410 TUMWATER 10,,,,Ballots,404,
Thurston,0411 TUMWATER 11,,,,Ballots,295,
Thurston,0412 TUMWATER 12,,,,Ballots,354,
Thurston,0413 TUMWATER 13,,,,Ballots,198,
Thurston,0414 TUMWATER 14,,,,Ballots,195,
Thurston,0415 TUMWATER 15,,,,Ballots,296,
Thurston,0416  TUMWATER,,,,Ballots,0,
Thurston,0417 TUMWATER 17,,,,Ballots,12,
Thurston,0418   TUMWATER,,,,Ballots,0,
Thurston,0419  TUMWATER,,,,Ballots,0,
Thurston,0420  TUMWATER,,,,Ballots,0,
Thurston,0421 TUMWATER 21,,,,Ballots,104,
Thurston,0422  TUMWATER,,,,Ballots,1,
Thurston,0423 TUMWATER 23,,,,Ballots,14,
Thurston,0501 TENINO 1,,,,Ballots,205,
Thurston,0502 TENINO 2,,,,Ballots,223,
Thurston,0601  RAINIER 1,,,,Ballots,231,
Thurston,0602  RAINIER 2,,,,Ballots,204,
Thurston,0701  YELM 1,,,,Ballots,424,
Thurston,0702  YELM 2,,,,Ballots,327,
Thurston,0801  BUCODA,,,,Ballots,141,
THURSTON WA,THURSTON WA,,,,Ballots,75194,
county,precinct,office,district,party,race,votes,
Thurston,0037   WILSON,Congress 3,3,D,Brian Baird,0,
Thurston,0038   DELTA,Congress 3,3,D,Brian Baird,5,
Thurston,0041   SIMMONS 8,Congress 3,3,D,Brian Baird,0,
Thurston,0044   STEAMBOAT  ISLAND,Congress 3,3,D,Brian Baird,181,
Thurston,0045   ROCKY   PRAIRIE,Congress 3,3,D,Brian Baird,120,
Thurston,0046   LAWRENCE  LAKE  NORTH,Congress 3,3,D,Brian Baird,168,
Thurston,0048   MICHIGAN  HILL,Congress 3,3,D,Brian Baird,111,
Thurston,0049   SCOTT  LAKE  SOUTH,Congress 3,3,D,Brian Baird,189,
Thurston,0050   SALMON  CREEK,Congress 3,3,D,Brian Baird,113,
Thurston,0051   SPURGEON  CREEK,Congress 3,3,D,Brian Baird,203,
Thurston,0052   JAMES,Congress 3,3,D,Brian Baird,170,
Thurston,0053   VAIL,Congress 3,3,D,Brian Baird,160,
Thurston,0054   ROCHESTER 5,Congress 3,3,D,Brian Baird,184,
Thurston,0055   ROCHESTER 4,Congress 3,3,D,Brian Baird,166,
Thurston,0060   SMITH   PRAIRIE,Congress 3,3,D,Brian Baird,139,
Thurston,0061   BELMORE,Congress 3,3,D,Brian Baird,312,
Thurston,0062   BLACK  RIVER,Congress 3,3,D,Brian Baird,202,
Thurston,0064   AIRPORT,Congress 3,3,D,Brian Baird,2,
Thurston,0067  DENNIS,Congress 3,3,D,Brian Baird,0,
Thurston,0068   SIMMONS,Congress 3,3,D,Brian Baird,8,
Thurston,0070   SIMMONS 4,Congress 3,3,D,Brian Baird,20,
Thurston,0072   SIMMONS 6,Congress 3,3,D,Brian Baird,0,
Thurston,0073   SULENES 2,Congress 3,3,D,Brian Baird,6,
Thurston,0077   ZENKNER  VALLEY,Congress 3,3,D,Brian Baird,29,
Thurston,0083   PRINE,Congress 3,3,D,Brian Baird,38,
Thurston,0084   TROSPER  LAKE,Congress 3,3,D,Brian Baird,23,
Thurston,0085   WILDFLOWER,Congress 3,3,D,Brian Baird,9,
Thurston,0086   GREENRIDGE,Congress 3,3,D,Brian Baird,153,
Thurston,0087   DRIFTWOOD,Congress 3,3,D,Brian Baird,70,
Thurston,0089   TILLEY,Congress 3,3,D,Brian Baird,229,
Thurston,0090   SWEET  BRIAR,Congress 3,3,D,Brian Baird,273,
Thurston,0094   FRYE  COVE,Congress 3,3,D,Brian Baird,266,
Thurston,0095   OYSTER  BAY,Congress 3,3,D,Brian Baird,244,
Thurston,0096   SUMMIT  LAKE,Congress 3,3,D,Brian Baird,198,
Thurston,0097   DELRIDGE,Congress 3,3,D,Brian Baird,130,
Thurston,0099   ALPINE,Congress 3,3,D,Brian Baird,355,
Thurston,0100   HEWITT  LAKE,Congress 3,3,D,Brian Baird,211,
Thurston,0108   KIRSOP,Congress 3,3,D,Brian Baird,133,
Thurston,0114   MCKINLEY,Congress 3,3,D,Brian Baird,47,
Thurston,0120   HAYS,Congress 3,3,D,Brian Baird,138,
Thurston,0121   INDIAN  SUMMER,Congress 3,3,D,Brian Baird,244,
Thurston,0122   CHAMBERS,Congress 3,3,D,Brian Baird,297,
Thurston,0123   FREEDOM,Congress 3,3,D,Brian Baird,279,
Thurston,0127   RUTH  PRAIRIE,Congress 3,3,D,Brian Baird,140,
Thurston,0129   COLLEGE,Congress 3,3,D,Brian Baird,75,
Thurston,0130   BALD  HILLS,Congress 3,3,D,Brian Baird,260,
Thurston,0131   HUNTER  POINT,Congress 3,3,D,Brian Baird,129,
Thurston,0132   GRIFFIN,Congress 3,3,D,Brian Baird,201,
Thurston,0133   SCHNEIDERS   PRAIRIE,Congress 3,3,D,Brian Baird,174,
Thurston,0134   COOPER  POINT,Congress 3,3,D,Brian Baird,211,
Thurston,0135   BUTLER  COVE,Congress 3,3,D,Brian Baird,209,
Thurston,0136   BROADWAY,Congress 3,3,D,Brian Baird,295,
Thurston,0137   SULENES 1,Congress 3,3,D,Brian Baird,8,
Thurston,0138   LAWRENCE  LAKE  SOUTH,Congress 3,3,D,Brian Baird,100,
Thurston,0139   PLAINVIEW,Congress 3,3,D,Brian Baird,252,
Thurston,0140   MUD  BAY,Congress 3,3,D,Brian Baird,184,
Thurston,0141   MCLANE,Congress 3,3,D,Brian Baird,173,
Thurston,0142   SIMMONS 1,Congress 3,3,D,Brian Baird,17,
Thurston,0143   BUSH,Congress 3,3,D,Brian Baird,56,
Thurston,0144   BLACK  LAKE,Congress 3,3,D,Brian Baird,236,
Thurston,0145   DELPHI,Congress 3,3,D,Brian Baird,176,
Thurston,0146   SOUTH  UNION,Congress 3,3,D,Brian Baird,312,
Thurston,0147   PLUMB,Congress 3,3,D,Brian Baird,267,
Thurston,0148   SCATTER  CREEK,Congress 3,3,D,Brian Baird,121,
Thurston,0149   MCINTOSH,Congress 3,3,D,Brian Baird,240,
Thurston,0150   VIOLET  PRAIRIE,Congress 3,3,D,Brian Baird,172,
Thurston,0151   LITTLEROCK,Congress 3,3,D,Brian Baird,240,
Thurston,0152   GATE,Congress 3,3,D,Brian Baird,149,
Thurston,0153   ROCHESTER 1,Congress 3,3,D,Brian Baird,127,
Thurston,0154   ROCHESTER 2,Congress 3,3,D,Brian Baird,107,
Thurston,0155   SCOTT  LAKE  NORTH,Congress 3,3,D,Brian Baird,108,
Thurston,0156   GRAND  MOUND,Congress 3,3,D,Brian Baird,101,
Thurston,0157   GIBSON  VALLEY,Congress 3,3,D,Brian Baird,40,
Thurston,0158   SKOOKUMCHUCK,Congress 3,3,D,Brian Baird,190,
Thurston,0161   WARDS,Congress 3,3,D,Brian Baird,102,
Thurston,0163   SMITH  LAKE,Congress 3,3,D,Brian Baird,213,
Thurston,0164   EVERGREEN  SHORES,Congress 3,3,D,Brian Baird,193,
Thurston,0165   SUNWOOD  LAKES,Congress 3,3,D,Brian Baird,174,
Thurston,0166   EATON  CREEK,Congress 3,3,D,Brian Baird,99,
Thurston,0170   ROCHESTER 3,Congress 3,3,D,Brian Baird,159,
Thurston,0171   WADDELL  CREEK,Congress 3,3,D,Brian Baird,173,
Thurston,0172   TYKLE  COVE,Congress 3,3,D,Brian Baird,244,
Thurston,0173   CAMELOT,Congress 3,3,D,Brian Baird,131,
Thurston,0174   FRENCH,Congress 3,3,D,Brian Baird,271,
Thurston,0175   SUNSET  BEACH,Congress 3,3,D,Brian Baird,287,
Thurston,0177   ISRAEL,Congress 3,3,D,Brian Baird,3,
Thurston,0180   STEDMAN,Congress 3,3,D,Brian Baird,177,
Thurston,0181   GLENWOOD,Congress 3,3,D,Brian Baird,60,
Thurston,0182   MUNN  LAKE,Congress 3,3,D,Brian Baird,289,
Thurston,0184   SCHELLER,Congress 3,3,D,Brian Baird,110,
Thurston,0186   WILDERNESS,Congress 3,3,D,Brian Baird,261,
Thurston,0190   LAKESIDE,Congress 3,3,D,Brian Baird,146,
Thurston,0191   GALLAGHER  COVE,Congress 3,3,D,Brian Baird,345,
Thurston,0192   EAST  OLYMPIA,Congress 3,3,D,Brian Baird,160,
Thurston,0198   HENNESS,Congress 3,3,D,Brian Baird,240,
Thurston,0199   BEAVER  CREEK,Congress 3,3,D,Brian Baird,196,
Thurston,0201 OLYMPIA 1,Congress 3,3,D,Brian Baird,247,
Thurston,0202 OLYMPIA 2,Congress 3,3,D,Brian Baird,215,
Thurston,0203 OLYMPIA 3,Congress 3,3,D,Brian Baird,217,
Thurston,0204 OLYMPIA 4,Congress 3,3,D,Brian Baird,293,
Thurston,0205 OLYMPIA 5,Congress 3,3,D,Brian Baird,142,
Thurston,0206 OLYMPIA 6,Congress 3,3,D,Brian Baird,220,
Thurston,0207 OLYMPIA 7,Congress 3,3,D,Brian Baird,139,
Thurston,0208 OLYMPIA 8,Congress 3,3,D,Brian Baird,243,
Thurston,0209 OLYMPIA 9,Congress 3,3,D,Brian Baird,332,
Thurston,0210 OLYMPIA 10,Congress 3,3,D,Brian Baird,316,
Thurston,0211 OLYMPIA 11,Congress 3,3,D,Brian Baird,261,
Thurston,0212 OLYMPIA 12,Congress 3,3,D,Brian Baird,271,
Thurston,0213 OLYMPIA 13,Congress 3,3,D,Brian Baird,244,
Thurston,0214 OLYMPIA 14,Congress 3,3,D,Brian Baird,231,
Thurston,0215 OLYMPIA 15,Congress 3,3,D,Brian Baird,207,
Thurston,0216 OLYMPIA 16,Congress 3,3,D,Brian Baird,49,
Thurston,0218 OLYMPIA 18,Congress 3,3,D,Brian Baird,275,
Thurston,0219 OLYMPIA 19,Congress 3,3,D,Brian Baird,209,
Thurston,0220 OLYMPIA 20,Congress 3,3,D,Brian Baird,144,
Thurston,0224 OLYMPIA 24,Congress 3,3,D,Brian Baird,249,
Thurston,0225 OLYMPIA 25,Congress 3,3,D,Brian Baird,186,
Thurston,0226 OLYMPIA 26,Congress 3,3,D,Brian Baird,245,
Thurston,0227 OLYMPIA 27,Congress 3,3,D,Brian Baird,83,
Thurston,0228 OLYMPIA 28,Congress 3,3,D,Brian Baird,252,
Thurston,0229 OLYMPIA 29,Congress 3,3,D,Brian Baird,266,
Thurston,0230 OLYMPIA 30,Congress 3,3,D,Brian Baird,237,
Thurston,0231 OLYMPIA 31,Congress 3,3,D,Brian Baird,167,
Thurston,0232 OLYMPIA 32,Congress 3,3,D,Brian Baird,263,
Thurston,0234 OLYMPIA 34,Congress 3,3,D,Brian Baird,57,
Thurston,0235 OLYMPIA 35,Congress 3,3,D,Brian Baird,256,
Thurston,0236 OLYMPIA 36,Congress 3,3,D,Brian Baird,119,
Thurston,0237 OLYMPIA 37,Congress 3,3,D,Brian Baird,176,
Thurston,0238 OLYMPIA 38,Congress 3,3,D,Brian Baird,64,
Thurston,0239 OLYMPIA 39,Congress 3,3,D,Brian Baird,234,
Thurston,0240 OLYMPIA 40,Congress 3,3,D,Brian Baird,210,
Thurston,0241 OLYMPIA 41,Congress 3,3,D,Brian Baird,303,
Thurston,0242 OLYMPIA 42,Congress 3,3,D,Brian Baird,179,
Thurston,0243 OLYMPIA 43,Congress 3,3,D,Brian Baird,295,
Thurston,0244 OLYMPIA 44,Congress 3,3,D,Brian Baird,166,
Thurston,0247 OLYMPIA 47,Congress 3,3,D,Brian Baird,287,
Thurston,0248 OLYMPIA 48,Congress 3,3,D,Brian Baird,256,
Thurston,0249 OLYMPIA 49,Congress 3,3,D,Brian Baird,292,
Thurston,0250 OLYMPIA 50,Congress 3,3,D,Brian Baird,195,
Thurston,0251 OLYMPIA 51,Congress 3,3,D,Brian Baird,226,
Thurston,0252 OLYMPIA 52,Congress 3,3,D,Brian Baird,161,
Thurston,0254 OLYMPIA 54,Congress 3,3,D,Brian Baird,188,
Thurston,0312 LACEY 12,Congress 3,3,D,Brian Baird,16,
Thurston,0322 LACEY 22,Congress 3,3,D,Brian Baird,415,
Thurston,0336 LACEY 36,Congress 3,3,D,Brian Baird,6,
Thurston,0337 LACEY 37,Congress 3,3,D,Brian Baird,71,
Thurston,0401 TUMWATER 1,Congress 3,3,D,Brian Baird,187,
Thurston,0402 TUMWATER 2,Congress 3,3,D,Brian Baird,245,
Thurston,0403 TUMWATER 3,Congress 3,3,D,Brian Baird,176,
Thurston,0404 TUMWATER 4,Congress 3,3,D,Brian Baird,121,
Thurston,0405 TUMWATER 5,Congress 3,3,D,Brian Baird,147,
Thurston,0406 TUMWATER 6,Congress 3,3,D,Brian Baird,233,
Thurston,0407 TUMWATER 7,Congress 3,3,D,Brian Baird,139,
Thurston,0408 TUMWATER 8,Congress 3,3,D,Brian Baird,261,
Thurston,0409 TUMWATER 9,Congress 3,3,D,Brian Baird,178,
Thurston,0410 TUMWATER 10,Congress 3,3,D,Brian Baird,254,
Thurston,0411 TUMWATER 11,Congress 3,3,D,Brian Baird,191,
Thurston,0412 TUMWATER 12,Congress 3,3,D,Brian Baird,263,
Thurston,0413 TUMWATER 13,Congress 3,3,D,Brian Baird,140,
Thurston,0414 TUMWATER 14,Congress 3,3,D,Brian Baird,146,
Thurston,0415 TUMWATER 15,Congress 3,3,D,Brian Baird,195,
Thurston,0416  TUMWATER,Congress 3,3,D,Brian Baird,0,
Thurston,0417 TUMWATER 17,Congress 3,3,D,Brian Baird,7,
Thurston,0418   TUMWATER,Congress 3,3,D,Brian Baird,0,
Thurston,0419  TUMWATER,Congress 3,3,D,Brian Baird,0,
Thurston,0420  TUMWATER,Congress 3,3,D,Brian Baird,0,
Thurston,0421 TUMWATER 21,Congress 3,3,D,Brian Baird,69,
Thurston,0423 TUMWATER 23,Congress 3,3,D,Brian Baird,6,
Thurston,0501 TENINO 1,Congress 3,3,D,Brian Baird,145,
Thurston,0502 TENINO 2,Congress 3,3,D,Brian Baird,142,
Thurston,0801  BUCODA,Congress 3,3,D,Brian Baird,96,
Thurston,0993  Suppressed,Congress 3,3,D,Brian Baird,13,
THURSTON WA,THURSTON WA,Congress 3,3,D,Brian Baird,28657,
Thurston,0037   WILSON,Congress 3,3,R,Joseph Zarelli,0,
Thurston,0038   DELTA,Congress 3,3,R,Joseph Zarelli,1,
Thurston,0041   SIMMONS 8,Congress 3,3,R,Joseph Zarelli,0,
Thurston,0044   STEAMBOAT  ISLAND,Congress 3,3,R,Joseph Zarelli,67,
Thurston,0045   ROCKY   PRAIRIE,Congress 3,3,R,Joseph Zarelli,106,
Thurston,0046   LAWRENCE  LAKE  NORTH,Congress 3,3,R,Joseph Zarelli,110,
Thurston,0048   MICHIGAN  HILL,Congress 3,3,R,Joseph Zarelli,80,
Thurston,0049   SCOTT  LAKE  SOUTH,Congress 3,3,R,Joseph Zarelli,90,
Thurston,0050   SALMON  CREEK,Congress 3,3,R,Joseph Zarelli,52,
Thurston,0051   SPURGEON  CREEK,Congress 3,3,R,Joseph Zarelli,159,
Thurston,0052   JAMES,Congress 3,3,R,Joseph Zarelli,106,
Thurston,0053   VAIL,Congress 3,3,R,Joseph Zarelli,134,
Thurston,0054   ROCHESTER 5,Congress 3,3,R,Joseph Zarelli,137,
Thurston,0055   ROCHESTER 4,Congress 3,3,R,Joseph Zarelli,112,
Thurston,0060   SMITH   PRAIRIE,Congress 3,3,R,Joseph Zarelli,122,
Thurston,0061   BELMORE,Congress 3,3,R,Joseph Zarelli,166,
Thurston,0062   BLACK  RIVER,Congress 3,3,R,Joseph Zarelli,123,
Thurston,0064   AIRPORT,Congress 3,3,R,Joseph Zarelli,6,
Thurston,0067  DENNIS,Congress 3,3,R,Joseph Zarelli,0,
Thurston,0068   SIMMONS,Congress 3,3,R,Joseph Zarelli,11,
Thurston,0070   SIMMONS 4,Congress 3,3,R,Joseph Zarelli,7,
Thurston,0072   SIMMONS 6,Congress 3,3,R,Joseph Zarelli,0,
Thurston,0073   SULENES 2,Congress 3,3,R,Joseph Zarelli,5,
Thurston,0077   ZENKNER  VALLEY,Congress 3,3,R,Joseph Zarelli,37,
Thurston,0083   PRINE,Congress 3,3,R,Joseph Zarelli,31,
Thurston,0084   TROSPER  LAKE,Congress 3,3,R,Joseph Zarelli,18,
Thurston,0085   WILDFLOWER,Congress 3,3,R,Joseph Zarelli,3,
Thurston,0086   GREENRIDGE,Congress 3,3,R,Joseph Zarelli,64,
Thurston,0087   DRIFTWOOD,Congress 3,3,R,Joseph Zarelli,3,
Thurston,0089   TILLEY,Congress 3,3,R,Joseph Zarelli,148,
Thurston,0090   SWEET  BRIAR,Congress 3,3,R,Joseph Zarelli,126,
Thurston,0094   FRYE  COVE,Congress 3,3,R,Joseph Zarelli,106,
Thurston,0095   OYSTER  BAY,Congress 3,3,R,Joseph Zarelli,109,
Thurston,0096   SUMMIT  LAKE,Congress 3,3,R,Joseph Zarelli,97,
Thurston,0097   DELRIDGE,Congress 3,3,R,Joseph Zarelli,81,
Thurston,0099   ALPINE,Congress 3,3,R,Joseph Zarelli,196,
Thurston,0100   HEWITT  LAKE,Congress 3,3,R,Joseph Zarelli,65,
Thurston,0108   KIRSOP,Congress 3,3,R,Joseph Zarelli,62,
Thurston,0114   MCKINLEY,Congress 3,3,R,Joseph Zarelli,17,
Thurston,0120   HAYS,Congress 3,3,R,Joseph Zarelli,78,
Thurston,0121   INDIAN  SUMMER,Congress 3,3,R,Joseph Zarelli,223,
Thurston,0122   CHAMBERS,Congress 3,3,R,Joseph Zarelli,181,
Thurston,0123   FREEDOM,Congress 3,3,R,Joseph Zarelli,167,
Thurston,0127   RUTH  PRAIRIE,Congress 3,3,R,Joseph Zarelli,100,
Thurston,0129   COLLEGE,Congress 3,3,R,Joseph Zarelli,7,
Thurston,0130   BALD  HILLS,Congress 3,3,R,Joseph Zarelli,227,
Thurston,0131   HUNTER  POINT,Congress 3,3,R,Joseph Zarelli,58,
Thurston,0132   GRIFFIN,Congress 3,3,R,Joseph Zarelli,88,
Thurston,0133   SCHNEIDERS   PRAIRIE,Congress 3,3,R,Joseph Zarelli,81,
Thurston,0134   COOPER  POINT,Congress 3,3,R,Joseph Zarelli,136,
Thurston,0135   BUTLER  COVE,Congress 3,3,R,Joseph Zarelli,104,
Thurston,0136   BROADWAY,Congress 3,3,R,Joseph Zarelli,119,
Thurston,0137   SULENES 1,Congress 3,3,R,Joseph Zarelli,3,
Thurston,0138   LAWRENCE  LAKE  SOUTH,Congress 3,3,R,Joseph Zarelli,78,
Thurston,0139   PLAINVIEW,Congress 3,3,R,Joseph Zarelli,108,
Thurston,0140   MUD  BAY,Congress 3,3,R,Joseph Zarelli,86,
Thurston,0141   MCLANE,Congress 3,3,R,Joseph Zarelli,69,
Thurston,0142   SIMMONS 1,Congress 3,3,R,Joseph Zarelli,14,
Thurston,0143   BUSH,Congress 3,3,R,Joseph Zarelli,25,
Thurston,0144   BLACK  LAKE,Congress 3,3,R,Joseph Zarelli,129,
Thurston,0145   DELPHI,Congress 3,3,R,Joseph Zarelli,126,
Thurston,0146   SOUTH  UNION,Congress 3,3,R,Joseph Zarelli,179,
Thurston,0147   PLUMB,Congress 3,3,R,Joseph Zarelli,147,
Thurston,0148   SCATTER  CREEK,Congress 3,3,R,Joseph Zarelli,58,
Thurston,0149   MCINTOSH,Congress 3,3,R,Joseph Zarelli,127,
Thurston,0150   VIOLET  PRAIRIE,Congress 3,3,R,Joseph Zarelli,151,
Thurston,0151   LITTLEROCK,Congress 3,3,R,Joseph Zarelli,140,
Thurston,0152   GATE,Congress 3,3,R,Joseph Zarelli,116,
Thurston,0153   ROCHESTER 1,Congress 3,3,R,Joseph Zarelli,98,
Thurston,0154   ROCHESTER 2,Congress 3,3,R,Joseph Zarelli,95,
Thurston,0155   SCOTT  LAKE  NORTH,Congress 3,3,R,Joseph Zarelli,70,
Thurston,0156   GRAND  MOUND,Congress 3,3,R,Joseph Zarelli,77,
Thurston,0157   GIBSON  VALLEY,Congress 3,3,R,Joseph Zarelli,30,
Thurston,0158   SKOOKUMCHUCK,Congress 3,3,R,Joseph Zarelli,114,
Thurston,0161   WARDS,Congress 3,3,R,Joseph Zarelli,48,
Thurston,0163   SMITH  LAKE,Congress 3,3,R,Joseph Zarelli,105,
Thurston,0164   EVERGREEN  SHORES,Congress 3,3,R,Joseph Zarelli,78,
Thurston,0165   SUNWOOD  LAKES,Congress 3,3,R,Joseph Zarelli,139,
Thurston,0166   EATON  CREEK,Congress 3,3,R,Joseph Zarelli,91,
Thurston,0170   ROCHESTER 3,Congress 3,3,R,Joseph Zarelli,117,
Thurston,0171   WADDELL  CREEK,Congress 3,3,R,Joseph Zarelli,98,
Thurston,0172   TYKLE  COVE,Congress 3,3,R,Joseph Zarelli,126,
Thurston,0173   CAMELOT,Congress 3,3,R,Joseph Zarelli,65,
Thurston,0174   FRENCH,Congress 3,3,R,Joseph Zarelli,102,
Thurston,0175   SUNSET  BEACH,Congress 3,3,R,Joseph Zarelli,111,
Thurston,0177   ISRAEL,Congress 3,3,R,Joseph Zarelli,4,
Thurston,0180   STEDMAN,Congress 3,3,R,Joseph Zarelli,103,
Thurston,0181   GLENWOOD,Congress 3,3,R,Joseph Zarelli,24,
Thurston,0182   MUNN  LAKE,Congress 3,3,R,Joseph Zarelli,165,
Thurston,0184   SCHELLER,Congress 3,3,R,Joseph Zarelli,74,
Thurston,0186   WILDERNESS,Congress 3,3,R,Joseph Zarelli,146,
Thurston,0190   LAKESIDE,Congress 3,3,R,Joseph Zarelli,65,
Thurston,0191   GALLAGHER  COVE,Congress 3,3,R,Joseph Zarelli,150,
Thurston,0192   EAST  OLYMPIA,Congress 3,3,R,Joseph Zarelli,68,
Thurston,0198   HENNESS,Congress 3,3,R,Joseph Zarelli,196,
Thurston,0199   BEAVER  CREEK,Congress 3,3,R,Joseph Zarelli,150,
Thurston,0201 OLYMPIA 1,Congress 3,3,R,Joseph Zarelli,51,
Thurston,0202 OLYMPIA 2,Congress 3,3,R,Joseph Zarelli,55,
Thurston,0203 OLYMPIA 3,Congress 3,3,R,Joseph Zarelli,78,
Thurston,0204 OLYMPIA 4,Congress 3,3,R,Joseph Zarelli,76,
Thurston,0205 OLYMPIA 5,Congress 3,3,R,Joseph Zarelli,35,
Thurston,0206 OLYMPIA 6,Congress 3,3,R,Joseph Zarelli,82,
Thurston,0207 OLYMPIA 7,Congress 3,3,R,Joseph Zarelli,44,
Thurston,0208 OLYMPIA 8,Congress 3,3,R,Joseph Zarelli,105,
Thurston,0209 OLYMPIA 9,Congress 3,3,R,Joseph Zarelli,144,
Thurston,0210 OLYMPIA 10,Congress 3,3,R,Joseph Zarelli,46,
Thurston,0211 OLYMPIA 11,Congress 3,3,R,Joseph Zarelli,46,
Thurston,0212 OLYMPIA 12,Congress 3,3,R,Joseph Zarelli,122,
Thurston,0213 OLYMPIA 13,Congress 3,3,R,Joseph Zarelli,56,
Thurston,0214 OLYMPIA 14,Congress 3,3,R,Joseph Zarelli,65,
Thurston,0215 OLYMPIA 15,Congress 3,3,R,Joseph Zarelli,32,
Thurston,0216 OLYMPIA 16,Congress 3,3,R,Joseph Zarelli,6,
Thurston,0218 OLYMPIA 18,Congress 3,3,R,Joseph Zarelli,44,
Thurston,0219 OLYMPIA 19,Congress 3,3,R,Joseph Zarelli,106,
Thurston,0220 OLYMPIA 20,Congress 3,3,R,Joseph Zarelli,32,
Thurston,0224 OLYMPIA 24,Congress 3,3,R,Joseph Zarelli,65,
Thurston,0225 OLYMPIA 25,Congress 3,3,R,Joseph Zarelli,62,
Thurston,0226 OLYMPIA 26,Congress 3,3,R,Joseph Zarelli,49,
Thurston,0227 OLYMPIA 27,Congress 3,3,R,Joseph Zarelli,39,
Thurston,0228 OLYMPIA 28,Congress 3,3,R,Joseph Zarelli,69,
Thurston,0229 OLYMPIA 29,Congress 3,3,R,Joseph Zarelli,142,
Thurston,0230 OLYMPIA 30,Congress 3,3,R,Joseph Zarelli,49,
Thurston,0231 OLYMPIA 31,Congress 3,3,R,Joseph Zarelli,80,
Thurston,0232 OLYMPIA 32,Congress 3,3,R,Joseph Zarelli,143,
Thurston,0234 OLYMPIA 34,Congress 3,3,R,Joseph Zarelli,29,
Thurston,0235 OLYMPIA 35,Congress 3,3,R,Joseph Zarelli,115,
Thurston,0236 OLYMPIA 36,Congress 3,3,R,Joseph Zarelli,26,
Thurston,0237 OLYMPIA 37,Congress 3,3,R,Joseph Zarelli,89,
Thurston,0238 OLYMPIA 38,Congress 3,3,R,Joseph Zarelli,17,
Thurston,0239 OLYMPIA 39,Congress 3,3,R,Joseph Zarelli,110,
Thurston,0240 OLYMPIA 40,Congress 3,3,R,Joseph Zarelli,85,
Thurston,0241 OLYMPIA 41,Congress 3,3,R,Joseph Zarelli,62,
Thurston,0242 OLYMPIA 42,Congress 3,3,R,Joseph Zarelli,52,
Thurston,0243 OLYMPIA 43,Congress 3,3,R,Joseph Zarelli,73,
Thurston,0244 OLYMPIA 44,Congress 3,3,R,Joseph Zarelli,10,
Thurston,0247 OLYMPIA 47,Congress 3,3,R,Joseph Zarelli,72,
Thurston,0248 OLYMPIA 48,Congress 3,3,R,Joseph Zarelli,98,
Thurston,0249 OLYMPIA 49,Congress 3,3,R,Joseph Zarelli,40,
Thurston,0250 OLYMPIA 50,Congress 3,3,R,Joseph Zarelli,44,
Thurston,0251 OLYMPIA 51,Congress 3,3,R,Joseph Zarelli,109,
Thurston,0252 OLYMPIA 52,Congress 3,3,R,Joseph Zarelli,59,
Thurston,0254 OLYMPIA 54,Congress 3,3,R,Joseph Zarelli,26,
Thurston,0312 LACEY 12,Congress 3,3,R,Joseph Zarelli,6,
Thurston,0322 LACEY 22,Congress 3,3,R,Joseph Zarelli,205,
