county,precinct,office,district,party,race,votes,
Thurston,0076   HAWK  ACRES,,,,Registration,392,
Thurston,0077   ZENKNER  VALLEY,,,,Registration,106,
Thurston,0078   TRI  LAKES,,,,Registration,558,
Thurston,0079   UNIVERSITY  SOUTH,,,,Registration,406,
Thurston,0080   TOLMIE,,,,Registration,325,
Thurston,0081   MILITARY,,,,Registration,112,
Thurston,0082   GLEN  TERRA,,,,Registration,204,
Thurston,0083   PRINE,,,,Registration,164,
Thurston,0084   TROSPER  LAKE,,,,Registration,73,
Thurston,0085   WILDFLOWER,,,,Registration,27,
Thurston,0086   GREENRIDGE,,,,Registration,508,
Thurston,0087   DRIFTWOOD,,,,Registration,246,
Thurston,0088   WOODLAND,,,,Registration,416,
Thurston,0089   TILLEY,,,,Registration,756,
Thurston,0090   SWEET  BRIAR,,,,Registration,728,
Thurston,0091   DEERBRUSH,,,,Registration,863,
Thurston,0092   MUSHROOM  CORNER,,,,Registration,786,
Thurston,0093   TRAILBLAZER,,,,Registration,548,
Thurston,0094   FRYE  COVE,,,,Registration,593,
Thurston,0095   OYSTER  BAY,,,,Registration,568,
Thurston,0096   SUMMIT  LAKE,,,,Registration,522,
Thurston,0097   DELRIDGE,,,,Registration,316,
Thurston,0098   MARVIN,,,,Registration,723,
Thurston,0099   ALPINE,,,,Registration,871,
Thurston,0100   HEWITT  LAKE,,,,Registration,420,
Thurston,0101   ZANGLE,,,,Registration,496,
Thurston,0102   BOSTON  HARBOR,,,,Registration,548,
Thurston,0103   GULL  HARBOR,,,,Registration,402,
Thurston,0104   FRIENDLY  GROVE,,,,Registration,365,
Thurston,0105  SOUTH  BAY,,,,Registration,687,
Thurston,0106   PUGET,,,,Registration,537,
Thurston,0107   BIGELOW,,,,Registration,528,
Thurston,0108   KIRSOP,,,,Registration,379,
Thurston,0109   PLEASANT  GLADE,,,,Registration,394,
Thurston,0110   MONTGOMERY,,,,Registration,384,
Thurston,0111   NISQUALLY,,,,Registration,495,
Thurston,0112   ROOSEVELT,,,,Registration,663,
Thurston,0113   KINWOOD,,,,Registration,851,
Thurston,0114   MCKINLEY,,,,Registration,140,
Thurston,0115   FOREST,,,,Registration,633,
Thurston,0116   ST  CLAIR,,,,Registration,582,
Thurston,0117   HICKS,,,,Registration,96,
Thurston,0118   FLEETWOOD,,,,Registration,1028,
Thurston,0119   LYDIA  HAWK,,,,Registration,788,
Thurston,0120   HAYS,,,,Registration,350,
Thurston,0121   INDIAN  SUMMER,,,,Registration,656,
Thurston,0122   CHAMBERS,,,,Registration,841,
Thurston,0123   FREEDOM,,,,Registration,711,
Thurston,0124   FRISTOE,,,,Registration,557,
Thurston,0125   DESCHUTES,,,,Registration,611,
Thurston,0126   LONGMIRE,,,,Registration,534,
Thurston,0127   RUTH  PRAIRIE,,,,Registration,489,
Thurston,0128   WEIR  PRAIRIE,,,,Registration,715,
Thurston,0129   COLLEGE,,,,Registration,323,
Thurston,0130   BALD  HILLS,,,,Registration,1142,
Thurston,0131   HUNTER  POINT,,,,Registration,340,
Thurston,0132   GRIFFIN,,,,Registration,506,
Thurston,0133   SCHNEIDERS   PRAIRIE,,,,Registration,421,
Thurston,0134   COOPER  POINT,,,,Registration,520,
Thurston,0135   BUTLER  COVE,,,,Registration,530,
Thurston,0136   BROADWAY,,,,Registration,818,
Thurston,0137   SULENES 1,,,,Registration,9,
Thurston,0138   LAWRENCE  LAKE  SOUTH,,,,Registration,412,
Thurston,0139   PLAINVIEW,,,,Registration,673,
Thurston,0140   MUD  BAY,,,,Registration,484,
Thurston,0141   MCLANE,,,,Registration,419,
Thurston,0142   SIMMONS 1,,,,Registration,64,
Thurston,0143   BUSH,,,,Registration,208,
Thurston,0144   BLACK  LAKE,,,,Registration,645,
Thurston,0145   DELPHI,,,,Registration,498,
Thurston,0146   SOUTH  UNION,,,,Registration,880,
Thurston,0147   PLUMB,,,,Registration,788,
Thurston,0148   SCATTER  CREEK,,,,Registration,344,
Thurston,0149   MCINTOSH,,,,Registration,622,
Thurston,0150   VIOLET  PRAIRIE,,,,Registration,761,
Thurston,0151   LITTLEROCK,,,,Registration,697,
Thurston,0152   GATE,,,,Registration,556,
Thurston,0153   ROCHESTER 1,,,,Registration,527,
Thurston,0154   ROCHESTER 2,,,,Registration,419,
Thurston,0155   SCOTT  LAKE  NORTH,,,,Registration,321,
Thurston,0156   GRAND  MOUND,,,,Registration,408,
Thurston,0157   GIBSON  VALLEY,,,,Registration,132,
Thurston,0158   SKOOKUMCHUCK,,,,Registration,623,
Thurston,0159   MERIDIAN,,,,Registration,347,
Thurston,0160   JOHNSON  POINT,,,,Registration,574,
Thurston,0161   WARDS,,,,Registration,256,
Thurston,0162   THOMPSON,,,,Registration,578,
Thurston,0163   SMITH  LAKE,,,,Registration,578,
Thurston,0164   EVERGREEN  SHORES,,,,Registration,592,
Thurston,0165   SUNWOOD  LAKES,,,,Registration,636,
Thurston,0166   EATON  CREEK,,,,Registration,339,
Thurston,0167   HAWKS   RIDGE,,,,Registration,427,
Thurston,0168   HOLMES,,,,Registration,631,
Thurston,0169   MCALLISTER  CREEK,,,,Registration,672,
Thurston,0170   ROCHESTER 3,,,,Registration,593,
Thurston,0171   WADDELL  CREEK,,,,Registration,501,
Thurston,0172   TYKLE  COVE,,,,Registration,540,
Thurston,0173   CAMELOT,,,,Registration,348,
Thurston,0174   FRENCH,,,,Registration,576,
Thurston,0175   SUNSET  BEACH,,,,Registration,636,
Thurston,0176   HENDERSON,,,,Registration,638,
Thurston,0177   ISRAEL,,,,Registration,15,
Thurston,0178   PATTISON,,,,Registration,390,
Thurston,0179   FOUR  CORNERS,,,,Registration,910,
Thurston,0180   STEDMAN,,,,Registration,512,
Thurston,0181   GLENWOOD,,,,Registration,134,
Thurston,0182   MUNN  LAKE,,,,Registration,839,
Thurston,0183   BEACH  CREST,,,,Registration,475,
Thurston,0184   SCHELLER,,,,Registration,356,
Thurston,0185   FAIR  OAKS,,,,Registration,474,
Thurston,0186   WILDERNESS,,,,Registration,677,
Thurston,0187   MULLEN,,,,Registration,519,
Thurston,0188   HORIZON,,,,Registration,4,
Thurston,0189   SLEATER  KINNEY,,,,Registration,506,
Thurston,0190   LAKESIDE,,,,Registration,373,
Thurston,0191   GALLAGHER  COVE,,,,Registration,838,
Thurston,0192   EAST  OLYMPIA,,,,Registration,448,
Thurston,0193   BERRY  VALLEY,,,,Registration,563,
Thurston,0194   HARTWOOD,,,,Registration,650,
Thurston,0195   LIBBY,,,,Registration,492,
Thurston,0196   MEADOWS,,,,Registration,567,
Thurston,0197   SUMMERSET,,,,Registration,764,
Thurston,0198   HENNESS,,,,Registration,901,
Thurston,0199   BEAVER  CREEK,,,,Registration,619,
Thurston,0201 OLYMPIA 1,,,,Registration,555,
Thurston,0202 OLYMPIA 2,,,,Registration,810,
Thurston,0203 OLYMPIA 3,,,,Registration,495,
Thurston,0204 OLYMPIA 4,,,,Registration,835,
Thurston,0205 OLYMPIA 5,,,,Registration,402,
Thurston,0206 OLYMPIA 6,,,,Registration,583,
Thurston,0207 OLYMPIA 7,,,,Registration,490,
Thurston,0208 OLYMPIA 8,,,,Registration,539,
Thurston,0209 OLYMPIA 9,,,,Registration,782,
Thurston,0210 OLYMPIA 10,,,,Registration,556,
Thurston,0211 OLYMPIA 11,,,,Registration,492,
Thurston,0212 OLYMPIA 12,,,,Registration,912,
Thurston,0213 OLYMPIA 13,,,,Registration,502,
Thurston,0214 OLYMPIA 14,,,,Registration,525,
Thurston,0215 OLYMPIA 15,,,,Registration,510,
Thurston,0216 OLYMPIA 16,,,,Registration,91,
Thurston,0217 OLYMPIA 17,,,,Registration,455,
Thurston,0218 OLYMPIA 18,,,,Registration,611,
Thurston,0219 OLYMPIA 19,,,,Registration,683,
Thurston,0220 OLYMPIA 20,,,,Registration,403,
Thurston,0221 OLYMPIA 21,,,,Registration,860,
Thurston,0223 OLYMPIA 23,,,,Registration,917,
Thurston,0224 OLYMPIA 24,,,,Registration,484,
Thurston,0225 OLYMPIA 25,,,,Registration,396,
Thurston,0226 OLYMPIA 26,,,,Registration,511,
Thurston,0227 OLYMPIA 27,,,,Registration,280,
Thurston,0228 OLYMPIA 28,,,,Registration,645,
Thurston,0229 OLYMPIA 29,,,,Registration,609,
Thurston,0230 OLYMPIA 30,,,,Registration,505,
Thurston,0231 OLYMPIA 31,,,,Registration,399,
Thurston,0232 OLYMPIA 32,,,,Registration,833,
Thurston,0234 OLYMPIA 34,,,,Registration,218,
Thurston,0235 OLYMPIA 35,,,,Registration,548,
Thurston,0236 OLYMPIA 36,,,,Registration,354,
Thurston,0237 OLYMPIA 37,,,,Registration,451,
Thurston,0238 OLYMPIA 38,,,,Registration,214,
Thurston,0239 OLYMPIA 39,,,,Registration,510,
Thurston,0240 OLYMPIA 40,,,,Registration,426,
Thurston,0241 OLYMPIA 41,,,,Registration,546,
Thurston,0242 OLYMPIA 42,,,,Registration,352,
Thurston,0243 OLYMPIA 43,,,,Registration,616,
Thurston,0244 OLYMPIA 44,,,,Registration,333,
Thurston,0245 OLYMPIA 45,,,,Registration,522,
Thurston,0246 OLYMPIA 46,,,,Registration,1077,
Thurston,0247 OLYMPIA 47,,,,Registration,619,
Thurston,0248 OLYMPIA 48,,,,Registration,671,
Thurston,0249 OLYMPIA 49,,,,Registration,644,
Thurston,0250 OLYMPIA 50,,,,Registration,494,
Thurston,0251 OLYMPIA 51,,,,Registration,552,
Thurston,0252 OLYMPIA 52,,,,Registration,407,
Thurston,0253 OLYMPIA 53,,,,Registration,498,
Thurston,0254 OLYMPIA 54,,,,Registration,400,
Thurston,0301 LACEY 1,,,,Registration,319,
Thurston,0302 LACEY 2,,,,Registration,590,
Thurston,0303 LACEY 3,,,,Registration,675,
Thurston,0304 LACEY 4,,,,Registration,490,
Thurston,0305 LACEY 5,,,,Registration,377,
Thurston,0306 LACEY 6,,,,Registration,366,
Thurston,0307 LACEY 7,,,,Registration,682,
Thurston,0308 LACEY 8,,,,Registration,492,
Thurston,0309 LACEY 9,,,,Registration,351,
Thurston,0310 LACEY 10,,,,Registration,574,
Thurston,0311 LACEY 11,,,,Registration,402,
Thurston,0312 LACEY 12,,,,Registration,62,
Thurston,0313 LACEY 13,,,,Registration,357,
Thurston,0314 LACEY 14,,,,Registration,300,
Thurston,0315 LACEY 15,,,,Registration,501,
Thurston,0316 LACEY 16,,,,Registration,389,
Thurston,0317 LACEY 17,,,,Registration,526,
Thurston,0318 LACEY 18,,,,Registration,668,
Thurston,0319 LACEY 19,,,,Registration,410,
Thurston,0320 LACEY 20,,,,Registration,311,
Thurston,0321 LACEY 21,,,,Registration,333,
Thurston,0322 LACEY 22,,,,Registration,1274,
Thurston,0323 LACEY 23,,,,Registration,337,
Thurston,0324 LACEY 24,,,,Registration,"1,139",
Thurston,0325  LACEY,,,,Registration,0,
Thurston,0326 LACEY 26,,,,Registration,85,
Thurston,0327 LACEY 27,,,,Registration,671,
Thurston,0328 LACEY 28,,,,Registration,361,
Thurston,0329 LACEY 29,,,,Registration,670,
Thurston,0330 LACEY 30,,,,Registration,930,
Thurston,0331 LACEY 31,,,,Registration,1030,
Thurston,0332 LACEY 32,,,,Registration,751,
Thurston,0333 LACEY 33,,,,Registration,467,
Thurston,0334 LACEY 34,,,,Registration,353,
Thurston,0335 LACEY 35,,,,Registration,429,
Thurston,0336 LACEY 36,,,,Registration,26,
Thurston,0337 LACEY 37,,,,Registration,182,
Thurston,0338   LACEY,,,,Registration,3,
Thurston,0401 TUMWATER 1,,,,Registration,801,
Thurston,0402 TUMWATER 2,,,,Registration,539,
Thurston,0403 TUMWATER 3,,,,Registration,441,
Thurston,0404 TUMWATER 4,,,,Registration,490,
Thurston,0405 TUMWATER 5,,,,Registration,498,
Thurston,0406 TUMWATER 6,,,,Registration,595,
Thurston,0407 TUMWATER 7,,,,Registration,432,
Thurston,0408 TUMWATER 8,,,,Registration,615,
Thurston,0409 TUMWATER 9,,,,Registration,453,
Thurston,0410 TUMWATER 10,,,,Registration,605,
Thurston,0411 TUMWATER 11,,,,Registration,484,
Thurston,0412 TUMWATER 12,,,,Registration,569,
Thurston,0413 TUMWATER 13,,,,Registration,312,
Thurston,0414 TUMWATER 14,,,,Registration,332,
Thurston,0415 TUMWATER 15,,,,Registration,566,
Thurston,0416  TUMWATER,,,,Registration,0,
Thurston,0417 TUMWATER 17,,,,Registration,18,
Thurston,0418   TUMWATER,,,,Registration,0,
Thurston,0419  TUMWATER,,,,Registration,0,
Thurston,0420  TUMWATER,,,,Registration,0,
Thurston,0421 TUMWATER 21,,,,Registration,158,
Thurston,0422  TUMWATER,,,,Registration,2,
Thurston,0423 TUMWATER 23,,,,Registration,20,
Thurston,0501 TENINO 1,,,,Registration,388,
Thurston,0502 TENINO 2,,,,Registration,405,
Thurston,0601  RAINIER 1,,,,Registration,460,
Thurston,0602  RAINIER 2,,,,Registration,387,
Thurston,0701  YELM 1,,,,Registration,948,
Thurston,0702  YELM 2,,,,Registration,673,
Thurston,0801  BUCODA,,,,Registration,304,
THURSTON WA,THURSTON WA,,,,Registration,133582,
Thurston,0037   WILSON,,,,Ballots,5,
Thurston,0038   DELTA,,,,Ballots,6,
Thurston,0039   JONES  BEACH,,,,Ballots,190,
Thurston,0040   SIMMONS 7,,,,Ballots,2,
Thurston,0041   SIMMONS 8,,,,Ballots,0,
Thurston,0042   SIMMONS 9,,,,Ballots,3,
Thurston,0043   UNIVERSITY  NORTH,,,,Ballots,146,
Thurston,0044   STEAMBOAT  ISLAND,,,,Ballots,254,
Thurston,0045   ROCKY   PRAIRIE,,,,Ballots,248,
Thurston,0046   LAWRENCE  LAKE  NORTH,,,,Ballots,296,
Thurston,0047   WOODARD  CREEK,,,,Ballots,224,
Thurston,0048   MICHIGAN  HILL,,,,Ballots,201,
Thurston,0049   SCOTT  LAKE  SOUTH,,,,Ballots,290,
Thurston,0050   SALMON  CREEK,,,,Ballots,180,
Thurston,0051   SPURGEON  CREEK,,,,Ballots,378,
Thurston,0052   JAMES,,,,Ballots,306,
Thurston,0053   VAIL,,,,Ballots,327,
Thurston,0054   ROCHESTER 5,,,,Ballots,335,
Thurston,0055   ROCHESTER 4,,,,Ballots,289,
Thurston,0056   ALDERGLEN,,,,Ballots,195,
Thurston,0057   MEDICINE  CREEK,,,,Ballots,173,
Thurston,0058   SKOKOMISH,,,,Ballots,152,
Thurston,0059   PLEASANT  HILL,,,,Ballots,342,
Thurston,0060   SMITH   PRAIRIE,,,,Ballots,287,
Thurston,0061   BELMORE,,,,Ballots,506,
Thurston,0062   BLACK  RIVER,,,,Ballots,335,
Thurston,0063   AMES,,,,Ballots,303,
Thurston,0064   AIRPORT,,,,Ballots,9,
Thurston,0065   LUHR  BEACH,,,,Ballots,355,
Thurston,0066   FISH  TRAP,,,,Ballots,275,
Thurston,0067  DENNIS,,,,Ballots,0,
Thurston,0068   SIMMONS,,,,Ballots,4,
Thurston,0069   SIMMONS 3,,,,Ballots,22,
Thurston,0070   SIMMONS 4,,,,Ballots,27,
Thurston,0071   SIMMONS 5,,,,Ballots,1,
Thurston,0072   SIMMONS 6,,,,Ballots,0,
Thurston,0073   SULENES 2,,,,Ballots,11,
Thurston,0074   PINES,,,,Ballots,310,
Thurston,0075   LONG  LAKE,,,,Ballots,101,
Thurston,0076   HAWK  ACRES,,,,Ballots,256,
Thurston,0077   ZENKNER  VALLEY,,,,Ballots,67,
Thurston,0078   TRI  LAKES,,,,Ballots,274,
Thurston,0079   UNIVERSITY  SOUTH,,,,Ballots,197,
Thurston,0080   TOLMIE,,,,Ballots,149,
Thurston,0081   MILITARY,,,,Ballots,71,
Thurston,0082   GLEN  TERRA,,,,Ballots,114,
Thurston,0083   PRINE,,,,Ballots,78,
Thurston,0084   TROSPER  LAKE,,,,Ballots,43,
Thurston,0085   WILDFLOWER,,,,Ballots,15,
Thurston,0086   GREENRIDGE,,,,Ballots,235,
Thurston,0087   DRIFTWOOD,,,,Ballots,60,
Thurston,0088   WOODLAND,,,,Ballots,292,
Thurston,0089   TILLEY,,,,Ballots,406,
Thurston,0090   SWEET  BRIAR,,,,Ballots,419,
Thurston,0091   DEERBRUSH,,,,Ballots,459,
Thurston,0092   MUSHROOM  CORNER,,,,Ballots,340,
Thurston,0093   TRAILBLAZER,,,,Ballots,237,
Thurston,0094   FRYE  COVE,,,,Ballots,399,
Thurston,0095   OYSTER  BAY,,,,Ballots,369,
Thurston,0096   SUMMIT  LAKE,,,,Ballots,315,
Thurston,0097   DELRIDGE,,,,Ballots,223,
Thurston,0098   MARVIN,,,,Ballots,419,
Thurston,0099   ALPINE,,,,Ballots,579,
Thurston,0100   HEWITT  LAKE,,,,Ballots,294,
Thurston,0101   ZANGLE,,,,Ballots,354,
Thurston,0102   BOSTON  HARBOR,,,,Ballots,362,
Thurston,0103   GULL  HARBOR,,,,Ballots,298,
Thurston,0104   FRIENDLY  GROVE,,,,Ballots,228,
Thurston,0105  SOUTH  BAY,,,,Ballots,434,
Thurston,0106   PUGET,,,,Ballots,328,
Thurston,0107   BIGELOW,,,,Ballots,320,
Thurston,0108   KIRSOP,,,,Ballots,209,
Thurston,0109   PLEASANT  GLADE,,,,Ballots,255,
Thurston,0110   MONTGOMERY,,,,Ballots,160,
Thurston,0111   NISQUALLY,,,,Ballots,244,
Thurston,0112   ROOSEVELT,,,,Ballots,355,
Thurston,0113   KINWOOD,,,,Ballots,476,
Thurston,0114   MCKINLEY,,,,Ballots,64,
Thurston,0115   FOREST,,,,Ballots,432,
Thurston,0116   ST  CLAIR,,,,Ballots,336,
Thurston,0117   HICKS,,,,Ballots,62,
Thurston,0118   FLEETWOOD,,,,Ballots,536,
Thurston,0119   LYDIA  HAWK,,,,Ballots,374,
Thurston,0120   HAYS,,,,Ballots,228,
Thurston,0121   INDIAN  SUMMER,,,,Ballots,495,
Thurston,0122   CHAMBERS,,,,Ballots,520,
Thurston,0123   FREEDOM,,,,Ballots,476,
Thurston,0124   FRISTOE,,,,Ballots,252,
Thurston,0125   DESCHUTES,,,,Ballots,311,
Thurston,0126   LONGMIRE,,,,Ballots,219,
Thurston,0127   RUTH  PRAIRIE,,,,Ballots,259,
Thurston,0128   WEIR  PRAIRIE,,,,Ballots,423,
Thurston,0129   COLLEGE,,,,Ballots,90,
Thurston,0130   BALD  HILLS,,,,Ballots,544,
Thurston,0131   HUNTER  POINT,,,,Ballots,194,
Thurston,0132   GRIFFIN,,,,Ballots,308,
Thurston,0133   SCHNEIDERS   PRAIRIE,,,,Ballots,271,
Thurston,0134   COOPER  POINT,,,,Ballots,366,
Thurston,0135   BUTLER  COVE,,,,Ballots,331,
Thurston,0136   BROADWAY,,,,Ballots,430,
Thurston,0137   SULENES 1,,,,Ballots,11,
Thurston,0138   LAWRENCE  LAKE  SOUTH,,,,Ballots,201,
Thurston,0139   PLAINVIEW,,,,Ballots,382,
Thurston,0140   MUD  BAY,,,,Ballots,294,
Thurston,0141   MCLANE,,,,Ballots,258,
Thurston,0142   SIMMONS 1,,,,Ballots,33,
Thurston,0143   BUSH,,,,Ballots,88,
Thurston,0144   BLACK  LAKE,,,,Ballots,385,
Thurston,0145   DELPHI,,,,Ballots,319,
Thurston,0146   SOUTH  UNION,,,,Ballots,531,
Thurston,0147   PLUMB,,,,Ballots,453,
Thurston,0148   SCATTER  CREEK,,,,Ballots,190,
Thurston,0149   MCINTOSH,,,,Ballots,399,
Thurston,0150   VIOLET  PRAIRIE,,,,Ballots,341,
Thurston,0151   LITTLEROCK,,,,Ballots,409,
Thurston,0152   GATE,,,,Ballots,288,
Thurston,0153   ROCHESTER 1,,,,Ballots,238,
Thurston,0154   ROCHESTER 2,,,,Ballots,210,
Thurston,0155   SCOTT  LAKE  NORTH,,,,Ballots,186,
Thurston,0156   GRAND  MOUND,,,,Ballots,184,
Thurston,0157   GIBSON  VALLEY,,,,Ballots,79,
Thurston,0158   SKOOKUMCHUCK,,,,Ballots,334,
Thurston,0159   MERIDIAN,,,,Ballots,154,
Thurston,0160   JOHNSON  POINT,,,,Ballots,387,
Thurston,0161   WARDS,,,,Ballots,159,
Thurston,0162   THOMPSON,,,,Ballots,268,
Thurston,0163   SMITH  LAKE,,,,Ballots,333,
Thurston,0164   EVERGREEN  SHORES,,,,Ballots,277,
Thurston,0165   SUNWOOD  LAKES,,,,Ballots,336,
Thurston,0166   EATON  CREEK,,,,Ballots,203,
Thurston,0167   HAWKS   RIDGE,,,,Ballots,154,
Thurston,0168   HOLMES,,,,Ballots,382,
Thurston,0169   MCALLISTER  CREEK,,,,Ballots,255,
Thurston,0170   ROCHESTER 3,,,,Ballots,295,
Thurston,0171   WADDELL  CREEK,,,,Ballots,283,
Thurston,0172   TYKLE  COVE,,,,Ballots,392,
Thurston,0173   CAMELOT,,,,Ballots,208,
Thurston,0174   FRENCH,,,,Ballots,383,
Thurston,0175   SUNSET  BEACH,,,,Ballots,418,
Thurston,0176   HENDERSON,,,,Ballots,412,
Thurston,0177   ISRAEL,,,,Ballots,9,
Thurston,0178   PATTISON,,,,Ballots,193,
Thurston,0179   FOUR  CORNERS,,,,Ballots,518,
Thurston,0180   STEDMAN,,,,Ballots,294,
Thurston,0181   GLENWOOD,,,,Ballots,87,
Thurston,0182   MUNN  LAKE,,,,Ballots,484,
Thurston,0183   BEACH  CREST,,,,Ballots,282,
Thurston,0184   SCHELLER,,,,Ballots,191,
Thurston,0185   FAIR  OAKS,,,,Ballots,247,
Thurston,0186   WILDERNESS,,,,Ballots,430,
Thurston,0187   MULLEN,,,,Ballots,299,
Thurston,0188   HORIZON,,,,Ballots,2,
Thurston,0189   SLEATER  KINNEY,,,,Ballots,310,
Thurston,0190   LAKESIDE,,,,Ballots,221,
Thurston,0191   GALLAGHER  COVE,,,,Ballots,518,
Thurston,0192   EAST  OLYMPIA,,,,Ballots,248,
Thurston,0193   BERRY  VALLEY,,,,Ballots,263,
Thurston,0194   HARTWOOD,,,,Ballots,401,
Thurston,0195   LIBBY,,,,Ballots,335,
Thurston,0196   MEADOWS,,,,Ballots,280,
Thurston,0197   SUMMERSET,,,,Ballots,427,
Thurston,0198   HENNESS,,,,Ballots,468,
Thurston,0199   BEAVER  CREEK,,,,Ballots,366,
Thurston,0201 OLYMPIA 1,,,,Ballots,312,
Thurston,0202 OLYMPIA 2,,,,Ballots,283,
Thurston,0203 OLYMPIA 3,,,,Ballots,305,
Thurston,0204 OLYMPIA 4,,,,Ballots,393,
Thurston,0205 OLYMPIA 5,,,,Ballots,183,
Thurston,0206 OLYMPIA 6,,,,Ballots,315,
Thurston,0207 OLYMPIA 7,,,,Ballots,187,
Thurston,0208 OLYMPIA 8,,,,Ballots,368,
Thurston,0209 OLYMPIA 9,,,,Ballots,499,
Thurston,0210 OLYMPIA 10,,,,Ballots,382,
Thurston,0211 OLYMPIA 11,,,,Ballots,317,
Thurston,0212 OLYMPIA 12,,,,Ballots,411,
Thurston,0213 OLYMPIA 13,,,,Ballots,312,
Thurston,0214 OLYMPIA 14,,,,Ballots,305,
Thurston,0215 OLYMPIA 15,,,,Ballots,253,
Thurston,0216 OLYMPIA 16,,,,Ballots,56,
Thurston,0217 OLYMPIA 17,,,,Ballots,278,
Thurston,0218 OLYMPIA 18,,,,Ballots,328,
Thurston,0219 OLYMPIA 19,,,,Ballots,334,
Thurston,0220 OLYMPIA 20,,,,Ballots,188,
Thurston,0221 OLYMPIA 21,,,,Ballots,531,
Thurston,0223 OLYMPIA 23,,,,Ballots,502,
Thurston,0224 OLYMPIA 24,,,,Ballots,333,
Thurston,0225 OLYMPIA 25,,,,Ballots,257,
Thurston,0226 OLYMPIA 26,,,,Ballots,311,
Thurston,0227 OLYMPIA 27,,,,Ballots,131,
Thurston,0228 OLYMPIA 28,,,,Ballots,339,
Thurston,0229 OLYMPIA 29,,,,Ballots,425,
Thurston,0230 OLYMPIA 30,,,,Ballots,292,
Thurston,0231 OLYMPIA 31,,,,Ballots,261,
Thurston,0232 OLYMPIA 32,,,,Ballots,432,
Thurston,0234 OLYMPIA 34,,,,Ballots,93,
Thurston,0235 OLYMPIA 35,,,,Ballots,389,
Thurston,0236 OLYMPIA 36,,,,Ballots,1513,
Thurston,0237 OLYMPIA 37,,,,Ballots,283,
Thurston,0238 OLYMPIA 38,,,,Ballots,82,
Thurston,0239 OLYMPIA 39,,,,Ballots,361,
Thurston,0240 OLYMPIA 40,,,,Ballots,307,
Thurston,0241 OLYMPIA 41,,,,Ballots,373,
Thurston,0242 OLYMPIA 42,,,,Ballots,250,
Thurston,0243 OLYMPIA 43,,,,Ballots,387,
Thurston,0244 OLYMPIA 44,,,,Ballots,180,
Thurston,0245 OLYMPIA 45,,,,Ballots,195,
Thurston,0246 OLYMPIA 46,,,,Ballots,522,
Thurston,0247 OLYMPIA 47,,,,Ballots,376,
Thurston,0248 OLYMPIA 48,,,,Ballots,377,
Thurston,0249 OLYMPIA 49,,,,Ballots,351,
Thurston,0250 OLYMPIA 50,,,,Ballots,251,
Thurston,0251 OLYMPIA 51,,,,Ballots,359,
Thurston,0252 OLYMPIA 52,,,,Ballots,231,
Thurston,0253 OLYMPIA 53,,,,Ballots,263,
Thurston,0254 OLYMPIA 54,,,,Ballots,224,
Thurston,0301 LACEY 1,,,,Ballots,144,
Thurston,0302 LACEY 2,,,,Ballots,247,
Thurston,0303 LACEY 3,,,,Ballots,373,
Thurston,0304 LACEY 4,,,,Ballots,223,
Thurston,0305 LACEY 5,,,,Ballots,234,
Thurston,0306 LACEY 6,,,,Ballots,130,
Thurston,0307 LACEY 7,,,,Ballots,314,
