Number,Precinct Name,Office,District,Party,Candidate,Ballots,Poll,Absentee
Franklin,60,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,61,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,62,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,63,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,64,Rep 09-2,HD09-2,,writeins,3,3,0
Franklin,65,Rep 09-2,HD09-2,,writeins,0,0,0
Franklin,66,Rep 09-2,HD09-2,,writeins,1,1,0
Franklin,67,Rep 09-2,HD09-2,,writeins,1,1,0
Franklin,68,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,69,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,70,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,71,Rep 09-2,HD09-2,,writeins,0,0,
FRANKLIN WA,FRANKLIN WA,Rep 09-2,HD09-2,,writeins,7,7,0
Franklin,01 Pasco,Rep 16-1,HD16-1,D,Jody Clark,110,11,99
Franklin,02 Pasco,Rep 16-1,HD16-1,D,Jody Clark,71,5,66
Franklin,03 Pasco,Rep 16-1,HD16-1,D,Jody Clark,71,23,48
Franklin,04 Pasco,Rep 16-1,HD16-1,D,Jody Clark,79,20,59
Franklin,05 Pasco,Rep 16-1,HD16-1,D,Jody Clark,49,19,30
Franklin,06 Pasco,Rep 16-1,HD16-1,D,Jody Clark,75,9,66
Franklin,07 Pasco,Rep 16-1,HD16-1,D,Jody Clark,55,10,45
Franklin,08 Pasco,Rep 16-1,HD16-1,D,Jody Clark,50,50,
Franklin,09 Pasco,Rep 16-1,HD16-1,D,Jody Clark,32,32,
Franklin,10 Pasco,Rep 16-1,HD16-1,D,Jody Clark,91,30,61
Franklin,11 Pasco,Rep 16-1,HD16-1,D,Jody Clark,133,65,68
Franklin,12 Pasco,Rep 16-1,HD16-1,D,Jody Clark,136,67,69
Franklin,13 Pasco,Rep 16-1,HD16-1,D,Jody Clark,56,56,
Franklin,14 Pasco,Rep 16-1,HD16-1,D,Jody Clark,83,31,52
Franklin,15 Pasco,Rep 16-1,HD16-1,D,Jody Clark,59,59,
Franklin,16 Pasco,Rep 16-1,HD16-1,D,Jody Clark,31,31,
Franklin,17 Pasco,Rep 16-1,HD16-1,D,Jody Clark,50,50,
Franklin,18 Pasco,Rep 16-1,HD16-1,D,Jody Clark,18,18,
Franklin,19 Pasco,Rep 16-1,HD16-1,D,Jody Clark,38,38,
Franklin,20 Pasco,Rep 16-1,HD16-1,D,Jody Clark,36,36,
Franklin,21 Pasco,Rep 16-1,HD16-1,D,Jody Clark,29,29,
Franklin,22 Pasco,Rep 16-1,HD16-1,D,Jody Clark,46,46,
Franklin,23 Pasco,Rep 16-1,HD16-1,D,Jody Clark,98,45,53
Franklin,24 Pasco,Rep 16-1,HD16-1,D,Jody Clark,131,50,81
Franklin,25 Pasco,Rep 16-1,HD16-1,D,Jody Clark,29,29,
Franklin,26 Pasco,Rep 16-1,HD16-1,D,Jody Clark,13,13,
Franklin,27 Pasco,Rep 16-1,HD16-1,D,Jody Clark,22,22,
Franklin,28 Pasco,Rep 16-1,HD16-1,D,Jody Clark,24,24,
Franklin,29 Pasco,Rep 16-1,HD16-1,D,Jody Clark,54,10,44
Franklin,30 Pasco,Rep 16-1,HD16-1,D,Jody Clark,28,0,28
Franklin,31 Pasco,Rep 16-1,HD16-1,D,Jody Clark,111,10,101
Franklin,32 Pasco,Rep 16-1,HD16-1,D,Jody Clark,111,47,64
Franklin,33 Pasco,Rep 16-1,HD16-1,D,Jody Clark,74,35,39
Franklin,34,Rep 16-1,HD16-1,D,Jody Clark,0,0,
Franklin,35,Rep 16-1,HD16-1,D,Jody Clark,21,21,
Franklin,36,Rep 16-1,HD16-1,D,Jody Clark,36,36,
Franklin,37,Rep 16-1,HD16-1,D,Jody Clark,50,50,
Franklin,38,Rep 16-1,HD16-1,D,Jody Clark,6,2,4
Franklin,39,Rep 16-1,HD16-1,D,Jody Clark,19,5,14
Franklin,40,Rep 16-1,HD16-1,D,Jody Clark,40,22,18
Franklin,41,Rep 16-1,HD16-1,D,Jody Clark,81,31,50
Franklin,42,Rep 16-1,HD16-1,D,Jody Clark,55,17,38
Franklin,43,Rep 16-1,HD16-1,D,Jody Clark,40,14,26
Franklin,44,Rep 16-1,HD16-1,D,Jody Clark,23,23,
Franklin,45,Rep 16-1,HD16-1,D,Jody Clark,17,17,
Franklin,46,Rep 16-1,HD16-1,D,Jody Clark,33,33,
Franklin,47,Rep 16-1,HD16-1,D,Jody Clark,56,56,
Franklin,72,Rep 16-1,HD16-1,D,Jody Clark,15,15,
Franklin,73,Rep 16-1,HD16-1,D,Jody Clark,22,22,
FRANKLIN WA,FRANKLIN WA,Rep 16-1,HD16-1,D,Jody Clark,2607,1384,1223
Franklin,01 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,93,16,77
Franklin,02 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,35,5,30
Franklin,03 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,65,24,41
Franklin,04 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,70,36,34
Franklin,05 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,61,28,33
Franklin,06 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,80,11,69
Franklin,07 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,45,15,30
Franklin,08 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,115,115,
Franklin,09 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,38,38,
Franklin,10 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,140,50,90
Franklin,11 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,167,54,113
Franklin,12 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,143,57,86
Franklin,13 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,72,72,
Franklin,14 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,147,70,77
Franklin,15 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,70,70,
Franklin,16 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,26,26,
Franklin,17 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,78,78,
Franklin,18 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,61,61,
Franklin,19 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,69,69,
Franklin,20 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,46,46,
Franklin,21 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,55,55,
Franklin,22 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,93,93,
Franklin,23 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,217,77,140
Franklin,24 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,292,99,193
Franklin,25 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,63,63,
Franklin,26 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,95,95,
Franklin,27 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,70,70,
Franklin,28 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,68,68,
Franklin,29 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,159,28,131
Franklin,30 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,37,3,34
Franklin,31 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,237,28,209
Franklin,32 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,239,109,130
Franklin,33 Pasco,Rep 16-1,HD16-1,R,Dave Mastin,189,75,114
Franklin,34,Rep 16-1,HD16-1,R,Dave Mastin,12,12,
Franklin,35,Rep 16-1,HD16-1,R,Dave Mastin,46,46,
Franklin,36,Rep 16-1,HD16-1,R,Dave Mastin,114,114,
Franklin,37,Rep 16-1,HD16-1,R,Dave Mastin,133,133,
Franklin,38,Rep 16-1,HD16-1,R,Dave Mastin,40,9,31
Franklin,39,Rep 16-1,HD16-1,R,Dave Mastin,65,23,42
Franklin,40,Rep 16-1,HD16-1,R,Dave Mastin,128,46,82
Franklin,41,Rep 16-1,HD16-1,R,Dave Mastin,177,87,90
Franklin,42,Rep 16-1,HD16-1,R,Dave Mastin,145,59,86
Franklin,43,Rep 16-1,HD16-1,R,Dave Mastin,65,18,47
Franklin,44,Rep 16-1,HD16-1,R,Dave Mastin,91,91,
Franklin,45,Rep 16-1,HD16-1,R,Dave Mastin,76,76,
Franklin,46,Rep 16-1,HD16-1,R,Dave Mastin,101,101,
Franklin,47,Rep 16-1,HD16-1,R,Dave Mastin,114,114,
Franklin,72,Rep 16-1,HD16-1,R,Dave Mastin,71,71,
Franklin,73,Rep 16-1,HD16-1,R,Dave Mastin,99,99,
FRANKLIN WA,FRANKLIN WA,Rep 16-1,HD16-1,R,Dave Mastin,4912,2903,2009
Franklin,01 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,02 Pasco,Rep 16-1,HD16-1,,writeins,2,0,2
Franklin,03 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,04 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,05 Pasco,Rep 16-1,HD16-1,,writeins,1,1,0
Franklin,06 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,07 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,08 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,09 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,10 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,11 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,12 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,13 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,14 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,15 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,16 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,17 Pasco,Rep 16-1,HD16-1,,writeins,1,1,
Franklin,18 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,19 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,20 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,21 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,22 Pasco,Rep 16-1,HD16-1,,writeins,1,1,
Franklin,23 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,24 Pasco,Rep 16-1,HD16-1,,writeins,3,2,1
Franklin,25 Pasco,Rep 16-1,HD16-1,,writeins,1,1,
Franklin,26 Pasco,Rep 16-1,HD16-1,,writeins,3,3,
Franklin,27 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,28 Pasco,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,29 Pasco,Rep 16-1,HD16-1,,writeins,2,0,2
Franklin,30 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,31 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,32 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,33 Pasco,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,34,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,35,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,36,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,37,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,38,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,39,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,40,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,41,Rep 16-1,HD16-1,,writeins,1,1,0
Franklin,42,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,43,Rep 16-1,HD16-1,,writeins,0,0,0
Franklin,44,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,45,Rep 16-1,HD16-1,,writeins,1,1,
Franklin,46,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,47,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,72,Rep 16-1,HD16-1,,writeins,0,0,
Franklin,73,Rep 16-1,HD16-1,,writeins,1,1,
FRANKLIN WA,FRANKLIN WA,Rep 16-1,HD16-1,,writeins,17,12,5
Franklin,01 Pasco,Rep 16-2,HD16-2,D,Bill Grant,175,22,153
Franklin,02 Pasco,Rep 16-2,HD16-2,D,Bill Grant,92,7,85
Franklin,03 Pasco,Rep 16-2,HD16-2,D,Bill Grant,115,36,79
Franklin,04 Pasco,Rep 16-2,HD16-2,D,Bill Grant,121,43,78
Franklin,05 Pasco,Rep 16-2,HD16-2,D,Bill Grant,91,37,54
Franklin,06 Pasco,Rep 16-2,HD16-2,D,Bill Grant,131,18,113
Franklin,07 Pasco,Rep 16-2,HD16-2,D,Bill Grant,85,21,64
Franklin,08 Pasco,Rep 16-2,HD16-2,D,Bill Grant,120,120,
Franklin,09 Pasco,Rep 16-2,HD16-2,D,Bill Grant,53,53,
Franklin,10 Pasco,Rep 16-2,HD16-2,D,Bill Grant,188,64,124
Franklin,11 Pasco,Rep 16-2,HD16-2,D,Bill Grant,241,96,145
Franklin,12 Pasco,Rep 16-2,HD16-2,D,Bill Grant,229,97,132
Franklin,13 Pasco,Rep 16-2,HD16-2,D,Bill Grant,100,100,
Franklin,14 Pasco,Rep 16-2,HD16-2,D,Bill Grant,169,67,102
Franklin,15 Pasco,Rep 16-2,HD16-2,D,Bill Grant,105,105,
Franklin,16 Pasco,Rep 16-2,HD16-2,D,Bill Grant,41,41,
Franklin,17 Pasco,Rep 16-2,HD16-2,D,Bill Grant,101,101,
Franklin,18 Pasco,Rep 16-2,HD16-2,D,Bill Grant,54,54,
Franklin,19 Pasco,Rep 16-2,HD16-2,D,Bill Grant,96,96,
Franklin,20 Pasco,Rep 16-2,HD16-2,D,Bill Grant,70,70,
Franklin,21 Pasco,Rep 16-2,HD16-2,D,Bill Grant,68,68,
Franklin,22 Pasco,Rep 16-2,HD16-2,D,Bill Grant,95,95,
Franklin,23 Pasco,Rep 16-2,HD16-2,D,Bill Grant,229,85,144
Franklin,24 Pasco,Rep 16-2,HD16-2,D,Bill Grant,317,112,205
Franklin,25 Pasco,Rep 16-2,HD16-2,D,Bill Grant,75,75,
Franklin,26 Pasco,Rep 16-2,HD16-2,D,Bill Grant,80,80,
Franklin,27 Pasco,Rep 16-2,HD16-2,D,Bill Grant,66,66,
Franklin,28 Pasco,Rep 16-2,HD16-2,D,Bill Grant,65,65,
Franklin,29 Pasco,Rep 16-2,HD16-2,D,Bill Grant,127,20,107
Franklin,30 Pasco,Rep 16-2,HD16-2,D,Bill Grant,50,2,48
Franklin,31 Pasco,Rep 16-2,HD16-2,D,Bill Grant,239,21,218
Franklin,32 Pasco,Rep 16-2,HD16-2,D,Bill Grant,266,121,145
Franklin,33 Pasco,Rep 16-2,HD16-2,D,Bill Grant,179,76,103
Franklin,34,Rep 16-2,HD16-2,D,Bill Grant,8,8,
Franklin,35,Rep 16-2,HD16-2,D,Bill Grant,48,48,
Franklin,36,Rep 16-2,HD16-2,D,Bill Grant,98,98,
Franklin,37,Rep 16-2,HD16-2,D,Bill Grant,125,125,
Franklin,38,Rep 16-2,HD16-2,D,Bill Grant,30,7,23
Franklin,39,Rep 16-2,HD16-2,D,Bill Grant,52,16,36
Franklin,40,Rep 16-2,HD16-2,D,Bill Grant,124,46,78
Franklin,41,Rep 16-2,HD16-2,D,Bill Grant,187,81,106
Franklin,42,Rep 16-2,HD16-2,D,Bill Grant,130,36,94
Franklin,43,Rep 16-2,HD16-2,D,Bill Grant,76,20,56
Franklin,44,Rep 16-2,HD16-2,D,Bill Grant,80,80,
Franklin,45,Rep 16-2,HD16-2,D,Bill Grant,62,62,
Franklin,46,Rep 16-2,HD16-2,D,Bill Grant,96,96,
Franklin,47,Rep 16-2,HD16-2,D,Bill Grant,110,110,
Franklin,72,Rep 16-2,HD16-2,D,Bill Grant,63,63,
Franklin,73,Rep 16-2,HD16-2,D,Bill Grant,86,86,
FRANKLIN WA,FRANKLIN WA,Rep 16-2,HD16-2,D,Bill Grant,5608,3116,2492
Franklin,01 Pasco,Rep 16-2,HD16-2,,writeins,4,0,4
Franklin,02 Pasco,Rep 16-2,HD16-2,,writeins,5,0,5
Franklin,03 Pasco,Rep 16-2,HD16-2,,writeins,7,5,2
Franklin,04 Pasco,Rep 16-2,HD16-2,,writeins,6,5,1
Franklin,05 Pasco,Rep 16-2,HD16-2,,writeins,4,2,2
Franklin,06 Pasco,Rep 16-2,HD16-2,,writeins,3,1,2
Franklin,07 Pasco,Rep 16-2,HD16-2,,writeins,4,1,3
Franklin,08 Pasco,Rep 16-2,HD16-2,,writeins,2,2,
Franklin,09 Pasco,Rep 16-2,HD16-2,,writeins,4,4,
Franklin,10 Pasco,Rep 16-2,HD16-2,,writeins,6,2,4
Franklin,11 Pasco,Rep 16-2,HD16-2,,writeins,8,6,2
Franklin,12 Pasco,Rep 16-2,HD16-2,,writeins,9,7,2
Franklin,13 Pasco,Rep 16-2,HD16-2,,writeins,7,7,
Franklin,14 Pasco,Rep 16-2,HD16-2,,writeins,10,10,0
Franklin,15 Pasco,Rep 16-2,HD16-2,,writeins,5,5,
Franklin,16 Pasco,Rep 16-2,HD16-2,,writeins,7,7,
Franklin,17 Pasco,Rep 16-2,HD16-2,,writeins,3,3,
Franklin,18 Pasco,Rep 16-2,HD16-2,,writeins,0,0,
Franklin,19 Pasco,Rep 16-2,HD16-2,,writeins,2,2,
Franklin,20 Pasco,Rep 16-2,HD16-2,,writeins,2,2,
Franklin,21 Pasco,Rep 16-2,HD16-2,,writeins,3,3,
Franklin,22 Pasco,Rep 16-2,HD16-2,,writeins,4,4,
Franklin,23 Pasco,Rep 16-2,HD16-2,,writeins,7,3,4
Franklin,24 Pasco,Rep 16-2,HD16-2,,writeins,10,6,4
Franklin,25 Pasco,Rep 16-2,HD16-2,,writeins,3,3,
Franklin,26 Pasco,Rep 16-2,HD16-2,,writeins,0,0,
Franklin,27 Pasco,Rep 16-2,HD16-2,,writeins,3,3,
Franklin,28 Pasco,Rep 16-2,HD16-2,,writeins,1,1,
Franklin,29 Pasco,Rep 16-2,HD16-2,,writeins,10,4,6
Franklin,30 Pasco,Rep 16-2,HD16-2,,writeins,2,0,2
Franklin,31 Pasco,Rep 16-2,HD16-2,,writeins,15,1,14
Franklin,32 Pasco,Rep 16-2,HD16-2,,writeins,7,3,4
Franklin,33 Pasco,Rep 16-2,HD16-2,,writeins,7,3,4
Franklin,34,Rep 16-2,HD16-2,,writeins,0,0,
Franklin,35,Rep 16-2,HD16-2,,writeins,1,1,
Franklin,36,Rep 16-2,HD16-2,,writeins,7,7,
Franklin,37,Rep 16-2,HD16-2,,writeins,3,3,
Franklin,38,Rep 16-2,HD16-2,,writeins,1,1,0
Franklin,39,Rep 16-2,HD16-2,,writeins,4,1,3
Franklin,40,Rep 16-2,HD16-2,,writeins,2,1,1
Franklin,41,Rep 16-2,HD16-2,,writeins,10,5,5
Franklin,42,Rep 16-2,HD16-2,,writeins,10,7,3
Franklin,43,Rep 16-2,HD16-2,,writeins,3,2,1
Franklin,44,Rep 16-2,HD16-2,,writeins,6,6,
Franklin,45,Rep 16-2,HD16-2,,writeins,5,5,
Franklin,46,Rep 16-2,HD16-2,,writeins,10,10,
Franklin,47,Rep 16-2,HD16-2,,writeins,6,6,
Franklin,72,Rep 16-2,HD16-2,,writeins,4,4,
Franklin,73,Rep 16-2,HD16-2,,writeins,4,4,
FRANKLIN WA,FRANKLIN WA,Rep 16-2,HD16-2,,writeins,246,168,78
