Number,Precinct Name,Office,District,Party,Candidate,Ballots,Poll,Absentee
Franklin,35,Congress 4,CD4,D,Craig Mason,24,24,
Franklin,36,Congress 4,CD4,D,Craig Mason,37,37,
Franklin,37,Congress 4,CD4,D,Craig Mason,51,51,
Franklin,38,Congress 4,CD4,D,Craig Mason,12,3,9
Franklin,39,Congress 4,CD4,D,Craig Mason,22,4,18
Franklin,40,Congress 4,CD4,D,Craig Mason,49,24,25
Franklin,41,Congress 4,CD4,D,Craig Mason,75,29,46
Franklin,42,Congress 4,CD4,D,Craig Mason,61,18,43
Franklin,43,Congress 4,CD4,D,Craig Mason,36,12,24
Franklin,44,Congress 4,CD4,D,Craig Mason,15,15,
Franklin,45,Congress 4,CD4,D,Craig Mason,30,30,
Franklin,46,Congress 4,CD4,D,Craig Mason,35,35,
Franklin,47,Congress 4,CD4,D,Craig Mason,47,47,
Franklin,48,Congress 4,CD4,D,Craig Mason,20,20,
Franklin,49,Congress 4,CD4,D,Craig Mason,7,7,
Franklin,50,Congress 4,CD4,D,Craig Mason,9,9,
Franklin,51,Congress 4,CD4,D,Craig Mason,7,7,
Franklin,52,Congress 4,CD4,D,Craig Mason,7,7,
Franklin,53,Congress 4,CD4,D,Craig Mason,7,7,
Franklin,54,Congress 4,CD4,D,Craig Mason,41,41,
Franklin,55,Congress 4,CD4,D,Craig Mason,4,4,
Franklin,56,Congress 4,CD4,D,Craig Mason,18,18,
Franklin,57,Congress 4,CD4,D,Craig Mason,9,9,
Franklin,58,Congress 4,CD4,D,Craig Mason,19,19,
Franklin,59,Congress 4,CD4,D,Craig Mason,10,10,
Franklin,60,Congress 4,CD4,D,Craig Mason,15,15,
Franklin,61,Congress 4,CD4,D,Craig Mason,9,9,
Franklin,62,Congress 4,CD4,D,Craig Mason,31,31,
Franklin,63,Congress 4,CD4,D,Craig Mason,13,13,
Franklin,64,Congress 4,CD4,D,Craig Mason,37,28,9
Franklin,65,Congress 4,CD4,D,Craig Mason,3,1,2
Franklin,66,Congress 4,CD4,D,Craig Mason,31,12,19
Franklin,67,Congress 4,CD4,D,Craig Mason,48,24,24
Franklin,68,Congress 4,CD4,D,Craig Mason,11,11,
Franklin,69,Congress 4,CD4,D,Craig Mason,8,8,
Franklin,70,Congress 4,CD4,D,Craig Mason,26,26,
Franklin,71,Congress 4,CD4,D,Craig Mason,8,8,
Franklin,72,Congress 4,CD4,D,Craig Mason,14,14,
Franklin,73,Congress 4,CD4,D,Craig Mason,23,23,
FRANKLIN WA,FRANKLIN WA,Congress 4,CD4,D,Craig Mason,3019,1736,1283
Franklin,01 Pasco,Congress 4,CD4,R,Doc Hastings,94,14,80
Franklin,02 Pasco,Congress 4,CD4,R,Doc Hastings,41,4,37
Franklin,03 Pasco,Congress 4,CD4,R,Doc Hastings,72,30,42
Franklin,04 Pasco,Congress 4,CD4,R,Doc Hastings,75,31,44
Franklin,05 Pasco,Congress 4,CD4,R,Doc Hastings,67,27,40
Franklin,06 Pasco,Congress 4,CD4,R,Doc Hastings,68,9,59
Franklin,07 Pasco,Congress 4,CD4,R,Doc Hastings,49,14,35
Franklin,08 Pasco,Congress 4,CD4,R,Doc Hastings,117,117,
Franklin,09 Pasco,Congress 4,CD4,R,Doc Hastings,39,39,
Franklin,10 Pasco,Congress 4,CD4,R,Doc Hastings,127,45,82
Franklin,11 Pasco,Congress 4,CD4,R,Doc Hastings,176,61,115
Franklin,12 Pasco,Congress 4,CD4,R,Doc Hastings,144,66,78
Franklin,13 Pasco,Congress 4,CD4,R,Doc Hastings,82,82,
Franklin,14 Pasco,Congress 4,CD4,R,Doc Hastings,144,74,70
Franklin,15 Pasco,Congress 4,CD4,R,Doc Hastings,63,63,
Franklin,16 Pasco,Congress 4,CD4,R,Doc Hastings,29,29,
Franklin,17 Pasco,Congress 4,CD4,R,Doc Hastings,77,77,
Franklin,18 Pasco,Congress 4,CD4,R,Doc Hastings,64,64,
Franklin,19 Pasco,Congress 4,CD4,R,Doc Hastings,65,65,
Franklin,20 Pasco,Congress 4,CD4,R,Doc Hastings,45,45,
Franklin,21 Pasco,Congress 4,CD4,R,Doc Hastings,55,55,
Franklin,22 Pasco,Congress 4,CD4,R,Doc Hastings,96,96,
Franklin,23 Pasco,Congress 4,CD4,R,Doc Hastings,234,92,142
Franklin,24 Pasco,Congress 4,CD4,R,Doc Hastings,302,105,197
Franklin,25 Pasco,Congress 4,CD4,R,Doc Hastings,64,64,
Franklin,26 Pasco,Congress 4,CD4,R,Doc Hastings,98,98,
Franklin,27 Pasco,Congress 4,CD4,R,Doc Hastings,68,68,
Franklin,28 Pasco,Congress 4,CD4,R,Doc Hastings,64,64,
Franklin,29 Pasco,Congress 4,CD4,R,Doc Hastings,163,27,136
Franklin,30 Pasco,Congress 4,CD4,R,Doc Hastings,44,4,40
Franklin,31 Pasco,Congress 4,CD4,R,Doc Hastings,267,32,235
Franklin,32 Pasco,Congress 4,CD4,R,Doc Hastings,245,124,121
Franklin,33 Pasco,Congress 4,CD4,R,Doc Hastings,200,82,118
Franklin,34,Congress 4,CD4,R,Doc Hastings,11,11,
Franklin,35,Congress 4,CD4,R,Doc Hastings,44,44,
Franklin,36,Congress 4,CD4,R,Doc Hastings,126,126,
Franklin,37,Congress 4,CD4,R,Doc Hastings,138,138,
Franklin,38,Congress 4,CD4,R,Doc Hastings,37,8,29
Franklin,39,Congress 4,CD4,R,Doc Hastings,65,23,42
Franklin,40,Congress 4,CD4,R,Doc Hastings,120,46,74
Franklin,41,Congress 4,CD4,R,Doc Hastings,194,92,102
Franklin,42,Congress 4,CD4,R,Doc Hastings,145,61,84
Franklin,43,Congress 4,CD4,R,Doc Hastings,76,25,51
Franklin,44,Congress 4,CD4,R,Doc Hastings,102,102,
Franklin,45,Congress 4,CD4,R,Doc Hastings,74,74,
Franklin,46,Congress 4,CD4,R,Doc Hastings,105,105,
Franklin,47,Congress 4,CD4,R,Doc Hastings,119,119,
Franklin,48,Congress 4,CD4,R,Doc Hastings,157,157,
Franklin,49,Congress 4,CD4,R,Doc Hastings,36,36,
Franklin,50,Congress 4,CD4,R,Doc Hastings,66,66,
Franklin,51,Congress 4,CD4,R,Doc Hastings,67,67,
Franklin,52,Congress 4,CD4,R,Doc Hastings,95,95,
Franklin,53,Congress 4,CD4,R,Doc Hastings,97,97,
Franklin,54,Congress 4,CD4,R,Doc Hastings,158,158,
Franklin,55,Congress 4,CD4,R,Doc Hastings,72,72,
Franklin,56,Congress 4,CD4,R,Doc Hastings,88,88,
Franklin,57,Congress 4,CD4,R,Doc Hastings,51,51,
Franklin,58,Congress 4,CD4,R,Doc Hastings,83,83,
Franklin,59,Congress 4,CD4,R,Doc Hastings,54,54,
Franklin,60,Congress 4,CD4,R,Doc Hastings,25,25,
Franklin,61,Congress 4,CD4,R,Doc Hastings,76,76,
Franklin,62,Congress 4,CD4,R,Doc Hastings,29,29,
Franklin,63,Congress 4,CD4,R,Doc Hastings,91,91,
Franklin,64,Congress 4,CD4,R,Doc Hastings,86,48,38
Franklin,65,Congress 4,CD4,R,Doc Hastings,10,3,7
Franklin,66,Congress 4,CD4,R,Doc Hastings,98,52,46
Franklin,67,Congress 4,CD4,R,Doc Hastings,95,57,38
Franklin,68,Congress 4,CD4,R,Doc Hastings,51,51,
Franklin,69,Congress 4,CD4,R,Doc Hastings,107,107,
Franklin,70,Congress 4,CD4,R,Doc Hastings,23,23,
Franklin,71,Congress 4,CD4,R,Doc Hastings,55,55,
Franklin,72,Congress 4,CD4,R,Doc Hastings,74,74,
Franklin,73,Congress 4,CD4,R,Doc Hastings,101,101,
FRANKLIN WA,FRANKLIN WA,Congress 4,CD4,R,Doc Hastings,6839,4657,2182
Franklin,01 Pasco,Congress 4,CD4,,writeins,0,0,0
Franklin,02 Pasco,Congress 4,CD4,,writeins,3,0,3
Franklin,03 Pasco,Congress 4,CD4,,writeins,1,1,0
Franklin,04 Pasco,Congress 4,CD4,,writeins,0,0,0
Franklin,05 Pasco,Congress 4,CD4,,writeins,2,1,1
Franklin,06 Pasco,Congress 4,CD4,,writeins,2,0,2
Franklin,07 Pasco,Congress 4,CD4,,writeins,0,0,0
Franklin,08 Pasco,Congress 4,CD4,,writeins,1,1,
Franklin,09 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,10 Pasco,Congress 4,CD4,,writeins,0,0,0
Franklin,11 Pasco,Congress 4,CD4,,writeins,1,1,0
Franklin,12 Pasco,Congress 4,CD4,,writeins,5,4,1
Franklin,13 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,14 Pasco,Congress 4,CD4,,writeins,4,2,2
Franklin,15 Pasco,Congress 4,CD4,,writeins,1,1,
Franklin,16 Pasco,Congress 4,CD4,,writeins,1,1,
Franklin,17 Pasco,Congress 4,CD4,,writeins,3,3,
Franklin,18 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,19 Pasco,Congress 4,CD4,,writeins,1,1,
Franklin,20 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,21 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,22 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,23 Pasco,Congress 4,CD4,,writeins,2,0,2
Franklin,24 Pasco,Congress 4,CD4,,writeins,1,1,0
Franklin,25 Pasco,Congress 4,CD4,,writeins,1,1,
Franklin,26 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,27 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,28 Pasco,Congress 4,CD4,,writeins,0,0,
Franklin,29 Pasco,Congress 4,CD4,,writeins,1,0,1
Franklin,30 Pasco,Congress 4,CD4,,writeins,0,0,0
Franklin,31 Pasco,Congress 4,CD4,,writeins,3,0,3
Franklin,32 Pasco,Congress 4,CD4,,writeins,0,0,0
Franklin,33 Pasco,Congress 4,CD4,,writeins,1,0,1
Franklin,34,Congress 4,CD4,,writeins,0,0,
Franklin,35,Congress 4,CD4,,writeins,1,1,
Franklin,36,Congress 4,CD4,,writeins,0,0,
Franklin,37,Congress 4,CD4,,writeins,0,0,
Franklin,38,Congress 4,CD4,,writeins,0,0,0
Franklin,39,Congress 4,CD4,,writeins,2,1,1
Franklin,40,Congress 4,CD4,,writeins,0,0,0
Franklin,41,Congress 4,CD4,,writeins,0,0,0
Franklin,42,Congress 4,CD4,,writeins,1,1,0
Franklin,43,Congress 4,CD4,,writeins,0,0,0
Franklin,44,Congress 4,CD4,,writeins,0,0,
Franklin,45,Congress 4,CD4,,writeins,0,0,
Franklin,46,Congress 4,CD4,,writeins,1,1,
Franklin,47,Congress 4,CD4,,writeins,2,2,
Franklin,48,Congress 4,CD4,,writeins,1,1,
Franklin,49,Congress 4,CD4,,writeins,0,0,
Franklin,50,Congress 4,CD4,,writeins,0,0,
Franklin,51,Congress 4,CD4,,writeins,2,2,
Franklin,52,Congress 4,CD4,,writeins,1,1,
Franklin,53,Congress 4,CD4,,writeins,0,0,
Franklin,54,Congress 4,CD4,,writeins,3,3,
Franklin,55,Congress 4,CD4,,writeins,0,0,
Franklin,56,Congress 4,CD4,,writeins,0,0,
Franklin,57,Congress 4,CD4,,writeins,0,0,
Franklin,58,Congress 4,CD4,,writeins,0,0,
Franklin,59,Congress 4,CD4,,writeins,0,0,
Franklin,60,Congress 4,CD4,,writeins,0,0,
Franklin,61,Congress 4,CD4,,writeins,0,0,
Franklin,62,Congress 4,CD4,,writeins,0,0,
Franklin,63,Congress 4,CD4,,writeins,0,0,
Franklin,64,Congress 4,CD4,,writeins,1,0,1
Franklin,65,Congress 4,CD4,,writeins,0,0,0
Franklin,66,Congress 4,CD4,,writeins,0,0,0
Franklin,67,Congress 4,CD4,,writeins,0,0,0
Franklin,68,Congress 4,CD4,,writeins,1,1,
Franklin,69,Congress 4,CD4,,writeins,0,0,
Franklin,70,Congress 4,CD4,,writeins,0,0,
Franklin,71,Congress 4,CD4,,writeins,0,0,
Franklin,72,Congress 4,CD4,,writeins,0,0,
Franklin,73,Congress 4,CD4,,writeins,1,1,
FRANKLIN WA,FRANKLIN WA,Congress 4,CD4,,writeins,51,33,18
Franklin,48,Rep 09-1,HD09-1,R,Don Cox,144,144,
Franklin,49,Rep 09-1,HD09-1,R,Don Cox,35,35,
Franklin,50,Rep 09-1,HD09-1,R,Don Cox,63,63,
Franklin,51,Rep 09-1,HD09-1,R,Don Cox,58,58,
Franklin,52,Rep 09-1,HD09-1,R,Don Cox,73,73,
Franklin,53,Rep 09-1,HD09-1,R,Don Cox,88,88,
Franklin,54,Rep 09-1,HD09-1,R,Don Cox,150,150,
Franklin,55,Rep 09-1,HD09-1,R,Don Cox,66,66,
Franklin,56,Rep 09-1,HD09-1,R,Don Cox,88,88,
Franklin,57,Rep 09-1,HD09-1,R,Don Cox,47,47,
Franklin,58,Rep 09-1,HD09-1,R,Don Cox,80,80,
Franklin,59,Rep 09-1,HD09-1,R,Don Cox,53,53,
Franklin,60,Rep 09-1,HD09-1,R,Don Cox,27,27,
Franklin,61,Rep 09-1,HD09-1,R,Don Cox,60,60,
Franklin,62,Rep 09-1,HD09-1,R,Don Cox,43,43,
Franklin,63,Rep 09-1,HD09-1,R,Don Cox,87,87,
Franklin,64,Rep 09-1,HD09-1,R,Don Cox,99,55,44
Franklin,65,Rep 09-1,HD09-1,R,Don Cox,11,4,7
Franklin,66,Rep 09-1,HD09-1,R,Don Cox,100,53,47
Franklin,67,Rep 09-1,HD09-1,R,Don Cox,105,61,44
Franklin,68,Rep 09-1,HD09-1,R,Don Cox,55,55,
Franklin,69,Rep 09-1,HD09-1,R,Don Cox,104,104,
Franklin,70,Rep 09-1,HD09-1,R,Don Cox,31,31,
Franklin,71,Rep 09-1,HD09-1,R,Don Cox,54,54,
FRANKLIN WA,FRANKLIN WA,Rep 09-1,HD09-1,R,Don Cox,1721,1579,142
Franklin,48,Rep 09-1,HD09-1,,writeins,3,3,
Franklin,49,Rep 09-1,HD09-1,,writeins,0,0,
Franklin,50,Rep 09-1,HD09-1,,writeins,1,1,
Franklin,51,Rep 09-1,HD09-1,,writeins,2,2,
Franklin,52,Rep 09-1,HD09-1,,writeins,1,1,
Franklin,53,Rep 09-1,HD09-1,,writeins,1,1,
Franklin,54,Rep 09-1,HD09-1,,writeins,2,2,
Franklin,55,Rep 09-1,HD09-1,,writeins,1,1,
Franklin,56,Rep 09-1,HD09-1,,writeins,0,0,
Franklin,57,Rep 09-1,HD09-1,,writeins,0,0,
Franklin,58,Rep 09-1,HD09-1,,writeins,1,1,
Franklin,59,Rep 09-1,HD09-1,,writeins,0,0,
Franklin,60,Rep 09-1,HD09-1,,writeins,1,1,
Franklin,61,Rep 09-1,HD09-1,,writeins,2,2,
Franklin,62,Rep 09-1,HD09-1,,writeins,0,0,
Franklin,63,Rep 09-1,HD09-1,,writeins,0,0,
Franklin,64,Rep 09-1,HD09-1,,writeins,4,3,1
Franklin,65,Rep 09-1,HD09-1,,writeins,0,0,0
Franklin,66,Rep 09-1,HD09-1,,writeins,3,1,2
Franklin,67,Rep 09-1,HD09-1,,writeins,4,1,3
Franklin,68,Rep 09-1,HD09-1,,writeins,2,2,
Franklin,69,Rep 09-1,HD09-1,,writeins,1,1,
Franklin,70,Rep 09-1,HD09-1,,writeins,1,1,
Franklin,71,Rep 09-1,HD09-1,,writeins,0,0,
FRANKLIN WA,FRANKLIN WA,Rep 09-1,HD09-1,,writeins,30,24,6
Franklin,48,Rep 09-2,HD09-2,R,Mark Schoesler,146,146,
Franklin,49,Rep 09-2,HD09-2,R,Mark Schoesler,37,37,
Franklin,50,Rep 09-2,HD09-2,R,Mark Schoesler,61,61,
Franklin,51,Rep 09-2,HD09-2,R,Mark Schoesler,61,61,
Franklin,52,Rep 09-2,HD09-2,R,Mark Schoesler,75,75,
Franklin,53,Rep 09-2,HD09-2,R,Mark Schoesler,91,91,
Franklin,54,Rep 09-2,HD09-2,R,Mark Schoesler,149,149,
Franklin,55,Rep 09-2,HD09-2,R,Mark Schoesler,60,60,
Franklin,56,Rep 09-2,HD09-2,R,Mark Schoesler,93,93,
Franklin,57,Rep 09-2,HD09-2,R,Mark Schoesler,44,44,
Franklin,58,Rep 09-2,HD09-2,R,Mark Schoesler,81,81,
Franklin,59,Rep 09-2,HD09-2,R,Mark Schoesler,59,59,
Franklin,60,Rep 09-2,HD09-2,R,Mark Schoesler,30,30,
Franklin,61,Rep 09-2,HD09-2,R,Mark Schoesler,69,69,
Franklin,62,Rep 09-2,HD09-2,R,Mark Schoesler,37,37,
Franklin,63,Rep 09-2,HD09-2,R,Mark Schoesler,85,85,
Franklin,64,Rep 09-2,HD09-2,R,Mark Schoesler,89,50,39
Franklin,65,Rep 09-2,HD09-2,R,Mark Schoesler,7,2,5
Franklin,66,Rep 09-2,HD09-2,R,Mark Schoesler,101,52,49
Franklin,67,Rep 09-2,HD09-2,R,Mark Schoesler,102,56,46
Franklin,68,Rep 09-2,HD09-2,R,Mark Schoesler,59,59,
Franklin,69,Rep 09-2,HD09-2,R,Mark Schoesler,106,106,
Franklin,70,Rep 09-2,HD09-2,R,Mark Schoesler,32,32,
Franklin,71,Rep 09-2,HD09-2,R,Mark Schoesler,52,52,
FRANKLIN WA,FRANKLIN WA,Rep 09-2,HD09-2,R,Mark Schoesler,1726,1587,139
Franklin,48,Rep 09-2,HD09-2,L,John Gearhart,23,23,
Franklin,49,Rep 09-2,HD09-2,L,John Gearhart,3,3,
Franklin,50,Rep 09-2,HD09-2,L,John Gearhart,10,10,
Franklin,51,Rep 09-2,HD09-2,L,John Gearhart,6,6,
Franklin,52,Rep 09-2,HD09-2,L,John Gearhart,11,11,
Franklin,53,Rep 09-2,HD09-2,L,John Gearhart,8,8,
Franklin,54,Rep 09-2,HD09-2,L,John Gearhart,30,30,
Franklin,55,Rep 09-2,HD09-2,L,John Gearhart,8,8,
Franklin,56,Rep 09-2,HD09-2,L,John Gearhart,9,9,
Franklin,57,Rep 09-2,HD09-2,L,John Gearhart,10,10,
Franklin,58,Rep 09-2,HD09-2,L,John Gearhart,11,11,
Franklin,59,Rep 09-2,HD09-2,L,John Gearhart,3,3,
Franklin,60,Rep 09-2,HD09-2,L,John Gearhart,5,5,
Franklin,61,Rep 09-2,HD09-2,L,John Gearhart,8,8,
Franklin,62,Rep 09-2,HD09-2,L,John Gearhart,16,16,
Franklin,63,Rep 09-2,HD09-2,L,John Gearhart,8,8,
Franklin,64,Rep 09-2,HD09-2,L,John Gearhart,24,16,8
Franklin,65,Rep 09-2,HD09-2,L,John Gearhart,6,2,4
Franklin,66,Rep 09-2,HD09-2,L,John Gearhart,17,6,11
Franklin,67,Rep 09-2,HD09-2,L,John Gearhart,25,16,9
Franklin,68,Rep 09-2,HD09-2,L,John Gearhart,3,3,
Franklin,69,Rep 09-2,HD09-2,L,John Gearhart,9,9,
Franklin,70,Rep 09-2,HD09-2,L,John Gearhart,12,12,
Franklin,71,Rep 09-2,HD09-2,L,John Gearhart,9,9,
FRANKLIN WA,FRANKLIN WA,Rep 09-2,HD09-2,L,John Gearhart,274,242,32
Franklin,48,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,49,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,50,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,51,Rep 09-2,HD09-2,,writeins,2,2,
Franklin,52,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,53,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,54,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,55,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,56,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,57,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,58,Rep 09-2,HD09-2,,writeins,0,0,
Franklin,59,Rep 09-2,HD09-2,,writeins,0,0,
