"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"ROSALIA SD 410 Rosalia School District Proposition 1 Capital Levy For Safety, Security and Infrastructure Improvements","WT","NO","ROSALIA IN","47","63"
"ROSALIA SD 410 Rosalia School District Proposition 1 Capital Levy For Safety, Security and Infrastructure Improvements","WT","YES","MALDEN 150","150","4"
"ROSALIA SD 410 Rosalia School District Proposition 1 Capital Levy For Safety, Security and Infrastructure Improvements","WT","NO","MALDEN 150","150","7"
"ROSALIA SD 410 Rosalia School District Proposition 1 Capital Levy For Safety, Security and Infrastructure Improvements","WT","YES","ROSALIA 151","151","43"
"ROSALIA SD 410 Rosalia School District Proposition 1 Capital Levy For Safety, Security and Infrastructure Improvements","WT","NO","ROSALIA 151","151","17"
"ROSALIA SD 410 Rosalia School District Proposition 1 Capital Levy For Safety, Security and Infrastructure Improvements","WT","YES","THORNTON 152","152","27"
"ROSALIA SD 410 Rosalia School District Proposition 1 Capital Levy For Safety, Security and Infrastructure Improvements","WT","NO","THORNTON 152","152","27"
"SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","AD","YES","Total","-1","0"
"SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","AD","NO","Total","-1","0"
"SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","WT","YES","Total","-1","27"
"SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","WT","NO","Total","-1","20"
"SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","WT","YES","LAMONT IN","44","8"
"SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","WT","NO","LAMONT IN","44","4"
"SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","WT","YES","LAMONT 148","148","19"
"SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","WT","NO","LAMONT 148","148","16"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Total","-1","639"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Total","-1","525"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #1","201","92"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #1","201","70"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #2","202","66"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #2","202","64"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #3","203","92"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #3","203","61"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #4","204","65"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #4","204","43"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #5","205","65"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #5","205","73"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #6","206","146"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #6","206","108"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #7","207","15"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #7","207","22"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #8","208","88"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #8","208","80"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Approved","Chehalis #9","209","10"
"Chehalis City Transportation Benefit District of Chehalis - Sales and Use Tax Levy ","LE","Rejected","Chehalis #9","209","4"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","Total","-1","11234"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","Total","-1","8590"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 200","100200","138"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 200","100200","82"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 201","100201","204"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 201","100201","130"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 202","100202","296"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 202","100202","163"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 203","100203","130"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 203","100203","60"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 204","100204","254"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 204","100204","126"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 205","100205","348"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 205","100205","242"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 206","100206","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 206","100206","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 207","100207","272"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 207","100207","168"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 208","100208","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 208","100208","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 209","100209","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 209","100209","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 210","100210","364"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 210","100210","99"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","CEDAR 211","100211","190"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","CEDAR 211","100211","164"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","ANNAPOLIS 212","100212","353"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","ANNAPOLIS 212","100212","202"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","BRASCH 213","100213","233"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","BRASCH 213","100213","200"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","LAKE HELENA 214","100214","171"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","LAKE HELENA 214","100214","210"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 215","100215","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 215","100215","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","MINTERBROOK 216","100216","74"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","MINTERBROOK 216","100216","131"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","SPRING CREEK 217","100217","211"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","SPRING CREEK 217","100217","133"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","BURLEY 218","100218","172"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","BURLEY 218","100218","197"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","HUNTER 219","100219","131"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","HUNTER 219","100219","190"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PORT ORCHARD 220","100220","211"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PORT ORCHARD 220","100220","158"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","ALASKA 221","100221","307"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","ALASKA 221","100221","213"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","WOODRIDGE 222","100222","144"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","WOODRIDGE 222","100222","121"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","NEBRASKA 223","100223","193"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","NEBRASKA 223","100223","148"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","WHISPERING PINES 227","100227","220"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","WHISPERING PINES 227","100227","219"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","FERNWOOD 230","100230","249"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","FERNWOOD 230","100230","246"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","GLENWOOD 232","100232","285"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","GLENWOOD 232","100232","263"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","HARPER 240","100240","271"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","HARPER 240","100240","147"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","YUKON 241","100241","217"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","YUKON 241","100241","153"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","WILSON CREEK 242","100242","226"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","WILSON CREEK 242","100242","164"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","LONG LAKE 245","100245","197"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","LONG LAKE 245","100245","139"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","LOCKER 246","100246","295"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","LOCKER 246","100246","231"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","EBBERT 247","100247","281"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","EBBERT 247","100247","222"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","LUNDBERG 250","100250","248"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","LUNDBERG 250","100250","168"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","CONVERSE 252","100252","217"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","CONVERSE 252","100252","127"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","MANCHESTER 255","100255","223"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","MANCHESTER 255","100255","170"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","EVERGREEN 257","100257","372"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","EVERGREEN 257","100257","257"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","WILLOCK 258","100258","202"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","WILLOCK 258","100258","181"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","FRAGARIA 259","100259","225"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","FRAGARIA 259","100259","171"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","MULLENIX 260","100260","243"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","MULLENIX 260","100260","228"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","BANDIX 263","100263","211"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","BANDIX 263","100263","229"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","OLALLA 265","100265","171"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","OLALLA 265","100265","165"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","CRESCENT VALLEY 266","100266","203"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","CRESCENT VALLEY 266","100266","202"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","OVERLOOK 267","100267","188"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","OVERLOOK 267","100267","120"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","MADRONA 269","100269","179"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","MADRONA 269","100269","120"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","PARKWOOD 270","100270","289"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","PARKWOOD 270","100270","181"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","CONIFER 271","100271","159"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","CONIFER 271","100271","72"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","SEDGWICK 272","100272","290"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","SEDGWICK 272","100272","189"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","SINCLAIR 275","100275","88"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","SINCLAIR 275","100275","113"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","SHERMAN HEIGHTS 278","100278","7"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","SHERMAN HEIGHTS 278","100278","8"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","BERRY LAKE 279","100279","133"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","BERRY LAKE 279","100279","122"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","BELFAIR VALLEY 280","100280","50"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","BELFAIR VALLEY 280","100280","96"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","SUNNYSLOPE 281","100281","200"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","SUNNYSLOPE 281","100281","182"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","DICKENSON 282","100282","212"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","DICKENSON 282","100282","200"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","DRIVE-IN 283","100283","3"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","DRIVE-IN 283","100283","6"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","LIGHTHOUSE POINT 292","100292","293"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","LIGHTHOUSE POINT 292","100292","190"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","BREMERTON 293","100293","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","BREMERTON 293","100293","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","BREMERTON 294","100294","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","BREMERTON 294","100294","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","WATERMAN 295","100295","151"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","WATERMAN 295","100295","152"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","BREMERTON 296","100296","40"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","BREMERTON 296","100296","20"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","Yes","HEINS CREEK 297","100297","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Educational Programs and Operations Replacement Levy ","KP","No","HEINS CREEK 297","100297","0"
"Boistfort School District #234 General Obligation Bonds - $1,825,000 ","LE","Approved","Total","-1","207"
"Boistfort School District #234 General Obligation Bonds - $1,825,000 ","LE","Rejected","Total","-1","56"
"Boistfort School District #234 General Obligation Bonds - $1,825,000 ","LE","Approved","Boistfort","6","85"
"Boistfort School District #234 General Obligation Bonds - $1,825,000 ","LE","Rejected","Boistfort","6","21"
"Boistfort School District #234 General Obligation Bonds - $1,825,000 ","LE","Approved","Curtis","11","91"
"Boistfort School District #234 General Obligation Bonds - $1,825,000 ","LE","Rejected","Curtis","11","22"
"Boistfort School District #234 General Obligation Bonds - $1,825,000 ","LE","Approved","Meskill","34","31"
"Boistfort School District #234 General Obligation Bonds - $1,825,000 ","LE","Rejected","Meskill","34","13"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","Total","-1","10244"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","Total","-1","9482"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 200","100200","133"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 200","100200","86"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 201","100201","171"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 201","100201","160"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 202","100202","284"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 202","100202","172"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 203","100203","124"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 203","100203","66"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 204","100204","229"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 204","100204","151"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 205","100205","330"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 205","100205","258"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 206","100206","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 206","100206","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 207","100207","260"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 207","100207","179"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 208","100208","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 208","100208","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 209","100209","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 209","100209","0"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","PORT ORCHARD 210","100210","362"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","PORT ORCHARD 210","100210","99"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","CEDAR 211","100211","169"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","CEDAR 211","100211","183"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","ANNAPOLIS 212","100212","318"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","ANNAPOLIS 212","100212","235"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","BRASCH 213","100213","217"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Rejected","BRASCH 213","100213","213"
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 School Construction and Security/Safety General Obligation Bonds - $172,621,300 ","KP","Approved","LAKE HELENA 214","100214","155"
